,MTNR1B (4544)
ACH-000004,0.254802175629
ACH-000007,0.117429334182
ACH-000009,0.18162009187199998
ACH-000011,0.10140325281
ACH-000012,0.043181524755699995
ACH-000013,0.149509923417
ACH-000014,0.0307931539604
ACH-000015,0.10009260991900001
ACH-000017,0.154840124509
ACH-000018,0.06775653684159999
ACH-000019,0.195615107375
ACH-000021,0.039919991972300006
ACH-000022,-0.09742530717730001
ACH-000025,0.10778599340299999
ACH-000028,0.0225223611131
ACH-000030,0.137884360274
ACH-000035,0.202288448816
ACH-000036,0.019373709603900002
ACH-000037,-0.356746522241
ACH-000039,0.0828149025765
ACH-000040,0.0443546628166
ACH-000041,-0.189334806933
ACH-000042,-0.0445157389731
ACH-000045,0.06767247781050001
ACH-000047,0.0825430337579
ACH-000052,-0.047844039095
ACH-000053,-0.00806707346311
ACH-000054,-0.033093138085500004
ACH-000055,-0.166308210535
ACH-000060,0.0617680866565
ACH-000067,0.181184520445
ACH-000070,-0.22265320141199998
ACH-000075,-0.108863290549
ACH-000078,0.07554470851169999
ACH-000082,-0.0314167475548
ACH-000085,0.0648132852922
ACH-000086,-0.0878876191455
ACH-000087,-0.03828223498219999
ACH-000092,0.0446400076308
ACH-000095,-0.10170662431
ACH-000097,0.0372194733767
ACH-000098,-0.0179609774754
ACH-000099,0.0
ACH-000108,0.054619179655
ACH-000113,0.10679299675000001
ACH-000115,0.193998312424
ACH-000116,0.0574745698373
ACH-000118,0.032252985830000004
ACH-000120,0.128349243915
ACH-000123,0.166980597237
ACH-000127,0.16784538035399998
ACH-000128,0.055117469582
ACH-000132,-0.042574592165199994
ACH-000133,0.043110642307699995
ACH-000137,-0.247632312696
ACH-000138,0.0955307226134
ACH-000142,0.0146721806739
ACH-000143,0.05315156215630001
ACH-000146,-0.0710070895185
ACH-000148,-0.0374637953842
ACH-000150,-0.05714178134430001
ACH-000152,-0.03916026912119999
ACH-000153,0.299266998592
ACH-000159,0.121374445577
ACH-000160,0.0305948053474
ACH-000163,-0.031005595465700003
ACH-000167,0.296119143502
ACH-000168,0.00960898575323
ACH-000169,0.0970022635487
ACH-000178,-0.030040029734200002
ACH-000182,0.053402273748399995
ACH-000183,-0.045811072598800004
ACH-000188,-0.0498246178419
ACH-000189,-0.304208907847
ACH-000190,0.0640691888674
ACH-000198,0.106143540799
ACH-000204,0.150330294289
ACH-000206,-0.03319166325
ACH-000207,-0.04631909293269999
ACH-000211,0.18666252770599998
ACH-000215,0.042117325880699996
ACH-000221,0.0855698739448
ACH-000222,0.175629537173
ACH-000223,0.017980047428599998
ACH-000226,-0.013376085846500001
ACH-000227,-0.0777114160018
ACH-000228,0.0648302635368
ACH-000231,0.00224088503607
ACH-000232,-0.0352649669081
ACH-000233,-0.005611284039489999
ACH-000234,0.215562095264
ACH-000235,0.0321565436884
ACH-000237,-0.109886615105
ACH-000238,0.0417671151989
ACH-000243,0.14906826965
ACH-000244,-0.0388000454745
ACH-000246,-0.031701533563099994
ACH-000248,0.168814892962
ACH-000250,-0.00794960850851
ACH-000251,0.15639578553
ACH-000253,0.0234396785349
ACH-000255,0.194255609423
ACH-000256,-0.300750504565
ACH-000257,-0.29673949582
ACH-000258,0.20708504836599997
ACH-000259,0.059640292084099995
ACH-000260,-0.0028131287276999995
ACH-000261,-0.0315731351932
ACH-000262,-0.121313963731
ACH-000263,0.280704866159
ACH-000264,0.0840864793445
ACH-000265,0.10305234686699999
ACH-000266,0.09255041325369999
ACH-000272,0.22950995382800002
ACH-000273,0.0565677808199
ACH-000274,0.053675841416100004
ACH-000277,-0.09206803902380001
ACH-000278,0.07166968009210001
ACH-000279,-0.00882404963236
ACH-000280,-0.0056655751938800005
ACH-000281,-0.281012768379
ACH-000288,-0.0418299196403
ACH-000291,0.129060571987
ACH-000293,-0.089644055744
ACH-000294,0.101966395164
ACH-000295,0.0825589961715
ACH-000296,0.16403055892
ACH-000302,-0.027845699432900002
ACH-000304,0.106014625416
ACH-000307,0.031491323125200005
ACH-000308,0.183951843342
ACH-000310,0.0701651566928
ACH-000311,0.107099481441
ACH-000312,0.125200011842
ACH-000315,-0.0326592508532
ACH-000316,-0.09096342105699999
ACH-000317,0.11208125111199999
ACH-000318,-0.07840804028710001
ACH-000319,0.17521924346
ACH-000320,0.0481784226291
ACH-000322,0.0030513923115200003
ACH-000323,-0.0761408955923
ACH-000324,0.2019630052
ACH-000329,0.146955991194
