,CATSPERG (57828)
ACH-000004,-0.253668245054
ACH-000007,-0.37330565221
ACH-000009,-0.160030507166
ACH-000011,-0.24011071755399999
ACH-000012,-0.22546150155900002
ACH-000013,-0.619992638407
ACH-000014,-0.0331310344374
ACH-000015,-0.257585844353
ACH-000017,-0.16380119078299998
ACH-000018,-0.16573973930299998
ACH-000019,-0.036055724477499995
ACH-000021,-0.0987623014092
ACH-000022,-0.18618168816300001
ACH-000025,-0.163833881491
ACH-000028,-0.155719944038
ACH-000030,-0.276061398074
ACH-000035,-0.480775660062
ACH-000036,-0.086467283145
ACH-000037,-0.078139878917
ACH-000039,0.11464923576899999
ACH-000040,0.0670497830193
ACH-000041,-0.201909020471
ACH-000042,-0.176993664706
ACH-000045,-0.21865008954100001
ACH-000047,-0.0740212431025
ACH-000052,0.0334738666587
ACH-000053,-0.258494248134
ACH-000054,-0.0922330641338
ACH-000055,-0.0364334552052
ACH-000060,-0.029425748700200004
ACH-000067,-0.0632395638208
ACH-000070,-0.14374441991800002
ACH-000075,-0.16882275179200001
ACH-000078,-0.0366011847719
ACH-000082,-0.195271431849
ACH-000085,-0.0593407033702
ACH-000086,-0.124234344387
ACH-000087,-0.334333738755
ACH-000092,-0.279676297309
ACH-000095,-0.149675084742
ACH-000097,-0.252767889686
ACH-000098,-0.370369463675
ACH-000099,-0.0737624285008
ACH-000108,-0.182431369253
ACH-000113,-0.09345434393850001
ACH-000115,0.09336555869169999
ACH-000116,-0.19813824783300002
ACH-000118,-0.12449597505999999
ACH-000120,-0.10170429955299999
ACH-000123,-0.23808196495099998
ACH-000127,-0.1381582173
ACH-000128,-0.041117384521800006
ACH-000132,-0.105682964705
ACH-000133,-0.220767769272
ACH-000137,-0.329833494069
ACH-000138,-0.24051410562199999
ACH-000142,-0.399067063169
ACH-000143,-0.199296556633
ACH-000146,-0.18469274861999999
ACH-000148,-0.00825449867237
ACH-000150,-0.08801956820779999
ACH-000152,-0.280433010024
ACH-000153,-0.255466494027
ACH-000159,-0.196216698608
ACH-000160,-0.111750810872
ACH-000163,-0.270239533607
ACH-000167,-0.286242112669
ACH-000168,-0.0459949839422
ACH-000169,-0.241754278085
ACH-000178,-0.200350095787
ACH-000182,-0.181867232989
ACH-000183,-0.10199142832699999
ACH-000188,-0.332550446668
ACH-000189,-0.391058870676
ACH-000190,-0.341508798659
ACH-000198,-0.2019843854
ACH-000204,-0.22560454454300002
ACH-000206,-0.281924618608
ACH-000207,-0.34073139466799995
ACH-000211,-0.120317758798
ACH-000215,-0.20354669650499999
ACH-000221,-0.232472275698
ACH-000222,-0.0538074231802
ACH-000223,-0.0502651628974
ACH-000226,-0.328511083014
ACH-000227,-0.213073269404
ACH-000228,-0.238168752659
ACH-000231,-0.06783376745019999
ACH-000232,-0.16957543243099998
ACH-000233,-0.154216387146
ACH-000234,-0.186827277738
ACH-000235,-0.222454884652
ACH-000237,-0.147523775332
ACH-000238,-0.0153070831095
ACH-000243,-0.209515895817
ACH-000244,-0.166894498434
ACH-000246,-0.256837627303
ACH-000248,-0.06784385581180001
ACH-000250,-0.215919806046
ACH-000251,-1.2555986430500001
ACH-000253,-0.180440540495
ACH-000255,-0.299532373212
ACH-000256,-0.212471299059
ACH-000257,-0.153226094954
ACH-000258,0.0956611502225
ACH-000259,-0.20877537687199998
ACH-000260,-0.237259509043
ACH-000261,-0.244592956834
ACH-000262,-0.34793149111599997
ACH-000263,-0.116121031882
ACH-000264,-0.0995676684014
ACH-000265,-0.304261668145
ACH-000266,-0.241013312623
ACH-000272,-0.166079453535
ACH-000273,-0.0247708033473
ACH-000274,-0.144158714634
ACH-000277,-0.00860536234213
ACH-000278,-0.236153040643
ACH-000279,-0.0168153202039
ACH-000280,-0.374995267006
ACH-000281,0.035505754854
ACH-000288,-0.0331829206383
ACH-000291,-0.469940869975
ACH-000293,-0.865264374287
ACH-000294,-0.304057064502
ACH-000295,-0.182280342416
ACH-000296,-0.22803475096
ACH-000302,-0.446212263228
ACH-000304,-0.14658057160000001
ACH-000307,-0.0157108537916
ACH-000308,-0.240171435312
ACH-000310,-0.20033276885200002
ACH-000311,-0.303754209983
ACH-000312,-0.0449306926025
ACH-000315,-0.401203138102
ACH-000316,-0.0807880363832
ACH-000317,-0.00819262315064
ACH-000318,-0.332043716481
ACH-000319,-0.19777937697200001
ACH-000320,-0.00955110780613
ACH-000322,-0.00356758658145
ACH-000323,-0.313556930672
ACH-000324,-0.390020559228
ACH-000329,-0.147097224849
ACH-000330,-0.338119546532
ACH-000331,0.028879505225299997
ACH-000332,-0.3008107416
ACH-000334,-0.30539811821400004
ACH-000335,-0.00464300414599
ACH-000336,0.105206826579
ACH-000337,0.0522144480396
ACH-000339,-0.307615973783
ACH-000341,-0.149887004176
ACH-000348,-0.166486867694
ACH-000350,-0.0967745785079
ACH-000352,0.050380492360500004
ACH-000356,-0.244349817548
ACH-000361,-0.20955451238400002
ACH-000362,-0.304468279965
ACH-000363,-0.122413325068
ACH-000364,-0.432757393265
ACH-000365,-0.20461506087
ACH-000366,-0.23302810449499997
ACH-000368,0.101410385502
ACH-000374,0.0687114638545
ACH-000375,-0.18684210307399998
ACH-000376,0.00429454078678
ACH-000381,-0.276240255476
ACH-000383,-0.10439391516
ACH-000387,-0.556794753533
ACH-000389,-0.44304855717200003
ACH-000390,-0.20660931225
ACH-000393,-0.133071859762
ACH-000395,-0.460385442509
ACH-000397,-0.16370684762
ACH-000401,-0.025366899581400003
ACH-000402,-0.09358431745510001
ACH-000403,-0.168046641582
ACH-000404,-0.128328186105
ACH-000406,-0.177206394058
ACH-000407,-0.219298149985
ACH-000408,-0.369562768346
ACH-000410,-0.03453186507580001
ACH-000411,-0.191602454151
ACH-000414,-0.228877442007
ACH-000415,-0.0556075522856
ACH-000416,-0.26214756651
ACH-000420,-0.249916414474
ACH-000421,-0.207430611325
ACH-000424,0.0859188378703
ACH-000425,-0.032909272863500004
ACH-000426,-0.394597308327
ACH-000427,-0.330781913063
ACH-000433,-0.15669808973
ACH-000436,-0.049919859687199995
ACH-000444,-0.326407769139
ACH-000445,-0.0969655569599
ACH-000448,-0.188748540743
ACH-000450,-0.09420478325660002
ACH-000452,-0.127426757502
ACH-000454,-0.554684423681
ACH-000458,-0.10603829126299999
ACH-000459,-0.26381746931
ACH-000460,-0.23361897256499997
ACH-000461,-0.29380543856400004
ACH-000463,-0.10608368812300001
ACH-000464,-0.180896366052
ACH-000466,-0.18365839867199998
ACH-000467,-0.110675906654
ACH-000468,-0.228380232023
ACH-000469,-0.216029011195
ACH-000470,-0.109329919979
ACH-000471,-0.216124390156
ACH-000472,-0.265740753169
ACH-000473,-0.112945140243
ACH-000475,-0.109127332009
ACH-000476,-0.142671420373
ACH-000477,-0.309197329543
ACH-000480,-0.137144383638
ACH-000481,-0.26665352487
ACH-000483,0.255719896608
ACH-000484,-0.521094815389
ACH-000485,-0.10530537166000001
ACH-000486,-0.336722609771
ACH-000487,-0.321852377964
ACH-000488,-0.137296226591
ACH-000490,-0.197203943376
ACH-000491,0.00834301788223
ACH-000495,-0.057771253217199996
ACH-000496,-0.206587229865
ACH-000499,-0.586189582098
ACH-000500,-0.0715192458878
ACH-000502,-0.27721590398699997
ACH-000503,-0.464001706459
ACH-000505,-0.159977741381
ACH-000507,-0.153748844144
ACH-000510,-0.55247122334
ACH-000511,-0.26645546726999997
ACH-000512,-0.51401263077
ACH-000516,-0.303894906755
ACH-000517,-0.261620873854
ACH-000518,-0.192375344582
ACH-000520,-0.253422951025
ACH-000521,-0.0581416108029
ACH-000522,-0.139227264723
ACH-000524,-0.325636124262
ACH-000527,-0.299938011655
ACH-000528,-0.11282524182800001
ACH-000537,-0.275253415314
ACH-000541,-0.365914216104
ACH-000542,-0.223350024155
ACH-000544,0.0799362214337
ACH-000545,-0.032653263018299995
ACH-000547,-0.2884535744
ACH-000548,-0.23997447485999998
ACH-000549,-0.117988071412
ACH-000550,0.05256871839340001
ACH-000552,-0.22993732077100001
ACH-000556,-0.294405195986
ACH-000557,-0.242948685377
ACH-000570,-0.136413244518
ACH-000571,-0.232033384307
ACH-000573,-0.111690320112
ACH-000576,-0.102887157439
ACH-000580,-0.0296626095768
ACH-000584,-0.117022309344
ACH-000585,-0.317057538962
ACH-000588,-0.126522439317
ACH-000589,-0.113424477591
ACH-000591,-0.0646807680804
ACH-000593,-0.17535798657200002
ACH-000600,-0.19310600575800002
ACH-000601,-0.20262418597100001
ACH-000604,0.020390743510900002
ACH-000605,-0.21511114593699998
ACH-000606,-0.130117699324
ACH-000608,-0.166167997748
ACH-000614,-0.004920319592489999
ACH-000616,-0.33169639149700003
ACH-000618,-0.24359063041600001
ACH-000619,0.0669574117835
ACH-000620,-0.186200034749
ACH-000621,-0.459755856501
ACH-000622,0.116735261843
ACH-000623,-0.075153285116
ACH-000624,-0.200497812227
ACH-000627,-0.241653327284
ACH-000630,-0.131254516817
ACH-000632,-0.07273044051489999
ACH-000633,-0.129003934757
ACH-000637,-0.214569967096
ACH-000638,-0.14712938021400002
ACH-000646,-0.284768057929
ACH-000647,-0.0776236916356
ACH-000648,-0.04542032979669999
ACH-000649,-0.202073975588
ACH-000651,-0.0981021220631
ACH-000652,-0.19375079199099998
ACH-000653,-0.237378410212
ACH-000657,-0.172910940625
ACH-000658,-0.22825434865400002
ACH-000661,-0.126720909386
ACH-000662,-0.366189856255
ACH-000663,-0.21649408766999997
ACH-000665,-0.0200933110106
ACH-000671,-0.18151272042999997
ACH-000673,-0.168442027255
ACH-000676,-0.09377329747739999
ACH-000677,-0.215820599375
ACH-000681,-0.40393133201399994
ACH-000682,-0.269361349269
ACH-000683,-0.0718544992762
ACH-000684,-0.08918363754860001
ACH-000688,-0.20804504226
ACH-000693,-0.194044834573
ACH-000694,-0.208410714164
ACH-000695,0.20335288869000004
ACH-000696,-0.22400830094500002
ACH-000697,-0.0334567734199
ACH-000699,-0.24076088969
ACH-000701,-0.40404716563299997
ACH-000706,-0.22073789441199998
ACH-000711,-0.219167277843
ACH-000713,-0.24251917674000004
ACH-000714,-0.180156387308
ACH-000718,-0.212245035632
ACH-000720,-0.122856537687
ACH-000721,-0.154703128237
ACH-000724,-0.22032275687199998
ACH-000725,-0.39076840449699995
ACH-000732,-0.152107421801
ACH-000734,-0.340472449127
ACH-000735,-0.150607134241
ACH-000736,-0.06505665006269999
ACH-000738,-0.191361848176
ACH-000746,-0.331799970257
ACH-000747,-0.268975242351
ACH-000748,-0.310750733061
ACH-000753,-0.08858888019089999
ACH-000756,-0.0508751822176
ACH-000757,-0.199846809067
ACH-000758,-0.191638119262
ACH-000760,-0.204810707936
ACH-000763,-0.244912736532
ACH-000764,-0.195054982923
ACH-000765,-0.18182299025899998
ACH-000766,-0.134257346019
ACH-000767,-0.227228881907
ACH-000768,-0.28487891756
ACH-000769,-0.20185554293699998
ACH-000770,-0.158610536797
ACH-000771,-0.157832494868
ACH-000773,-0.299788980377
ACH-000776,-0.22074832661600002
ACH-000777,-0.205679821765
ACH-000778,-0.0766048854053
ACH-000781,-0.154586361682
ACH-000782,-0.299535080124
ACH-000783,0.0158068472545
ACH-000784,-0.24427946941
ACH-000785,-0.0935781602492
ACH-000787,-0.237646214703
ACH-000788,-0.219695581137
ACH-000791,-0.16261829017899998
ACH-000792,-0.328086645851
ACH-000794,-0.136503150332
ACH-000796,-0.133826012426
ACH-000799,-0.187031685044
ACH-000800,-0.114777982027
ACH-000802,-0.0958239969221
ACH-000804,-0.299095618026
ACH-000805,-0.00047698717965300006
ACH-000809,-0.11359738173
ACH-000810,-0.0227367830615
ACH-000811,-0.328293172387
ACH-000817,-0.093002699047
ACH-000819,-0.427639605183
ACH-000820,0.17992053057100002
ACH-000821,-0.368721627322
ACH-000822,-0.345340492607
ACH-000823,-0.255392622369
ACH-000824,-0.473438424099
ACH-000827,-0.131670396249
ACH-000829,-0.321250687091
ACH-000831,-0.227901070381
ACH-000832,-0.063509722706
ACH-000833,0.119807253224
ACH-000834,-0.189499711084
ACH-000835,-0.210712115598
ACH-000836,-0.274746321107
ACH-000837,-0.199671851382
ACH-000838,-0.310231446217
ACH-000839,0.09120149738439999
ACH-000840,-0.35447411523
ACH-000841,-0.341255466718
ACH-000843,-0.152254624601
ACH-000846,-0.160516718544
ACH-000847,-0.37329061861
ACH-000848,-0.21354159652600002
ACH-000849,-0.0885306428968
ACH-000851,-0.0697919034987
ACH-000855,-0.09187406146220001
ACH-000856,-0.26253975795
ACH-000858,-0.22271280216400002
ACH-000859,0.0437543894008
ACH-000861,-0.60527549187
ACH-000862,-0.310802363333
ACH-000865,-0.22770802152699998
ACH-000866,-0.12317152738600001
ACH-000867,-0.129304294132
ACH-000869,-0.0384150589796
ACH-000872,-0.188088674362
ACH-000873,-0.148478430662
ACH-000876,-0.251229983264
ACH-000878,0.00638272119466
ACH-000880,-0.293928403938
ACH-000881,-0.10504729197599999
ACH-000882,-0.235528255455
ACH-000884,-0.167815518422
ACH-000885,-0.21178589533199998
ACH-000887,-0.129506850175
ACH-000888,-0.14804203462
ACH-000889,-0.17540673056400002
ACH-000890,-0.197991896368
ACH-000896,-0.256976153624
ACH-000898,-0.396204738509
ACH-000900,-0.00294156227017
ACH-000901,-0.33958732849
ACH-000905,-0.160797602079
ACH-000906,-0.247543713807
ACH-000907,-0.117664898648
ACH-000910,0.0355149831813
ACH-000911,-0.26544190046300004
ACH-000912,-0.30054194982
ACH-000913,0.0163269004016
ACH-000915,-0.21925200834800002
ACH-000916,-0.568362885844
ACH-000917,-0.429150042795
ACH-000921,-0.234355665484
ACH-000924,-0.117865252079
ACH-000926,-0.0455164529519
ACH-000928,-0.21758205248399998
ACH-000929,-0.32783304550299996
ACH-000932,-0.12332839822899999
ACH-000935,-0.0927224118483
ACH-000936,-0.314359244139
ACH-000937,-0.119125194994
ACH-000938,-0.18170238579999998
ACH-000939,-0.186724895814
ACH-000941,-0.448200305764
ACH-000943,-0.139861605834
ACH-000946,-0.164122447916
ACH-000947,-0.172084363312
ACH-000948,-0.308830741199
