,LYL1 (4066)
ACH-000004,-0.412193995026
ACH-000007,0.11486394599300001
ACH-000009,-0.10510902103599999
ACH-000011,-0.114895354133
ACH-000012,-0.215931566737
ACH-000013,-0.131227096223
ACH-000014,0.14123004584899998
ACH-000015,-0.14568176213099998
ACH-000017,-0.100170110035
ACH-000018,-0.247244994315
ACH-000019,-0.536037630615
ACH-000021,-0.18520512022500002
ACH-000022,-0.14361879819
ACH-000025,-0.20155998194000002
ACH-000028,-0.247220749111
ACH-000030,-0.174845573882
ACH-000035,-0.338714630028
ACH-000036,-0.047708331060499994
ACH-000037,-0.229781299718
ACH-000039,-0.20620117933499998
ACH-000040,-0.252918696017
ACH-000041,-0.052170253447699995
ACH-000042,-0.177141340337
ACH-000045,-0.289292786725
ACH-000047,-0.137465732024
ACH-000052,-0.246060595645
ACH-000053,-0.20710695718199998
ACH-000054,-0.165323473888
ACH-000055,-0.362873290695
ACH-000060,-0.0709100714767
ACH-000067,-0.0348484466141
ACH-000070,-0.08235479868310001
ACH-000075,-0.311865038908
ACH-000078,0.011555427520999998
ACH-000082,-0.00963956558454
ACH-000085,-0.316909980523
ACH-000086,-0.11060730969100001
ACH-000087,0.00417735959231
ACH-000092,-0.142524109398
ACH-000095,-0.123118721776
ACH-000097,-0.0310044790287
ACH-000098,-0.297283789539
ACH-000099,-0.17671068021400002
ACH-000108,-0.12781320854
ACH-000113,-0.791529773795
ACH-000115,-0.284449572609
ACH-000116,-0.126041631663
ACH-000118,-0.205262075051
ACH-000120,0.059026722494000004
ACH-000123,-0.129641802805
ACH-000127,-0.29414330821199997
ACH-000128,-0.134942182065
ACH-000132,-0.163248055703
ACH-000133,-0.108021585884
ACH-000137,-0.24619525622699998
ACH-000138,-0.218052800898
ACH-000142,-0.21576381956799998
ACH-000143,-0.191024847898
ACH-000146,-0.31581730503899996
ACH-000148,-0.16804109681899998
ACH-000150,-0.25220821290199996
ACH-000152,-0.025956729034799998
ACH-000153,-0.0785585014993
ACH-000159,-0.201768110564
ACH-000160,-0.111263556228
ACH-000163,-0.551847534897
ACH-000167,0.0443116457323
ACH-000168,-0.607832489925
ACH-000169,-0.148789920041
ACH-000178,0.0157089699035
ACH-000182,-0.19885853213100002
ACH-000183,-0.14212640070399998
ACH-000188,-0.42094407393100003
ACH-000189,-0.419245902798
ACH-000190,-0.15585780619200001
ACH-000198,-0.905764471838
ACH-000204,-0.193155051589
ACH-000206,0.09105096982920001
ACH-000207,-0.292046672456
ACH-000211,-0.205356984174
ACH-000215,-0.00452289818737
ACH-000221,-0.261456782126
ACH-000222,-0.227034089051
ACH-000223,-0.267247757409
ACH-000226,-0.131092867048
ACH-000227,-0.202535736842
ACH-000228,-0.71464338363
ACH-000231,-0.1212734975
ACH-000232,-0.05419858120619999
ACH-000233,-0.126497662398
ACH-000234,-0.278471087951
ACH-000235,-0.18263812159499998
ACH-000237,-0.17010019690699998
ACH-000238,-0.137069913362
ACH-000243,-0.210586563906
ACH-000244,-0.05337100790680001
ACH-000246,-0.0867914297983
ACH-000248,0.0316586093463
ACH-000250,-0.24928868059099998
ACH-000251,-0.420522971699
ACH-000253,-0.237069796578
ACH-000255,-0.181890609358
ACH-000256,-0.0955879960974
ACH-000257,-0.538998857812
ACH-000258,0.0656813748129
ACH-000259,-0.156636629857
ACH-000260,-0.17420513856699998
ACH-000261,-0.266785650315
ACH-000262,0.038805386285
ACH-000263,-0.6293940096289999
ACH-000264,-0.250880584262
ACH-000265,-0.00780310425454
ACH-000266,-0.114604929534
ACH-000272,-0.0409926442777
ACH-000273,-0.045412062849000005
ACH-000274,-0.162671274882
ACH-000277,-0.07510021614330001
ACH-000278,-0.167993771804
ACH-000279,-0.0723264321397
ACH-000280,-0.335260549729
ACH-000281,-0.262547602177
ACH-000288,-0.0664300626868
ACH-000291,-0.168690667242
ACH-000293,-0.277070311671
ACH-000294,-0.564216925441
ACH-000295,-0.811011256519
ACH-000296,-0.086001749887
ACH-000302,-0.293992390282
ACH-000304,-0.245867370916
ACH-000307,-0.235350320909
ACH-000308,-0.09803769891969999
ACH-000310,0.0680744417386
ACH-000311,-0.105181298115
ACH-000312,-0.0219072371265
ACH-000315,-0.22195195210299998
ACH-000316,0.0601442379294
ACH-000317,0.00192152357743
ACH-000318,-0.429019874466
ACH-000319,-0.202565793512
ACH-000320,-0.0571950529464
ACH-000322,-0.0158566430063
ACH-000323,-0.032520182873499996
ACH-000324,0.0127506904746
ACH-000329,0.0325742043352
ACH-000330,-0.10967812209200001
ACH-000331,-0.06883927649539999
ACH-000332,-0.151316190526
ACH-000334,-0.534762944093
ACH-000335,-0.222064354479
ACH-000336,-0.117305184317
ACH-000337,-0.130646179558
ACH-000339,-0.16420609078600001
ACH-000341,-0.232905044067
ACH-000348,-0.0849235037414
ACH-000350,-0.000910221970017
ACH-000352,-0.050805426828300006
ACH-000356,0.00875245333581
ACH-000361,-0.25721891366
ACH-000362,-0.18547888997099998
ACH-000363,-0.312507678356
ACH-000364,-0.12116534191
ACH-000365,-0.0380873514781
ACH-000366,-0.282952618285
ACH-000368,-0.119408106403
ACH-000374,-0.336607831078
ACH-000375,-0.258660604699
ACH-000376,0.10503968458599999
ACH-000381,-0.182521610842
ACH-000383,-0.20647074118
ACH-000387,-0.234760789282
ACH-000389,0.07758275896210001
ACH-000390,-0.204423485245
ACH-000393,-0.23342068186700002
ACH-000395,-0.23479505701900003
ACH-000397,-0.214203999997
ACH-000401,-0.0974199075483
ACH-000402,0.0910252985548
ACH-000403,-0.300075278786
ACH-000404,-0.22047075494000004
ACH-000406,-0.33356885071
ACH-000407,0.0568046528814
ACH-000408,-0.266965912544
ACH-000410,-0.0629375358747
ACH-000411,0.006527539714189999
ACH-000414,0.0036875981238200005
ACH-000415,-0.321280936337
ACH-000416,-0.24246913735599998
ACH-000420,-0.286407697718
ACH-000421,-0.20382621470400003
ACH-000424,-0.20243558455
ACH-000425,0.0227502092784
ACH-000426,-0.244283811519
ACH-000427,-0.15048385609099998
ACH-000433,-0.442686219104
ACH-000436,-0.132849957653
ACH-000444,-0.07610516387380001
ACH-000445,-0.133718537838
ACH-000448,-0.173236970425
ACH-000450,-0.0571282669805
ACH-000452,-0.272836440813
ACH-000454,-0.33170548495200003
ACH-000458,-0.0622264821698
ACH-000459,-0.363795845786
ACH-000460,-0.11634657164100001
ACH-000461,-0.276760670687
ACH-000463,-0.0845989454471
ACH-000464,-0.114047517104
ACH-000466,-0.31555159980999997
ACH-000467,-0.22914258256900003
ACH-000468,-0.12012389825099999
ACH-000469,-0.342065861888
ACH-000470,-0.0704978214718
ACH-000471,-0.187686617433
ACH-000472,-0.157367118501
ACH-000473,-0.0232934858489
ACH-000475,-0.089305436258
ACH-000476,-0.034601279361400006
ACH-000477,0.0028842019123600003
ACH-000480,-0.133625636037
ACH-000481,-0.136208492303
ACH-000483,-0.17565010677200002
ACH-000484,-0.18583453264400002
ACH-000485,-0.191890209516
ACH-000486,-0.0864045264271
ACH-000487,-0.4075184753
ACH-000488,-0.218349530071
ACH-000490,-0.10979893820900001
ACH-000491,-0.13762488783500001
ACH-000495,-0.157431231254
ACH-000496,-0.136582877022
ACH-000499,-0.43174285924500005
ACH-000500,0.595735440645
ACH-000502,-0.153284062572
ACH-000503,-0.16996813182
ACH-000505,-0.24070059911999997
ACH-000507,-0.24624059828400002
ACH-000510,-0.154616012991
ACH-000511,-0.134845879886
ACH-000512,-0.0595668292521
ACH-000516,-0.283869305824
ACH-000517,-0.132196573768
ACH-000518,-0.09263104065919998
ACH-000520,-0.299104308133
ACH-000521,-0.169612148332
ACH-000522,-0.268862124684
ACH-000524,-0.017161828568299998
ACH-000527,-0.19163465829999998
ACH-000528,-0.159521434769
ACH-000537,-0.173916507015
ACH-000541,-0.364176773258
ACH-000542,-0.110217320022
ACH-000544,2.05180185741e-05
ACH-000545,-0.261082156518
ACH-000547,-0.0729878937791
ACH-000548,-0.168377320581
ACH-000549,-0.0759967751989
ACH-000550,0.04909106503980001
ACH-000552,-0.213658322696
ACH-000556,-0.198070791455
ACH-000557,-0.422890889363
ACH-000570,-0.015685333285999997
ACH-000571,-0.30301832886999996
ACH-000573,0.00213096145325
ACH-000576,-0.118224973089
ACH-000580,0.0205792556125
ACH-000584,-0.054873057999
ACH-000585,-0.36666634651600005
ACH-000588,-0.0495426013387
ACH-000589,-0.08282181011739999
ACH-000591,-0.285430879945
ACH-000593,-0.264148106539
ACH-000600,-0.0667859689031
ACH-000601,-0.153615372287
ACH-000604,-0.477709250028
ACH-000605,-0.228758707189
ACH-000606,-0.217558301941
ACH-000608,-0.214699266154
ACH-000614,0.13508149480999998
ACH-000616,-0.11395544540899999
ACH-000618,-0.213132557803
ACH-000619,-0.208769941187
ACH-000620,-0.188464110054
ACH-000621,-0.16832977304299998
ACH-000622,-0.035296492910800004
ACH-000623,-0.238264180737
ACH-000624,-0.23239784048
ACH-000627,-0.17350742300900002
ACH-000630,-0.213873778363
ACH-000632,-0.15542615982799998
ACH-000633,-0.15727549370899999
ACH-000637,-0.239194865539
ACH-000638,-0.16960185228900002
ACH-000646,-0.0941064397191
ACH-000647,-0.08088600548560002
ACH-000648,-0.142892271679
ACH-000649,-0.203493457168
ACH-000651,-0.060461538955600004
ACH-000652,-0.09689394701489999
ACH-000653,-0.109986987063
ACH-000657,-0.22332021797499998
ACH-000658,-0.168008705396
ACH-000661,-0.0488568240054
ACH-000662,-0.714268219779
ACH-000663,0.152660661887
ACH-000665,-0.360253584172
ACH-000671,-0.229203232315
ACH-000673,-0.277143657018
ACH-000676,-0.12825324038799998
ACH-000677,-0.134614245953
ACH-000681,-0.137967721512
ACH-000682,-0.324013706591
ACH-000683,-0.336838613584
ACH-000684,0.07880818819089999
ACH-000688,-0.27564412531599997
ACH-000693,-0.24124851496999997
ACH-000694,-0.141947393172
ACH-000695,-0.259237147305
ACH-000696,-0.274091169859
ACH-000697,-0.249472347363
ACH-000699,-0.332581817843
ACH-000701,-0.38546235394199996
ACH-000706,-0.27484860663000005
ACH-000711,-0.20827301867800002
ACH-000713,-0.123851971005
ACH-000714,-0.21567552849100002
ACH-000718,-0.14516308101199998
ACH-000720,-0.12847601373099998
ACH-000721,-0.33906315287699995
ACH-000724,-0.303072257103
ACH-000725,-0.151419668488
ACH-000732,-0.162867518982
ACH-000734,-0.16801958931400002
ACH-000735,-0.0918939257535
ACH-000736,-0.031611115230499996
ACH-000738,-0.0569707811909
ACH-000746,-0.142393216988
ACH-000747,-0.186919370634
ACH-000748,-0.17749197533799999
ACH-000753,-0.0341151142625
ACH-000756,-0.304705961177
ACH-000757,-0.202509637946
ACH-000758,-0.314571082246
ACH-000760,-0.0791706637317
ACH-000763,-0.0986059773482
ACH-000764,0.0163607883977
ACH-000765,-0.027308145856400002
ACH-000766,-0.251832852138
ACH-000767,-0.113115017117
