,ASF1B (55723)
ACH-000226,-0.22224886876699998
ACH-000227,-0.189229893158
ACH-000228,-0.560913276988
ACH-000231,-0.40001203585100004
ACH-000232,-0.434873914893
ACH-000233,-0.580391609023
ACH-000234,-0.644947974392
ACH-000235,-0.431301593275
ACH-000237,-0.541112525049
ACH-000238,-0.491217988654
ACH-000243,-0.6817563958730001
ACH-000244,-0.6790830217380001
ACH-000246,-0.410201676924
ACH-000248,-0.42778130432899997
ACH-000250,-0.533480441004
ACH-000251,-0.898170937043
ACH-000253,-0.402882651057
ACH-000255,-0.497753495164
ACH-000256,-0.368703100132
ACH-000257,-0.25574723628699997
ACH-000258,-0.871277741627
ACH-000259,-0.342883172086
ACH-000260,-0.7215206085979999
ACH-000261,-0.5408552665349999
ACH-000262,-0.5614564494150001
ACH-000263,-0.09502452339989999
ACH-000264,-0.358653675091
ACH-000265,-0.520512938387
ACH-000266,-0.34026143393700004
ACH-000272,-0.537639950034
ACH-000273,-0.54894648894
ACH-000274,-0.586991364845
ACH-000277,-0.47566999642499996
ACH-000278,-0.8741405781180001
ACH-000279,-0.118555014364
ACH-000280,-0.322740104243
ACH-000281,-0.971539738737
ACH-000288,-0.162690275731
ACH-000291,-0.522228413196
ACH-000293,-0.48813520333099997
ACH-000294,-0.381803762445
ACH-000295,-0.320309099506
ACH-000296,-0.454809449087
ACH-000302,-0.591477686531
ACH-000304,-0.31182093044
ACH-000307,-0.5685754939600001
ACH-000308,-0.308971495069
ACH-000310,-0.686686282431
ACH-000311,-0.39832603562200003
ACH-000312,-0.5421243897770001
ACH-000315,-0.286769612969
ACH-000316,-0.220770080491
ACH-000317,-0.25647966640700004
ACH-000318,-0.639821909682
ACH-000319,-0.778090671368
ACH-000320,-0.610552810116
ACH-000322,-0.583866654475
ACH-000323,-0.475200282067
ACH-000324,-0.38779824853100003
ACH-000329,-0.486601627222
ACH-000330,-0.329978186988
ACH-000331,-0.565816175213
ACH-000332,-0.476282632221
ACH-000334,-0.507453895731
ACH-000335,-0.378049588518
ACH-000336,-0.8666070474959999
ACH-000337,-0.890859162432
ACH-000339,-0.582212552566
ACH-000341,-0.45460874999799994
ACH-000348,-0.469085549353
ACH-000350,-0.9062453825740001
ACH-000352,-0.689757466023
ACH-000356,-0.551375616426
ACH-000361,-0.6996186424709999
ACH-000362,-0.441144816685
ACH-000363,-0.59210393984
ACH-000364,-0.699777631655
ACH-000365,-0.312034005489
ACH-000366,-0.495070047474
ACH-000368,-0.55126022832
ACH-000374,-0.692867566129
ACH-000375,-0.243824472821
ACH-000376,-0.227354025257
ACH-000381,-0.44856406064800003
ACH-000383,-0.4085346783
ACH-000387,-0.319125403335
ACH-000389,-0.533341609253
ACH-000390,-0.82227702023
ACH-000393,-0.648009584175
ACH-000395,-0.40061920253100003
ACH-000397,-0.322672461111
ACH-000401,-0.427865862235
ACH-000402,-0.953210528427
ACH-000403,-0.584936023901
ACH-000404,-0.25269883280600003
ACH-000406,-0.360796181506
ACH-000407,-0.354620162008
ACH-000408,-0.573460647944
ACH-000410,-0.648061226907
ACH-000411,-0.476170174106
ACH-000414,-0.280542055081
ACH-000415,-0.47092904491000004
ACH-000416,-0.588229696094
ACH-000420,-0.62553957088
ACH-000421,-0.9171234431649999
ACH-000424,-0.492689105937
ACH-000425,-0.313466773902
ACH-000426,-0.596546693109
ACH-000427,-0.590111471548
ACH-000433,-0.655676859865
ACH-000436,-0.8565750882790001
ACH-000444,-0.374792451092
ACH-000445,-0.344973243313
ACH-000448,-0.424642162127
ACH-000450,-0.499963604891
ACH-000452,-0.430008227018
ACH-000454,-0.886892304662
ACH-000458,-0.6907523345890001
ACH-000459,-0.315449321312
ACH-000460,-0.521465627196
ACH-000461,-0.727215372642
ACH-000463,-0.47292200626900005
ACH-000464,-0.43747842917900004
ACH-000466,-0.618914581036
ACH-000467,-0.563507657241
ACH-000468,-0.356921724491
ACH-000469,-0.49279451635399996
ACH-000470,-0.537188342894
ACH-000471,-0.420760118284
ACH-000472,-0.46544809410099997
ACH-000473,-0.369524198932
ACH-000475,-0.49846760096799997
ACH-000476,-0.461265543864
ACH-000477,-0.895078011267
ACH-000480,-0.522718326869
ACH-000481,-0.38450494065499996
ACH-000483,-0.389414686245
ACH-000484,-0.169049904806
ACH-000485,-0.719809303914
ACH-000486,-0.273775255207
ACH-000487,-0.490913346258
ACH-000488,-0.617176777232
ACH-000490,-0.506878441804
ACH-000491,-0.24246265020899999
ACH-000495,-0.421122297667
ACH-000496,-0.382895058865
ACH-000499,-0.339630599655
ACH-000500,-0.35813740946500006
ACH-000502,-0.531234716913
ACH-000503,-0.5086763944179999
ACH-000505,-0.683365586358
ACH-000507,-0.819409268979
ACH-000510,-0.494176292327
ACH-000511,-0.614969136276
ACH-000512,-0.37684507835600006
ACH-000516,-0.911722461831
ACH-000517,-1.12049546928
ACH-000518,-0.399356454877
ACH-000520,-0.602964866704
ACH-000521,-0.504419976482
ACH-000522,-0.47523276198799996
ACH-000524,-0.501612373273
ACH-000527,-0.494899998116
ACH-000528,-0.477588147889
ACH-000537,-0.613584091603
ACH-000541,-0.794870454163
ACH-000542,-0.308155781796
ACH-000544,-0.20962842600099998
ACH-000545,-0.654044949149
ACH-000547,-0.5627085064280001
ACH-000548,-0.645227053304
ACH-000549,-0.51312042199
ACH-000550,-0.37611458127400005
ACH-000552,-0.450786828674
ACH-000556,-0.829697905651
ACH-000557,-0.407197540427
ACH-000570,-0.369422800602
ACH-000571,-0.614447215031
ACH-000573,-0.311101392592
ACH-000576,-0.381213598103
ACH-000580,-0.125594547597
ACH-000584,-0.445876411709
ACH-000585,-0.923115990506
ACH-000588,-0.30084980199
ACH-000589,-0.552210059425
ACH-000591,-0.6996231577940001
ACH-000593,-0.28794764079
ACH-000600,-0.652015641227
ACH-000601,-0.6106968069150001
ACH-000604,-0.40706758163
ACH-000605,-0.6005718511370001
ACH-000606,-0.6887180984479999
ACH-000608,-0.647578569466
ACH-000614,-0.225151522293
ACH-000616,-0.426422187056
ACH-000618,-0.668534050199
ACH-000619,-0.798108942784
ACH-000620,-0.5650916726240001
ACH-000621,-0.905295870869
ACH-000622,-0.5402457721289999
ACH-000623,-0.400687217138
ACH-000624,-0.604694377355
ACH-000627,-0.510678186871
ACH-000630,-0.366873132559
ACH-000632,-0.71074623359
ACH-000633,-0.568138382712
ACH-000637,-0.944387785016
ACH-000638,-0.700089391763
ACH-000646,-0.811028668258
ACH-000647,-0.414086028496
ACH-000648,-0.35274241508799997
ACH-000649,-0.316376760506
ACH-000651,-0.397709680199
ACH-000652,-0.46313141366800004
ACH-000653,-0.563052572931
ACH-000657,-0.525596572303
ACH-000658,-0.568267804706
ACH-000661,-0.646578451669
ACH-000662,-0.6331539326250001
ACH-000663,-0.286916236917
ACH-000665,-0.685156703154
ACH-000671,-0.382618732399
ACH-000673,-0.522192620891
ACH-000676,-0.73442797926
ACH-000677,-0.412800149763
ACH-000681,-0.42553267437299996
ACH-000682,-0.65087673359
ACH-000683,-0.5030090095440001
ACH-000684,-0.325047965896
ACH-000688,-0.211088034859
ACH-000693,-0.6121088685180001
ACH-000694,-0.37893258985399997
ACH-000695,-0.39766678361999996
ACH-000696,-0.567175002333
ACH-000697,-0.397301982108
ACH-000699,-0.872894537983
ACH-000701,-0.7046347639560001
ACH-000706,-0.526629294756
ACH-000711,-0.47918682096
ACH-000713,-0.806079727774
ACH-000714,-0.630399605676
ACH-000718,-0.39237300954300003
ACH-000720,-0.47973386547799995
ACH-000721,-0.45367197231299994
ACH-000724,-0.631254926454
ACH-000725,-1.06501984962
ACH-000732,-0.666617846088
ACH-000734,-0.6205927162039999
ACH-000735,-0.29109058857500003
ACH-000736,-0.584555807412
ACH-000738,-0.6275462305139999
ACH-000746,-0.48630497926700006
ACH-000747,-0.405331458069
ACH-000748,-0.655106243934
ACH-000753,-0.483898134279
ACH-000756,-0.548614323462
ACH-000757,-0.9192074009469999
ACH-000758,-0.6889120866480001
ACH-000760,-0.458022086429
ACH-000763,-0.318063407085
ACH-000764,-0.618513423149
ACH-000765,-0.7167952617899999
ACH-000766,-0.289443200081
ACH-000767,-0.336245650849
ACH-000768,-0.8413401691590001
ACH-000769,-0.569782058475
ACH-000770,-0.331724358861
ACH-000771,-0.48648594513000004
ACH-000773,-0.266384328239
ACH-000776,-0.6976130020899999
ACH-000777,-0.425640358374
ACH-000778,-0.654797559141
ACH-000781,-0.47226262161300003
ACH-000782,-0.505362141511
ACH-000783,-1.2763188872
ACH-000784,-0.29552096721
ACH-000785,-0.632827511442
ACH-000787,-0.398047233808
ACH-000788,-0.443103642448
ACH-000791,-0.573508920136
ACH-000792,-0.617160359623
ACH-000794,-0.698360666477
ACH-000796,-0.294036618789
ACH-000799,-1.01509539908
ACH-000800,-0.5721414377
ACH-000802,-0.55525656198
ACH-000804,-0.692723082834
ACH-000805,-0.683761655082
ACH-000809,-0.278065969962
ACH-000810,-0.503509916608
ACH-000811,-0.289909183861
ACH-000817,-0.32305550484
ACH-000819,-0.635593795471
ACH-000820,-0.6397629855210001
ACH-000821,-0.472550485015
ACH-000822,-0.407552682741
ACH-000823,-0.641193296326
ACH-000824,-0.350189191954
ACH-000827,-0.443422260559
ACH-000829,-0.538458155594
ACH-000831,-0.485627940364
ACH-000832,-0.557585836065
ACH-000833,-0.7395515629359999
ACH-000834,-0.549242260712
ACH-000835,-0.400836457997
ACH-000836,-0.5086306108209999
ACH-000837,-0.3801390692
ACH-000838,-0.512233492493
ACH-000839,-0.754895221267
ACH-000840,-0.677847018529
ACH-000841,-0.4469610522
ACH-000843,-0.676743920209
ACH-000846,-0.689169680176
ACH-000847,-0.35182394479400003
ACH-000848,-0.601306988878
ACH-000849,-0.517991010934
ACH-000851,-0.515685767108
ACH-000855,-0.280897965464
ACH-000856,-0.407124009176
ACH-000858,-0.7641359178939999
ACH-000859,-0.662289338226
ACH-000861,-0.618151402338
ACH-000862,-0.554684877204
ACH-000865,-0.448187356439
ACH-000866,-0.575965213423
ACH-000867,-0.695890312386
ACH-000869,-0.32827753426999995
ACH-000872,-0.688621372724
ACH-000873,-0.8984569146070001
ACH-000876,-0.6352053684800001
ACH-000878,-0.36337343719000004
ACH-000880,-0.254811357854
ACH-000881,-0.387950153254
ACH-000882,-0.314873762264
ACH-000884,-0.472418966751
ACH-000885,-0.558226324034
ACH-000887,-0.68235427486
ACH-000888,-0.5233094139209999
ACH-000889,-0.390366471218
ACH-000890,-0.472946893511
ACH-000896,-0.26703231729800003
ACH-000898,-0.260061749982
ACH-000900,-1.05804654317
ACH-000901,-0.446410860413
ACH-000905,-0.397115967257
ACH-000906,-0.465019700602
ACH-000907,-0.471767396215
ACH-000910,-0.283255964172
ACH-000911,-0.611496888515
ACH-000912,-0.778645696568
ACH-000913,-0.304416557463
ACH-000915,-0.49344303654700006
ACH-000916,-0.149732585763
ACH-000917,-0.513212391785
ACH-000921,-0.644164570683
ACH-000924,-0.406806291865
ACH-000926,-0.626561070284
ACH-000928,-0.483266588897
ACH-000929,-0.718204395949
ACH-000932,-0.342368118841
ACH-000935,-0.443475339302
ACH-000936,-0.509706041821
ACH-000937,-0.353795440701
ACH-000938,-0.5267380269399999
ACH-000939,-0.478556442936
ACH-000941,-0.7875795862649999
ACH-000943,-0.37508286775
ACH-000946,-0.454874732851
ACH-000947,-0.470760965811
ACH-000948,-0.633884570261
ACH-000950,-0.548346639168
ACH-000953,-0.68443039213
ACH-000957,-0.377304805699
ACH-000958,-0.26132071733
ACH-000960,-0.552114402738
ACH-000963,-0.916115539651
ACH-000968,-0.823980391559
ACH-000969,-0.517878174579
ACH-000973,-0.28702023337099997
ACH-000974,-0.30579677089400004
ACH-000975,-0.519753212672
ACH-000976,-0.559731271407
ACH-000978,-0.556252202314
ACH-000980,-0.33069888795499996
ACH-000984,-0.6128507355430001
ACH-000986,-0.639560903709
ACH-000988,-0.6884639234119999
ACH-000993,-0.677887023721
ACH-000994,-0.5445899289339999
ACH-000996,-0.649720043211
ACH-001001,-0.604713508301
ACH-001020,-0.127758920009
ACH-001028,-0.6056956983690001
ACH-001031,-0.536429354157
ACH-001038,-0.251640721321
ACH-001048,-0.48607602689999996
ACH-001050,-1.02748425863
ACH-001053,-0.396580866515
ACH-001054,-0.32952249158700003
ACH-001061,-0.45662712477899997
ACH-001067,-0.884898951926
ACH-001075,-0.493515081333
ACH-001096,-0.425008935
ACH-001128,-0.119803596203
ACH-001134,-0.324097060911
ACH-001151,-0.294951468981
ACH-001163,-0.152250367427
ACH-001164,-0.552931172158
ACH-001173,-0.6940255657359999
ACH-001183,-0.505772398932
ACH-001184,-0.964276468164
ACH-001190,-0.620001393
ACH-001192,-0.274545178313
ACH-001193,-0.462288273955
ACH-001196,-0.538777518477
ACH-001197,-0.540351082449
ACH-001205,-0.644509132424
ACH-001211,-0.40344903729099996
ACH-001212,-0.5209902423899999
ACH-001228,-0.785681248066
ACH-001232,-0.267439673985
ACH-001239,-0.35296339181999997
ACH-001274,-0.594255386571
ACH-001275,-0.309074702215
ACH-001277,-0.33665602278800005
ACH-001278,-0.651105129044
ACH-001280,-0.508838282281
ACH-001283,-0.38817150160999997
ACH-001289,-0.604622376628
ACH-001295,-0.6431785289299999
ACH-001300,-0.415878552504
ACH-001301,-0.49705912629500004
ACH-001302,-0.261822870959
ACH-001303,-0.41182503395400005
ACH-001306,-0.671028164135
ACH-001318,-0.5135498627399999
ACH-001322,-0.62622142892
ACH-001328,-0.588978660638
ACH-001332,-0.615559118827
ACH-001333,-0.395992374812
ACH-001336,-0.6457740673129999
ACH-001340,-0.715058227236
ACH-001346,-0.45924929498000006
ACH-001353,-0.44962252096699995
ACH-001354,-0.567647139896
ACH-001367,-0.566031846589
ACH-001368,-0.41113598625299996
ACH-001374,-0.42300600961499996
ACH-001375,-0.504635189161
ACH-001377,-0.5185712285090001
ACH-001380,-0.876125306735
ACH-001391,-0.729200282695
ACH-001407,-0.5834872376560001
ACH-001408,-0.33234416513799997
ACH-001413,-0.682468959666
ACH-001430,-0.28736166880999997
ACH-001431,-0.450551208799
ACH-001450,-0.327744425548
ACH-001496,-0.472617609974
ACH-001500,-0.38071038475100005
ACH-001521,-0.49921897138899995
ACH-001523,-0.491760398168
ACH-001532,-0.504366397725
ACH-001536,-0.180756985195
ACH-001550,-0.23195751208299997
ACH-001552,-0.300044006834
ACH-001554,-0.582537758353
ACH-001645,-0.533144674231
ACH-001654,-0.498177020869
ACH-001715,-0.871043165291
ACH-001735,-0.501557184761
ACH-001736,-0.662677768506
ACH-001737,-0.550713143268
ACH-001740,-0.697027377196
ACH-001745,-0.49743402076899995
ACH-001750,-0.78217592721
ACH-001765,-0.48075639087300004
ACH-001956,-0.625435010523
ACH-001957,-0.24888408558400002
