,TPCN2 (219931)
ACH-000004,-0.020503783969400002
ACH-000007,-0.04718502748319999
ACH-000009,-0.0176649241166
ACH-000011,-0.0351837344223
ACH-000012,0.107724631405
ACH-000013,-0.00752040407043
ACH-000014,0.105614637655
ACH-000015,0.179884191547
ACH-000017,-0.061347947285
ACH-000018,-0.0619133134015
ACH-000019,-0.07736877798330001
ACH-000021,0.000562749008051
ACH-000022,0.19230177682
ACH-000025,0.0173672618227
ACH-000028,-0.048698056677
ACH-000030,0.0538730238861
ACH-000035,0.19155683568300003
ACH-000036,-0.016767294969
ACH-000037,0.0496957525029
ACH-000039,0.246734158151
ACH-000040,-0.00781493176485
ACH-000041,0.00940976232665
ACH-000042,-0.0483777252899
ACH-000045,0.12580451583900001
ACH-000047,0.16884763638099998
ACH-000052,-0.173261090262
ACH-000053,0.0478157323262
ACH-000054,0.0468926327379
ACH-000055,0.0494180521136
ACH-000060,0.129531407483
ACH-000067,0.178730596952
ACH-000070,-0.00337359819815
ACH-000075,-0.280221907326
ACH-000078,0.21457285339
ACH-000082,0.064236935796
ACH-000085,0.07504861610119999
ACH-000086,0.014600302336299999
ACH-000087,0.108551537278
ACH-000092,0.22514367278900002
ACH-000095,0.020977581022099998
ACH-000097,-0.033344689985700005
ACH-000098,-0.0012445578057
ACH-000099,0.19558704381900002
ACH-000108,0.185169843413
ACH-000113,0.134259124072
ACH-000115,0.0660783455712
ACH-000116,-0.021791411517
ACH-000118,-0.0188566169672
ACH-000120,0.0322966322902
ACH-000123,0.0395073805299
ACH-000127,0.05718090113480001
ACH-000128,0.165520272507
ACH-000132,-0.055214129621900004
ACH-000133,0.167299340251
ACH-000137,0.229715699025
ACH-000138,0.011174324296699999
ACH-000142,-0.168885542385
ACH-000143,-0.041295171489800005
ACH-000146,0.137621142511
ACH-000148,0.0563572352434
ACH-000150,0.143270382555
ACH-000152,0.20878253219300003
ACH-000153,-0.268113553453
ACH-000159,0.0770644411605
ACH-000160,-0.208132406189
ACH-000163,0.24437584298
ACH-000167,-0.14266235272
ACH-000168,0.199624801227
ACH-000169,0.09384134728360001
ACH-000178,-0.043863373775899994
ACH-000182,0.036018397873
ACH-000183,-0.114818964296
ACH-000188,0.0217798554898
ACH-000189,0.008723307147969999
ACH-000190,0.06322210243490001
ACH-000198,0.07105338878510001
ACH-000204,-0.181561289871
ACH-000206,0.227284226993
ACH-000207,-0.41325422148400004
ACH-000211,0.0949361462882
ACH-000215,0.0366570814539
ACH-000221,0.0645740045568
ACH-000222,0.0471693538929
ACH-000223,-0.0519048506535
ACH-000226,-0.0371320960219
ACH-000227,0.00489653588133
ACH-000228,-0.047729744994099994
ACH-000231,0.134675316346
ACH-000232,0.115195184664
ACH-000233,0.167036645782
ACH-000234,-0.0086546551883
ACH-000235,0.09072859953739999
ACH-000237,-0.08093633556680001
ACH-000238,0.113994694218
ACH-000243,0.0646823351969
ACH-000244,-0.43942765737499995
ACH-000246,0.157391773776
ACH-000248,0.182703980663
ACH-000250,0.0570027667942
ACH-000251,-0.0473889991858
ACH-000253,0.11582112475199999
ACH-000255,-0.104978477969
ACH-000256,-0.13344084853
ACH-000257,0.22202721485100002
ACH-000258,0.149541343549
ACH-000259,-0.028410110920599998
ACH-000260,0.0248149657633
ACH-000261,0.139997059008
ACH-000262,0.323541632084
ACH-000263,0.257676976857
ACH-000264,-0.0013900824423800002
ACH-000265,0.136948671973
ACH-000266,-0.08616909975579999
ACH-000272,-0.005688818640149999
ACH-000273,0.149045815189
ACH-000274,0.049371694934199996
ACH-000277,-0.24879350814800003
ACH-000278,0.06326180620249999
ACH-000279,0.09746649297450001
ACH-000280,0.26564219418
ACH-000281,-0.230574302315
ACH-000288,0.0908767634708
ACH-000291,0.156596383151
ACH-000293,0.102516902352
ACH-000294,0.10184126346899999
ACH-000295,-0.027420497705599997
ACH-000296,0.30762516326699996
ACH-000302,0.131997423035
ACH-000304,0.245689286942
ACH-000307,0.0734714850227
ACH-000308,0.125969093721
ACH-000310,0.174295367989
ACH-000311,-0.00285777917487
ACH-000312,-0.0729200552444
ACH-000315,0.271413373013
ACH-000316,-0.06672776015569999
ACH-000317,0.0297834602516
ACH-000318,-0.315399295182
ACH-000319,-0.134684142069
ACH-000320,0.313529665841
ACH-000322,0.0176094422434
ACH-000323,0.324083982395
ACH-000324,0.0353694506299
ACH-000329,0.221611129108
ACH-000330,-0.107395454604
ACH-000331,0.0401923773034
ACH-000332,0.032361226697299995
ACH-000334,0.227646544349
ACH-000335,0.0704281555367
ACH-000336,-0.135257372277
ACH-000337,-0.08313776461019999
ACH-000339,0.07768549509839999
ACH-000341,-0.0186243802981
ACH-000348,0.16415943703
