,BVES (11149)
ACH-000004,0.145504430146
ACH-000007,0.127806018283
ACH-000009,-0.112823206433
ACH-000011,0.027976179754099998
ACH-000012,-0.0977599837954
ACH-000013,-0.127399944456
ACH-000014,-0.027733482291799998
ACH-000015,0.00270170950822
ACH-000017,-0.145054632267
ACH-000018,-0.004072293780159999
ACH-000019,-0.00914430699065
ACH-000021,-0.196638155137
ACH-000022,0.0580890517014
ACH-000025,-0.291618646679
ACH-000028,-0.07516922539080001
ACH-000030,-0.0330178135189
ACH-000035,0.0884125502056
ACH-000036,0.124869095537
ACH-000037,0.150814412088
ACH-000039,-0.0625476473728
ACH-000040,-0.111273401586
ACH-000041,-0.0799558754817
ACH-000042,-0.117286613766
ACH-000045,-0.21511872759599998
ACH-000047,0.0120152108738
ACH-000052,0.271163640248
ACH-000053,-0.0675895843364
ACH-000054,-0.051007108151400006
ACH-000055,-0.167361185282
ACH-000060,-0.256007716072
ACH-000067,0.0682350051608
ACH-000070,-0.107446197895
ACH-000075,-0.117957297025
ACH-000078,-0.37352445551700003
ACH-000082,0.044961147734
ACH-000085,0.108490117185
ACH-000086,-0.0823296724614
ACH-000087,-0.160649343249
ACH-000092,-0.042865291282299996
ACH-000095,-0.0885338843929
ACH-000097,-0.0422303746951
ACH-000098,-0.21802698123000003
ACH-000099,-0.0223530637623
ACH-000108,0.00886391661441
ACH-000113,-0.16763726217
ACH-000115,0.0569957977016
ACH-000116,0.036611039636699996
ACH-000118,-0.0793322417128
ACH-000120,-0.128108359114
ACH-000123,-0.06744511396269999
ACH-000127,-0.188474715327
ACH-000128,-0.163440880359
ACH-000132,-0.084463791067
ACH-000133,0.17100506723499997
ACH-000137,0.0972961285506
ACH-000138,-0.044280441196
ACH-000142,0.0628748200574
ACH-000143,-0.09233409018510001
ACH-000146,-0.0708774959333
ACH-000148,0.0263357556864
ACH-000150,0.0349695093283
ACH-000152,0.0523135560494
ACH-000153,-0.148339249771
ACH-000159,0.0228984077628
ACH-000160,-0.19003908755600002
ACH-000163,-0.0711430774835
ACH-000167,0.0436057786841
ACH-000168,0.41847273893200004
ACH-000169,0.04503305433669999
ACH-000178,-0.127182573749
ACH-000182,0.0073013714602500005
ACH-000183,-0.05199964382780001
ACH-000188,-0.00571948549975
ACH-000189,0.0851666875053
ACH-000190,-0.0643582138282
ACH-000198,0.04769170610640001
ACH-000204,-0.0020662433686800003
ACH-000206,0.12080491954900001
ACH-000207,-0.163745325838
ACH-000211,-0.0102450637831
ACH-000215,0.0360341925495
ACH-000221,-0.062162533732900004
ACH-000222,-0.110424743098
ACH-000223,-0.016961790892100002
ACH-000226,-0.00577891273957
ACH-000227,-0.39650640687
ACH-000228,-0.109660783004
ACH-000231,0.0279893281603
ACH-000232,-0.0758270558851
ACH-000233,-0.268477840508
ACH-000234,-0.042117304055000006
ACH-000235,-0.0809907488711
ACH-000237,-0.0633333591798
ACH-000238,0.038096930308
ACH-000243,-0.0835168963365
ACH-000244,0.16425595939999998
ACH-000246,-0.0866029600645
ACH-000248,-0.17209827521200002
ACH-000250,-0.0858854690604
ACH-000251,0.161058641071
ACH-000253,-0.0132266103278
ACH-000255,-0.12342686004100001
ACH-000256,-0.35471747701399997
ACH-000257,0.00668344661281
ACH-000258,0.0339045361176
ACH-000259,-0.0270473336003
ACH-000260,-0.053705130966099995
ACH-000261,0.018094916571
ACH-000262,0.107983469539
ACH-000263,-0.24009354518599998
ACH-000264,0.00338347242701
ACH-000265,-0.040574715298900006
ACH-000266,-0.0152460740446
ACH-000272,-0.0510466592066
ACH-000273,-0.176581191706
ACH-000274,-0.084277074033
ACH-000277,-0.0169759602664
ACH-000278,-0.00929490397218
ACH-000279,-0.108576859659
ACH-000280,0.12853738939099998
ACH-000281,-0.08212738060710001
ACH-000288,-0.028204091571400004
ACH-000291,0.151566167243
ACH-000293,-0.0945991666602
ACH-000294,0.0672997875848
ACH-000295,-0.25140795767900004
ACH-000296,-0.030988976534799997
ACH-000302,-0.151110213833
ACH-000304,0.204789796987
ACH-000307,-0.0521359785513
ACH-000308,-0.00841956018889
ACH-000310,0.00987632685467
ACH-000311,-0.0341924132944
ACH-000312,0.0183271335329
ACH-000315,-0.152723108872
ACH-000316,0.0766098726742
ACH-000317,0.121978609923
ACH-000318,-0.22271327695700002
ACH-000319,-0.0825954400141
ACH-000320,-0.0445105585831
ACH-000322,0.06905474326389999
