,LGALS9B (284194)
ACH-000004,-0.199089456516
ACH-000007,-0.0531776976831
ACH-000009,-0.23000426704799998
ACH-000011,-0.571424452286
ACH-000012,-0.322123141181
ACH-000013,-0.325481352251
ACH-000014,-0.258245595843
ACH-000015,-0.251621958077
ACH-000017,-0.5090955294389999
ACH-000018,-0.433602987183
ACH-000019,-0.773344940826
ACH-000021,-0.46711630162699996
ACH-000022,-0.748969756692
ACH-000025,0.00900966650431
ACH-000028,-0.128796751566
ACH-000030,-0.20027441341
ACH-000035,-0.32272125457600004
ACH-000036,-0.251211308179
ACH-000037,-0.48513616338
ACH-000039,0.121922420689
ACH-000040,-0.303654859262
ACH-000041,-0.20441810081
ACH-000042,-0.20681419404399998
ACH-000045,-0.226834932218
ACH-000047,-0.0340946892889
ACH-000052,-0.36645381736999993
ACH-000053,-0.262519824575
ACH-000054,-0.40849013888499996
ACH-000055,-0.203480591819
ACH-000060,-0.418065564695
ACH-000067,-0.481694932446
ACH-000070,-0.216638392234
ACH-000075,-0.299769948334
ACH-000078,-0.07519012668710001
ACH-000082,-0.411542000969
ACH-000085,-0.46628200761200006
ACH-000086,-0.138830052771
ACH-000087,-0.570754171176
ACH-000092,-0.281848797313
ACH-000095,-0.40561596028200003
ACH-000097,-0.354015984879
ACH-000098,-0.388453918381
ACH-000099,-0.0347013273006
ACH-000108,0.016244016525399998
ACH-000113,-0.485569266569
ACH-000115,-0.5101555153549999
ACH-000116,-0.158040629113
ACH-000118,-0.205869284863
ACH-000120,-0.288449332394
ACH-000123,-0.25768375327599996
ACH-000127,-0.29350770891
ACH-000128,-0.23998748501999997
ACH-000132,-0.309627183873
ACH-000133,-0.307032122141
ACH-000137,-0.353998610004
ACH-000138,-0.31603504768
ACH-000142,-0.475332190041
ACH-000143,-0.17430392835
ACH-000146,-0.29375174369600004
ACH-000148,-0.20105247055199998
ACH-000150,-0.48310252864200004
ACH-000152,-0.6552559657829999
ACH-000153,-0.663508752504
ACH-000159,-0.298093785025
ACH-000160,-0.331680502366
ACH-000163,-0.262684859985
ACH-000167,-0.5961883962560001
ACH-000168,-0.445385763489
ACH-000169,-0.456075477369
ACH-000178,-0.228640681558
ACH-000182,-0.209204450495
ACH-000183,-0.407025854766
ACH-000188,-0.5499665673699999
ACH-000189,-0.6952212468000001
ACH-000190,-0.0679589493658
ACH-000198,-0.286429599976
ACH-000204,-0.08245657877019999
ACH-000206,-0.623487022619
ACH-000207,-0.468461593311
ACH-000211,-0.35192905511
ACH-000215,-0.42918777510399997
ACH-000221,-0.259018533475
ACH-000222,-0.09120276100310001
ACH-000223,-0.5521759437470001
ACH-000226,-0.419324795687
ACH-000227,0.18579414227899999
ACH-000228,-0.433011584498
ACH-000231,-0.4648657244899999
ACH-000232,-0.320003397329
ACH-000233,-0.294789686112
ACH-000234,-0.311445588648
ACH-000235,-0.33446959537
ACH-000237,-0.299881188288
ACH-000238,-0.260189765531
ACH-000243,-0.293077353915
ACH-000244,-0.5789570660059999
ACH-000246,-0.296363597934
ACH-000248,-0.322522719972
ACH-000250,-0.41180028440399996
ACH-000251,-0.28603474534
ACH-000253,-0.366796287455
ACH-000255,-0.23638973378000003
ACH-000256,-0.380167199283
ACH-000257,-0.307565538547
ACH-000258,-0.536198251953
ACH-000259,-0.349418148342
