,SAP30 (8819)
ACH-000004,-0.273020862581
ACH-000007,0.265350494477
ACH-000009,-0.0721649837268
ACH-000011,0.20176900796
ACH-000012,0.280144904371
ACH-000013,0.450173678898
ACH-000014,-0.063410100473
ACH-000015,-0.00392427334144
ACH-000017,-0.126906702057
ACH-000018,-0.17613712626800002
ACH-000019,0.25491851305
ACH-000021,0.30960245980900003
ACH-000022,0.181533483011
ACH-000025,0.21511315266699998
ACH-000028,0.269105833572
ACH-000030,-0.0621129764812
ACH-000035,0.19897504670699998
ACH-000036,0.416041026298
ACH-000037,-0.107245480719
ACH-000039,0.00668251316963
ACH-000040,-0.028106945215699997
ACH-000041,-0.0700612173259
ACH-000042,0.0485804705667
ACH-000045,0.0251480788162
ACH-000047,0.252449216263
ACH-000052,0.228670213664
ACH-000053,0.208779705913
ACH-000054,-0.00065624633438
ACH-000055,0.112917091714
ACH-000060,0.058045880973899996
ACH-000067,0.0995955978912
ACH-000070,-0.195240471761
ACH-000075,0.169432875858
ACH-000078,-0.27134302411600003
ACH-000082,-0.00193995076428
ACH-000085,0.08068729468439999
ACH-000086,0.366655412368
ACH-000087,0.15525055088300002
ACH-000092,0.137089978024
ACH-000095,-0.00026111529882900003
ACH-000097,0.231591438644
ACH-000098,0.2041953499
ACH-000099,-0.0705543944134
ACH-000108,0.19710532579700002
ACH-000113,-0.32204595711999995
ACH-000115,-0.212433589331
ACH-000116,0.11029875171299999
ACH-000118,0.300201480248
ACH-000120,0.0301743492641
ACH-000123,0.169359712487
ACH-000127,-0.143805477073
ACH-000128,0.305942934986
ACH-000132,0.136831215933
ACH-000133,0.144944274861
ACH-000137,0.0275535888684
ACH-000138,0.304617423889
ACH-000142,0.140945018556
ACH-000143,-0.10460788649399999
ACH-000146,0.14701309701600002
ACH-000148,0.161956391974
ACH-000150,0.387539312463
ACH-000152,0.278636511012
ACH-000153,-0.0103369894635
ACH-000159,0.345224105691
ACH-000160,0.515104301275
ACH-000163,0.12961207689
ACH-000167,0.640768265434
ACH-000168,-0.130682099594
ACH-000169,0.045446487429300006
ACH-000178,0.147052369949
ACH-000182,0.144225649313
ACH-000183,-0.113847528654
ACH-000188,0.0651735081345
ACH-000189,0.0707105829441
ACH-000190,0.414410765055
ACH-000198,-0.0373161766561
ACH-000204,0.0446946011708
ACH-000206,0.143842752501
ACH-000207,0.292290316741
ACH-000211,-0.0663141083392
ACH-000215,0.12775660644300002
ACH-000221,0.15382274179199998
ACH-000222,0.12444043041200001
