,SDS (10993)
ACH-000004,0.0759893384052
ACH-000007,0.11925789807600001
ACH-000009,0.005909832843029999
ACH-000011,0.134523854229
ACH-000012,0.122637538615
ACH-000013,0.12038653837000002
ACH-000014,0.24554091951999998
ACH-000015,0.007962146090439999
ACH-000017,0.00656948603614
ACH-000018,-0.102001799189
ACH-000019,0.26032699261500003
ACH-000021,-0.055151142526699996
ACH-000022,-0.121475291829
ACH-000025,-0.00944530351834
ACH-000028,0.145549858904
ACH-000030,0.111004137288
ACH-000035,-0.0479387251854
ACH-000036,0.265785300978
ACH-000037,0.07532763362099999
ACH-000039,0.264999845852
ACH-000040,0.00904134183379
ACH-000041,0.00403411722625
ACH-000042,0.00973620351683
ACH-000045,-0.041092084012699995
ACH-000047,-0.027672358161999998
ACH-000052,0.1865804881
ACH-000053,0.152588267961
ACH-000054,-0.08766083925069999
ACH-000055,-0.021952357283299997
ACH-000060,0.10136105779799999
ACH-000067,0.039685099198800006
ACH-000070,-0.0433509186601
ACH-000075,0.274122579904
ACH-000078,0.296183942907
ACH-000082,0.122929886579
ACH-000085,0.187996823757
ACH-000086,-0.053375062485800005
ACH-000087,-0.051637808032499996
ACH-000092,0.0140785015294
ACH-000095,0.18985412526
ACH-000097,0.0443686951594
ACH-000098,0.0057601474632399995
ACH-000099,0.124736773161
ACH-000108,0.0646564172229
ACH-000113,-0.056641632781
ACH-000115,-0.000895812414421
ACH-000116,0.20355098717599998
ACH-000118,0.0891541670414
ACH-000120,0.07960535512789998
ACH-000123,0.210934764907
ACH-000127,0.105575982076
ACH-000128,0.149040202811
ACH-000132,0.0121042966818
ACH-000133,0.276117931245
ACH-000137,-0.06170999348669999
ACH-000138,-0.056235751054600006
ACH-000142,0.09654383772389999
ACH-000143,0.13477676768400002
ACH-000146,0.251657094613
ACH-000148,0.10659886993499999
ACH-000150,0.00205001276718
ACH-000152,-0.046455884061
ACH-000153,-0.076861800585
ACH-000159,0.10165761055099999
ACH-000160,0.044193956107
ACH-000163,-0.107650152226
ACH-000167,-0.08799718631110001
ACH-000168,-0.06588430271649999
ACH-000169,0.0814672605747
ACH-000178,0.0131262222039
ACH-000182,0.00512077648972
ACH-000183,-0.0420665758832
ACH-000188,0.0345708563932
ACH-000189,0.154316373609
ACH-000190,0.397309469453
ACH-000198,0.0878772159076
ACH-000204,0.040286422344400004
