,RBMXL1 (494115)
ACH-000004,-0.9691927664419999
ACH-000007,-0.7349603541840001
ACH-000009,-0.858139269439
ACH-000011,-0.7369971981769999
ACH-000012,-0.603329465392
ACH-000013,-0.83851213015
ACH-000014,-0.703946207743
ACH-000015,-0.754998159801
ACH-000017,-0.78182506129
ACH-000018,-0.810256516002
ACH-000019,-1.32610826126
ACH-000021,-1.1278386218799998
ACH-000022,-1.18949727001
ACH-000025,-0.810162707359
ACH-000028,-0.8326200426260001
ACH-000030,-0.913352070868
ACH-000035,-0.907653884351
ACH-000036,-0.832726034159
ACH-000037,-0.9685358726000001
ACH-000039,-0.6772060031810001
ACH-000040,-0.882782512547
ACH-000041,-1.1028030366500001
ACH-000042,-0.861501958089
ACH-000045,-0.822270556959
ACH-000047,-0.773082188702
ACH-000052,-0.8090468060959999
ACH-000053,-1.0652816027
ACH-000054,-1.1520025659200002
ACH-000055,-0.797951388996
ACH-000060,-0.9235611754799999
ACH-000067,-0.8225290565090001
ACH-000070,-1.5038474363799998
ACH-000075,-0.9983718850859999
ACH-000078,-1.0162824533900001
ACH-000082,-0.9868806409149999
ACH-000085,-0.8239969839669999
ACH-000086,-1.02442366822
ACH-000087,-0.7204684463500001
ACH-000092,-0.912918970726
ACH-000095,-1.13798023419
ACH-000097,-0.911464620351
ACH-000098,-0.61504365151
ACH-000099,-0.937324894569
ACH-000108,-0.847397592905
ACH-000113,-1.00232346666
ACH-000115,-1.69204351993
ACH-000116,-0.866849957718
ACH-000118,-0.8961292672910001
ACH-000120,-0.9009431033299999
ACH-000123,-1.0498662484
ACH-000127,-0.895487622328
ACH-000128,-0.9558561014839999
ACH-000132,-1.0801624029899999
ACH-000133,-0.987869431772
ACH-000137,-0.9415066930570001
ACH-000138,-1.04307582355
ACH-000142,-1.24292187934
ACH-000143,-0.9101927914200001
ACH-000146,-1.23180794662
ACH-000148,-0.858359367183
ACH-000150,-0.8373268111509999
ACH-000152,-0.803167177123
ACH-000153,-1.05677926631
ACH-000159,-1.00440810953
ACH-000160,-1.30477372694
ACH-000163,-0.7896306824349999
ACH-000167,-1.18178531515
ACH-000168,-0.873456767535
ACH-000169,-0.8289708667450001
ACH-000178,-0.8956361758370001
ACH-000182,-0.824274217793
ACH-000183,-0.9158831098639999
ACH-000188,-0.7429854121960001
ACH-000189,-0.66694785212
ACH-000190,-1.3134113343
ACH-000198,-0.9446601834909999
ACH-000204,-0.8500798424420001
ACH-000206,-1.16989542753
ACH-000207,-1.34886317789
ACH-000211,-0.920341369813
ACH-000215,-0.995667307018
ACH-000221,-0.900175299556
ACH-000222,-0.7139564118809999
ACH-000223,-0.986283634069
ACH-000226,-0.775237889037
ACH-000227,-1.56183178081
ACH-000228,-0.9319693670870001
ACH-000231,-0.8902152544490001
ACH-000232,-0.9134245345890001
ACH-000233,-0.874035191559
ACH-000234,-0.882340234505
ACH-000235,-0.7882000481579999
ACH-000237,-1.1047396016700002
ACH-000238,-0.648889988187
ACH-000243,-0.888551741979
ACH-000244,-1.17309120736
ACH-000246,-0.946141868879
ACH-000248,-0.7417844702940001
ACH-000250,-0.910239475018
ACH-000251,-0.915494966646
ACH-000253,-1.15656350044
ACH-000255,-0.8914831285529999
ACH-000256,-1.18942635594
ACH-000257,-1.17444213713
ACH-000258,-0.816528347371
ACH-000259,-1.03665148081
