,MTA3 (57504)
ACH-000004,0.0801249127426
ACH-000007,0.030808249572499998
ACH-000009,-0.0616742422079
ACH-000011,0.189938161925
ACH-000012,0.0759196832305
ACH-000013,0.08897159310979999
ACH-000014,0.0466380823577
ACH-000015,0.121875837074
ACH-000017,0.160845745114
ACH-000018,0.145549578294
ACH-000019,0.021929479807000003
ACH-000021,0.0870233267395
ACH-000022,0.130270777418
ACH-000025,0.10541530840800001
ACH-000028,0.139583096348
ACH-000030,0.122994146522
ACH-000035,0.023164596828099997
ACH-000036,0.0770664804475
ACH-000037,0.19697997505999998
ACH-000039,-0.106146293598
ACH-000040,0.154557116985
ACH-000041,0.09828071610940001
ACH-000042,-0.021375065355700003
ACH-000045,0.232909937245
ACH-000047,0.152656105594
ACH-000052,0.049556776665
ACH-000053,0.037618445054699995
ACH-000054,0.19911038408300002
ACH-000055,0.18207622626400002
ACH-000060,0.020313128839099998
ACH-000067,0.09614232225439999
ACH-000070,0.19011311175700002
ACH-000075,0.250148840546
ACH-000078,-0.00786277398901
ACH-000082,0.0722008478901
ACH-000085,0.223505402445
ACH-000086,0.20028296146
ACH-000087,-0.139147218469
ACH-000092,-0.035606189846
ACH-000095,-0.0237751410541
ACH-000097,0.136412410619
ACH-000098,0.049614753340499994
ACH-000099,0.0284469681777
ACH-000108,-0.00808577479289
ACH-000113,-0.0170039344197
ACH-000115,0.035553690195
ACH-000116,0.189571419645
ACH-000118,-0.030663185755500002
ACH-000120,-0.1852307305
ACH-000123,0.0770883047468
ACH-000127,0.091583673729
ACH-000128,0.049719768436000004
ACH-000132,0.0045027906903
ACH-000133,0.0369094879277
ACH-000137,0.181975229973
ACH-000138,0.09726536723319999
ACH-000142,0.055027904896400005
ACH-000143,-0.06895223153010001
ACH-000146,0.0450156193286
ACH-000148,0.152535748691
ACH-000150,0.09756883213060001
ACH-000152,0.028623944356599998
ACH-000153,0.177671261961
ACH-000159,0.16817462436299999
ACH-000160,0.572685309758
ACH-000163,-0.0032293157011599994
ACH-000167,0.712892167124
ACH-000168,-0.020306674288000003
ACH-000169,0.0297994570571
ACH-000178,0.186847781896
ACH-000182,0.0487419144348
ACH-000183,0.12746816130000002
ACH-000188,-0.0146304732341
ACH-000189,0.136331499652
ACH-000190,0.34465821984800005
ACH-000198,0.0293286433538
ACH-000204,0.104785500561
ACH-000206,-0.0661657224022
ACH-000207,-0.026144290261900002
ACH-000211,0.202287413675
ACH-000215,0.07740729293439999
ACH-000221,0.09517004314089998
ACH-000222,0.163044935107
ACH-000223,-0.0242763388898
ACH-000226,0.08415681851669998
ACH-000227,0.0499014704024
ACH-000228,0.0535379436262
ACH-000231,0.061600989551099994
ACH-000232,0.100496879133
ACH-000233,0.0315138292029
ACH-000234,0.0444624139992
ACH-000235,0.0021166736329400002
ACH-000237,0.0182226557163
ACH-000238,-0.126566084172
ACH-000243,-0.022520450653599998
ACH-000244,-0.109216991527
ACH-000246,0.131175536281
ACH-000248,-0.0260922671752
ACH-000250,-0.0826209721976
ACH-000251,0.40690679976099997
ACH-000253,0.19245332586
ACH-000255,0.200692110821
ACH-000256,0.11700350097000001
ACH-000257,0.130259796148
ACH-000258,0.143726843779
ACH-000259,-0.03913019726519999
ACH-000260,0.00505631894296
ACH-000261,0.081039098003
ACH-000262,0.14447611979699998
ACH-000263,0.00890232285177
ACH-000264,0.039890675642199995
ACH-000265,0.10851794231699999
ACH-000266,0.0369160522602
ACH-000272,-0.08464922597039999
ACH-000273,0.191929143448
ACH-000274,0.007382560483779999
ACH-000277,-0.0307040684944
ACH-000278,0.137085010408
ACH-000279,0.06660090953049999
ACH-000280,0.120830754405
ACH-000281,0.051321443180900005
ACH-000288,0.129354483549
ACH-000291,0.11085152494999999
ACH-000293,0.21510100392200002
ACH-000294,0.180069381294
ACH-000295,-0.28686373406800003
ACH-000296,-0.0171358014592
ACH-000302,0.19200203089499998
ACH-000304,0.21197091839999999
ACH-000307,0.147583034234
ACH-000308,0.178296707408
ACH-000310,-0.14035944173
ACH-000311,-0.0162396340828
ACH-000312,-0.0351572299171
ACH-000315,-0.25460713346999997
ACH-000316,-0.0559337431575
ACH-000317,0.0801144802416
ACH-000318,0.0531690887944
ACH-000319,0.1413866611
ACH-000320,-0.131003266441
ACH-000322,0.12476591059
ACH-000323,0.0902176165318
ACH-000324,-0.07263396595860001
ACH-000329,0.041505516522800004
ACH-000330,0.0947099588676
ACH-000331,0.113265053686
