,PTPRR (5801)
ACH-000004,-0.12009353775999998
ACH-000007,0.0103438654471
ACH-000009,-0.267746577754
ACH-000011,-0.0235218591865
ACH-000012,-0.042009222589300003
ACH-000013,-0.0819154237687
ACH-000014,-0.06950653405410001
ACH-000015,-0.0637553518937
ACH-000017,-0.0628478125336
ACH-000018,0.074918864534
ACH-000019,-0.0832340046502
ACH-000021,-0.15886904726
ACH-000022,-0.0850248305866
ACH-000025,-0.199012426671
ACH-000028,-0.14270186613500002
ACH-000030,-0.154343629664
ACH-000035,-0.159123202523
ACH-000036,-0.0125699421525
ACH-000037,-0.467151081117
ACH-000039,-0.0434360047181
ACH-000040,-0.293771058565
ACH-000041,-0.277966866968
ACH-000042,0.0051062405718400004
ACH-000045,-0.201826892786
ACH-000047,-0.280140832099
ACH-000052,-0.20516680444899998
ACH-000053,-0.125958869363
ACH-000054,-0.122741484838
ACH-000055,0.00665399459467
ACH-000060,-0.0185914511464
ACH-000067,-0.22337160005399997
ACH-000070,-0.35036027496399996
ACH-000075,-0.04214627430369999
ACH-000078,-0.151991869991
ACH-000082,-0.24117961693000003
ACH-000085,-0.190437061314
ACH-000086,-0.119311114816
ACH-000087,-0.516083000746
ACH-000092,-0.157525587438
ACH-000095,-0.19146624867400003
ACH-000097,-0.0567816455498
ACH-000098,-0.058974208025599995
ACH-000099,-0.13300293596100002
ACH-000108,0.130471786949
ACH-000113,0.0374371196593
ACH-000115,-0.189512584983
ACH-000116,-0.202552947091
ACH-000118,-0.0450643975552
ACH-000120,0.226712957348
ACH-000123,-0.190563125715
ACH-000127,-0.05206570405730001
ACH-000128,-0.118751950328
ACH-000132,-0.0184573167881
ACH-000133,-0.19394086980500003
ACH-000137,0.061732228482999994
ACH-000138,-0.134594134058
ACH-000142,-0.0408554326414
ACH-000143,-0.089002631362
ACH-000146,-0.0970763758604
ACH-000148,-0.0466059923676
ACH-000150,-0.210621863477
ACH-000152,-0.23674620698000004
ACH-000153,-0.511246483713
ACH-000159,0.031868505118599996
ACH-000160,-0.07495839194130001
ACH-000163,0.028754628444500004
ACH-000167,0.108155963036
ACH-000168,-0.057058608980300005
ACH-000169,-0.048556915054
ACH-000178,-0.049026119328199995
ACH-000182,-0.195821296739
ACH-000183,-0.13530377160999998
ACH-000188,-0.110169827076
ACH-000189,-0.149982186549
ACH-000190,0.32319425171599997
ACH-000198,-0.227337788128
ACH-000204,0.10657283626900001
ACH-000206,-0.042288119353900006
ACH-000207,-0.286952074485
ACH-000211,-0.161418257987
ACH-000215,-0.0910765528722
ACH-000221,-0.09377595503450001
ACH-000222,-0.240866509658
ACH-000223,-0.19391677412500002
ACH-000226,-0.294232828267
ACH-000227,-0.306820770071
ACH-000228,-0.00267957241919
ACH-000231,-0.133069983088
ACH-000232,-0.0996938981846
ACH-000233,-0.184088599557
ACH-000234,-0.22620595352200001
ACH-000235,-0.0934571113284
ACH-000237,0.0427067749539
ACH-000238,-0.0892022757274
ACH-000243,-0.0296184713216
ACH-000244,-0.0590823781594
ACH-000246,-0.0885509909785
ACH-000248,-0.160043701384
ACH-000250,-0.118740142512
ACH-000251,0.130375788254
ACH-000253,0.0354775110218
ACH-000255,0.013630474291299998
ACH-000256,-0.0035215119754600003
ACH-000257,-0.225167681259
ACH-000258,-0.0164579711696
ACH-000259,-0.052313132216300004
ACH-000260,-0.00903223719869
ACH-000261,-0.226640450325
ACH-000262,0.0271126504797
ACH-000263,-0.0648893910706
ACH-000264,0.0020169307450999996
ACH-000265,-0.12036471688200001
ACH-000266,-0.15353657109000002
ACH-000272,-0.116741740348
ACH-000273,-0.119546352753
ACH-000274,-0.045438088616199995
ACH-000277,-0.348785143009
ACH-000278,-0.149923871144
ACH-000279,0.0340904683842
ACH-000280,-0.156306206221
ACH-000281,-0.169662469752
ACH-000288,-0.11264301249500001
ACH-000291,-0.282291562016
ACH-000293,0.0653221944976
ACH-000294,-0.0230028896037
ACH-000295,0.0310521472653
ACH-000296,-0.15364201057600002
ACH-000302,-0.0590540372291
ACH-000304,-0.330117988001
ACH-000307,0.0686936662095
ACH-000308,-0.257580294047
ACH-000310,-0.118449244546
ACH-000311,-0.17827725889899998
ACH-000312,-0.197756392308
ACH-000315,0.0716424065849
ACH-000316,0.040644260227199996
ACH-000317,-0.127986846227
ACH-000318,-0.120825739805
ACH-000319,-0.08670959572510001
ACH-000320,-0.012391197940799998
ACH-000322,-0.21192032094000002
ACH-000323,-0.004522432433020001
ACH-000324,-0.183005913837
ACH-000329,-0.155148080997
ACH-000330,-0.094358762603
ACH-000331,-0.166597792852
ACH-000332,-0.0413081996386
ACH-000334,-0.107850306799
ACH-000335,0.0266420112452
ACH-000336,-0.152951953321
ACH-000337,0.07942705186230001
ACH-000339,-0.185866245201
ACH-000341,0.0207988192037
ACH-000348,-0.254181304948
ACH-000350,-0.162773324479
ACH-000352,-0.225871093153
ACH-000356,-0.35470859574600005
ACH-000361,-0.13933114158600002
ACH-000362,-0.0764488772151
ACH-000363,0.00197021634622
ACH-000364,-0.0032080301752600003
ACH-000365,-0.12250263229399999
ACH-000366,-0.126029367929
ACH-000368,0.0304935364621
ACH-000374,-0.128116513667
ACH-000375,0.0608426959179
ACH-000376,-0.15900664394000003
ACH-000381,-0.0121712676925
ACH-000383,-0.156233384221
ACH-000387,-0.059203939745199996
ACH-000389,-0.0764360766659
ACH-000390,0.041071894441
ACH-000393,-0.181461997774
ACH-000395,-0.129924297487
ACH-000397,0.0203872734986
ACH-000401,0.49765241395099996
ACH-000402,-0.15570215190099998
ACH-000403,-0.191226363999
ACH-000404,-0.339756601942
ACH-000406,-0.16165111798100001
ACH-000407,-0.0821283542025
ACH-000408,-0.0256259379959
ACH-000410,-0.193885918884
ACH-000411,-0.14276301013
ACH-000414,-0.0701427985036
ACH-000415,-0.14037299588500002
ACH-000416,-0.12318737216299999
ACH-000420,-0.13617266978700002
ACH-000421,-0.160629301375
ACH-000424,-0.16031615242699998
ACH-000425,0.0015817536603900003
ACH-000426,-0.186486367114
ACH-000427,-0.0753369988019
ACH-000433,-0.211188329074
ACH-000436,0.04471497913369999
ACH-000444,0.00450798389032
ACH-000445,0.0986904693884
ACH-000448,-0.11657760549
ACH-000450,-0.181650032286
ACH-000452,-0.096269627943
ACH-000454,-0.237195277104
ACH-000458,-0.246165274545
ACH-000459,-0.0031295240998400003
ACH-000460,-0.0651320518471
ACH-000461,-0.207109443196
ACH-000463,-0.00653688489927
ACH-000464,-0.114906921004
ACH-000466,-0.0357911888694
ACH-000467,-0.26192544382
ACH-000468,-0.0333369968938
ACH-000469,-0.0659249950708
ACH-000470,-0.0899701075203
ACH-000471,-0.043257455729
ACH-000472,-0.230859201308
ACH-000473,-0.210218420257
ACH-000475,-0.10822148744599999
ACH-000476,-0.182686704852
ACH-000477,-0.08956121269580002
