,MKL2 (57496)
ACH-000004,0.196825367956
ACH-000007,0.134106765106
ACH-000009,0.407909805445
ACH-000011,0.0559457112204
ACH-000012,0.325636770553
ACH-000013,0.037409332992699995
ACH-000014,0.311780131723
ACH-000015,0.0203688532539
ACH-000017,0.191694458677
ACH-000018,0.22150085472
ACH-000019,-0.0154597276578
ACH-000021,0.149528086435
ACH-000022,0.166159274292
ACH-000025,-0.043500067308599996
ACH-000028,0.218612574787
ACH-000030,0.22459319232799999
ACH-000035,0.0827158395935
ACH-000036,0.0161777590979
ACH-000037,0.09771237806409999
ACH-000039,0.277782052489
ACH-000040,0.103586722738
ACH-000041,0.13166483682900001
ACH-000042,0.117242315392
ACH-000045,0.141099847063
ACH-000047,0.20919904342
ACH-000052,0.052656420224199994
ACH-000053,0.0927229099591
ACH-000054,0.12537444195800002
ACH-000055,-0.0118153655766
ACH-000060,0.224665889964
ACH-000067,0.130815847716
ACH-000070,0.105999636932
ACH-000075,-0.11792975533700001
ACH-000078,0.0590473453074
ACH-000082,0.0391100217071
ACH-000085,-0.0523471224146
ACH-000086,0.177340795629
ACH-000087,-0.147709227134
ACH-000092,-0.0209580988324
ACH-000095,0.03840411156430001
ACH-000097,0.000167622976298
ACH-000098,0.0639289304284
ACH-000099,0.08988128898910001
ACH-000108,0.0920255865873
ACH-000113,0.09701028648229999
ACH-000115,0.131343406886
ACH-000116,0.248602320711
ACH-000118,-0.0520964525798
ACH-000120,0.160930009933
ACH-000123,-0.284598319641
ACH-000127,0.0858281327727
ACH-000128,0.174961406167
ACH-000132,0.115197462511
ACH-000133,-0.0231808294577
ACH-000137,0.116767762973
ACH-000138,0.200376655897
ACH-000142,0.18579410819000003
ACH-000143,0.201374924205
ACH-000146,0.0768674701827
ACH-000148,0.121920321839
ACH-000150,0.287594731877
ACH-000152,-0.119811633292
ACH-000153,-0.137363186966
ACH-000159,0.13757935462200002
ACH-000160,0.37305227631399995
ACH-000163,0.20898753417399998
ACH-000167,0.7444386199490001
ACH-000168,0.0662959817081
ACH-000169,0.16888855775800002
ACH-000178,0.228357505361
ACH-000182,-0.0652539860597
ACH-000183,0.20436729423099997
ACH-000188,0.156421790328
ACH-000189,-0.06830660901709999
ACH-000190,0.386543369536
ACH-000198,0.141176135016
ACH-000204,-0.386092333941
ACH-000206,0.21499013481899998
ACH-000207,0.26301418604000004
ACH-000211,0.146443044633
ACH-000215,0.103502661521
ACH-000221,0.061501987242400004
ACH-000222,0.12457474433499999
ACH-000223,0.171824115556
ACH-000226,0.10466791005699999
ACH-000227,0.10002641883999999
ACH-000228,0.170952283457
ACH-000231,0.0974122444562
ACH-000232,0.0681696333423
ACH-000233,0.136178882752
ACH-000234,0.0990938493032
ACH-000235,0.10678575968000001
ACH-000237,0.09541300262119999
ACH-000238,0.306364773832
ACH-000243,0.0490027188316
ACH-000244,0.542449226672
ACH-000246,0.00501242458584
ACH-000248,0.112879317105
ACH-000250,0.0658365417512
ACH-000251,0.233278672334
ACH-000253,0.300134757519
ACH-000255,0.0805681136086
ACH-000256,-0.019991420344099998
ACH-000257,0.28756392267700004
ACH-000258,0.148572343419
ACH-000259,0.0557204795251
ACH-000260,0.11928988743300001
ACH-000261,0.12923672313200002
ACH-000262,-0.024792800852399998
ACH-000263,0.059391879106300005
ACH-000264,0.165089985227
ACH-000265,-0.0985736426173
ACH-000266,0.17911780935
ACH-000272,0.145089271878
ACH-000273,0.0313695398825
ACH-000274,0.12737373979900002
ACH-000277,0.253090066022
ACH-000278,0.012479383298500001
ACH-000279,-0.0154585035219
ACH-000280,-0.010821045316700001
ACH-000281,0.20307566890599998
ACH-000288,0.10768225967
ACH-000291,0.203798752442
ACH-000293,0.028265321418
ACH-000294,-0.0211588121862
ACH-000295,0.0568092144714
ACH-000296,0.10664259626700001
ACH-000302,0.155111297594
ACH-000304,0.12616774668400002
ACH-000307,0.0327223908513
ACH-000308,-0.029942555674299997
ACH-000310,0.0414150626785
ACH-000311,-0.0411146968625
ACH-000312,0.09206901869889998
ACH-000315,-0.110920708189
ACH-000316,0.151885304162
ACH-000317,0.000299998656439
ACH-000318,-0.0292292089488
ACH-000319,-0.035365887201699996
ACH-000320,0.224026246723
ACH-000322,0.00604813607922
ACH-000323,0.0255333815085
ACH-000324,0.00831764280517
ACH-000329,0.362779612879
ACH-000330,0.292285523347
ACH-000331,0.07780742643510001
ACH-000332,0.167130489994
ACH-000334,-0.218755663215
ACH-000335,0.19538633710900002
ACH-000336,0.145886992721
ACH-000337,0.0516661108874
ACH-000339,0.006679019401020001
ACH-000341,0.211319899946
ACH-000348,-0.0125994027226
ACH-000350,0.185121975593
ACH-000352,0.018404194507
ACH-000356,0.0272745945901
ACH-000361,0.0464446294398
ACH-000362,-0.0644936105342
ACH-000363,-0.00137438749247
ACH-000364,0.0266316682882
ACH-000365,0.0363992882092
ACH-000366,0.23411883421399998
ACH-000368,0.332119533354
ACH-000374,0.135844677354
ACH-000375,0.128407760374
ACH-000376,0.23885115485800001
ACH-000381,0.34653761932
ACH-000383,0.120184032884
ACH-000387,0.00507460359695
ACH-000389,0.218468021393
ACH-000390,0.223779878022
ACH-000393,0.276194002357
ACH-000395,0.232963372653
ACH-000397,-0.051085311109
ACH-000401,0.204593015715
ACH-000402,-0.100760034017
ACH-000403,0.21883003043299998
ACH-000404,0.305590918394
ACH-000406,0.197295504959
ACH-000407,0.0608830423833
ACH-000408,0.252359478174
ACH-000410,0.151705565214
ACH-000411,0.138524923267
ACH-000414,0.0838950109963
ACH-000415,0.10107729387900001
ACH-000416,0.0857020091763
ACH-000420,0.0488043221012
ACH-000421,0.12533642522
ACH-000424,-0.048695023431599996
ACH-000425,-0.215191700189
ACH-000426,0.041160927352800004
ACH-000427,0.279645656492
ACH-000433,0.040456276090800006
ACH-000436,0.23896433877099998
ACH-000444,0.0300472850792
ACH-000445,0.104007593574
ACH-000448,0.18512909769900002
ACH-000450,-0.00198578676428
ACH-000452,0.122681250119
ACH-000454,0.0326235669363
ACH-000458,0.275832003908
ACH-000459,-0.11628252455
ACH-000460,0.507388881791
ACH-000461,0.250358376248
ACH-000463,0.07634544336889999
ACH-000464,0.22030117578000002
ACH-000466,0.12272204332999999
ACH-000467,0.0351713852665
ACH-000468,0.162939799513
ACH-000469,0.07944501166460001
ACH-000470,0.326626745684
ACH-000471,0.239372486065
