,HMGCL (3155)
ACH-000004,-0.49791510314599996
ACH-000007,-0.014013416369
ACH-000009,-0.18281865202199998
ACH-000011,-0.152188940884
ACH-000012,-0.14727097737199998
ACH-000013,-0.178469276496
ACH-000014,-0.0859228715388
ACH-000015,0.18083938911400002
ACH-000017,-0.0648125159154
ACH-000018,-0.039417279609599995
ACH-000019,-0.0782327239287
ACH-000021,0.050911508294099996
ACH-000022,-0.17656507759
ACH-000025,-0.14489656967700001
ACH-000028,-0.10244680309000001
ACH-000030,-0.0713441567262
ACH-000035,-0.368436433082
ACH-000036,0.0657602008087
ACH-000037,-0.399918942437
ACH-000039,-0.0839015243492
ACH-000040,-0.16817078385099998
ACH-000041,-0.0642944291232
ACH-000042,0.014176034530100001
ACH-000045,-0.0727269268821
ACH-000047,-0.199014478171
ACH-000052,0.045996824194900005
ACH-000053,-0.058963109577
ACH-000054,-0.0334586051813
ACH-000055,-0.195735513902
ACH-000060,-0.145547604736
ACH-000067,-0.217117333512
ACH-000070,-0.658281239563
ACH-000075,-0.120574061598
ACH-000078,-0.125974170203
ACH-000082,-0.149022172443
ACH-000085,0.0796138084739
ACH-000086,-0.121070761028
ACH-000087,-0.375251880659
ACH-000092,-0.37313037127899995
ACH-000095,-0.142756928745
ACH-000097,-0.18986414810899999
ACH-000098,-0.243732361444
ACH-000099,-0.080550915045
ACH-000108,-0.08628514481110001
ACH-000113,0.16631385075400001
ACH-000115,-0.330724004811
ACH-000116,-0.007050069893630001
ACH-000118,-0.09906507943739999
ACH-000120,0.0127275985051
ACH-000123,-0.0869588865862
ACH-000127,-0.0919457296526
ACH-000128,-0.244514000495
ACH-000132,-0.230325578843
ACH-000133,-0.155065784476
ACH-000137,-0.349098698561
ACH-000138,-0.18117358097300001
ACH-000142,-0.169712316514
ACH-000143,0.144766181214
ACH-000146,-0.16678872972699998
ACH-000148,-0.129506220953
ACH-000150,-0.20923626146
ACH-000152,-0.365394264543
ACH-000153,0.0237937060523
ACH-000159,-0.0566158041417
ACH-000160,-0.0767583511603
ACH-000163,-0.156618214045
ACH-000167,-0.181003519978
ACH-000168,0.018543539621999998
ACH-000169,-0.146793811928
ACH-000178,-0.006703990754220001
ACH-000182,0.0388795298934
ACH-000183,-0.109118570533
ACH-000188,0.022616627480599998
ACH-000189,0.104522130366
ACH-000190,-0.0793514298392
ACH-000198,-0.315907629954
ACH-000204,-0.524530445548
ACH-000206,0.18041349287
ACH-000207,-0.225470957028
ACH-000211,0.103976626983
ACH-000215,-0.13991031686
ACH-000221,0.0983294856396
ACH-000222,-0.0875112775421
ACH-000223,-0.06333315118419999
ACH-000226,-0.0737407496013
ACH-000227,0.036135930039300004
ACH-000228,-0.125472529546
ACH-000231,-0.062101004338
ACH-000232,-0.0982962651757
ACH-000233,-0.0963560585468
ACH-000234,-0.10249857319
