,NCOR1 (9611)
ACH-000004,-0.274041786374
ACH-000007,-0.259178045094
ACH-000009,-0.24824782798599998
ACH-000011,-0.13498461327
ACH-000012,-0.491290875764
ACH-000013,-0.374527547319
ACH-000014,-0.0505177608028
ACH-000015,-0.114704931151
ACH-000017,0.0874873642678
ACH-000018,-0.08817230291660001
ACH-000019,-0.237821629595
ACH-000021,-0.241112861176
ACH-000022,-0.326783756895
ACH-000025,0.136524328368
ACH-000028,-0.27254548359999997
ACH-000030,0.0160045020995
ACH-000035,-0.182557192641
ACH-000036,-0.153297978197
ACH-000037,-0.10318585186799999
ACH-000039,-0.153148669937
ACH-000040,0.117865979333
ACH-000041,0.081349356664
ACH-000042,-0.14160946213300002
ACH-000045,-0.12170665369799999
ACH-000047,-0.08476774961089999
ACH-000052,-0.159921125667
ACH-000053,-0.131896820054
ACH-000054,-0.0466933932914
ACH-000055,-0.17568973925
ACH-000060,-0.28329339687
ACH-000067,-0.501982293047
ACH-000070,0.30383791191599996
ACH-000075,-0.22189563188
ACH-000078,-0.22227908027100002
ACH-000082,-0.512689627619
ACH-000085,-0.153349247768
ACH-000086,-0.134505148643
ACH-000087,-0.013057624760399998
ACH-000092,-0.25339150329599996
ACH-000095,-0.0963674819478
ACH-000097,-0.15422035877
ACH-000098,0.115666627621
ACH-000099,0.00440214134529
ACH-000108,-0.109635534695
ACH-000113,-0.06523053104
ACH-000115,0.347181560989
ACH-000116,0.0171554706538
ACH-000118,0.19683257998300002
ACH-000120,-0.286399374716
ACH-000123,-0.18290788313499998
ACH-000127,0.206182760931
ACH-000128,0.0792480272452
ACH-000132,-0.24293382442400002
ACH-000133,-0.323598107867
ACH-000137,0.139555417711
ACH-000138,-0.16182836964000002
ACH-000142,0.26228363458799997
ACH-000143,0.17640923959199997
ACH-000146,0.39659022006899997
ACH-000148,-0.269345385635
ACH-000150,-0.230311186868
ACH-000152,-0.216523782626
ACH-000153,-0.38342806102
ACH-000159,-0.11116449412599999
ACH-000160,0.310182776153
ACH-000163,-0.017786626479799998
ACH-000167,0.288929064352
ACH-000168,-0.446136351212
ACH-000169,-0.154740011317
ACH-000178,0.174033908677
ACH-000182,0.0263870104598
ACH-000183,-0.14619846303099998
ACH-000188,-0.37056919758400003
ACH-000189,-0.348256841463
ACH-000190,0.082852229012
ACH-000198,-0.341766829331
ACH-000204,0.209011634332
ACH-000206,-0.328943359357
ACH-000207,0.138513430052
ACH-000211,-0.257346124542
ACH-000215,-0.171053881824
ACH-000221,-0.119309471044
ACH-000222,-0.190556212871
ACH-000223,-0.00607873793097
ACH-000226,-0.22639540820999998
ACH-000227,-0.353014450957
ACH-000228,-0.457229972945
ACH-000231,-0.158278181267
ACH-000232,0.0322797572195
ACH-000233,-0.246844447561
ACH-000234,-0.12577796662000001
ACH-000235,-0.0114773332895
ACH-000237,0.104663337117
ACH-000238,-0.39982441844000005
ACH-000243,0.043621190655300006
ACH-000244,-0.507724054801
ACH-000246,-0.12407028872400001
ACH-000248,0.029778985020300002
ACH-000250,0.217535439542
ACH-000251,0.046157604962400005
ACH-000253,0.165623686888
ACH-000255,-0.289880921417
ACH-000256,-0.288718456531
ACH-000257,0.397612811724
ACH-000258,-0.306767409697
ACH-000259,-0.12602440248299998
ACH-000260,-0.15784732636399998
ACH-000261,-0.148789130855
ACH-000262,-0.11238272644000001
ACH-000263,0.163023147437
ACH-000264,-0.378997189819
ACH-000265,-0.195036499905
ACH-000266,-0.22221722345199998
ACH-000272,-0.307562645224
ACH-000273,0.106761384182
ACH-000274,-0.26336396415999996
ACH-000277,0.0511446611985
ACH-000278,-0.26218698054
ACH-000279,-0.0159942117298
ACH-000280,-0.19458586653499998
ACH-000281,0.264313959609
ACH-000288,-0.680514614631
ACH-000291,0.036103749088
ACH-000293,-0.11261667116599999
ACH-000294,0.447329619631
ACH-000295,0.304417665631
ACH-000296,-0.7097395258220001
ACH-000302,-0.199428686615
ACH-000304,-0.166235206591
ACH-000307,-0.0360237129932
ACH-000308,0.12175434640499999
ACH-000310,-0.42421717431999995
ACH-000311,-0.30189460538699997
ACH-000312,-0.179879452117
ACH-000315,-0.0654544953268
ACH-000316,-0.254160259413
ACH-000317,0.211213993987
ACH-000318,0.218503466079
ACH-000319,-0.154731939378
ACH-000320,-0.166362936082
ACH-000322,-0.20764533132
ACH-000323,-0.32587034212099997
ACH-000324,-0.0876200671372
ACH-000329,-0.184868374913
ACH-000330,-0.09022849979860001
ACH-000331,-0.19954451567499998
ACH-000332,-0.271861358402
ACH-000334,-0.223969354923
ACH-000335,0.0215725103986
ACH-000336,0.0781439411264
ACH-000337,-0.028996124600999998
ACH-000339,-0.329446401037
ACH-000341,-0.35299827290700003
ACH-000348,-0.34826082053999996
ACH-000350,0.037461788396400006
ACH-000352,-0.18220345174199998
ACH-000356,-0.132108061088
ACH-000361,-0.119009158069
ACH-000362,-0.32223974332899996
ACH-000363,-0.0207064115612
ACH-000364,0.023606800225499998
ACH-000365,0.109733090369
ACH-000366,0.11587992548699999
ACH-000368,-0.461780654085
ACH-000374,-0.29863580289
ACH-000375,-0.209078041112
ACH-000376,0.058346956032
ACH-000381,-0.19669477219099998
ACH-000383,0.00612575586562
ACH-000387,-0.5279732944169999
ACH-000389,-0.186104802106
ACH-000390,-0.09941122753170001
ACH-000393,-0.20893155813099998
ACH-000395,-0.039431367208199994
ACH-000397,-0.13046291134500002
ACH-000401,-0.018353382275200003
ACH-000402,-0.06992232135589999
ACH-000403,-0.0731831941453
ACH-000404,0.0718864061146
ACH-000406,-0.143483532386
ACH-000407,0.05551086605269999
ACH-000408,-0.16796572782299998
ACH-000410,0.10136483436100001
ACH-000411,-0.136339018869
ACH-000414,-0.124566038714
ACH-000415,-0.360630994653
ACH-000416,-0.098106053079
ACH-000420,-0.543983327329
ACH-000421,-0.0619085598244
ACH-000424,0.380312688019
ACH-000425,0.11329056007000002
ACH-000426,-0.0718865446806
ACH-000427,0.042767651075999995
ACH-000433,-0.248157667095
ACH-000436,-0.164272567011
ACH-000444,0.0407803646094
ACH-000445,-0.348561648944
ACH-000448,-0.375334236341
ACH-000450,0.0586086038122
ACH-000452,-0.139290695187
ACH-000454,-0.403075738131
ACH-000458,0.0304969371556
ACH-000459,-0.488727070603
ACH-000460,-0.207938744659
ACH-000461,-0.127701942907
ACH-000463,-0.18050339055599998
ACH-000464,-0.24461919957199998
ACH-000466,-0.9471867570029999
ACH-000467,-0.37167326229900005
ACH-000468,-0.25963395348499996
ACH-000469,-0.260656430876
ACH-000470,0.0386712423483
ACH-000471,-0.029262291413599997
ACH-000472,-0.203632167911
ACH-000473,0.33574191570699996
ACH-000475,-0.390558346174
ACH-000476,-0.43351007424500004
ACH-000477,0.025626826284699998
ACH-000480,-0.498300822424
ACH-000481,-0.21409451075999997
ACH-000483,-0.22324818714800002
ACH-000484,-0.540673672093
ACH-000485,-0.0281893945205
ACH-000486,0.0505368592992
ACH-000487,-0.547992626254
ACH-000488,-0.0364697403726
ACH-000490,-0.269002677227
ACH-000491,-0.23058071100900002
ACH-000495,0.00307721571926
ACH-000496,-0.036152381594099996
ACH-000499,0.141897312893
ACH-000500,0.20188869461599998
ACH-000502,-0.261705885822
ACH-000503,-0.24362988455200002
ACH-000505,-0.000885916880168
ACH-000507,-0.190500700334
ACH-000510,-0.0008777439599239999
ACH-000511,-0.224552796912
ACH-000512,-0.193050673301
ACH-000516,-0.253817469245
ACH-000517,-0.0334875189426
ACH-000518,-0.08998341656339999
ACH-000520,-0.34229829665899997
ACH-000521,-0.439188875889
ACH-000522,0.278578909038
ACH-000524,-0.0110983101183
ACH-000527,-0.106916486262
ACH-000528,-0.21154869674899998
ACH-000537,-0.371906669446
ACH-000541,-0.232639940306
ACH-000542,0.352802913489
ACH-000544,-0.028097726339999997
ACH-000545,-0.07021909430210001
ACH-000547,-0.054782419356899995
ACH-000548,-0.306364676412
ACH-000549,-0.07933321697910001
ACH-000550,-0.257751565052
ACH-000552,-0.0143198524241
ACH-000556,-0.058009113714
ACH-000557,-0.0478526235078
ACH-000570,-0.263842544954
ACH-000571,-0.5814467325379999
ACH-000573,-0.178671513103
ACH-000576,-0.49862273959200004
ACH-000580,-0.361904012344
ACH-000584,-0.0625815916232
ACH-000585,0.03753313312209999
ACH-000588,-0.090201218395
ACH-000589,0.0402348794892
ACH-000591,-0.0722175183756
ACH-000593,-0.271231600773
ACH-000600,0.0207388222759
ACH-000601,-0.519696007699
ACH-000604,-0.481210496359
ACH-000605,-0.207178849244
ACH-000606,-0.23056787066999998
ACH-000608,-0.032722375573299996
ACH-000614,0.116951191449
ACH-000616,-0.15778769355
ACH-000618,-0.137704407546
ACH-000619,-0.408513791099
ACH-000620,0.0655221748045
ACH-000621,-0.321883433698
ACH-000622,-0.22341592925999998
ACH-000623,-0.404335042093
ACH-000624,-0.201312747104
ACH-000627,0.059435966883800005
ACH-000630,-0.624017759133
ACH-000632,-0.190237975434
ACH-000633,-1.40318306191
ACH-000637,0.122135625771
ACH-000638,0.113887335514
ACH-000646,0.19522764186900002
ACH-000647,0.11307107731899999
ACH-000648,-0.213664114108
ACH-000649,0.0107522510386
ACH-000651,0.0180189765012
ACH-000652,0.134582706603
ACH-000653,-0.29815412643000005
ACH-000657,-0.246742365761
ACH-000658,0.20538368950199998
ACH-000661,-0.0254974577869
ACH-000662,-0.45997746898900005
ACH-000663,-0.18072170716699998
ACH-000665,-0.0803757148232
ACH-000671,-0.0017380638861700002
ACH-000673,-0.058649146384800004
ACH-000676,-0.025675448136700002
ACH-000677,0.19255435334600002
ACH-000681,0.0692179762796
ACH-000682,-0.10506918796800001
ACH-000683,0.285051755689
