,VIPR2 (7434)
ACH-000004,0.0030462508827199994
ACH-000007,-0.258701187502
ACH-000009,-0.07324537727250001
ACH-000011,0.0235317540521
ACH-000012,-0.0718913084133
ACH-000013,-0.0595615595934
ACH-000014,-0.0421482061051
ACH-000015,-0.0173875197271
ACH-000017,0.028833116478400003
ACH-000018,-0.0812874769795
ACH-000019,-0.11278106011700001
ACH-000021,-0.09379782489739999
ACH-000022,-0.12018414962200001
ACH-000025,-0.0713716412492
ACH-000028,0.015909003800899997
ACH-000030,0.046227491464
ACH-000035,0.242189148997
ACH-000036,-0.26471053997099997
ACH-000037,0.0834497092923
ACH-000039,-0.18025145019900002
ACH-000040,-0.109560846733
ACH-000041,-0.328005076624
ACH-000042,-0.0623279934843
ACH-000045,0.012642889196899999
ACH-000047,-0.09800877924939999
ACH-000052,-0.0312628201632
ACH-000053,-0.127109765213
ACH-000054,-0.010488138951700001
ACH-000055,-0.35063255934500004
ACH-000060,0.030335525986200002
ACH-000067,-0.11785532846899999
ACH-000070,-0.09400373507580001
ACH-000075,-0.191117096701
ACH-000078,-0.31257322132
ACH-000082,-0.09495031645289999
ACH-000085,-0.0257343694685
ACH-000086,0.0157330913747
ACH-000087,0.0305939323251
ACH-000092,-0.037891685872
ACH-000095,-0.0980447752455
ACH-000097,0.0345032230671
ACH-000098,0.035436830830199995
ACH-000099,-0.101908504637
ACH-000108,-0.189315775781
ACH-000113,-0.07800104109849999
ACH-000115,0.0598618755588
ACH-000116,-0.119866315167
ACH-000118,0.042334896650900004
ACH-000120,-0.157428057349
ACH-000123,0.07183501000739999
ACH-000127,-0.08955320618769999
ACH-000128,0.167569800515
ACH-000132,-0.0643453488584
ACH-000133,-0.205530248926
ACH-000137,-0.178382950119
ACH-000138,-0.0901642549587
ACH-000142,-0.0719923426719
ACH-000143,-0.272605564293
ACH-000146,-0.17726325422400002
ACH-000148,-0.09998364944900001
ACH-000150,-0.137334527097
ACH-000152,0.033986104154599996
ACH-000153,0.26619418667100003
ACH-000159,-0.0016018349780000001
ACH-000160,0.188523252802
ACH-000163,0.14304539140699998
ACH-000167,0.232754311372
ACH-000168,-0.189782549485
ACH-000169,0.156435047991
ACH-000178,-0.34078024247
ACH-000182,-0.204939618038
ACH-000183,-0.10567094151900001
ACH-000188,-0.0401907002596
ACH-000189,0.104028821594
ACH-000190,-0.20321934891899998
ACH-000198,-0.0142349849591
ACH-000204,-0.290989823117
ACH-000206,-0.0787861340783
ACH-000207,-0.065427246262
ACH-000211,-0.0396375447539
ACH-000215,-0.013804542643799999
ACH-000221,-0.035189190013699995
ACH-000222,-0.13056174130200002
ACH-000223,-0.14882673419700002
ACH-000226,0.005439324221979999
ACH-000227,0.0818370179828
ACH-000228,-0.0891731507668
ACH-000231,-0.0892852827479
ACH-000232,-0.24175109301800002
ACH-000233,-0.11905850749000002
ACH-000234,-0.234591537841
ACH-000235,-0.136810443033
ACH-000237,-0.052396232669199995
ACH-000238,-0.032457773292799995
ACH-000243,-0.047861421390699994
ACH-000244,-0.509593462615
ACH-000246,-0.18168910670400001
ACH-000248,-0.126316719968
ACH-000250,-0.352600467977
ACH-000251,-0.040266676671699995
ACH-000253,-0.244458976203
ACH-000255,-0.0328152127427
ACH-000256,-0.130791568972
ACH-000257,-0.308409635414
ACH-000258,-0.548692465359
ACH-000259,-0.246443415498
ACH-000260,-0.21508028531599999
ACH-000261,-0.11711127553600001
ACH-000262,-0.0453820623618
ACH-000263,0.0192879746228
ACH-000264,-0.05443382010409999
ACH-000265,-0.057167147465699994
ACH-000266,-0.176750960299
ACH-000272,-0.163696882491
ACH-000273,-0.0646438207718
ACH-000274,-0.16919508538699998
ACH-000277,-0.292444439123
ACH-000278,-0.173491030143
ACH-000279,-0.110952107738
ACH-000280,-0.20872780900600002
ACH-000281,-0.144007923461
ACH-000288,-0.141509743938
ACH-000291,-0.132207215596
ACH-000293,-0.18478401464299998
ACH-000294,-0.18480173124000002
ACH-000295,-0.338817973712
ACH-000296,0.0981678792945
ACH-000302,0.0626411375382
ACH-000304,0.0419689996799
ACH-000307,-0.14408949590700001
ACH-000308,-0.104841682674
ACH-000310,-0.18784101561299998
ACH-000311,-0.0788638443866
ACH-000312,-0.301052101636
ACH-000315,-0.181333634408
ACH-000316,-0.14190407407299999
ACH-000317,0.057114129240800005
ACH-000318,-0.023793863495299997
ACH-000319,-0.024487977198999998
ACH-000320,-0.0356842022749
ACH-000322,-0.171794653606
ACH-000323,-0.113292542304
ACH-000324,0.046556070804199996
ACH-000329,-0.182904014454
ACH-000330,-0.226540492734
ACH-000331,-0.0946396521521
ACH-000332,-0.068987570563
ACH-000334,-0.153020286382
ACH-000335,-0.0835559952025
ACH-000336,-0.08898165816410002
ACH-000337,-0.06639222219759999
ACH-000339,0.0143893718552
ACH-000341,0.298295300716
ACH-000348,-0.050103842416199994
ACH-000350,-0.00141179035141
ACH-000352,-0.0399137826905
ACH-000356,0.053912155207900006
ACH-000361,-0.0423417600545
ACH-000362,-0.143575425603
ACH-000363,-0.13517115602399998
ACH-000364,-0.0007743932473239998
ACH-000365,-0.167907027982
ACH-000366,-0.05667259796469999
ACH-000368,-0.0436879820677
ACH-000374,-0.136352689464
ACH-000375,0.011231863218799999
ACH-000376,-0.172644015794
