,GCFC2 (6936)
ACH-000973,-0.196114105284
ACH-000974,-0.0880709906848
ACH-000975,-0.157107377057
ACH-000976,-0.00948370370656
ACH-000978,-0.11191844662900001
ACH-000980,-0.132909734209
ACH-000984,-0.145003384641
ACH-000986,-0.020455550155
ACH-000988,-0.0272537068583
ACH-000993,0.0263747201459
ACH-000994,0.0504881880661
ACH-000996,-0.332962421431
ACH-001001,-0.152809087985
ACH-001020,-0.18007456768
ACH-001028,0.00375339819878
ACH-001031,0.156975089013
ACH-001038,-0.24088247373100002
ACH-001048,-0.09968000688100001
ACH-001050,-0.122497570801
ACH-001053,0.185534883116
ACH-001054,-0.0829839147105
ACH-001061,-0.26818097944200003
ACH-001067,0.0200859313417
ACH-001075,-0.29171181318100003
ACH-001096,-0.0386335305913
ACH-001128,-0.44252215947800005
ACH-001134,-0.143392146283
ACH-001151,-0.229805978599
ACH-001163,-0.278990321018
ACH-001164,-0.088843229262
ACH-001173,-0.41577355423699996
ACH-001183,-0.09896481850120001
ACH-001184,-0.0759641313382
ACH-001190,-0.432352304012
ACH-001192,0.0434644444994
ACH-001193,-0.168339016405
ACH-001196,0.135422273026
ACH-001197,0.0882862019785
ACH-001205,-0.26798390376200004
ACH-001211,-0.19621060547400002
ACH-001212,-0.135780132285
ACH-001228,-0.40720782124899996
ACH-001232,-0.108146828773
ACH-001239,-0.22156865001499998
ACH-001274,0.0159694489476
ACH-001275,-0.255959684729
ACH-001277,-0.007042809061050001
ACH-001278,-0.0220133955937
ACH-001280,-0.0732564174201
ACH-001283,-0.14305444829299999
ACH-001289,-0.121625489215
ACH-001295,-0.10965449667300001
ACH-001300,-0.24945176619800002
ACH-001301,-0.13172998049
ACH-001302,0.030473347542099998
ACH-001303,-0.08180802215539999
ACH-001306,-0.0777539124081
ACH-001318,-0.07639038514980001
ACH-001322,-0.037484656126
ACH-001328,-0.0952166797389
ACH-001332,-0.379059294831
ACH-001333,0.0196674399929
ACH-001336,-0.26819377772799996
ACH-001340,-0.051529918703
ACH-001346,-0.16389752183700002
ACH-001353,-0.246775473619
ACH-001354,0.0641133312374
ACH-001367,-0.0928995387448
ACH-001368,-0.16761835454399998
ACH-001374,-0.164120473682
ACH-001375,0.00011674871801400001
ACH-001377,-0.17262186106199998
ACH-001380,-0.153269372627
ACH-001391,-0.0043439120672700005
ACH-001407,-0.08479157508639999
ACH-001408,-0.24809132431800002
ACH-001413,-0.23645749437199998
ACH-001430,-0.0871655238341
ACH-001431,-0.00764437359465
ACH-001450,0.08439813170949999
ACH-001496,-0.173631409616
ACH-001500,-0.0127657701712
ACH-001521,-0.051075876393
ACH-001523,-0.37999337240099995
ACH-001532,-0.08134826639010001
ACH-001536,-0.239229457737
ACH-001550,-0.173664212678
ACH-001552,-0.0525197230959
ACH-001554,-0.23707719658000004
ACH-001645,-0.165191327064
ACH-001654,-0.070751033018
ACH-001715,-0.027258761897999997
ACH-001735,-0.21674357495000002
ACH-001736,-0.061132216706600004
ACH-001737,-0.272308955494
ACH-001740,-0.253313021941
ACH-001745,0.0019923381908699997
ACH-001750,-0.100773165034
ACH-001765,-0.0760569902669
ACH-001956,-0.189672625502
ACH-001957,-0.14623615474999999
