,TP53RK (112858)
ACH-000004,-0.897155624648
ACH-000007,-0.7052595600489999
ACH-000009,-0.652290771726
ACH-000011,-0.884525491484
ACH-000012,-0.551392772877
ACH-000013,-0.925955210919
ACH-000014,-0.538995600021
ACH-000015,-0.739709575541
ACH-000017,-0.328200939438
ACH-000018,-0.734403283727
ACH-000019,-0.431760821329
ACH-000021,-0.570865214723
ACH-000022,-0.6599873411980001
ACH-000025,-0.83174484809
ACH-000028,-0.837191533957
ACH-000030,-0.746212960656
ACH-000035,-0.83483420116
ACH-000036,-1.0199936144
ACH-000037,-0.131783722335
ACH-000039,-0.74899479622
ACH-000040,-0.9464290474950001
ACH-000041,-1.0401229779999999
ACH-000042,-0.8979912262090001
ACH-000045,-0.80289254432
ACH-000047,-0.6636638240030001
ACH-000052,-0.671795591709
ACH-000053,-0.770396890087
ACH-000054,-0.625146775719
ACH-000055,-0.697336172668
ACH-000060,-0.951468361278
ACH-000067,-0.905984647166
ACH-000070,-0.758953404199
ACH-000075,-0.524930280097
ACH-000078,-0.573155536061
ACH-000082,-0.6231889204469999
ACH-000085,-0.872277409096
ACH-000086,-0.8851053082610001
ACH-000087,-0.899052897987
ACH-000092,-0.973665326966
ACH-000095,-0.560096311959
ACH-000097,-0.768563081488
ACH-000098,-0.582029112408
ACH-000099,-0.68295699833
ACH-000108,-0.624383592014
ACH-000113,-1.0043063107999999
ACH-000115,-0.384644330922
ACH-000116,-1.0614986085
ACH-000118,-0.655349181907
ACH-000120,-0.545581863866
ACH-000123,-0.6766788281270001
ACH-000127,-0.481514343956
ACH-000128,-0.981683297667
ACH-000132,-1.06213104675
ACH-000133,-1.1196247110200002
ACH-000137,-0.627472035261
ACH-000138,-0.655679672591
ACH-000142,-0.697799419339
ACH-000143,-0.897764918734
ACH-000146,-1.0900167453
ACH-000148,-0.801333529992
ACH-000150,-0.813368557853
ACH-000152,-0.583684228694
ACH-000153,-0.894234630659
ACH-000159,-0.8251933814839999
ACH-000160,-0.8088039891259999
ACH-000163,-0.842725323126
ACH-000167,-0.797700203314
ACH-000168,-0.988807918344
ACH-000169,-0.823504405765
ACH-000178,-0.578179959441
ACH-000182,-0.599998659605
ACH-000183,-0.935032118373
ACH-000188,-0.777993044609
ACH-000189,-0.874477837435
ACH-000190,-0.640335162118
ACH-000198,-0.760490884175
ACH-000204,-0.45537759029299996
ACH-000206,-0.846840851838
ACH-000207,-0.337276766866
ACH-000211,-0.792390964209
ACH-000215,-0.96057906491
ACH-000221,-0.476437394964
ACH-000222,-0.561196235875
ACH-000223,-0.693155793625
ACH-000226,-0.637603949507
ACH-000227,-0.465048837344
ACH-000228,-0.587383762071
ACH-000231,-0.795613135706
ACH-000232,-0.9267565119399999
ACH-000233,-0.613685942407
ACH-000234,-0.7581550909229999
ACH-000235,-0.501818074968
ACH-000237,-0.734189692027
ACH-000238,-0.866998309603
ACH-000243,-0.6107465785149999
ACH-000244,-0.9128552068989999
ACH-000246,-0.8949798213969999
ACH-000248,-0.610080898788
ACH-000250,-0.8102891523639999
ACH-000251,-1.18610815434
ACH-000253,-0.870792528074
ACH-000255,-1.0184746323799998
ACH-000256,-0.694880576145
ACH-000257,-0.9407451293019999
ACH-000258,-0.831591383477
ACH-000259,-0.7345332121179999
ACH-000260,-0.7321385602770001
ACH-000261,-1.1106042304200001
ACH-000262,-1.08688763814
ACH-000263,-0.276236422589
ACH-000264,-0.9001117759630001
ACH-000265,-0.552365529035
ACH-000266,-0.423888201746
ACH-000272,-0.8199142990270001
ACH-000273,-0.851744584908
ACH-000274,-0.9581499640109999
ACH-000277,-0.9352259014480001
ACH-000278,-0.988104373548
ACH-000279,-0.840447620514
ACH-000280,-0.8684940623559999
ACH-000281,-0.333206383744
ACH-000288,-0.532054286229
ACH-000291,-0.985509786917
ACH-000293,-0.622238569016
ACH-000294,-1.24523131673
ACH-000295,-0.821847391581
ACH-000296,-0.6582820370629999
ACH-000302,-0.487736530013
ACH-000304,-0.621442525361
ACH-000307,-0.890598036181
ACH-000308,-0.745922853264
ACH-000310,-0.414327743045
ACH-000311,-0.6506588220180001
ACH-000312,-0.590190332893
ACH-000315,-0.799690059473
ACH-000316,-1.15970206073
ACH-000317,-0.659797735244
ACH-000318,-0.8213356756669999
ACH-000319,-0.760074313829
ACH-000320,-0.753311890102
ACH-000322,-0.649533430665
ACH-000323,-0.240534237893
ACH-000324,-0.686958822434
ACH-000329,-1.05722073529
ACH-000330,-0.561151241013
ACH-000331,-0.860967636002
ACH-000332,-0.6693028536360001
ACH-000334,-0.304002285914
ACH-000335,-0.732936346251
ACH-000336,-0.8946374796709999
ACH-000337,-0.666882855889
ACH-000339,-0.527530304198
ACH-000341,-1.07530738621
ACH-000348,-0.895183021347
ACH-000350,-0.91647339751
ACH-000352,-0.9534074598829999
ACH-000356,-0.685885332765
ACH-000361,-0.8618804624869999
ACH-000362,-0.8442627644130001
ACH-000363,-0.565391147813
ACH-000364,-0.579411111738
ACH-000365,-0.8428777365279999
ACH-000366,-1.01133033157
ACH-000368,-0.911730519533
ACH-000374,-0.687609061303
ACH-000375,-0.6761786671950001
ACH-000376,-0.7434199744779999
ACH-000381,-0.916973157294
ACH-000383,-0.703523108102
ACH-000387,-0.656417183936
ACH-000389,-0.782914992489
ACH-000390,-0.695063633058
ACH-000393,-0.5518752118060001
ACH-000395,-0.623136817985
ACH-000397,-0.549336840329
ACH-000401,-0.616210070123
ACH-000402,-1.08181612055
ACH-000403,-0.588719751791
ACH-000404,-0.8730966290209999
ACH-000406,-0.760930526385
ACH-000407,-1.1458940570799998
ACH-000408,-0.43705271057499995
ACH-000410,-0.707040070837
ACH-000411,-0.8612169447560001
ACH-000414,-0.628263126224
ACH-000415,-1.0798005371200001
ACH-000416,-0.554144359881
ACH-000420,-0.839217847252
ACH-000421,-0.6256766124090001
ACH-000424,-0.8185104486560001
ACH-000425,-0.434230724218
ACH-000426,-1.47168517163
ACH-000427,-0.866029904286
ACH-000433,-0.628948804486
ACH-000436,-0.7357516184899999
ACH-000444,-0.965089859395
ACH-000445,-0.617598955539
ACH-000448,-0.5389537309610001
ACH-000450,-0.6715585753759999
ACH-000452,-0.74252611014
ACH-000454,-0.7827653521119999
ACH-000458,-0.804042964401
ACH-000459,-1.20731855764
ACH-000460,-0.533779978188
ACH-000461,-0.50835007725
ACH-000463,-0.8743572910969999
ACH-000464,-0.667764528883
ACH-000466,-0.96020004951
ACH-000467,-0.8579690654600001
ACH-000468,-0.433176196624
ACH-000469,-0.8424122749490001
ACH-000470,-0.83239086096
ACH-000471,-0.974768486708
ACH-000472,-0.577926518615
ACH-000473,-0.880717660123
ACH-000475,-0.804501356635
ACH-000476,-0.7764030661319999
ACH-000477,-0.537771676804
ACH-000480,-0.982295757583
ACH-000481,-0.862410163038
