,BTRC (8945)
ACH-000004,0.0862694049546
ACH-000007,0.109927265449
ACH-000009,-0.06915600410910001
ACH-000011,0.0184074796154
ACH-000012,-0.0833816852151
ACH-000013,-0.07184212682189998
ACH-000014,0.30857846510299997
ACH-000015,-0.00321263849981
ACH-000017,0.0470029745957
ACH-000018,-0.10017563386600001
ACH-000019,0.11213175721799999
ACH-000021,0.0631713133767
ACH-000022,0.042917773328
ACH-000025,-0.0874808119521
ACH-000028,0.0181394087943
ACH-000030,-0.018112085613799997
ACH-000035,-0.123664777455
ACH-000036,-0.00594354536304
ACH-000037,0.075935942894
ACH-000039,0.166804694241
ACH-000040,0.0007047364913250001
ACH-000041,-0.0483697416694
ACH-000042,-0.100164997922
ACH-000045,-0.135089787527
ACH-000047,-0.11490536088199998
ACH-000052,-0.395148316802
ACH-000053,0.0645129879917
ACH-000054,-0.035068379223000004
ACH-000055,0.09547573874490001
ACH-000060,0.020186873430299998
ACH-000067,-0.363072907777
ACH-000070,0.0282956358428
ACH-000075,-0.18798505363499998
ACH-000078,0.138632063124
ACH-000082,-0.09632545706489999
ACH-000085,-0.11221771888399999
ACH-000086,0.0319135987595
ACH-000087,0.0019207227640000001
ACH-000092,-0.0030056514369
ACH-000095,0.0025646503535
ACH-000097,0.0407146610835
ACH-000098,-0.029092216622700003
ACH-000099,0.115661780714
ACH-000108,-0.00457933522548
ACH-000113,-0.146323073768
ACH-000115,-0.00127202443915
ACH-000116,-0.0208974688809
ACH-000118,-0.0284477387756
ACH-000120,0.0626599703147
ACH-000123,0.032663766769099996
ACH-000127,-0.0354014891117
ACH-000128,0.114507853508
ACH-000132,-0.00700576712536
ACH-000133,-0.05651165702119999
ACH-000137,-0.137652784241
ACH-000138,0.085987094715
ACH-000142,0.182144846034
ACH-000143,-0.115571457438
ACH-000146,0.0553447890266
ACH-000148,-0.255129560497
ACH-000150,0.0184715630321
ACH-000152,-0.15889915767100002
ACH-000153,0.10049287281099999
ACH-000159,-0.11768889383199999
