,SCGB2B2 (284402)
ACH-000004,0.15790940183399998
ACH-000007,0.138432627308
ACH-000009,0.03935491052390001
ACH-000011,0.11378489020199999
ACH-000012,0.05354046829030001
ACH-000013,-0.23216006286600002
ACH-000014,0.00470505596323
ACH-000015,-0.103525604911
ACH-000017,0.175000871726
ACH-000018,0.1075415844
ACH-000019,-0.06070888336
ACH-000021,-0.0355572767477
ACH-000022,0.148126429812
ACH-000025,0.153787255108
ACH-000028,-0.09559862566989999
ACH-000030,0.011112325929299997
ACH-000035,0.0171643897942
ACH-000036,0.28099900085900004
ACH-000037,0.0962672524174
ACH-000039,0.0264657915972
ACH-000040,0.135509861443
ACH-000041,0.13657045429099998
ACH-000042,0.106705886704
ACH-000045,0.163771831623
ACH-000047,0.146492742596
ACH-000052,0.191698253039
ACH-000053,0.06397952638669999
ACH-000054,-0.000330466495497
ACH-000055,0.017875912305599997
ACH-000060,0.213816902538
ACH-000067,0.0350374225635
ACH-000070,0.0403283375844
ACH-000075,0.196080262394
ACH-000078,0.291402696358
ACH-000082,0.050664862329400005
ACH-000085,0.323452446194
ACH-000086,0.175945180474
ACH-000087,-0.0320412436633
ACH-000092,-0.075969944488
ACH-000095,0.0614223800915
ACH-000097,-0.13431640584100002
ACH-000098,-0.0949696949507
ACH-000099,-0.08101188324089999
ACH-000108,0.05224034872430001
ACH-000113,0.122504519434
ACH-000115,0.128650943082
ACH-000116,0.08475249007680001
ACH-000118,0.0577430146818
ACH-000120,0.068122390716
ACH-000123,-0.0205572064134
ACH-000127,0.0714475142833
ACH-000128,-0.00995110058791
ACH-000132,0.27243149375500003
ACH-000133,-0.0145234952661
ACH-000137,-0.23434645575899998
ACH-000138,0.0483151734484
ACH-000142,0.0551201167665
ACH-000143,0.0933620008115
ACH-000146,-0.0578874776025
ACH-000148,0.229265095839
ACH-000150,0.050427947516800006
ACH-000152,0.021072988435200002
ACH-000153,0.166896016801
ACH-000159,0.289100628808
ACH-000160,0.165988076853
ACH-000163,0.10600019582999999
ACH-000167,0.38637775130900004
ACH-000168,0.155418058946
ACH-000169,0.22578573611699998
ACH-000178,0.06736871857940001
ACH-000182,0.0951023526997
ACH-000183,0.288793288089
ACH-000188,0.00647428630491
ACH-000189,0.0172269275392
ACH-000190,0.0202994238478
ACH-000198,-0.0472484413679
ACH-000204,-0.10051010583900001
ACH-000206,0.113756984595
ACH-000207,-0.124105148618
ACH-000211,0.19983075334800002
ACH-000215,0.18809405510299998
ACH-000221,0.150203034139
ACH-000222,0.0305502151516
ACH-000223,0.181647812159
ACH-000226,0.054551228801999994
ACH-000227,-0.0597136746869
ACH-000228,0.0635044982771
ACH-000231,0.338049359486
ACH-000232,0.0300644258287
ACH-000233,0.049247316705300005
ACH-000234,0.136722511308
ACH-000235,0.0524170478461
ACH-000237,0.104954715255
ACH-000238,0.28233773104800003
ACH-000243,0.135574959562
ACH-000244,0.161946668198
ACH-000246,0.18808838799199998
ACH-000248,0.288098148901
ACH-000250,0.162138993748
ACH-000251,0.029937303538900003
ACH-000253,0.114136325385
ACH-000255,-0.10773669199000001
ACH-000256,-0.12029600461300001
ACH-000257,0.128989832685
ACH-000258,0.487159777681
ACH-000259,0.121993473136
ACH-000260,0.0442793802754
ACH-000261,0.014229850423
ACH-000262,-0.00995261135187
ACH-000263,-0.209717217137
ACH-000264,0.14700312114
ACH-000265,0.105166693684
ACH-000266,0.05614691777269999
ACH-000272,0.24650508652
ACH-000273,0.17428514691
ACH-000274,0.0616217643083
ACH-000277,0.29883849444899996
ACH-000278,-0.11360501647299999
ACH-000279,0.23271833668400002
ACH-000280,-0.059116441872
ACH-000281,0.188814670777
ACH-000288,0.322769792747
ACH-000291,0.0461291256783
ACH-000293,-0.118628647041
ACH-000294,0.06190152375030001
ACH-000295,0.278570389083
ACH-000296,0.0429050158678
ACH-000302,-0.105324140018
ACH-000304,0.305424125612
ACH-000307,0.184837950331
ACH-000308,0.0551133852972
ACH-000310,0.10623758599199999
ACH-000311,0.260515939892
ACH-000312,0.0663724752893
ACH-000315,0.123086659965
ACH-000316,0.0240677116136
ACH-000317,0.19900594981800002
ACH-000318,0.097102715921
ACH-000319,0.127624518286
ACH-000320,0.37772791975500003
ACH-000322,0.38366038596600005
