,UGCG (7357)
ACH-000906,-0.232963306494
ACH-000907,-0.24776860282
ACH-000910,-0.37115392387199997
ACH-000911,-0.38243825243600005
ACH-000912,-0.389940822895
ACH-000913,-0.101805264242
ACH-000915,-0.263459069166
ACH-000916,-0.0942641645723
ACH-000917,-0.122808123838
ACH-000921,-0.35133618743100004
ACH-000924,0.0362703325916
ACH-000926,-0.222252724434
ACH-000928,-0.695162717441
ACH-000929,-0.668184581689
ACH-000932,-0.0677109405646
ACH-000935,-0.33515927281999996
ACH-000936,-0.22442121118299999
ACH-000937,-0.08578324050319999
ACH-000938,-0.152016589632
ACH-000939,-0.06892608397250001
ACH-000941,-0.10018485616100001
ACH-000943,-0.179515228059
ACH-000946,-0.09247067656619999
ACH-000947,-0.178261442691
ACH-000948,-0.0305949556016
ACH-000950,-0.314366243449
ACH-000953,-0.213781470029
ACH-000957,0.022218523243400002
ACH-000958,-0.256818973883
ACH-000960,-0.27968899666200003
ACH-000963,-0.35300589718900005
ACH-000968,0.243366479487
ACH-000969,-0.0755549716826
ACH-000973,-0.286987447337
ACH-000974,-0.168115059603
ACH-000975,-0.129355026047
ACH-000976,-0.047615952938800006
ACH-000978,-0.183424921653
ACH-000980,-0.0319653444619
ACH-000984,-0.0814540168718
ACH-000986,-0.311726512502
ACH-000988,-0.7072093261
ACH-000993,-0.444222262064
ACH-000994,-0.35300999497100005
ACH-000996,0.017905836613200003
ACH-001001,-0.228896196631
ACH-001020,-0.207029251622
ACH-001028,-0.19005129535
ACH-001031,-0.536280226955
ACH-001038,-0.184382269584
ACH-001048,-0.276949607564
ACH-001050,-0.408363511245
ACH-001053,-0.12935935292
ACH-001054,-0.160984797756
ACH-001061,-0.281349874137
ACH-001067,0.0124517896631
ACH-001075,-0.43261111993999996
ACH-001096,-0.138481824476
ACH-001128,0.005017985027260001
ACH-001134,-0.36136493939099995
ACH-001151,-0.19197525699499998
ACH-001163,-0.030977300581
ACH-001164,-0.180263956871
ACH-001173,-0.21196812854299998
ACH-001183,-0.339746926904
ACH-001184,-0.20277016763300001
ACH-001190,-0.0407620807274
ACH-001192,-0.27105471975900003
ACH-001193,0.136548869122
ACH-001196,-0.6115982702839999
ACH-001197,0.028093339188999998
ACH-001205,-0.0518220036405
ACH-001211,-0.06329434368419999
ACH-001212,-0.062288135305000006
ACH-001228,-0.15726292729
ACH-001232,-0.521549272496
ACH-001239,0.326497464657
ACH-001274,-0.17726596291900001
ACH-001275,-0.14164910724000002
ACH-001277,-0.100006073674
ACH-001278,-0.451104859244
ACH-001280,0.0812366143223
ACH-001283,-0.605992176009
ACH-001289,0.215108114541
ACH-001295,-0.190184154927
ACH-001300,-0.223869213311
ACH-001301,-0.17870314888500002
ACH-001302,-0.39612875969800004
ACH-001303,-0.318325451593
ACH-001306,-0.252689988263
ACH-001318,-0.300136232355
ACH-001322,-0.223899620178
ACH-001328,-0.29879293335900003
ACH-001332,-0.426808378035
ACH-001333,-0.0322790042049
ACH-001336,-0.294943354894
ACH-001340,-0.424551527546
ACH-001346,-0.530528396989
ACH-001353,-0.203545652004
ACH-001354,-0.049230002202500005
ACH-001367,-0.12436556238600001
ACH-001368,-0.188242293989
ACH-001374,-0.554762771144
ACH-001375,0.059612824269400004
ACH-001377,-0.238666151052
ACH-001380,-0.300925942153
ACH-001391,-0.234153172079
ACH-001407,-0.316387772232
ACH-001408,-0.272813262714
ACH-001413,-0.23250769761
ACH-001430,-0.439236838894
ACH-001431,-0.37876974241899997
ACH-001450,-0.0652076840744
ACH-001496,-0.254642738123
ACH-001500,-0.13197125921800001
ACH-001521,-0.146095479708
ACH-001523,-0.285037378196
ACH-001532,-0.7118080053210001
ACH-001536,-0.255270361389
ACH-001550,-0.165309353614
ACH-001552,0.122179375418
ACH-001554,-0.152935693905
ACH-001645,-0.295627897057
ACH-001654,-0.7272918734199999
ACH-001715,-0.522067422242
ACH-001735,-0.175294846285
ACH-001736,-0.254817690775
ACH-001737,-0.267641462577
ACH-001740,-0.10839444000199999
ACH-001745,0.056628761422
ACH-001750,-0.31503437712
ACH-001765,-0.222183301695
ACH-001956,-0.206628925833
ACH-001957,-0.18684103426399998
