,UGCG (7357)
ACH-000004,-0.139207156204
ACH-000007,-0.09274191881269998
ACH-000009,-0.23323945588000003
ACH-000011,-0.603594739996
ACH-000012,-0.164181599063
ACH-000013,-0.0629332111952
ACH-000014,0.200267371534
ACH-000015,-0.355801678114
ACH-000017,-0.0370071360209
ACH-000018,0.037513861419900006
ACH-000019,0.00816310830339
ACH-000021,-0.19403881209600002
ACH-000022,-0.113424351521
ACH-000025,-0.21469626334699998
ACH-000028,-0.19127227680599998
ACH-000030,-0.535176134814
ACH-000035,-0.5760037374270001
ACH-000036,-0.532802993861
ACH-000037,0.22986838699700002
ACH-000039,-0.583251662031
ACH-000040,-0.12368496206599999
ACH-000041,-0.362656974012
ACH-000042,-0.5298369659009999
ACH-000045,-0.6325422751049999
ACH-000047,0.025004684556999997
ACH-000052,-0.769148696871
ACH-000053,-0.142849766504
ACH-000054,-0.122933408037
ACH-000055,-0.282962986636
ACH-000060,-0.43757997571400004
ACH-000067,-0.0554545406985
ACH-000070,0.0291985402708
ACH-000075,-0.403667419031
ACH-000078,-0.31979187179900004
ACH-000082,-0.07676841067760001
ACH-000085,-0.0939628279393
ACH-000086,-0.12181738847899999
ACH-000087,-0.320560188147
ACH-000092,0.0738383356006
ACH-000095,-0.19300447293200002
ACH-000097,-0.22295897999699998
ACH-000098,-0.318902907202
ACH-000099,-0.20762905362300002
ACH-000108,-0.22787483338300002
ACH-000113,-0.255814655554
ACH-000115,-0.275466130062
ACH-000116,-0.363667609101
ACH-000118,-0.235657792988
ACH-000120,-0.0225580595253
ACH-000123,-0.23639749883400002
ACH-000127,-0.10528246578099999
ACH-000128,-0.0877958902127
ACH-000132,-0.39185883283600004
ACH-000133,-0.290149561398
ACH-000137,-0.163395847672
ACH-000138,-0.20832454957199997
ACH-000142,-0.9013742548260001
ACH-000143,-0.07165740242049999
ACH-000146,-0.249542970535
ACH-000148,-0.0614349566904
ACH-000150,-0.0569437528856
ACH-000152,-0.299738551675
ACH-000153,-0.48601796279
ACH-000159,-0.226459783214
ACH-000160,-0.313109601084
ACH-000163,-0.137061255114
ACH-000167,-0.467289402096
ACH-000168,-0.15558752210899998
ACH-000169,-0.391361516748
ACH-000178,-0.205412472731
ACH-000182,-0.264392893907
ACH-000183,-0.0773486057172
ACH-000188,-0.527589453527
ACH-000189,-0.112609591035
ACH-000190,-0.0674540799328
ACH-000198,-0.363230610604
ACH-000204,-0.0812202036446
ACH-000206,-0.208984488256
ACH-000207,-0.6208315531790001
ACH-000211,-0.156896153085
ACH-000215,-0.289626819203
ACH-000221,-0.22365825926199998
ACH-000222,-0.15957230708200001
ACH-000223,-0.147709745569
ACH-000226,-0.08493914865499999
ACH-000227,-0.279695542314
ACH-000228,-0.0834626183233
ACH-000231,-0.212210976773
ACH-000232,-0.144425617945
ACH-000233,-0.14988516966499998
ACH-000234,-0.34881906801299994
ACH-000235,-0.415150321581
ACH-000237,-0.129112964616
ACH-000238,-0.409950913364
ACH-000243,-0.295581007768
ACH-000244,0.0590547376184
ACH-000246,-0.472019330219
ACH-000248,-0.0152375177037
ACH-000250,-0.263595280798
ACH-000251,-0.308808330338
ACH-000253,0.009251187783889999
ACH-000255,-0.15293010723
ACH-000256,-0.292166721994
ACH-000257,-0.13391854216
ACH-000258,0.026354678947799998
ACH-000259,-0.299257878389
ACH-000260,-0.279932088832
ACH-000261,-0.163070668045
ACH-000262,-0.45570658108900003
ACH-000263,-0.692744982665
ACH-000264,-0.198421160327
ACH-000265,-0.15238794584100002
ACH-000266,-0.34294755931299997
ACH-000272,-0.167251987838
ACH-000273,-0.157367434539
ACH-000274,-0.037952381706199995
ACH-000277,-0.540244744793
ACH-000278,0.0113057629716
ACH-000279,-0.260415447726
ACH-000280,-0.5618599624589999
ACH-000281,-0.103052992907
ACH-000288,-0.0440206573104
ACH-000291,-0.033776567036700005
ACH-000293,-0.20307770428
ACH-000294,0.0896971122325
ACH-000295,-0.0190138321751
ACH-000296,-0.0394686034096
ACH-000302,-0.37068673830399995
ACH-000304,-0.148532485016
ACH-000307,-0.130840977424
ACH-000308,-0.30949133181099997
ACH-000310,-0.176203810655
ACH-000311,-0.040487949089000004
ACH-000312,-0.123895434551
ACH-000315,-0.224705528212
ACH-000316,-0.302505074641
ACH-000317,0.0882591279984
ACH-000318,-0.821898888407
ACH-000319,0.00739640869571
ACH-000320,-0.255176841404
ACH-000322,-0.0340589036405
ACH-000323,0.227597640003
ACH-000324,-0.789079914201
ACH-000329,-0.00331763536738
ACH-000330,-0.147880994925
ACH-000331,0.0482655780572
ACH-000332,-0.0593668718466
ACH-000334,-0.024685770100099997
ACH-000335,-0.40602905632799996
ACH-000336,-0.12036265074500001
ACH-000337,-0.0658270241593
ACH-000339,-0.25410009304299996
ACH-000341,0.141920920869
ACH-000348,-0.00291284762759
ACH-000350,-0.0309485408979
ACH-000352,-0.0038293840795300006
ACH-000356,0.32645545893800004
ACH-000361,0.042427695273
ACH-000362,-0.356240822462
ACH-000363,0.018601481482
ACH-000364,-0.0953617152822
ACH-000365,-0.12560153911
ACH-000366,-0.411706390062
ACH-000368,0.244082808246
ACH-000374,-0.602261416019
ACH-000375,-0.0988566295194
ACH-000376,-0.0912484618741
ACH-000381,-0.1717978467
ACH-000383,-0.234567449289
ACH-000387,-0.0900349488464
ACH-000389,0.0104737723844
ACH-000390,-0.917786554149
ACH-000393,-0.19116860613400002
ACH-000395,-0.39824025731
ACH-000397,-0.22914024930500002
ACH-000401,-0.139897062466
ACH-000402,-0.148496551095
ACH-000403,-0.238221173578
ACH-000404,-0.557409728614
ACH-000406,-0.000409121718556
ACH-000407,0.18188414939599998
ACH-000408,-0.370251795919
ACH-000410,-0.237575060991
ACH-000411,-0.359304360744
ACH-000414,-0.41880193236100005
ACH-000415,-0.406831176206
ACH-000416,-0.293665129039
ACH-000420,-0.0188558879579
ACH-000421,-0.25476140193700003
ACH-000424,-0.645931400108
ACH-000425,-0.504521555491
ACH-000426,-0.458935984907
ACH-000427,0.09719777317639999
ACH-000433,-0.600940476672
ACH-000436,-0.131141307216
ACH-000444,-0.276741913151
ACH-000445,-0.513708856411
ACH-000448,-0.440638258404
ACH-000450,-0.9352108038249999
ACH-000452,-0.187951927997
ACH-000454,-0.44788458116499996
ACH-000458,-0.351374365646
ACH-000459,-0.495896662549
ACH-000460,-0.7048566119859999
ACH-000461,-0.106131705248
ACH-000463,-0.157939123495
ACH-000464,0.0606777722504
ACH-000466,-0.307497543888
ACH-000467,-0.10739589202
ACH-000468,-0.275578403054
ACH-000469,-0.0862471887767
ACH-000470,-0.258723452401
ACH-000471,-0.617368512111
ACH-000472,-0.274199041744
ACH-000473,-0.28812855401
ACH-000475,-0.22040300543000002
ACH-000476,-0.172880921346
ACH-000477,-0.590076969705
ACH-000480,-0.271382289045
ACH-000481,-0.0625334509804
ACH-000483,-0.10237202789
ACH-000484,-0.665841314298
ACH-000485,-0.167625635888
ACH-000486,-0.33938656202699996
ACH-000487,-0.0868687760996
ACH-000488,-0.21177361278700002
ACH-000490,-0.233698554229
ACH-000491,-0.257734732428
ACH-000495,-0.23350813112399998
ACH-000496,-0.32864875663800003
ACH-000499,-0.357552643079
ACH-000500,-0.7948410560539999
ACH-000502,-0.0969259696382
ACH-000503,-0.7552641196100001
ACH-000505,-0.00362209300196
ACH-000507,-0.168254823921
ACH-000510,-0.15228767069
ACH-000511,-0.516160350543
ACH-000512,0.0288420703343
ACH-000516,0.012924248347200002
ACH-000517,-0.527822845565
ACH-000518,-0.639052010403
ACH-000520,-0.128117382797
ACH-000521,-0.24706169858000002
ACH-000522,-0.13633633802200001
ACH-000524,0.00892746278335
ACH-000527,-0.11354754114299999
ACH-000528,-0.262013807901
ACH-000537,-0.927800024092
ACH-000541,-0.196341989113
ACH-000542,-0.43235409540200004
ACH-000544,-0.631071396038
ACH-000545,-0.450874322662
ACH-000547,-0.0087427961171
ACH-000548,-0.807101207562
ACH-000549,-0.230061832815
ACH-000550,-0.0769973865362
ACH-000552,-0.241958200387
ACH-000556,-0.25413467135400003
ACH-000557,-0.188096450302
ACH-000570,0.0604118943459
ACH-000571,0.255504707141
ACH-000573,-0.0192695088278
ACH-000576,-0.09915888409029999
ACH-000580,-0.0103570587676
ACH-000584,-0.324046108386
ACH-000585,-0.7962285444059999
ACH-000588,-0.108555342681
ACH-000589,-0.330297502989
ACH-000591,-0.055990632306199994
ACH-000593,-0.389816004036
ACH-000600,-0.378113931911
ACH-000601,-0.147498440679
ACH-000604,-0.115013865449
ACH-000605,-0.577823060284
ACH-000606,-0.44826485977499997
ACH-000608,-0.0699936757597
ACH-000614,-0.778896085225
ACH-000616,-0.170157438656
ACH-000618,-0.178664687601
ACH-000619,-1.0199930624
ACH-000620,-0.15060658697999998
ACH-000621,0.18355077218199997
ACH-000622,-0.403195174059
ACH-000623,-0.109195240079
ACH-000624,-0.140418966378
ACH-000627,-0.0859332241132
ACH-000630,-0.41218491908699995
ACH-000632,0.0158837296456
ACH-000633,-0.0610905733741
ACH-000637,-0.193927113025
ACH-000638,-0.293954750899
ACH-000646,0.544844288997
ACH-000647,-0.280091639297
ACH-000648,-0.57686726584
ACH-000649,-0.221087383357
ACH-000651,-0.155496711066
ACH-000652,-0.24599889545899997
ACH-000653,-0.120217788253
ACH-000657,-0.142517237343
ACH-000658,-0.07490128519989998
ACH-000661,0.13660738459000002
ACH-000662,0.0465563726227
ACH-000663,-0.1797803982
ACH-000665,-0.38665479033600003
ACH-000671,-0.235352488374
ACH-000673,0.0313830171515
ACH-000676,-0.17450209134199998
ACH-000677,0.035309902350400005
ACH-000681,-0.215147433213
ACH-000682,-0.205497615374
ACH-000683,-0.078593922642
ACH-000684,-0.625340893641
ACH-000688,-0.212250440414
ACH-000693,-0.48270194075499995
ACH-000694,-0.290677641341
ACH-000695,-0.0561030718915
ACH-000696,-0.500736427252
ACH-000697,-0.216593280658
ACH-000699,-0.283313730421
ACH-000701,-0.0326033003028
ACH-000706,-0.30808099785799997
ACH-000711,-0.29763413951400003
ACH-000713,-0.21448428393199997
ACH-000714,-0.15188873725
ACH-000718,-0.392432464805
ACH-000720,-0.09803457941860001
ACH-000721,-0.18576200781
ACH-000724,-0.36878399646399995
ACH-000725,0.100224873981
ACH-000732,-0.24279334845199999
ACH-000734,-0.35116055934900003
ACH-000735,-0.664833125648
ACH-000736,-0.05566932613580001
ACH-000738,-0.169903614921
ACH-000746,-0.09960862031410002
ACH-000747,-0.0759624722556
ACH-000748,-0.217219951179
ACH-000753,-0.154364659886
ACH-000756,-0.020973687982200003
ACH-000757,-0.166254573472
ACH-000758,-0.171635668763
ACH-000760,-0.005858512775600001
ACH-000763,-0.189842849337
ACH-000764,-0.110380263551
ACH-000765,-0.260206725411
ACH-000766,-0.295777678105
ACH-000767,-0.25064895027600004
ACH-000768,-0.350515773384
ACH-000769,-0.260279494638
ACH-000770,-0.33153997176399996
ACH-000771,-0.17928986366799998
ACH-000773,-0.0934516683414
ACH-000776,-0.275927261327
ACH-000777,-0.43507617220600003
ACH-000778,0.010036788405600001
ACH-000781,-0.192377587259
ACH-000782,-0.180900937907
ACH-000783,-0.370171635823
ACH-000784,-0.21997451136399998
ACH-000785,-0.513346053838
ACH-000787,-0.109944315419
ACH-000788,-0.18978642813299998
ACH-000791,-0.204398103942
ACH-000792,-0.175687541537
ACH-000794,-1.1348375134200002
ACH-000796,0.193405957945
ACH-000799,0.11249110979100001
ACH-000800,-0.122852029626
ACH-000802,-0.12625556112199998
ACH-000804,-0.17014987835999998
ACH-000805,0.21530582753400002
ACH-000809,-0.22098404694600002
ACH-000810,-0.915342033898
ACH-000811,-0.106622639947
ACH-000817,-0.102314299268
ACH-000819,-0.10353899368200001
ACH-000820,-0.113495850244
ACH-000821,-0.151332774619
ACH-000822,-0.21126829908
ACH-000823,-0.69989765612
ACH-000824,-0.5604832273520001
ACH-000827,-0.252881900409
ACH-000829,-0.19340324536400003
ACH-000831,-0.262393081498
ACH-000832,-0.53336462148
ACH-000833,-0.237506378077
ACH-000834,-0.722892355129
ACH-000835,-0.5964352634669999
ACH-000836,-0.294600895322
ACH-000837,-0.19648445827199998
ACH-000838,-0.0403685254531
ACH-000839,-0.424302546379
ACH-000840,-0.533187762627
ACH-000841,0.132400842843
ACH-000843,-0.207893710181
ACH-000846,-0.265901662592
ACH-000847,0.0138328240424
ACH-000848,-0.445016071461
ACH-000849,-0.21925294693000003
ACH-000851,-0.28222865171
ACH-000855,-0.191223403046
ACH-000856,0.24188645251899998
ACH-000858,-0.06923212792330001
ACH-000859,-0.329578162993
ACH-000861,-0.053891402998400006
ACH-000862,-0.316719970035
ACH-000865,-0.23247547359
ACH-000866,-0.239747777385
ACH-000867,-0.0246984859416
ACH-000869,-0.010842160124399999
ACH-000872,-0.368300729151
ACH-000873,-0.9665172262080001
ACH-000876,-0.171497463549
ACH-000878,0.16572186914
ACH-000880,-0.12936259105599998
ACH-000881,-0.213810563183
ACH-000882,-0.313010435667
ACH-000884,0.0369035860442
ACH-000885,-0.222599279982
ACH-000887,-0.261385500311
ACH-000888,-0.556640523346
ACH-000889,-0.18186374370499997
ACH-000890,-0.180625608184
ACH-000896,-0.7005515052949999
ACH-000898,-0.7246882349789999
ACH-000900,-0.07645339556939999
ACH-000901,-0.37006618891500004
ACH-000905,-0.502245693147
