,S100P (6286)
ACH-000004,-0.020685984781799997
ACH-000007,0.0264914238509
ACH-000009,0.08834960793379999
ACH-000011,-0.15504997705600002
ACH-000012,0.0724157191123
ACH-000013,0.136852599137
ACH-000014,0.15791051376499998
ACH-000015,-0.00036357076204500004
ACH-000017,-0.0758708205466
ACH-000018,-0.0690236120737
ACH-000019,0.158274757288
ACH-000021,0.0219194838777
ACH-000022,-0.006827656486399999
ACH-000025,-0.056531637907800004
ACH-000028,0.108061794712
ACH-000030,-0.0101852604567
ACH-000035,0.23800413603
ACH-000036,0.012879663932700002
ACH-000037,0.0421549509094
ACH-000039,0.09186072061060001
ACH-000040,0.0090918958976
ACH-000041,-0.206885692798
ACH-000042,-0.0513380221526
ACH-000045,-0.0304326885683
ACH-000047,-0.042198208035599996
ACH-000052,-0.213569120936
ACH-000053,-0.09617674971380001
ACH-000054,-0.0200536502777
ACH-000055,-0.015321990120700001
ACH-000060,-0.118408626216
ACH-000067,0.0257768929736
ACH-000070,-0.12428954465700001
ACH-000075,0.15088309551100001
ACH-000078,-0.00887107986882
ACH-000082,0.057678590463300004
ACH-000085,-0.115655081086
ACH-000086,0.006642448833
ACH-000087,0.0815770067469
ACH-000092,0.04413896840940001
ACH-000095,-0.119739246028
ACH-000097,-0.017619129492400003
ACH-000098,0.0395035974802
ACH-000099,-0.0946832810456
ACH-000108,-0.12563523767
ACH-000113,0.033405940294099996
ACH-000115,0.0666473639482
ACH-000116,0.0753155096451
ACH-000118,-0.06376173672730001
ACH-000120,-0.142004629824
ACH-000123,-0.07491573858360001
ACH-000127,0.021190857604700002
ACH-000128,-0.17498406841400002
ACH-000132,0.0269086244214
ACH-000133,-0.23328126093
ACH-000137,0.010681873560099999
ACH-000138,-0.0540780462041
ACH-000142,0.0636596754832
ACH-000143,-0.00492414464464
ACH-000146,-0.07442678863339999
ACH-000148,0.018166551556400002
ACH-000150,-0.24442316538699999
ACH-000152,-0.0817318068474
ACH-000153,-0.319311179035
ACH-000159,-0.020832543871400003
ACH-000160,0.0916716084629
ACH-000163,-0.14876693587
ACH-000167,-0.023488367442200002
ACH-000168,-0.0311095020192
ACH-000169,-0.208507846029
ACH-000178,0.0016703379957899998
ACH-000182,-0.0652157870645
ACH-000183,-0.073609797334
ACH-000188,0.0199576528439
ACH-000189,-0.0701950479577
ACH-000190,0.0532072260155
ACH-000198,-0.0922685026835
ACH-000204,-0.0242816258007
ACH-000206,0.266759037389
ACH-000207,0.0192184774005
ACH-000211,-0.0769613289214
ACH-000215,-0.038096539684300004
ACH-000221,0.052955444290899996
ACH-000222,0.201127898293
ACH-000223,-0.015834170327099998
ACH-000226,-0.031574887417099996
ACH-000227,-0.024096339812400003
ACH-000228,-0.0654621230681
ACH-000231,-0.0285522970866
ACH-000232,0.08117123937810002
ACH-000233,0.0895941068409
ACH-000234,0.021221886735900003
ACH-000235,-0.009141967438870002
ACH-000237,-0.328660553454
ACH-000238,-0.025484640156400003
ACH-000243,-0.040611926297699996
ACH-000244,-0.127389628976
ACH-000246,-0.0181026553517
ACH-000248,0.231877266174
ACH-000250,-0.113095489427
ACH-000251,0.0033609239872699997
ACH-000253,-0.024141543528999998
ACH-000255,0.0467110632352
ACH-000256,0.0617778991585
ACH-000257,-0.042882767542500005
ACH-000258,0.234289977984
ACH-000259,-0.0198549205513
ACH-000260,-0.07737096521919999
ACH-000261,-0.11764546177400001
ACH-000262,-0.13027336316500002
ACH-000263,-0.553420820155
ACH-000264,-0.0239714160555
ACH-000265,0.05853292439180001
ACH-000266,-0.00994382022276
ACH-000272,0.08102062123989999
ACH-000273,-0.100805286835
ACH-000274,0.0443357748542
ACH-000277,0.124000373114
ACH-000278,-0.0840128471775
ACH-000279,-0.172689146471
ACH-000280,0.0209846230021
ACH-000281,-0.331517843511
ACH-000288,0.0172769100355
ACH-000291,0.136919947431
ACH-000293,0.07589779730349999
ACH-000294,0.115436590987
ACH-000295,-0.0409399684188
ACH-000296,0.0336419833982
ACH-000302,-0.143089391642
ACH-000304,0.20364411435199997
ACH-000307,-0.0350705739752
ACH-000308,-0.120539098007
ACH-000310,-0.16408689949799998
ACH-000311,-0.251678813429
ACH-000312,-0.06327509351840001
ACH-000315,-0.284661614903
ACH-000316,0.0716127702098
ACH-000317,0.136090301462
ACH-000318,0.0247445781955
ACH-000319,-0.140004149051
ACH-000320,0.135537089725
ACH-000322,-0.14369894968
ACH-000323,0.180456752923
ACH-000324,0.0811121717936
ACH-000329,0.0170023419292
ACH-000330,-0.11552933460300001
ACH-000331,0.0433754520526
ACH-000332,-0.00337524943126
ACH-000334,-0.0232262924242
ACH-000335,0.00023289774369
ACH-000336,-0.08717719004
ACH-000337,0.061930245072
ACH-000339,-0.11303590557399999
ACH-000341,-0.18144525086399999
ACH-000348,-0.0708770551753
ACH-000350,0.0528744737742
ACH-000352,-0.00782360196911
ACH-000356,-0.168736400891
ACH-000361,0.08809645303089998
ACH-000362,0.00481089095079
ACH-000363,-0.149012023118
ACH-000364,-0.14626694813899999
ACH-000365,-0.0595937320946
ACH-000366,-0.0853394730764
ACH-000368,-0.0323619736284
ACH-000374,-0.00503334401762
ACH-000375,-0.258366686186
ACH-000376,-0.0131660214561
ACH-000381,-0.13680694971100002
ACH-000383,0.0839635380097
ACH-000387,0.0008701651316030001
ACH-000389,-0.038536810847199995
ACH-000390,-0.00607625927
ACH-000393,-0.19108347106899998
ACH-000395,-0.178482450759
ACH-000397,-0.129563779743
ACH-000401,-0.232992332943
ACH-000402,-0.0911276032382
ACH-000403,-0.133128705298
ACH-000404,-0.13631347479699998
ACH-000406,-0.0593019309569
ACH-000407,-0.0994137420022
ACH-000408,-0.0418242465785
ACH-000410,0.0291406351594
ACH-000411,0.0228130585632
ACH-000414,-0.0138901995498
ACH-000415,-0.0614368037758
ACH-000416,-0.08254482886310001
ACH-000420,-0.0577105030138
ACH-000421,-0.158483228063
ACH-000424,0.140470466637
ACH-000425,-0.041037586746800005
ACH-000426,-0.07196350832619999
ACH-000427,0.187273976267
ACH-000433,-0.0544878349322
ACH-000436,0.0645554500134
ACH-000444,-0.107885167158
ACH-000445,0.00811463974972
ACH-000448,-0.05698546938730001
ACH-000450,-0.251918564439
ACH-000452,-0.0642224191881
ACH-000454,-0.0338497414092
ACH-000458,0.20393373001899998
ACH-000459,-0.191575746208
ACH-000460,0.113968279857
ACH-000461,-0.04829146346800001
ACH-000463,-0.13908601999
ACH-000464,-0.149427789115
ACH-000466,-0.08935658009400001
ACH-000467,0.0177826252862
ACH-000468,0.023655232973000002
ACH-000469,-0.0951853162147
ACH-000470,0.041913439530099995
ACH-000471,-0.0147939564102
ACH-000472,-0.0684031889879
ACH-000473,-0.163671931865
ACH-000475,0.00825096840743
ACH-000476,0.043161708174300005
ACH-000477,0.0635839276443
ACH-000480,-0.0930461156406
ACH-000481,0.0241961432716
ACH-000483,-0.161702286975
ACH-000484,0.11701150869799999
ACH-000485,0.0007088708965360001
ACH-000486,0.058061031129999996
ACH-000487,-0.0254016358648
ACH-000488,-0.030994505169700003
ACH-000490,-0.0329414591436
ACH-000491,0.0033246692182600005
ACH-000495,0.0751438351425
ACH-000496,-0.00913392900374
ACH-000499,-0.18484502200800002
ACH-000500,0.475125810364
ACH-000502,-0.0991992580229
ACH-000503,-0.0923338899911
ACH-000505,-0.14398487999
ACH-000507,-0.07027018461489999
ACH-000510,-0.0644640269092
ACH-000511,-0.0652655021997
ACH-000512,-0.278684646369
ACH-000516,-0.108709248927
ACH-000517,0.028633266225000002
ACH-000518,-0.0628948731233
