,DDHD2 (23259)
ACH-000004,0.13991949813899998
ACH-000007,-0.08459285962200001
ACH-000009,-0.0384293778119
ACH-000011,0.128612396291
ACH-000012,-0.128783088551
ACH-000013,-0.00109488527724
ACH-000014,0.131914876588
ACH-000015,0.09106354355059999
ACH-000017,0.06267601165
ACH-000018,0.278358742712
ACH-000019,0.142402940133
ACH-000021,0.079017666284
ACH-000022,-0.0272352533017
ACH-000025,-0.0197458544656
ACH-000028,-0.132056381704
ACH-000030,0.0841697927337
ACH-000035,-0.00712765857473
ACH-000036,0.06620433720930001
ACH-000037,-0.058650743672
ACH-000039,-0.235254273876
ACH-000040,0.13602445825999998
ACH-000041,0.0058444768536700005
ACH-000042,0.010981817531299998
ACH-000045,-0.348426563441
ACH-000047,0.17526531864300002
ACH-000052,0.0202631763391
ACH-000053,0.0283675701095
ACH-000054,0.026848877483900004
ACH-000055,0.23400445948000004
ACH-000060,0.10742540662000001
ACH-000067,-0.08471334715460001
ACH-000070,-0.125523538193
ACH-000075,0.18018363022300002
ACH-000078,-0.0408893773384
ACH-000082,-0.0008444389798749999
ACH-000085,0.255332420506
ACH-000086,-0.0280275031928
ACH-000087,-0.191473876589
ACH-000092,0.117304160528
ACH-000095,0.06962470558119999
ACH-000097,-0.12173655342
ACH-000098,0.24085065133900002
ACH-000099,0.09158601229119999
ACH-000108,0.117201276532
ACH-000113,-0.155158119159
ACH-000115,-0.136357265433
ACH-000116,0.0313014892168
ACH-000118,0.128640704202
ACH-000120,-0.025100134698099998
ACH-000123,-0.0582829069872
ACH-000127,0.110486860001
ACH-000128,0.12810576245400002
ACH-000132,-0.10747935332599999
ACH-000133,0.058428200571599996
ACH-000137,-0.0941331033551
ACH-000138,0.0666666252334
ACH-000142,0.0276641301081
ACH-000143,0.055195509398400004
ACH-000146,-0.141027984173
ACH-000148,-0.0233153798072
ACH-000150,-0.035497214273199997
ACH-000152,0.0376631308019
ACH-000153,0.0213876407218
ACH-000159,-0.0539072289198
ACH-000160,-0.0205380052637
ACH-000163,0.0301037224368
ACH-000167,-0.16164037271099999
ACH-000168,-0.10907532355699999
ACH-000169,0.0029431529687600003
ACH-000178,-0.081472897706
ACH-000182,-0.11685584921499999
ACH-000183,0.07556172540610001
ACH-000188,-0.24461973244899998
ACH-000189,0.0484315001516
ACH-000190,0.18100004104800002
ACH-000198,-0.216651658596
ACH-000204,-0.115675901108
ACH-000206,0.253919202806
ACH-000207,0.0026858676901300002
ACH-000211,-0.013234365715999999
ACH-000215,0.0685717395326
ACH-000221,0.10729077055099999
ACH-000222,0.19506592356400002
ACH-000223,-0.085082242822
ACH-000226,0.0424237407934
ACH-000227,-0.031667399957
ACH-000228,-0.18050398079799998
ACH-000231,-0.122029134146
ACH-000232,0.0872418806092
ACH-000233,-0.0139759449444
ACH-000234,0.044873696657300004
ACH-000235,0.0113583907718
ACH-000237,0.008268514359460001
ACH-000238,0.0788967296003
ACH-000243,-0.13537929285
ACH-000244,-0.103118343104
ACH-000246,0.243545446765
ACH-000248,-0.0652541031647
ACH-000250,0.126800800778
ACH-000251,0.114483682972
ACH-000253,-0.0175837432921
ACH-000255,0.09773337738839999
ACH-000256,0.054873364877300004
ACH-000257,-0.11277317136199999
