,RPS9 (6203)
ACH-000004,-1.55874162507
ACH-000007,-1.5683982259399998
ACH-000009,-1.71253630757
ACH-000011,-1.6643513222600002
ACH-000012,-1.68505565474
ACH-000013,-1.37716345966
ACH-000014,-1.62464373135
ACH-000015,-1.69037130116
ACH-000017,-1.76554364473
ACH-000018,-1.66998926495
ACH-000019,-1.4933468653400002
ACH-000021,-1.65300871134
ACH-000022,-1.6749804262299999
ACH-000025,-1.70295002832
ACH-000028,-1.50145450787
ACH-000030,-1.5073091974700001
ACH-000035,-1.4002890866600002
ACH-000036,-1.63400094439
ACH-000037,-1.81673452262
ACH-000039,-1.42858460695
ACH-000040,-1.8593523815700002
ACH-000041,-1.7860187299799999
ACH-000042,-1.4378956719799998
ACH-000045,-1.691675356
ACH-000047,-1.38625013762
ACH-000052,-1.9455251977
ACH-000053,-1.84658864039
ACH-000054,-1.72243444426
ACH-000055,-1.4767071818000002
ACH-000060,-1.5637932466100002
ACH-000067,-1.61265986855
ACH-000070,-1.94967473643
ACH-000075,-1.75675741762
ACH-000078,-1.73823778282
ACH-000082,-1.53815066322
ACH-000085,-1.8471487007799998
ACH-000086,-1.57589472962
ACH-000087,-1.45985925385
ACH-000092,-1.52398087348
ACH-000095,-1.75666443803
ACH-000097,-1.52580472051
ACH-000098,-1.86807428554
ACH-000099,-1.58163108765
ACH-000108,-1.75282259749
ACH-000113,-1.7499371918000002
ACH-000115,-1.78719741552
ACH-000116,-1.38155030026
ACH-000118,-1.56245482515
ACH-000120,-1.50730276884
ACH-000123,-1.74695993366
ACH-000127,-1.5619028148899998
ACH-000128,-1.7485393970900003
ACH-000132,-1.4922382267399998
ACH-000133,-1.63046547713
ACH-000137,-1.58977585882
ACH-000138,-1.76508367699
ACH-000142,-1.8549089523700002
ACH-000143,-1.43641724144
ACH-000146,-2.17099109517
ACH-000148,-1.6355383099899998
ACH-000150,-1.74140612037
ACH-000152,-1.61676916527
ACH-000153,-1.24665286637
ACH-000159,-1.5201957591600002
ACH-000160,-1.9412237767400002
ACH-000163,-1.79426639632
ACH-000167,-1.76908015281
ACH-000168,-1.89308043762
ACH-000169,-1.5729089628200001
ACH-000178,-1.6113903720299998
ACH-000182,-1.7100129299899998
ACH-000183,-1.65091236301
ACH-000188,-1.8228137180300001
ACH-000189,-1.67070718553
ACH-000190,-1.64511599007
ACH-000198,-1.6103715596500001
