,HBD (3045)
ACH-000004,0.132811867475
ACH-000007,0.200349238334
ACH-000009,0.164315840351
ACH-000011,0.298129053715
ACH-000012,0.231392751441
ACH-000013,0.17866366985399998
ACH-000014,0.321919921676
ACH-000015,0.335808264178
ACH-000017,0.23834133626499998
ACH-000018,0.175109839076
ACH-000019,0.329295574976
ACH-000021,0.296715796167
ACH-000022,0.260166360735
ACH-000025,0.22044010231999997
ACH-000028,0.209539094083
ACH-000030,0.23647634584199997
ACH-000035,0.293561422371
ACH-000036,0.308823848807
ACH-000037,0.20970736240200002
ACH-000039,0.129220867925
ACH-000040,0.23178287570099998
ACH-000041,0.21383026634
ACH-000042,0.286820257113
ACH-000045,0.314826636156
ACH-000047,0.311654975211
ACH-000052,0.355061301976
ACH-000053,0.281841166559
ACH-000054,0.174317611959
ACH-000055,0.270267032192
ACH-000060,0.326899810372
ACH-000067,0.325388685812
ACH-000070,0.398571827614
ACH-000075,0.312850066042
ACH-000078,0.213360041212
ACH-000082,0.17124225509799998
ACH-000085,0.33370407977
ACH-000086,0.372064124972
ACH-000087,0.233129359301
ACH-000092,0.252641377604
ACH-000095,0.23552392521499999
ACH-000097,0.253525261604
ACH-000098,0.329345183458
ACH-000099,0.255960283667
ACH-000108,0.21912445442499998
ACH-000113,0.326290803206
ACH-000115,0.16822351947099998
ACH-000116,0.20609302557700002
ACH-000118,0.32440655890500003
ACH-000120,0.330225667607
ACH-000123,0.252255533262
ACH-000127,0.274959121768
ACH-000128,0.22853506287300002
ACH-000132,0.43354671608199996
ACH-000133,0.20907617258699998
ACH-000137,0.0768542290123
ACH-000138,0.126052557651
ACH-000142,0.325016792991
ACH-000143,0.244674838939
ACH-000146,0.28483682801800003
ACH-000148,0.32547470118
ACH-000150,0.312397461198
ACH-000152,0.322125836542
ACH-000153,0.320696299526
ACH-000159,0.254796759313
ACH-000160,0.25096820743000003
ACH-000163,0.176927195912
ACH-000167,0.122378364972
ACH-000168,0.36339116582900005
ACH-000169,0.29456665101
ACH-000178,0.139020199013
ACH-000182,0.245104704461
ACH-000183,0.227829013488
ACH-000188,0.300888200838
ACH-000189,0.269881193769
ACH-000190,0.22411790636599999
ACH-000198,0.307721816657
ACH-000204,0.44683992471100004
ACH-000206,0.329824015393
ACH-000207,-0.081612836652
ACH-000211,0.301099389262
ACH-000215,0.19609544938499998
ACH-000221,0.319829593642
ACH-000222,0.11358188894200001
ACH-000223,0.139294166512
ACH-000226,0.07331338429110001
ACH-000227,0.380223315699
ACH-000228,0.322802071406
ACH-000231,0.276530430971
ACH-000232,0.24858591506900002
ACH-000233,0.339549039055
ACH-000234,0.33367716884799997
ACH-000235,0.32655564629
ACH-000237,0.29092508739100004
ACH-000238,0.301870961614
ACH-000243,0.33535416137400004
ACH-000244,0.360349176599
ACH-000246,0.289155145137
ACH-000248,0.381185488044
ACH-000250,0.242454796107
ACH-000251,0.41971850217
ACH-000253,0.309000021893
ACH-000255,0.341681201871
ACH-000256,0.10173659382200001
ACH-000257,0.339176600423
ACH-000258,0.183758109683
ACH-000259,0.289962913333
ACH-000260,0.26270013003000003
ACH-000261,0.23792824321999997
ACH-000262,0.0522521623505
ACH-000263,0.223416040209
ACH-000264,0.237159737212
ACH-000265,0.321349311621
ACH-000266,0.251910637821
ACH-000272,0.23851280861699997
ACH-000273,0.324884941622
ACH-000274,0.261560029263
ACH-000277,0.319261227185
ACH-000278,0.202008331663
ACH-000279,0.2406321665
ACH-000280,0.288115084238
ACH-000281,0.439771801678
ACH-000288,0.279548196583
ACH-000291,0.23781581526599999
ACH-000293,0.24200049568100002
ACH-000294,0.216456720453
ACH-000295,0.0516485125013
ACH-000296,0.45160418551299997
ACH-000302,0.24784926407299998
ACH-000304,0.409471824668
ACH-000307,0.218203200079
ACH-000308,0.29920940550700004
ACH-000310,0.24098905629700001
ACH-000311,0.323565092134
ACH-000312,0.29410440613899996
ACH-000315,0.26282149871300003
ACH-000316,0.049737333246800006
ACH-000317,0.35159386717299995
ACH-000318,0.349246257861
ACH-000319,0.135069073739
ACH-000320,0.42038830462399995
ACH-000322,0.292906644732
ACH-000323,0.410799064865
ACH-000324,0.213674943771
ACH-000329,0.125185556678
ACH-000330,0.43357171814199996
ACH-000331,0.273039819169
ACH-000332,0.320994131081
ACH-000334,0.399999220941
ACH-000335,0.035480500706
ACH-000336,0.312094782553
ACH-000337,0.450746743284
ACH-000339,0.16841970658
ACH-000341,0.0424405683416
ACH-000348,0.136361897259
ACH-000350,0.347868472513
ACH-000352,0.42499262406300004
ACH-000356,0.351663671457
ACH-000361,0.290311065713
ACH-000362,0.190720656519
ACH-000363,0.38263002960000003
ACH-000364,0.20086463289
ACH-000365,0.249051142666
ACH-000366,0.24150696124600002
ACH-000368,0.357811955894
ACH-000374,0.102862509581
ACH-000375,0.20402023297400002
ACH-000376,0.12217204322000001
ACH-000381,0.32980285100699996
ACH-000383,0.19526823506700003
ACH-000387,0.193546567007
ACH-000389,0.397293414429
ACH-000390,0.363861308386
ACH-000393,0.119829946023
ACH-000395,0.0582361808252
ACH-000397,0.30358422350200004
ACH-000401,0.268307479277
ACH-000402,-0.31826707485800004
ACH-000403,0.19849948467700002
ACH-000404,0.390678038693
ACH-000406,0.19804842459600003
ACH-000407,0.33247158193799997
ACH-000408,0.509615465964
ACH-000410,0.295089948641
ACH-000411,0.191007248691
ACH-000414,0.389251611353
ACH-000415,0.24070174896
ACH-000416,0.223959340438
ACH-000420,0.371181463074
ACH-000421,0.22552547151900001
ACH-000424,0.30483282475400003
ACH-000425,0.222430975157
ACH-000426,0.139810609495
ACH-000427,0.304238670618
ACH-000433,0.461630223242
ACH-000436,0.25608732465100004
ACH-000444,0.28748823561000003
ACH-000445,0.42394844729000003
ACH-000448,0.33417090322799997
ACH-000450,0.196897516154
ACH-000452,0.300655534715
ACH-000454,0.261044777207
ACH-000458,0.485790200783
ACH-000459,0.31560873763
ACH-000460,0.174375509422
ACH-000461,0.25430087491799996
ACH-000463,0.21225702049000003
ACH-000464,0.249937194747
ACH-000466,0.36652071630099997
ACH-000467,0.25786151999699997
ACH-000468,0.21122217522700001
ACH-000469,0.191822924494
ACH-000470,0.121504513173
ACH-000471,0.11843035773499999
ACH-000472,0.199974762728
ACH-000473,0.284410805348
ACH-000475,0.265358521784
ACH-000476,0.208848639091
ACH-000477,0.230050543926
ACH-000480,0.26867052931200003
ACH-000481,0.36945048561800004
ACH-000483,0.329031027684
ACH-000484,0.351618726444
ACH-000485,0.128379760634
ACH-000486,0.19655183380199998
ACH-000487,0.27410526576
ACH-000488,0.352332941519
ACH-000490,0.31920979672
ACH-000491,0.299650917905
ACH-000495,0.248527119291
ACH-000496,0.25001895405900004
ACH-000499,0.392383834554
ACH-000500,0.367308888975
ACH-000502,0.221383761255
ACH-000503,0.46104171008999995
ACH-000505,0.257766290856
ACH-000507,0.160590859728
ACH-000510,0.160012886194
ACH-000511,0.298212505836
ACH-000512,0.218067344067
ACH-000516,0.322289551019
ACH-000517,0.249947141312
ACH-000518,0.276161657409
ACH-000520,0.176461664789
ACH-000521,0.111595648191
ACH-000522,0.249111997285
ACH-000524,0.138513713306
ACH-000527,0.245248654008
ACH-000528,0.29440849734200003
ACH-000537,0.29049694106699997
ACH-000541,0.176920705337
ACH-000542,0.26505620374
ACH-000544,0.21710651569800002
ACH-000545,0.19661889442400002
ACH-000547,0.0156964425581
ACH-000548,0.25359130062199997
ACH-000549,0.38390704599200004
ACH-000550,0.190056543959
ACH-000552,0.148054974845
ACH-000556,0.402064392098
ACH-000557,0.264559541679
ACH-000570,0.346630853679
ACH-000571,0.37147901971999997
ACH-000573,0.270937327708
ACH-000576,0.261239995319
ACH-000580,0.314760150577
ACH-000584,0.26565818303800004
ACH-000585,0.265236463698
ACH-000588,0.17824223409899997
ACH-000589,0.34252260764799997
ACH-000591,0.308686438183
ACH-000593,0.343903370447
ACH-000600,0.142445818486
ACH-000601,0.264693418023
ACH-000604,0.07165106113360001
ACH-000605,0.331448790175
ACH-000606,0.38731896428999996
ACH-000608,0.156010635286
ACH-000614,0.0896201714975
ACH-000616,0.271671184632
ACH-000618,0.285831528154
ACH-000619,0.31217648895399996
ACH-000620,0.348249811889
ACH-000621,0.266677822065
ACH-000622,0.400058417966
ACH-000623,0.168891546082
ACH-000624,0.13852130206
ACH-000627,0.139632348727
ACH-000630,0.34596801497100005
ACH-000632,0.206253558684
ACH-000633,0.243640424804
