,BMPR2 (659)
ACH-000004,0.025703354439500004
ACH-000007,0.18087870202599998
ACH-000009,-0.116696406522
ACH-000011,0.13053810282
ACH-000012,-0.06981116399189999
ACH-000013,-0.0189164382503
ACH-000014,0.24978518963500002
ACH-000015,0.0372681487489
ACH-000017,0.0896055797999
ACH-000018,-0.161371951831
ACH-000019,-0.133708477495
ACH-000021,-0.245978326665
ACH-000022,0.10734522787499999
ACH-000025,0.135680442354
ACH-000028,0.13093768334699998
ACH-000030,-0.035692949117900004
ACH-000035,0.124174341895
ACH-000036,0.0290436018977
ACH-000037,0.00960856338505
ACH-000039,-0.0695590888622
ACH-000040,0.231876283046
ACH-000041,-0.14368422735
ACH-000042,-0.0476391129252
ACH-000045,0.13443027631100002
ACH-000047,0.256412593884
ACH-000052,0.0558696551882
ACH-000053,-0.0527942237144
ACH-000054,0.0449894308557
ACH-000055,0.149351372492
ACH-000060,0.0792064628573
ACH-000067,0.239893219095
ACH-000070,-0.10877914944
ACH-000075,0.0729087227713
ACH-000078,0.422061806737
ACH-000082,-0.147957348828
ACH-000085,-0.0855089871356
ACH-000086,-0.0963278276683
ACH-000087,-0.15508078385
ACH-000092,0.0245635400286
ACH-000095,-0.152768004101
ACH-000097,0.23859492411
ACH-000098,-0.0488587261977
ACH-000099,-0.127262344947
ACH-000108,-0.11020893248500001
ACH-000113,0.0180205056305
ACH-000115,0.276220831758
ACH-000116,0.139199307109
ACH-000118,0.125089111322
ACH-000120,-0.0404370498401
ACH-000123,-0.024184825876099998
ACH-000127,-0.00521457638696
ACH-000128,0.160123383791
ACH-000132,0.059730551679100005
ACH-000133,-0.101390416667
ACH-000137,0.0773422050121
ACH-000138,0.0579039326936
ACH-000142,0.293546694805
ACH-000143,0.09949331807919999
ACH-000146,-0.0314033983707
ACH-000148,0.055042936405699995
ACH-000150,0.013515263735
ACH-000152,0.18800234896899998
ACH-000153,0.0796325824077
ACH-000159,0.29880416621100003
ACH-000160,-0.000338473382729
ACH-000163,-0.08330161234410001
ACH-000167,-0.09852210580880001
ACH-000168,0.0109521767326
ACH-000169,-0.148118961941
ACH-000178,0.21989553660500002
ACH-000182,0.016308066395299997
ACH-000183,0.151494439983
ACH-000188,0.0741631974442
ACH-000189,0.0805570709215
ACH-000190,-0.112966802857
ACH-000198,0.11602709716399999
ACH-000204,0.159989785325
ACH-000206,0.10018339796299999
ACH-000207,0.0486518123659
ACH-000211,0.06468996356739999
ACH-000215,0.25117529592
ACH-000221,0.236261898213
ACH-000222,0.025867905248
ACH-000223,-0.138786453774
ACH-000226,0.149700230897
ACH-000227,-0.272249698353
ACH-000228,-0.10287331886600001
ACH-000231,0.042363420875199995
ACH-000232,0.0365438885722
ACH-000233,0.0994634293644
ACH-000234,0.08472172287280001
ACH-000235,-0.028462275491299996
ACH-000237,-0.0472368701371
ACH-000238,0.217470448494
ACH-000243,0.0012169275651199999
ACH-000244,-0.061922595004699994
ACH-000246,0.0220669128465
ACH-000248,0.15962429076600002
ACH-000250,0.12044067082
ACH-000251,-0.022820088882900002
ACH-000253,0.0919027658871
ACH-000255,0.106544558964
ACH-000256,0.00458669128717
ACH-000257,-0.203256254867
ACH-000258,-0.0724009432198
ACH-000259,0.0657791361601
ACH-000260,-0.182544697349
ACH-000261,0.0322518655491
ACH-000262,0.258998150431
ACH-000263,-0.0555262403326
ACH-000264,0.0191717010367
ACH-000265,0.048297385429800006
ACH-000266,-0.04032517528019999
ACH-000272,0.049588933066600005
ACH-000273,0.0529715143164
ACH-000274,-0.0846396151967
ACH-000277,0.244446653212
ACH-000278,-0.154640233348
ACH-000279,-0.15386138171900002
ACH-000280,0.41784160946599996
ACH-000281,-0.0798769670999
ACH-000288,0.15512393887599998
ACH-000291,0.09837199898520001
ACH-000293,0.213893619033
ACH-000294,-0.152419235241
