,BRCA2 (675)
ACH-000701,-0.633175815205
ACH-000706,-0.787644479373
ACH-000711,-0.692631744367
ACH-000713,-0.8426854113500001
ACH-000714,-0.985974475536
ACH-000718,-0.627188338757
ACH-000720,-0.912643484751
ACH-000721,-0.29797402826200003
ACH-000724,-0.157623873431
ACH-000725,-0.390458000654
ACH-000732,-0.8283095442720001
ACH-000734,-0.803952916716
ACH-000735,-0.582197804918
ACH-000736,-0.38255118798500004
ACH-000738,-0.9386991529269999
ACH-000746,-0.705755431541
ACH-000747,-0.929361502286
ACH-000748,-0.851957490341
ACH-000753,-0.665426940147
ACH-000756,-0.718376912947
ACH-000757,-0.667584065928
ACH-000758,-0.923707319902
ACH-000760,-0.477980606202
ACH-000763,-1.14071686904
ACH-000764,-0.607481847269
ACH-000765,-0.936858798219
ACH-000766,-0.533783691045
ACH-000767,-0.335032439226
ACH-000768,-1.0971356874299998
ACH-000769,-0.880630854217
ACH-000770,-0.47672427078199997
ACH-000771,-0.639120880238
ACH-000773,-0.6991696904629999
ACH-000776,-0.910792758299
ACH-000777,-0.652310650478
ACH-000778,-0.9660415751770001
ACH-000781,-0.695707870918
ACH-000782,-0.484283898143
ACH-000783,-0.5440830173269999
ACH-000784,-0.818616142694
ACH-000785,-0.6668782830009999
ACH-000787,-0.735881792052
ACH-000788,-0.886679826325
ACH-000791,-1.04099429491
ACH-000792,-0.638109634417
ACH-000794,-0.42668913075000003
ACH-000796,-0.679588599632
ACH-000799,-0.772592068211
ACH-000800,-0.688750206063
ACH-000802,-0.531146463538
ACH-000804,-0.594579384461
ACH-000805,-0.6645456057620001
ACH-000809,-0.784760745874
ACH-000810,-1.1176059325799999
ACH-000811,-0.607136515897
ACH-000817,-0.822804017225
ACH-000819,-0.802906347487
ACH-000820,-0.18381502781300002
ACH-000821,-1.3650657246399998
ACH-000822,-0.7709314769750001
ACH-000823,-0.7097521466490001
ACH-000824,-0.49935422619099995
ACH-000827,-0.8809817746619999
ACH-000829,-0.841217562484
ACH-000831,-0.9155572259170001
ACH-000832,-0.809444727189
ACH-000833,-0.5021854964720001
ACH-000834,-0.619437472524
ACH-000835,-0.897744470962
ACH-000836,-0.174161445704
ACH-000837,-0.958545161451
ACH-000838,-0.7457198722059999
ACH-000839,-0.6720302651440001
ACH-000840,-0.901971165772
ACH-000841,-0.789718217558
ACH-000843,-0.694143788566
ACH-000846,-0.591437787061
ACH-000847,-0.525899514301
ACH-000848,-0.8932378674160001
ACH-000849,-0.9075761556280001
ACH-000851,-0.753280322036
ACH-000855,-1.20562480494
ACH-000856,-0.900340315901
ACH-000858,-0.8127448915819999
ACH-000859,-0.893496658054
ACH-000861,-1.09561704189
ACH-000862,-1.0470892615799998
ACH-000865,-0.806436823733
ACH-000866,-0.78410898091
ACH-000867,-0.7929119488359999
ACH-000869,-1.0890522653499999
ACH-000872,-0.940380751355
ACH-000873,-0.6155786244070001
ACH-000876,-1.2319622468200002
ACH-000878,-0.559544271096
ACH-000880,-0.671834011114
ACH-000881,-0.844630365572
ACH-000882,-0.72643285823
ACH-000884,-0.7327826311419999
ACH-000885,-0.670197152058
ACH-000887,-0.772370013008
ACH-000888,-0.41444852906999996
ACH-000889,-0.822374542001
ACH-000890,-0.958592156965
ACH-000896,-0.696673862228
ACH-000898,-0.534642591157
ACH-000900,-1.10207060088
ACH-000901,-0.7389703830769999
ACH-000905,-1.17247263579
ACH-000906,-0.812421010751
ACH-000907,-1.1628848897600002
ACH-000910,-0.380880977818
ACH-000911,-0.765933359476
ACH-000912,-1.1073409935
ACH-000913,-0.5614065752530001
ACH-000915,-0.452058095912
ACH-000916,-0.916897696942
ACH-000917,-0.974767696216
ACH-000921,-0.7899599431990001
ACH-000924,-0.641232831152
ACH-000926,-0.591383155079
ACH-000928,-0.905984517764
ACH-000929,-0.939635554298
ACH-000932,-0.728569377569
ACH-000935,-0.7642245850149999
ACH-000936,-0.913537558548
ACH-000937,-0.464627206969
ACH-000938,-0.813987811521
ACH-000939,-0.159245365659
ACH-000941,-0.362494717392
ACH-000943,-1.2608844959
ACH-000946,-0.9408379797390001
ACH-000947,-0.876227870412
ACH-000948,-1.10971216308
ACH-000950,-0.683094428131
ACH-000953,-0.31513071305999996
ACH-000957,-1.24503866095
ACH-000958,-1.1370982480399998
ACH-000960,-0.7698771969679999
ACH-000963,-0.720124554636
ACH-000968,-0.784921010829
ACH-000969,-1.1597176114399999
ACH-000973,-0.817131436278
ACH-000974,-0.818061357105
ACH-000975,-0.8737183180299999
ACH-000976,-0.791235654528
ACH-000978,-1.1915542321700001
ACH-000980,-0.743097401269
ACH-000984,-1.28958402249
ACH-000986,-0.7416050549500001
ACH-000988,-0.9067508241969999
ACH-000993,-1.0528318242499999
ACH-000994,-0.753485006027
ACH-000996,-0.899317476241
ACH-001001,-0.648055566866
ACH-001020,-0.13261399811
ACH-001028,-0.376001216694
ACH-001031,-0.845197244103
ACH-001038,-0.583016640465
ACH-001048,-0.7412391769259999
ACH-001050,-0.6732850519920001
ACH-001053,-0.814074523146
ACH-001054,-0.768277086371
ACH-001061,-0.880608406344
ACH-001067,-0.722869737931
ACH-001075,-0.7550496280519999
ACH-001096,-0.448228212946
ACH-001128,0.6951736346610001
ACH-001134,-0.8763375338600001
ACH-001151,-0.736714864043
ACH-001163,-0.41424978083400005
ACH-001164,-0.822829753168
ACH-001173,-1.01077591002
ACH-001183,-0.6790800254870001
ACH-001184,-0.8845218895360001
ACH-001190,-0.697370861676
ACH-001192,-0.795319848755
ACH-001193,-0.945398026127
ACH-001196,-0.68090101398
ACH-001197,-0.734178827662
ACH-001205,-0.612374464175
ACH-001211,-0.582322733715
ACH-001212,-0.571187498256
ACH-001228,-0.740141897306
ACH-001232,-0.608221469873
ACH-001239,-0.6482993204649999
ACH-001274,-0.829465445236
ACH-001275,-0.982898154759
ACH-001277,-0.7103101947820001
ACH-001278,-1.12875073685
ACH-001280,-0.9125080837430001
ACH-001283,-0.629651198705
ACH-001289,-0.939229732519
ACH-001295,-0.952273883931
ACH-001300,-0.532860234309
ACH-001301,-1.03053183093
ACH-001302,-0.630852783392
ACH-001303,-0.627730175503
ACH-001306,-0.692837113415
ACH-001318,-0.7291738772290001
ACH-001322,-0.9918262782639999
ACH-001328,-0.903482065891
ACH-001332,-0.735671712723
ACH-001333,-1.08155497828
ACH-001336,-1.04529929546
ACH-001340,-0.788028555591
ACH-001346,-0.731375776895
ACH-001353,-0.684976522217
ACH-001354,-0.506226170437
ACH-001367,-0.922260499403
ACH-001368,-0.49688139961000005
ACH-001374,-0.702714817762
ACH-001375,-0.778532848117
ACH-001377,-0.641425135698
ACH-001380,-0.8389221042589999
ACH-001391,-0.650741892365
ACH-001407,-0.647063374674
ACH-001408,-0.96106914964
ACH-001413,-0.679080052157
ACH-001430,-0.585653329623
ACH-001431,-0.9273851767929999
ACH-001450,-0.804164270695
ACH-001496,-0.284876930428
ACH-001500,-0.47821399639
ACH-001521,-0.4984491751199999
ACH-001523,-0.817278658288
ACH-001532,-1.09980882939
ACH-001536,-0.902572570723
ACH-001550,-0.0295351921154
ACH-001552,-0.519326998698
ACH-001554,-0.7335441676309999
ACH-001645,-0.712889179167
ACH-001654,-0.6132004272680001
ACH-001715,-0.408135994045
ACH-001735,-0.512959851786
ACH-001736,-0.39538465456
ACH-001737,-1.0823707568799998
ACH-001740,-0.9348463543529999
ACH-001745,-0.9726156869399999
ACH-001750,-0.567843252945
ACH-001765,-0.303052665475
ACH-001956,-0.422185458651
ACH-001957,-0.931605412512
