,UNC13C (440279)
ACH-000004,0.205281777908
ACH-000007,-0.12177628054400001
ACH-000009,-0.284611526437
ACH-000011,-0.20602908278299997
ACH-000012,-0.21182028078899998
ACH-000013,-0.0328604098338
ACH-000014,-0.15053363774599998
ACH-000015,-0.00194613732376
ACH-000017,-0.134468244796
ACH-000018,0.154395243919
ACH-000019,-0.18978210092199999
ACH-000021,-0.00207851999114
ACH-000022,-0.0592126312802
ACH-000025,-0.020828487710400002
ACH-000028,-0.0805563536646
ACH-000030,-0.0840884472232
ACH-000035,-0.142723219382
ACH-000036,0.048886487252599996
ACH-000037,-0.0262814277952
ACH-000039,-0.17473137974199998
ACH-000040,0.0757548965623
ACH-000041,0.0139206769253
ACH-000042,-0.0365839171589
ACH-000045,0.00838108262092
ACH-000047,-0.0939561495253
ACH-000052,-0.37532363965300003
ACH-000053,-0.15014835402899998
ACH-000054,-0.0198466468823
ACH-000055,0.09081869345799999
ACH-000060,0.018140355232
ACH-000067,-0.0849100370802
ACH-000070,0.19013335537
ACH-000075,-0.0520565708785
ACH-000078,-0.112829161915
ACH-000082,-0.18653120603700002
ACH-000085,0.0900048007276
ACH-000086,-0.0709520988475
ACH-000087,-0.040335507932800004
ACH-000092,-0.0911278888665
ACH-000095,-0.109147208672
ACH-000097,-0.268635452587
ACH-000098,-0.0169301879462
ACH-000099,-0.13062894454600002
ACH-000108,-0.0372458086561
ACH-000113,0.046383505977
ACH-000115,0.102281140144
ACH-000116,-0.18487363034
ACH-000118,-0.00884073804491
ACH-000120,-0.193435822678
ACH-000123,-0.0858321643197
ACH-000127,0.0240640714206
ACH-000128,0.0521046075038
ACH-000132,-0.5399615837380001
ACH-000133,-0.019326214899900003
ACH-000137,-0.152590900681
ACH-000138,-0.016813385028099998
ACH-000142,-0.0726392343358
ACH-000143,-0.122244574215
ACH-000146,-0.143705093098
ACH-000148,-0.103682019254
ACH-000150,-0.0401022849239
ACH-000152,0.0554154745059
ACH-000153,-0.537090444033
ACH-000159,0.07828927476089999
ACH-000160,-0.119491996605
ACH-000163,-0.0027497308370000003
ACH-000167,-0.091638674976
ACH-000168,-0.007732084836350001
ACH-000169,-0.034784843396400006
ACH-000178,-0.134356754672
ACH-000182,-0.0614942654122
ACH-000183,-0.128545182082
ACH-000188,0.0381689373009
ACH-000189,0.08423779818669999
ACH-000190,-0.31529597602299997
ACH-000198,-0.0655777927713
ACH-000204,-0.353278824341
ACH-000206,0.044659698037099994
ACH-000207,0.215763320004
ACH-000211,-0.0948878938611
ACH-000215,0.0625037512369
ACH-000221,0.07559982631460001
ACH-000222,-0.057616363031400004
ACH-000223,-0.0737270854237
ACH-000226,-0.19282412453899997
ACH-000227,-0.319233674898
ACH-000228,-0.293108172321
ACH-000231,-0.011689122224099999
ACH-000232,-0.056150114612800006
ACH-000233,-0.0811986068125
ACH-000234,-0.079241597219
ACH-000235,-0.07024643157289999
ACH-000237,-0.149743850003
ACH-000238,-0.0357329349947
ACH-000243,-0.257121988935
ACH-000244,-0.10401487566199999
ACH-000246,-0.148727054444
ACH-000248,-0.0630262631441
ACH-000250,-0.10296710059900001
ACH-000251,-0.09972482307819999
ACH-000253,-0.084196761384
ACH-000255,-0.154513886057
ACH-000256,-0.163970107552
ACH-000257,-0.139539475113
ACH-000258,-0.301255629959
ACH-000259,-0.0514148800114
ACH-000260,-0.114505027923
ACH-000261,-0.09189756495920001
ACH-000262,-0.0775110688475
ACH-000263,0.105838501502
ACH-000264,-0.101241303933
ACH-000265,-0.159388870514
ACH-000266,-0.24591772789000002
ACH-000272,-0.005374073113640001
ACH-000273,-0.0587568574665
ACH-000274,-0.1843583764
ACH-000277,-0.084798886557
ACH-000278,-0.20199600035100002
ACH-000279,-0.09170347248639998
ACH-000280,0.048494145649300005
ACH-000281,-0.118670259309
ACH-000288,-0.021029456864299998
ACH-000291,-0.20707799522700002
ACH-000293,-0.07128161677980001
ACH-000294,-0.309089343796
ACH-000295,-0.019363956575099997
ACH-000296,-0.305633917352
ACH-000302,-0.0301283844467
ACH-000304,-0.126234972828
ACH-000307,0.0168672718089
ACH-000308,-0.157581794523
ACH-000310,-0.6918620853949999
ACH-000311,-0.150770777353
ACH-000312,-0.11207377451600001
ACH-000315,0.123227225142
ACH-000316,0.0308514959607
ACH-000317,-0.013350972511400001
ACH-000318,0.0339108136399
ACH-000319,0.0513318052347
ACH-000320,-0.20349676039099998
ACH-000322,-0.158471020697
ACH-000323,0.10606348567
ACH-000324,-0.201616209969
ACH-000329,0.0120745907739
ACH-000330,0.06403094874580001
ACH-000331,-0.165233329043
ACH-000332,-0.155386152574
ACH-000334,-0.26093863423
ACH-000335,-0.340653854027
ACH-000336,0.326617677963
ACH-000337,-0.08320320889489999
ACH-000339,-0.0672293964248
ACH-000341,0.0888083724807
ACH-000348,-0.192981274531
ACH-000350,-0.212188141022
ACH-000352,-0.045849684722300006
ACH-000356,-0.189366127476
ACH-000361,0.0227468335344
ACH-000362,-0.15681679473500001
ACH-000363,-0.238022661344
ACH-000364,-0.09737743175010001
ACH-000365,-0.0190506707836
ACH-000366,0.054407960800199995
ACH-000368,-0.113757487687
ACH-000374,-0.135669941918
ACH-000375,-0.060730063058199994
ACH-000376,-0.0333352267169
ACH-000381,-0.05901382284440001
ACH-000383,-0.0336314227559
ACH-000387,-0.210170541006
ACH-000389,-0.191310119472
ACH-000390,-0.0441953153756
ACH-000393,-0.08109380180680001
ACH-000395,-0.125612405369
ACH-000397,-0.053123960332199995
ACH-000401,-0.010815419779000001
ACH-000402,0.0941562155455
ACH-000403,-0.07272154876089999
ACH-000404,-0.093137546341
ACH-000406,-0.10987421366800001
ACH-000407,0.0542593746256
ACH-000408,-0.189461951605
ACH-000410,-0.10871246658500001
ACH-000411,-0.20215715943799997
ACH-000414,-0.129875538091
ACH-000415,0.045407935038199995
ACH-000416,-0.0157324806616
ACH-000420,-0.0260067455032
ACH-000421,-0.155790152639
ACH-000424,-0.182452804815
ACH-000425,-0.07066227601089999
ACH-000426,-0.070048771899
ACH-000427,-0.156896723738
ACH-000433,0.212378795603
ACH-000436,-0.0450716497858
ACH-000444,-0.0258628644937
ACH-000445,-0.0703100268142
ACH-000448,-0.291517427169
ACH-000450,0.367858868446
ACH-000452,-0.0711791305363
ACH-000454,-0.136784339658
ACH-000458,-0.09251127534749999
ACH-000459,-0.014794073181000001
ACH-000460,-0.125669748385
ACH-000461,0.110248359585
ACH-000463,-0.0550005246621
ACH-000464,0.0822185660769
ACH-000466,-0.09637680733899999
ACH-000467,-0.143537164987
ACH-000468,-0.152493313376
ACH-000469,0.016245418333
ACH-000470,-0.153572853865
ACH-000471,0.116749058113
ACH-000472,0.040553437445099996
ACH-000473,0.05004421176440001
ACH-000475,0.00205554722448
ACH-000476,0.303852387855
ACH-000477,-0.148215754371
ACH-000480,-0.062277085415500005
ACH-000481,-0.17966171427000002
ACH-000483,-0.0300922289948
ACH-000484,0.177437632384
ACH-000485,0.023903512231099995
ACH-000486,-0.123589315528
ACH-000487,0.010178455753
ACH-000488,-0.11046635728599999
ACH-000490,-0.08484628906710001
ACH-000491,-0.129923894515
ACH-000495,-0.258942486526
ACH-000496,-0.229270509089
ACH-000499,0.160762611504
ACH-000500,0.381683602487
ACH-000502,-0.048299467272
ACH-000503,-0.363738219601
ACH-000505,-0.049905283215800005
ACH-000507,-0.14883622588
ACH-000510,-0.059831261194299996
ACH-000511,-0.226180918728
ACH-000512,0.209665602383
ACH-000516,0.0311198868623
ACH-000517,-0.19454822383900003
ACH-000518,-0.037071080243900004
ACH-000520,-0.131652352347
ACH-000521,-0.030368156123500002
ACH-000522,-0.207381030573
ACH-000524,-0.362274399203
ACH-000527,-0.171045153585
ACH-000528,-0.0617148645185
ACH-000537,0.027617240032799997
ACH-000541,-0.0851400349424
ACH-000542,-0.07320077896669999
ACH-000544,-0.09037711834210001
ACH-000545,-0.0661761871814
ACH-000547,-0.251722338081
ACH-000548,-0.12653855170999997
ACH-000549,0.037681304613000004
ACH-000550,-0.216173819769
ACH-000552,0.010260776138000001
ACH-000556,0.09602296181469999
ACH-000557,-0.0767356790985
ACH-000570,-0.00239895060944
ACH-000571,0.053344981500699995
ACH-000573,-0.21731597827399998
ACH-000576,-0.272323399317
ACH-000580,-0.108829145774
ACH-000584,0.0375052378179
ACH-000585,-0.258059216049
ACH-000588,0.0209575421305
ACH-000589,-0.066487127421
ACH-000591,-0.009088523412879999
ACH-000593,0.026841241626
ACH-000600,0.004593858119100001
ACH-000601,-0.113794045787
ACH-000604,-0.026843264294500003
ACH-000605,-0.0919642742818
ACH-000606,-0.15123309466499998
ACH-000608,-0.0316741591138
ACH-000614,0.106455077947
ACH-000616,-0.299504333928
ACH-000618,0.033184679646400005
ACH-000619,0.0624957845952
ACH-000620,-0.288348897771
ACH-000621,-0.213943867308
ACH-000622,-0.108128195044
ACH-000623,-0.00422894660892
ACH-000624,-0.200997864026
ACH-000627,-0.164595397285
ACH-000630,-0.14811996936
ACH-000632,-0.0687358856899
ACH-000633,-0.011134643774700002
ACH-000637,-0.266168957176
ACH-000638,-0.357271508337
ACH-000646,-0.0209110610622
ACH-000647,-0.102994545285
ACH-000648,-0.326519261234
ACH-000649,-0.137767099964
ACH-000651,-0.0439155023011
ACH-000652,0.0156631900245
ACH-000653,-0.007317031548850001
ACH-000657,-0.007143641188300001
ACH-000658,0.09307118890310001
ACH-000661,0.10923930419500001
ACH-000662,0.145942347822
ACH-000663,-0.0410954577919
ACH-000665,-0.00561704640271
ACH-000671,0.033232888832099995
ACH-000673,-0.157159829832
ACH-000676,0.00979339973128
ACH-000677,-0.131803733483
ACH-000681,-0.182557985983
ACH-000682,-0.039501137472
ACH-000683,-0.103177838989
ACH-000684,-0.09888077750219999
ACH-000688,0.107925332671
ACH-000693,-0.187787291472
ACH-000694,-0.0110582915838
ACH-000695,0.09792669366699999
ACH-000696,-0.052480646492
ACH-000697,-0.34239306929700003
ACH-000699,-0.11794001995200001
ACH-000701,-0.07714289107160001
ACH-000706,-0.0645694490012
ACH-000711,-0.0276600175889
ACH-000713,0.137519625643
ACH-000714,0.107042131327
ACH-000718,-0.11635947217800001
ACH-000720,0.0053995245059700004
ACH-000721,-0.0027040340041800002
ACH-000724,0.18324222476399998
ACH-000725,0.12259979379899999
ACH-000732,0.13879486219599999
ACH-000734,-0.0169856159119
ACH-000735,0.0272411739693
ACH-000736,-0.043900532946499995
ACH-000738,-0.170134460324
ACH-000746,-0.049934161083300004
ACH-000747,-0.0793478973354
ACH-000748,-0.14701160202
ACH-000753,-0.11436832082699999
ACH-000756,0.09516571577880001
ACH-000757,-0.09417454878869999
ACH-000758,0.0115786851562
ACH-000760,-0.135070721579
ACH-000763,-0.248461935346
ACH-000764,-0.012420294438
ACH-000765,-0.006778894029989999
ACH-000766,-0.155055851957
ACH-000767,-0.049035556110399996
ACH-000768,-0.24846299847300002
ACH-000769,-0.233217242043
ACH-000770,-0.0824158253212
ACH-000771,-0.0203109474744
ACH-000773,-0.167151577111
ACH-000776,-0.131394924638
ACH-000777,0.132408600926
ACH-000778,-0.13486458714299998
ACH-000781,-0.0882399919414
ACH-000782,-0.168123888014
ACH-000783,-0.0938530345252
ACH-000784,-0.09023886162969999
ACH-000785,-0.23783554013500002
ACH-000787,-0.121898322932
ACH-000788,-0.058706289939000005
ACH-000791,-0.223600230544
ACH-000792,-0.0615287765809
ACH-000794,-0.0277209105822
ACH-000796,0.0172976835098
ACH-000799,-0.365764199932
ACH-000800,-0.124998595331
ACH-000802,-0.00597211690248
ACH-000804,-0.439674327341
ACH-000805,-0.08478949675599999
ACH-000809,0.00182591590504
ACH-000810,-0.299431348092
ACH-000811,-0.08504561208650001
ACH-000817,-0.311836529762
ACH-000819,0.030564245231499997
ACH-000820,-0.47142673375
ACH-000821,-0.28786276640299996
ACH-000822,-0.0011046726403199998
ACH-000823,-0.0607424318054
ACH-000824,-0.07893390217730001
ACH-000827,-0.09871363276049999
ACH-000829,-0.19947913039700002
ACH-000831,0.052047132213199995
ACH-000832,-0.010173755338399999
ACH-000833,-0.15429255567
ACH-000834,0.06737468391269999
ACH-000835,-0.035717989780300004
ACH-000836,-0.0126468230407
ACH-000837,-0.022774182380499997
ACH-000838,0.0344395199887
ACH-000839,-0.0153310018837
ACH-000840,-0.18013269436999998
ACH-000841,0.0542639365201
ACH-000843,-0.0389223040741
ACH-000846,-0.11350708304300001
ACH-000847,0.18857296887699998
ACH-000848,0.0749545584268
ACH-000849,-0.221342370458
ACH-000851,-0.158833116621
ACH-000855,0.005422108244779999
ACH-000856,-0.245779361234
ACH-000858,-0.0041578835383800005
ACH-000859,0.0660909277438
ACH-000861,-0.196491970592
ACH-000862,-0.0516564558191
ACH-000865,-0.0177304016529
ACH-000866,-0.0314722773165
ACH-000867,-0.0958668007899
ACH-000869,0.0859968408347
ACH-000872,-0.08851586871179999
ACH-000873,0.035605606802
ACH-000876,-0.082663869252
ACH-000878,0.00858273609251
ACH-000880,0.196465430406
ACH-000881,-0.00585519308948
ACH-000882,-0.051002958827
ACH-000884,-0.0987246305603
ACH-000885,-0.0505089836125
ACH-000887,0.023424076645400003
ACH-000888,-0.0955314094255
ACH-000889,0.0511725044852
ACH-000890,-0.0379479712868
ACH-000896,-0.010352414722200002
ACH-000898,-0.123090110371
ACH-000900,-0.127767284214
ACH-000901,-0.18083839097399998
ACH-000905,-0.0663363326365
ACH-000906,-0.0934803192769
ACH-000907,-0.088497261
ACH-000910,-0.195620770497
ACH-000911,-0.049290941826
ACH-000912,-0.148429430675
ACH-000913,0.0554454331565
ACH-000915,-0.050545412850400005
ACH-000916,-0.053795336503999994
ACH-000917,0.08863343687560002
ACH-000921,-0.0941905146225
ACH-000924,-0.14438578087200002
ACH-000926,0.161221992669
ACH-000928,-0.147867300986
ACH-000929,-0.0177713414948
ACH-000932,0.0342492398181
ACH-000935,-0.115181105597
