,PGAM2 (5224)
ACH-000004,0.0975812466406
ACH-000007,0.123506777323
ACH-000009,-0.00518001415223
ACH-000011,-0.0285346676029
ACH-000012,-0.0923452170699
ACH-000013,0.057192977414499996
ACH-000014,0.140734227267
ACH-000015,0.0784237442827
ACH-000017,0.188661513198
ACH-000018,-0.05781445467119999
ACH-000019,-0.26667378573399997
ACH-000021,-0.112673620593
ACH-000022,0.0241230267294
ACH-000025,-0.04939748696690001
ACH-000028,0.0763814077603
ACH-000030,0.006470326018180001
ACH-000035,-0.0917541983753
ACH-000036,-0.0869361562554
ACH-000037,-0.157154332154
ACH-000039,0.006592085297010001
ACH-000040,0.052830344188800005
ACH-000041,-0.144030233614
ACH-000042,-0.12804354909000001
ACH-000045,0.0986025512622
ACH-000047,-0.19020320676600003
ACH-000052,-0.325903940817
ACH-000053,-0.108096446038
ACH-000054,-0.146949486175
ACH-000055,0.243540123694
ACH-000060,0.20326624545299998
ACH-000067,0.022374937697700003
ACH-000070,0.13533660638
ACH-000075,0.008556376288020001
ACH-000078,-0.13203014267000002
ACH-000082,-0.18328159511199998
ACH-000085,0.328760290018
ACH-000086,0.0402039436891
ACH-000087,0.195071604631
ACH-000092,0.200033536231
ACH-000095,0.011249957641000001
ACH-000097,0.0365493730673
ACH-000098,-0.010362099901899999
ACH-000099,-0.05072862084969999
ACH-000108,-0.0909085873824
ACH-000113,0.039360861242699996
ACH-000115,-0.0244152533814
ACH-000116,0.08850496195710002
ACH-000118,-0.105395831065
ACH-000120,-0.379545444211
ACH-000123,0.100209050946
ACH-000127,-0.0219989238508
ACH-000128,-0.149917298779
ACH-000132,0.274058063588
ACH-000133,-0.08689538452649999
ACH-000137,-0.0224993909925
ACH-000138,0.042228788919799996
ACH-000142,-0.242229379867
ACH-000143,-0.141048758267
ACH-000146,-0.133989102572
ACH-000148,-0.0297504354434
ACH-000150,0.133812179205
ACH-000152,0.15430479642300002
ACH-000153,0.144582679051
ACH-000159,-0.125105619927
ACH-000160,0.033974782466000004
ACH-000163,-0.0423863105534
ACH-000167,0.183302009673
ACH-000168,-0.178187333597
ACH-000169,-0.020250823240200003
ACH-000178,-0.004384788918220001
ACH-000182,-0.0894604245625
ACH-000183,0.040423135304800004
ACH-000188,0.0188359133091
ACH-000189,0.0369686455436
ACH-000190,0.009716388979969999
ACH-000198,-0.106846182088
ACH-000204,-0.0627555221881
ACH-000206,0.10803166927100001
ACH-000207,-0.17535240249200001
ACH-000211,0.0600708083132
ACH-000215,-0.0337015302137
ACH-000221,0.045918810128399996
ACH-000222,-0.34540329971999995
ACH-000223,0.06263098808999999
ACH-000226,0.0332796624748
ACH-000227,0.059377302548
ACH-000228,-0.16920558882199999
ACH-000231,-0.20615311162500002
ACH-000232,-0.07486690293439999
ACH-000233,-0.013345742016700001
ACH-000234,0.016088953133700002
ACH-000235,-0.013208450747
ACH-000237,-0.19420040744300002
ACH-000238,-0.065760764825
ACH-000243,-0.19091877873500002
ACH-000244,0.0182743392043
ACH-000246,0.0895088107801
ACH-000248,0.110527936059
ACH-000250,0.0208070051955
ACH-000251,0.00483908644243
ACH-000253,-0.000316409308041
ACH-000255,-0.07858835965580001
ACH-000256,-0.0440417368391
ACH-000257,-0.146521052623
ACH-000258,0.10111050229699999
ACH-000259,-0.195624338703
ACH-000260,-0.09601353608930001
ACH-000261,0.051419759194400005
ACH-000262,-0.105375712971
ACH-000263,-0.0073597975551300005
ACH-000264,-0.144593457354
ACH-000265,-0.100675604855
ACH-000266,-0.129254132654
ACH-000272,-0.06438774046040001
ACH-000273,0.034608903535099995
ACH-000274,0.031542944496
ACH-000277,-0.12030790259600001
ACH-000278,-0.0462359864549
ACH-000279,0.029971904923200003
ACH-000280,-0.149084861829
ACH-000281,-0.0770904037225
ACH-000288,-0.058304507357999996
ACH-000291,0.0447482980535
ACH-000293,-0.27901206977299997
ACH-000294,-0.07684051058680001
ACH-000295,-0.329954904913
ACH-000296,0.107494561844
ACH-000302,0.09691159832039999
ACH-000304,-0.105982674256
ACH-000307,-0.193555538789
ACH-000308,-0.023622989306200003
ACH-000310,-0.2831510323
ACH-000311,-0.128743835076
ACH-000312,-0.140132398754
ACH-000315,0.107791101422
ACH-000316,-0.16113678507999998
ACH-000317,0.183237964069
ACH-000318,0.037265789169
ACH-000319,0.0861905363844
ACH-000320,-0.0831279735315
ACH-000322,-0.0910578737218
ACH-000323,-0.0498867587254
ACH-000324,-0.1221684678
ACH-000329,-0.22585331193000005
ACH-000330,-0.0196098666765
ACH-000331,-0.011280884199299998
ACH-000332,-0.0494569188165
ACH-000334,0.13502332096
ACH-000335,0.0409518742523
ACH-000336,0.12199110893899999
ACH-000337,-0.166545384425
ACH-000339,-0.050026831190999994
ACH-000341,-0.18649913389400002
ACH-000348,0.062348732440400005
ACH-000350,-0.0953096211785
ACH-000352,0.0936146299948
ACH-000356,-0.46539956889600004
ACH-000361,0.15605948228299998
ACH-000362,-0.182227594473
ACH-000363,-0.033831654950099994
ACH-000364,-0.0733700413185
ACH-000365,0.116645724442
ACH-000366,-0.155714823225
ACH-000368,-0.0852006396667
ACH-000374,-0.04369338001780001
ACH-000375,-0.0751747741334
ACH-000376,-0.0462128699242
ACH-000381,-0.180949398736
ACH-000383,-0.0750090762677
ACH-000387,-0.006989635816899999
ACH-000389,-0.303163110814
ACH-000390,0.0053278612378199995
ACH-000393,-0.0492277670555
ACH-000395,-0.24028467924199998
ACH-000397,0.0444921188579
ACH-000401,0.228250240955
ACH-000402,-0.0832416706706
ACH-000403,-0.169008399408
ACH-000404,0.234014169986
ACH-000406,-0.135307858532
ACH-000407,-0.0651202057504
ACH-000408,-0.207391510223
ACH-000410,-0.0948848942299
ACH-000411,0.138535155793
ACH-000414,-0.122393292072
ACH-000415,-0.0125051625067
ACH-000416,-0.0445653786397
ACH-000420,-0.0578435739994
ACH-000421,-0.05279924019230001
ACH-000424,-0.0106045368371
ACH-000425,-0.0895298863862
ACH-000426,-0.208453287258
ACH-000427,-0.150660662578
ACH-000433,-0.158593655595
ACH-000436,0.146947723096
ACH-000444,-0.202030151685
ACH-000445,0.116862246561
ACH-000448,-0.188643556085
ACH-000450,-0.138854761702
ACH-000452,-0.212772826783
ACH-000454,0.0297164794696
ACH-000458,-0.08623820579769999
ACH-000459,0.255928221164
ACH-000460,-0.21141062994399998
ACH-000461,-0.11602746559699999
ACH-000463,-0.16235926380000001
ACH-000464,-0.0321313105164
ACH-000466,0.0385546733806
ACH-000467,-0.034237431049200004
ACH-000468,-0.00254380868151
ACH-000469,-0.0179609291214
ACH-000470,-0.247792094461
ACH-000471,-0.151207192627
ACH-000472,0.0495214758756
ACH-000473,0.102282526561
ACH-000475,0.0225039305935
ACH-000476,-0.437261321958
ACH-000477,0.131830475961
ACH-000480,0.24789384966699998
ACH-000481,0.0767120293182
ACH-000483,0.0945996802409
ACH-000484,-0.452918865521
ACH-000485,-0.0291182142392
ACH-000486,-0.129281964423
ACH-000487,0.11795266235600001
ACH-000488,0.0315327972307
ACH-000490,-0.286617415024
ACH-000491,-0.10519572729599999
ACH-000495,-0.027451047744
ACH-000496,-0.05448662680980001
ACH-000499,0.348978011066
ACH-000500,0.126153878654
ACH-000502,-0.126205689778
ACH-000503,-0.180023342601
ACH-000505,0.148948984007
ACH-000507,0.123315317906
ACH-000510,-0.163824355681
ACH-000511,0.0021165951661700003
ACH-000512,-0.259867864458
ACH-000516,0.10870193042099999
ACH-000517,-0.0624438133276
ACH-000518,-0.25000022823199997
ACH-000520,-0.0831918802023
ACH-000521,-0.005046390917029999
ACH-000522,-0.10323891552100001
ACH-000524,-0.110893413464
ACH-000527,0.0409737238841
ACH-000528,-0.0288705191926
ACH-000537,-0.056840071212099996
ACH-000541,-0.263605166732
ACH-000542,-0.000301909539379
ACH-000544,0.0286314817155
ACH-000545,-0.12834046446
ACH-000547,-0.189900271131
ACH-000548,0.22036019658000003
ACH-000549,-0.027408317700799996
ACH-000550,-0.27363959975200003
ACH-000552,0.14678684801
ACH-000556,0.0569407509528
ACH-000557,0.0036715227187499996
