,FRAS1 (80144)
ACH-000004,0.255726512554
ACH-000007,0.312697610909
ACH-000009,0.169908224362
ACH-000011,0.150794763259
ACH-000012,0.110002642283
ACH-000013,0.21137921588199998
ACH-000014,0.190798563061
ACH-000015,0.21342710125999997
ACH-000017,0.289402678656
ACH-000018,-0.097284219448
ACH-000019,0.36079246030199996
ACH-000021,0.026569692376
ACH-000022,0.12883938965299999
ACH-000025,0.180216243479
ACH-000028,0.142449225584
ACH-000030,0.117573253711
ACH-000035,0.0223165400264
ACH-000036,0.192066926949
ACH-000037,0.247639161767
ACH-000039,0.139925436195
ACH-000040,0.311009543803
ACH-000041,-0.100860565183
ACH-000042,0.0913668465296
ACH-000045,0.27317981122699997
ACH-000047,0.22895028127099998
ACH-000052,0.144191874428
ACH-000053,0.13566816522
ACH-000054,0.152929328862
ACH-000055,0.104778293706
ACH-000060,0.20772218716899998
ACH-000067,0.20367051525
ACH-000070,-0.0988729611977
ACH-000075,0.175244412364
ACH-000078,0.302629096019
ACH-000082,0.262955053079
ACH-000085,0.13911582880999998
ACH-000086,0.229585066292
ACH-000087,0.12053021533700001
ACH-000092,0.182623993733
ACH-000095,0.0786680096373
ACH-000097,0.12355132677200001
ACH-000098,0.07026529659570001
ACH-000099,0.27859242574
ACH-000108,-0.014483285826999998
ACH-000113,0.303184609109
ACH-000115,0.29844604588
ACH-000116,0.17921852374299999
ACH-000118,0.141263477324
ACH-000120,0.273854635931
ACH-000123,0.115121768516
ACH-000127,0.21154596040999998
ACH-000128,0.224655362357
ACH-000132,0.188023394122
ACH-000133,0.165581399294
ACH-000137,0.246250707337
ACH-000138,0.298399635123
ACH-000142,0.158236343639
ACH-000143,0.246729074047
ACH-000146,0.177199611636
ACH-000148,0.152829487258
ACH-000150,0.0400322452842
ACH-000152,0.142842601599
ACH-000153,0.0564153357524
ACH-000159,0.15477177377999998
ACH-000160,-0.0380347228221
ACH-000163,0.011223858671600001
ACH-000167,0.120119597413
ACH-000168,0.294592648877
ACH-000169,0.12772376313
ACH-000178,0.194682346444
ACH-000182,0.106039800514
ACH-000183,0.09183777780310001
ACH-000188,0.174724647242
ACH-000189,-0.0828641548905
ACH-000190,0.3922949673800001
ACH-000198,0.16801021512400002
ACH-000204,-0.0240790786012
ACH-000206,0.0212201364643
ACH-000207,0.299943313349
ACH-000211,0.22364914426999996
ACH-000215,0.12057290159600001
ACH-000221,0.18415980881900001
ACH-000222,-0.0036779565352
ACH-000223,0.280872882982
ACH-000226,0.257350746768
ACH-000227,0.384595060012
ACH-000228,0.08499465113949999
ACH-000231,0.141608197744
ACH-000232,0.09896340384260001
ACH-000233,0.158367610859
ACH-000234,0.17584129505899998
ACH-000235,0.215606331131
ACH-000237,0.0937401474935
ACH-000238,0.319081524395
ACH-000243,0.0857210012055
ACH-000244,0.270077970404
ACH-000246,0.165365350575
ACH-000248,-0.014843688369499999
ACH-000250,0.19514577984099998
ACH-000251,0.34944142861500005
ACH-000253,0.188361434008
ACH-000255,0.22013492924699998
ACH-000256,0.127881885964
ACH-000257,0.08142134097510001
ACH-000258,0.12848108184
ACH-000259,0.144710980614
ACH-000260,0.167696100896
ACH-000261,0.242472613253
ACH-000262,0.07188773627789999
ACH-000263,0.382394467354
ACH-000264,0.09949266750789999
ACH-000265,0.0772800740175
ACH-000266,0.08954979828410002
ACH-000272,-0.004093041559989999
ACH-000273,0.221270777428
ACH-000274,0.238034301182
ACH-000277,0.25914825567600003
ACH-000278,0.137667321469
ACH-000279,0.16451516615800002
ACH-000280,0.0779978007103
ACH-000281,-0.0192653415484
ACH-000288,0.0898388360509
ACH-000291,0.18793968828899998
ACH-000293,0.040926904658
ACH-000294,0.138209392556
ACH-000295,0.20386639069200002
ACH-000296,0.137492026663
ACH-000302,0.15521157780300002
ACH-000304,0.328763034519
ACH-000307,0.075768153407
ACH-000308,0.1933319221
ACH-000310,-0.00750056423298
ACH-000311,0.0128915854843
ACH-000312,0.12007892969799999
ACH-000315,0.19545145373199999
ACH-000316,0.0327156172499
ACH-000317,-0.09731282999600001
ACH-000318,0.149830430415
ACH-000319,0.25316636198000003
ACH-000320,-0.12530936856799998
ACH-000322,0.100663756459
ACH-000323,0.0779184437557
ACH-000324,0.114422459669
ACH-000329,0.13540967577500002
ACH-000330,0.148673509654
ACH-000331,0.28371464069
ACH-000332,0.10079006734200001
ACH-000334,0.12780910384400002
ACH-000335,0.10471912422900001
ACH-000336,0.337760781443
ACH-000337,0.286623649562
ACH-000339,0.21444041583
ACH-000341,0.150305803615
ACH-000348,0.160341773813
ACH-000350,0.27520321002
ACH-000352,0.152949678045
ACH-000356,0.202460046117
ACH-000361,0.16316585767300001
ACH-000362,0.20305620644900002
ACH-000363,0.22900063224800002
ACH-000364,0.12866146042
ACH-000365,0.148221097589
ACH-000366,0.108130982873
ACH-000368,0.200917745387
ACH-000374,0.111816861936
ACH-000375,0.17354970770999997
ACH-000376,0.179728430704
ACH-000381,0.258201178087
ACH-000383,0.23333154025400002
ACH-000387,0.06803298205569999
ACH-000389,0.35661427697400006
ACH-000390,0.173429371791
ACH-000393,0.257489589969
ACH-000395,0.164845722645
ACH-000397,0.183270233574
ACH-000401,-0.0834310925203
ACH-000402,0.294092342733
ACH-000403,0.268159729653
ACH-000404,0.46251670159599995
ACH-000406,0.17690551233899998
ACH-000407,0.158743344332
ACH-000408,0.18147790217300003
ACH-000410,0.163311446917
ACH-000411,0.260950802819
ACH-000414,0.117435347233
ACH-000415,0.0748852588993
ACH-000416,0.15426730579000003
ACH-000420,0.300447303208
ACH-000421,0.22035821489500002
ACH-000424,0.278714999588
