,PTPRM (5797)
ACH-000004,0.0637188646402
ACH-000007,-0.12163618110300001
ACH-000009,-0.186177633449
ACH-000011,-0.0938638309499
ACH-000012,-0.10319141515699999
ACH-000013,0.00147709253864
ACH-000014,-0.135012907824
ACH-000015,-0.012258204129999999
ACH-000017,-0.146845731442
ACH-000018,0.143300464679
ACH-000019,-0.164361360744
ACH-000021,-0.0962679420954
ACH-000022,-0.134136104156
ACH-000025,0.12597296085100002
ACH-000028,-0.189614301342
ACH-000030,-0.0366387571277
ACH-000035,-0.138746048471
ACH-000036,-0.08112751175510001
ACH-000037,-0.223866364258
ACH-000039,-0.118513310122
ACH-000040,-0.10770267601
ACH-000041,-0.105468464077
ACH-000042,-0.160384883069
ACH-000045,-0.129893458773
ACH-000047,-0.00795052606195
ACH-000052,-0.172310546959
ACH-000053,0.00236585882621
ACH-000054,-0.0671100221566
ACH-000055,-0.038230365567999997
ACH-000060,0.0129336074083
ACH-000067,-0.0839581891767
ACH-000070,-0.164766567499
ACH-000075,0.0405542047987
ACH-000078,-0.087671757763
ACH-000082,-0.023675386313800003
ACH-000085,0.07254613076069999
ACH-000086,-0.0403622156666
ACH-000087,0.0429662942622
ACH-000092,-0.057255228500600004
ACH-000095,-0.0849839192137
ACH-000097,-0.123189504156
ACH-000098,-0.0245147597652
ACH-000099,-0.14697394837000002
ACH-000108,-0.174813550096
ACH-000113,-0.10337087335799999
ACH-000115,-0.0889384982969
ACH-000116,-0.08692163137939998
ACH-000118,-0.0456318697192
ACH-000120,-0.0543524961214
ACH-000123,-0.0250456007986
ACH-000127,-0.125562165516
ACH-000128,-0.11872127249000002
ACH-000132,-0.107685283343
ACH-000133,-0.014387778801
ACH-000137,-0.130211466805
ACH-000138,-0.21943846577599999
ACH-000142,-0.145514229754
ACH-000143,-0.07299084111589998
ACH-000146,-0.0292969623153
ACH-000148,-0.10112049849199999
ACH-000150,-0.282947631629
ACH-000152,-0.0796409531867
ACH-000153,0.060174182123499995
ACH-000159,-0.159645709172
ACH-000160,-0.08236545608950001
ACH-000163,-0.00805520714285
ACH-000167,0.0221466351363
ACH-000168,0.0312654188035
ACH-000169,-0.0037426277639499997
ACH-000178,-0.13395747110099998
ACH-000182,-0.0783410371753
ACH-000183,0.0637163736659
ACH-000188,-0.043691220599800004
ACH-000189,-0.262288708887
ACH-000190,-0.0650918461072
ACH-000198,-0.07352907254689998
ACH-000204,0.111452910118
