,PAFAH2 (5051)
ACH-000004,0.0068057354576100005
ACH-000007,0.227138632234
ACH-000009,0.0950544451638
ACH-000011,0.189206750904
ACH-000012,0.0682040775581
ACH-000013,-0.0461258043097
ACH-000014,0.0042311413936
ACH-000015,0.09418204398119999
ACH-000017,0.14547667957000002
ACH-000018,0.162402628604
ACH-000019,0.169055303977
ACH-000021,0.104001018801
ACH-000022,-0.0631951583289
ACH-000025,0.0538170433226
ACH-000028,0.125044937775
ACH-000030,0.0213443668535
ACH-000035,-0.07163893507760001
ACH-000036,0.08270324164760001
ACH-000037,-0.0013554969797899999
ACH-000039,0.123197914247
ACH-000040,-0.09396608412350001
ACH-000041,-0.0185462130447
ACH-000042,0.129462882982
ACH-000045,-0.040725714048900005
ACH-000047,0.156521686416
ACH-000052,0.0480173520849
ACH-000053,0.103181914632
ACH-000054,0.11163050297299999
ACH-000055,0.08066750258989999
ACH-000060,-0.00431601033153
ACH-000067,0.110620321956
ACH-000070,0.200158065961
ACH-000075,0.11058633441099999
ACH-000078,0.134810857424
ACH-000082,0.0453922572531
ACH-000085,-0.112529913786
ACH-000086,0.038931011750300004
ACH-000087,0.058162846253899995
ACH-000092,-0.090934012354
ACH-000095,0.00998793062811
ACH-000097,0.09176521461100001
ACH-000098,0.175721427948
ACH-000099,0.04700161684259999
ACH-000108,0.0685676525918
ACH-000113,0.0972506811252
ACH-000115,-0.058023561648
ACH-000116,0.0431456324116
ACH-000118,0.148057483767
ACH-000120,0.00731011888134
ACH-000123,0.267340306006
ACH-000127,0.149228231209
ACH-000128,-0.0488471451601
ACH-000132,0.032413138311400004
ACH-000133,0.0957825355466
ACH-000137,0.0074094664386299995
ACH-000138,0.11864764596699999
ACH-000142,-0.00738071888111
ACH-000143,0.17531066233800002
ACH-000146,0.151491977832
ACH-000148,-0.00442595035591
ACH-000150,-0.296471022266
ACH-000152,0.283885334742
ACH-000153,0.223029950541
ACH-000159,0.0442236234989
ACH-000160,0.0354725364414
ACH-000163,0.18491833836599997
ACH-000167,0.407583379678
ACH-000168,-0.141037449418
ACH-000169,0.00383648701579
ACH-000178,0.114473614678
ACH-000182,0.0067786504866000005
ACH-000183,0.08139047734410002
ACH-000188,0.0446804910525
ACH-000189,-0.11679018102399999
ACH-000190,0.23050422250799998
ACH-000198,-0.102666408578
ACH-000204,-0.027342172656799998
ACH-000206,0.281612239166
ACH-000207,0.0605609845354
ACH-000211,0.106900765055
ACH-000215,0.044897088530900006
ACH-000221,-0.040870337315000005
