,FNBP1L (54874)
ACH-000004,-0.0517685804923
ACH-000007,0.323063231164
ACH-000009,-0.0409718643995
ACH-000011,-0.00620402913937
ACH-000012,0.0716158036218
ACH-000013,0.0103339362079
ACH-000014,0.00609781005372
ACH-000015,-0.09579407612469999
ACH-000017,0.0731802966226
ACH-000018,0.0340959319913
ACH-000019,-0.0020410520600599997
ACH-000021,0.0204067423034
ACH-000022,0.0268122177589
ACH-000025,0.117411519438
ACH-000028,-0.11776648813400001
ACH-000030,0.0333534310021
ACH-000035,-0.173778349362
ACH-000036,0.20423897245
ACH-000037,0.130836514284
ACH-000039,0.156979241711
ACH-000040,0.178456492789
ACH-000041,0.0853524199457
ACH-000042,0.0266629252179
ACH-000045,0.12015816571599999
ACH-000047,-0.0761579845001
ACH-000052,0.154707505331
ACH-000053,0.15049393164
ACH-000054,-0.0757918502266
ACH-000055,-0.107444366099
ACH-000060,-0.056720307632099995
ACH-000067,0.08102747880649999
ACH-000070,-0.0179722157767
ACH-000075,0.0732503925337
ACH-000078,0.08621378136989999
ACH-000082,-0.0120217918242
ACH-000085,-0.19045937160100002
ACH-000086,0.07096824491939999
ACH-000087,0.217933843963
ACH-000092,0.019335980059
ACH-000095,0.06888531789789999
ACH-000097,0.0008368146107819999
ACH-000098,-0.0332066332344
ACH-000099,0.059948604095599996
ACH-000108,0.012411727589
ACH-000113,-0.0130757663723
ACH-000115,0.27452538210099997
ACH-000116,0.19037490547000002
ACH-000118,-0.0207853308219
ACH-000120,0.09832524113980001
ACH-000123,0.026936502755400004
ACH-000127,0.148663056085
ACH-000128,0.0172130937629
ACH-000132,-0.107339570557
ACH-000133,-0.0863106993382
ACH-000137,0.102228234387
ACH-000138,0.0068602937284
ACH-000142,0.0248618198995
ACH-000143,0.176468049091
ACH-000146,0.139709663895
ACH-000148,0.037315505220599995
ACH-000150,0.110630037269
ACH-000152,0.006753707961450001
ACH-000153,-0.315247427124
ACH-000159,0.17421397493500002
ACH-000160,0.109026477096
ACH-000163,0.09262987675689999
ACH-000167,-0.0242786495567
ACH-000168,-0.0160798837833
ACH-000169,0.187325539429
ACH-000178,0.051447692255199996
ACH-000182,0.0557083973237
ACH-000183,-0.050878325150499996
ACH-000188,-0.0443134083145
ACH-000189,-0.109575227116
ACH-000190,0.0672517638339
ACH-000198,0.172965474877
ACH-000204,0.0939244483635
ACH-000206,0.268895881458
ACH-000207,-0.416610908387
ACH-000211,0.20057840591899997
ACH-000215,-0.105511140833
ACH-000221,0.013754843483
ACH-000222,0.392833517714
ACH-000223,0.142711960088
ACH-000226,-0.0784188353241
ACH-000227,-0.08130183299060001
ACH-000228,0.0385120602771
ACH-000231,-0.025374308482400004
ACH-000232,0.097848307103
ACH-000233,-0.0386371069405
ACH-000234,0.42870483221999994
ACH-000235,-0.032182268557599994
ACH-000237,0.154413447209
ACH-000238,-0.07688385392310002
ACH-000243,-0.006970225488050001
ACH-000244,0.12948907537
ACH-000246,0.143482567608
ACH-000248,0.386507250911
ACH-000250,0.0445343861446
ACH-000251,-0.188121884935
ACH-000253,0.125711765549
ACH-000255,-0.11718971375800001
ACH-000256,-0.129118489657
ACH-000257,0.020225826101599998
ACH-000258,0.189601332742
ACH-000259,-0.008691550012729999
ACH-000260,0.10215331079600001
ACH-000261,0.038662062469599995
ACH-000262,-0.225337758627
ACH-000263,0.0989154510915
ACH-000264,-0.0502405355342
ACH-000265,0.0125975961534
ACH-000266,0.0514394583571
ACH-000272,0.15173141161599998
ACH-000273,-0.020581322963000002
ACH-000274,0.015199723024200001
ACH-000277,-0.0482359286285
ACH-000278,0.20406243638
ACH-000279,0.1849105873
ACH-000280,0.09760017173499999
ACH-000281,0.129332144253
ACH-000288,-0.0340236916128
ACH-000291,0.147345858163
