,SIGLECL1 (284369)
ACH-000004,0.14620451704600002
ACH-000007,-0.16956699735800002
ACH-000009,0.0277744654281
ACH-000011,0.00119209978512
ACH-000012,0.0752987951971
ACH-000013,-0.09573134097960001
ACH-000014,-0.0460679637923
ACH-000015,-0.09065527753519999
ACH-000017,0.0956960013163
ACH-000018,0.0975058192197
ACH-000019,0.049840427668399995
ACH-000021,0.090225959799
ACH-000022,-0.072915956558
ACH-000025,-0.046944684698099995
ACH-000028,-0.0117805364882
ACH-000030,-0.00900754313646
ACH-000035,0.0247881969458
ACH-000036,-0.0035724390005300003
ACH-000037,-0.00914650368563
ACH-000039,-0.0689524757163
ACH-000040,0.102247805429
ACH-000041,-0.0103672910386
ACH-000042,-0.0195693914235
ACH-000045,-0.06569076283599999
ACH-000047,-0.120550193296
ACH-000052,0.07908467746730001
ACH-000053,0.014813896023
ACH-000054,0.151981295023
ACH-000055,-0.191354453332
ACH-000060,0.209504504919
ACH-000067,0.136943374571
ACH-000070,0.045908093880300004
ACH-000075,0.0758815299471
ACH-000078,0.26443940170499997
ACH-000082,-0.0280408961796
ACH-000085,0.306887732804
ACH-000086,-0.05841806518619999
ACH-000087,-0.10478461970200001
ACH-000092,0.08406746373019999
ACH-000095,0.0307921554556
ACH-000097,0.0521492889002
ACH-000098,-0.014947810445299999
ACH-000099,-0.0203254796322
ACH-000108,0.000579438670061
ACH-000113,-0.149514696274
ACH-000115,-0.212814590966
ACH-000116,0.139822280049
ACH-000118,-0.0366126764074
ACH-000120,0.03914576740819999
ACH-000123,-0.04475463865069999
ACH-000127,0.0347409028848
ACH-000128,0.0528035834013
ACH-000132,0.235204855073
ACH-000133,0.0415850665049
ACH-000137,-0.20901146393699999
ACH-000138,-0.0750282828897
ACH-000142,-0.00278137270342
ACH-000143,0.00515765868314
ACH-000146,0.0345737454124
ACH-000148,0.029659379131499998
ACH-000150,0.0918913917882
ACH-000152,0.0127814782359
ACH-000153,-0.0179929496121
ACH-000159,0.024065916694700002
ACH-000160,0.0806574945555
ACH-000163,0.18024815577599998
ACH-000167,-0.10975248837000001
ACH-000168,-0.0650479128256
ACH-000169,0.00997251352768
ACH-000178,0.005427720945069999
ACH-000182,0.160716274607
ACH-000183,0.12043020724600001
ACH-000188,0.0825175520387
ACH-000189,0.0121492567282
ACH-000190,-0.222959158781
ACH-000198,0.18036546410100002
ACH-000204,0.135276802073
ACH-000206,0.153267417468
ACH-000207,-0.106702458989
ACH-000211,-0.014459104766500001
ACH-000215,0.145364360484
ACH-000221,-0.161952415888
ACH-000222,0.210478410696
ACH-000223,0.136771857768
ACH-000226,0.020001841031099997
ACH-000227,0.17689759682599998
ACH-000228,0.17815926438700003
ACH-000231,-0.022807583464
ACH-000232,0.0303193624154
ACH-000233,0.07619540967260001
ACH-000234,0.0102197084322
ACH-000235,0.004462734540539999
ACH-000237,0.200100870689
ACH-000238,0.137552171249
ACH-000243,0.10892252091099999
ACH-000244,0.023532022598700002
ACH-000246,0.0877308741406
ACH-000248,0.23588541914500002
ACH-000250,-0.024947812708400005
ACH-000251,-0.213393870554
ACH-000253,0.0623481157003
ACH-000255,-0.0245551060436
ACH-000256,0.134662805366
ACH-000257,0.100505331392
ACH-000258,0.158836517741
ACH-000259,0.0670675181829
ACH-000260,0.0788692488131
ACH-000261,-0.0423842499785
ACH-000262,0.04591890322909999
ACH-000263,0.09328285215870001
ACH-000264,0.0686418091979
ACH-000265,-0.126606900151
ACH-000266,0.054342292172800004
ACH-000272,0.142284576893
ACH-000273,0.084371183327
ACH-000274,0.100640847646
ACH-000277,0.12410917393200001
ACH-000278,0.15379931326500001
