,LRPPRC (10128)
ACH-000004,-0.594969006216
ACH-000007,-0.941946988314
ACH-000009,-0.551226254515
ACH-000011,-0.17713578130999996
ACH-000012,-0.768466367199
ACH-000013,-1.08805467179
ACH-000014,-0.5785493411899999
ACH-000015,-0.985965004017
ACH-000017,-0.580493719865
ACH-000018,-0.695048459172
ACH-000019,-1.17837301169
ACH-000021,-0.600199286245
ACH-000022,-0.8973184146940001
ACH-000025,-0.753893835044
ACH-000028,-1.24951894984
ACH-000030,-0.538329154726
ACH-000035,-1.1595131732200001
ACH-000036,-0.27478047739399997
ACH-000037,-0.791730002738
ACH-000039,-0.835172443679
ACH-000040,-0.384145033091
ACH-000041,-0.498851534572
ACH-000042,-0.784193855452
ACH-000045,-0.7516811741760001
ACH-000047,-0.9692733082200001
ACH-000052,-0.637205765076
ACH-000053,-0.572399518313
ACH-000054,-1.05546137566
ACH-000055,-1.00828693476
ACH-000060,-0.668365853244
ACH-000067,-0.64281950084
ACH-000070,-0.671712282974
ACH-000075,-0.45105856918000004
ACH-000078,-0.6711502603730001
ACH-000082,-0.556289823122
ACH-000085,-0.715970407218
ACH-000086,-1.05871084776
ACH-000087,-1.0082919934299999
ACH-000092,-0.670034894214
ACH-000095,-0.417310479842
ACH-000097,-0.644073904342
ACH-000098,-0.615278024458
ACH-000099,-0.760823547877
ACH-000108,-0.54382316908
ACH-000113,-1.29603412022
ACH-000115,-0.502349605859
ACH-000116,-0.960844512306
ACH-000118,-1.0881330103
ACH-000120,-0.330171340856
ACH-000123,-0.7845812813040001
ACH-000127,-0.9281069347769999
ACH-000128,-0.9125509538359999
ACH-000132,-0.649307543007
ACH-000133,-0.9671618366060001
ACH-000137,-0.672069863344
ACH-000138,-0.686909292174
ACH-000142,-0.7459166562180001
ACH-000143,-0.68197782301
ACH-000146,-0.924566079816
ACH-000148,-1.04277963522
ACH-000150,-0.822844329869
ACH-000152,-0.7544896321879999
ACH-000153,-1.3939219659399997
ACH-000159,-0.5191910654290001
ACH-000160,-1.1429504565100002
ACH-000163,-0.596602531675
ACH-000167,-0.379733496615
ACH-000168,-0.458665731542
ACH-000169,-0.6894165386579999
ACH-000178,-0.905539708402
ACH-000182,-1.0996865116799999
ACH-000183,-0.936905264138
ACH-000188,-0.874790566051
ACH-000189,-0.38238367397100004
ACH-000190,-1.09726309005
ACH-000198,-0.542482830585
ACH-000204,-1.0253804024600002
ACH-000206,-1.00245608261
ACH-000207,-1.05691453198
ACH-000211,-0.6795156016830001
ACH-000215,-0.943089297543
ACH-000221,-1.28441047782
ACH-000222,-0.463298818993
ACH-000223,-0.968934563613
ACH-000226,-0.609543274414
ACH-000227,-0.551883111668
ACH-000228,-0.694216385561
ACH-000231,-0.6935327688390001
ACH-000232,-0.8842534670819999
ACH-000233,-0.677446516675
ACH-000234,-0.352182917481
ACH-000235,-0.537778287267
ACH-000237,-0.372412512222
ACH-000238,-0.904157050439
ACH-000243,-0.597520522408
ACH-000244,-0.650753080163
ACH-000246,-0.8667651042669999
ACH-000248,-0.8470093336419999
ACH-000250,-0.367715288865
ACH-000251,-0.986832858425
ACH-000253,-0.6733359958230001
ACH-000255,-0.6751293919689999
ACH-000256,-0.8845848841349999
ACH-000257,-1.11588077341
ACH-000258,-0.40658241978500004
ACH-000259,-0.9338960019850001
ACH-000260,-0.56304584523
ACH-000261,-0.612547858666
ACH-000262,-0.4847434512899999
ACH-000263,-0.8141419460420001
ACH-000264,-0.73043902941
ACH-000265,-1.0090180077600002
ACH-000266,-0.409121438086
ACH-000272,-0.541148578485
ACH-000273,-0.633568610912
ACH-000274,-0.737741305042
ACH-000277,-0.8775259869900001
ACH-000278,-0.458052432444
ACH-000279,-0.9194166865629999
ACH-000280,-0.7363248700749999
ACH-000281,-0.781045004189
ACH-000288,-0.828563849997
ACH-000291,-0.8167568223010001
ACH-000293,-0.858647962291
ACH-000294,-0.65511811828
ACH-000295,-1.05360409657
ACH-000296,-0.601698661755
ACH-000302,-0.8883722094650001
ACH-000304,-1.17966693081
ACH-000307,-0.585784436388
ACH-000308,-0.785200097986
ACH-000310,-0.551310404716
ACH-000311,-0.582875715518
ACH-000312,-0.9410013795659999
ACH-000315,-0.9113439571619999
ACH-000316,-0.658895162349
ACH-000317,-1.39087472479
ACH-000318,-0.601379331294
ACH-000319,-0.694382520915
ACH-000320,-0.7122379336069999
ACH-000322,-0.9136502260510001
ACH-000323,-0.9931708293089999
ACH-000324,-0.371032733801
ACH-000329,-0.959216929461
ACH-000330,-1.25815735085
ACH-000331,-0.706041507499
ACH-000332,-0.408038510058
ACH-000334,-0.683526968309
ACH-000335,-0.958622035028
ACH-000336,-0.781205059498
ACH-000337,-0.998385128186
ACH-000339,-0.6248662470399999
ACH-000341,-0.623955689132
ACH-000348,-0.647507630923
ACH-000350,-0.909091264876
ACH-000352,-0.7623143211910001
ACH-000356,-1.1187664876299999
ACH-000361,-0.395215904129
ACH-000362,-0.497867607439
ACH-000363,-0.749644321061
ACH-000364,-1.08617362045
ACH-000365,-0.9250850759170001
ACH-000366,-0.527990689848
ACH-000368,-0.6004316275689999
ACH-000374,-1.0812724667
ACH-000375,-0.722201842921
ACH-000376,-1.3106550036799998
ACH-000381,-0.628903797765
ACH-000383,-0.8104820112450001
ACH-000387,-0.7562896740780001
ACH-000389,-0.210040235062
ACH-000390,-0.776807091951
ACH-000393,-0.470667914412
ACH-000395,-0.606677929137
ACH-000397,-0.417784448366
ACH-000401,-0.9439980457580001
ACH-000402,-1.0947646455
ACH-000403,-0.669779767071
ACH-000404,-0.7718872811669999
ACH-000406,-0.9406595370440001
ACH-000407,-0.826206433214
ACH-000408,-0.9065270468350001
ACH-000410,-0.853900545003
ACH-000411,-0.22292665299800002
ACH-000414,-0.9716865127050001
ACH-000415,-0.867112998373
ACH-000416,-0.731091322632
ACH-000420,-0.789611962516
ACH-000421,-0.681495583718
ACH-000424,-0.857233340385
ACH-000425,-0.634826451789
ACH-000426,-0.538517838537
ACH-000427,-0.8493757043729999
ACH-000433,-0.46935802291199996
ACH-000436,-0.345672718151
ACH-000444,-0.652436066972
ACH-000445,-0.516749521214
ACH-000448,-0.383933109544
ACH-000450,-1.20033794756
ACH-000452,-0.649254146914
ACH-000454,-1.38848713458
ACH-000458,-1.04318779355
ACH-000459,-1.8613175304599998
ACH-000460,-0.593416887103
ACH-000461,-1.2517237664299998
ACH-000463,-0.392054815058
ACH-000464,-0.650244684174
ACH-000466,-0.641932095731
ACH-000467,-0.950173404087
ACH-000468,-0.565609028181
ACH-000469,-1.0961641229
ACH-000470,-0.579610687052
ACH-000471,-0.475201880197
ACH-000472,-0.611446501272
ACH-000473,-0.740326525199
ACH-000475,-0.8527685775120001
ACH-000476,-0.9294178811700001
ACH-000477,-0.941752129341
ACH-000480,-1.02148859996
ACH-000481,-0.65249736628
ACH-000483,-1.1126495929
ACH-000484,-0.396603687184
ACH-000485,-0.602804689091
ACH-000486,-0.7511644764450001
ACH-000487,-0.8975303225769999
ACH-000488,-1.07750904451
ACH-000490,-0.6878043743009999
ACH-000491,-1.14165105888
ACH-000495,-0.35057722141599995
ACH-000496,-0.634553511144
ACH-000499,-0.896953429388
ACH-000500,-0.179817376402
ACH-000502,-0.325823338804
ACH-000503,-0.9237947863760001
ACH-000505,-0.540682527189
ACH-000507,-0.9275486868889999
ACH-000510,-0.812910878977
ACH-000511,-0.6800562841779999
ACH-000512,-0.966277653231
ACH-000516,-0.531558635446
ACH-000517,-0.5611714473080001
ACH-000518,-0.870775180744
ACH-000520,-0.38547646707500005
ACH-000521,-0.613691019598
ACH-000522,-0.933941497484
ACH-000524,-0.8212744365029999
ACH-000527,-0.779257181963
ACH-000528,-0.993627556473
ACH-000537,-0.737882360901
ACH-000541,-0.400874007365
ACH-000542,-0.361611652279
ACH-000544,-0.7792429045720001
ACH-000545,-0.711117409146
ACH-000547,-1.36047050485
ACH-000548,-0.411869970346
ACH-000549,-0.917716711429
ACH-000550,-0.449803374852
ACH-000552,-1.1069161385
ACH-000556,-0.91640375362
ACH-000557,-0.633694536366
ACH-000570,-0.668739726165
ACH-000571,-0.527320909641
ACH-000573,-0.8452271244760001
ACH-000576,-0.317556513741
ACH-000580,-0.7639755910029999
ACH-000584,-0.9194744585819999
ACH-000585,-0.586910218503
ACH-000588,-1.01111928839
ACH-000589,-1.3334854712200002
ACH-000591,-0.7870941205740001
ACH-000593,-0.8717026219499999
ACH-000600,-0.910182497861
ACH-000601,-0.8763902732619999
ACH-000604,-1.6020397772
ACH-000605,-0.9043291321879999
ACH-000606,-0.832484725509
ACH-000608,-0.641297350792
ACH-000614,-1.42826977671
ACH-000616,-0.9585374579029999
ACH-000618,-1.2324157948799999
ACH-000619,-0.803895753485
ACH-000620,-0.8938119498360001
ACH-000621,-0.7430683086319999
ACH-000622,-0.468550813538
ACH-000623,-0.7929103870469999
ACH-000624,-0.631140794782
ACH-000627,-0.643952921012
ACH-000630,-0.963118918019
ACH-000632,-0.8115978957019999
ACH-000633,-1.69932428231
ACH-000637,-0.743769419549
ACH-000638,-0.775836535161
ACH-000646,-0.899532416964
ACH-000647,-0.8567962471539999
ACH-000648,-0.8790440438200001
ACH-000649,-0.44601257692699997
ACH-000651,-1.1845179268100001
ACH-000652,-0.7913616860930001
ACH-000653,-1.09070000579
ACH-000657,-0.8736623595849999
ACH-000658,-1.05790749293
ACH-000661,-0.9063178285179999
ACH-000662,-0.942017633418
ACH-000663,-0.524835264595
ACH-000665,-0.661866775973
ACH-000671,-1.2514011250100001
ACH-000673,-0.42119173835999996
ACH-000676,-1.06684699901
ACH-000677,-1.6693217939200002
ACH-000681,-0.795059035827
ACH-000682,-0.788278556532
ACH-000683,-1.22302208776
ACH-000684,-0.552960491286
ACH-000688,-0.773868718611
ACH-000693,-0.864299333817
ACH-000694,-1.18195538634
ACH-000695,-0.7249613224349999
ACH-000696,-0.8710671039740001
ACH-000697,-1.0416785187200002
ACH-000699,-0.776022851021
ACH-000701,-0.9239567803759999
ACH-000706,-1.1757281182
ACH-000711,-0.418206870071
ACH-000713,-0.930034067087
ACH-000714,-0.320079261582
ACH-000718,-0.882827829612
ACH-000720,-0.806096638658
ACH-000721,-0.9165128679260001
ACH-000724,-0.913745632237
ACH-000725,-1.12004000222
ACH-000732,-0.994416897234
ACH-000734,-0.969687460349
ACH-000735,-0.595849221133
ACH-000736,-0.799972407745
ACH-000738,-1.2447092073000001
ACH-000746,-1.3611267272
ACH-000747,-1.0394919359700001
ACH-000748,-0.5578415543199999
ACH-000753,-1.09703380787
ACH-000756,-0.586272785084
ACH-000757,-1.1406190490500001
ACH-000758,-1.09877022306
ACH-000760,-0.7734646492139999
ACH-000763,-0.7648241951360001
ACH-000764,-0.9645672733570001
ACH-000765,-0.747055067453
ACH-000766,-0.5498998604290001
ACH-000767,-0.9140394499879999
ACH-000768,-0.8096719939270001
ACH-000769,-1.0540320903
ACH-000770,-0.643495044496
ACH-000771,-0.7193625615610001
ACH-000773,-0.582114810552
ACH-000776,-0.8104483108830001
ACH-000777,-0.623889751915
ACH-000778,-0.534963887219
ACH-000781,-0.739499696718
ACH-000782,-0.9333709319660001
