,LRPPRC (10128)
ACH-000783,-0.4936716426899999
ACH-000784,-1.12390161627
ACH-000785,-0.764970442322
ACH-000787,-0.902468481502
ACH-000788,-0.5525484592100001
ACH-000791,-0.5825724357500001
ACH-000792,-0.527890749908
ACH-000794,-0.601445294488
ACH-000796,-0.822041874547
ACH-000799,-0.524058676989
ACH-000800,-1.43083290817
ACH-000802,-0.783476129263
ACH-000804,-1.25122366078
ACH-000805,-0.9891634350499999
ACH-000809,-0.816541794892
ACH-000810,-0.725729067202
ACH-000811,-0.47650484183700004
ACH-000817,-0.8503746044399999
ACH-000819,-0.521703338103
ACH-000820,-0.9368078239700002
ACH-000821,-1.35167352664
ACH-000822,-0.898100002915
ACH-000823,-0.9887937062569999
ACH-000824,-0.521573051097
ACH-000827,-0.394815321951
ACH-000829,-0.5335239368460001
ACH-000831,-1.06034743291
ACH-000832,-0.774204417369
ACH-000833,-0.7772230465960001
ACH-000834,-1.1378337855
ACH-000835,-1.02739747578
ACH-000836,-0.683481955109
ACH-000837,-1.13168097757
ACH-000838,-0.325924830085
ACH-000839,-0.7049960702420001
ACH-000840,-0.993999990868
ACH-000841,-0.710633372959
ACH-000843,-1.06982867826
ACH-000846,-1.0420663758600002
ACH-000847,-1.08686553159
ACH-000848,-1.01151122339
ACH-000849,-0.702066105426
ACH-000851,-1.1048664160100001
ACH-000855,-1.37713964622
ACH-000856,-0.7891011491840001
ACH-000858,-1.06561633674
ACH-000859,-1.0315712809200002
ACH-000861,-0.963262079249
ACH-000862,-1.39024189345
ACH-000865,-0.6730703079260001
ACH-000866,-0.896142042655
ACH-000867,-0.536961865769
ACH-000869,-0.778171675213
ACH-000872,-1.00086134855
ACH-000873,-1.06727750525
ACH-000876,-1.7419954393900001
ACH-000878,-0.719107828956
ACH-000880,-0.8809807080040001
ACH-000881,-0.600596798574
ACH-000882,-0.747183397153
ACH-000884,-0.844222239706
ACH-000885,-1.16636031312
ACH-000887,-0.743448240669
ACH-000888,-0.8027211133200001
ACH-000889,-1.22950317861
ACH-000890,-0.273242917724
ACH-000896,-0.678249010713
ACH-000898,-0.922063993773
ACH-000900,-0.626358019029
ACH-000901,-0.641714645604
ACH-000905,-0.8291670442479999
ACH-000906,-0.9091339828749999
ACH-000907,-0.597043983488
ACH-000910,-1.3609083728600002
ACH-000911,-1.19062431483
ACH-000912,-0.5261072233780001
ACH-000913,-1.35836350518
ACH-000915,-1.14675162098
ACH-000916,-1.3112292372799998
ACH-000917,-0.722442394419
ACH-000921,-0.94275191876
ACH-000924,-1.2197389503
ACH-000926,-0.49014218873800003
ACH-000928,-0.865137858921
ACH-000929,-0.52791306231
ACH-000932,-1.19019482742
ACH-000935,-0.9970049535109999
ACH-000936,-1.18118315443
ACH-000937,-0.847415642871
ACH-000938,-0.877447884109
ACH-000939,-1.00351930679
ACH-000941,-0.921523423837
ACH-000943,-1.19620150889
ACH-000946,-0.7885439622310001
ACH-000947,-1.34899851348
ACH-000948,-0.817088849445
ACH-000950,-0.8621734090340001
ACH-000953,-0.634189718848
ACH-000957,-0.870963815274
ACH-000958,-0.6864652753389999
ACH-000960,-0.724217922022
ACH-000963,-0.8254242589659999
ACH-000968,-1.64221325507
ACH-000969,-1.1446469950799998
ACH-000973,-0.96980803124
ACH-000974,-0.606797880199
ACH-000975,-1.18198526178
ACH-000976,-0.13973088997400002
ACH-000978,-0.823930675151
ACH-000980,-1.21786220535
ACH-000984,-1.2269948547299998
ACH-000986,-0.955966790411
ACH-000988,-0.565012641713
ACH-000993,-0.342441380858
ACH-000994,-1.15151110575
ACH-000996,-0.34669247389799995
ACH-001001,-1.05761412198
ACH-001020,-0.520371169428
ACH-001028,-0.962251220244
ACH-001031,-0.740963397863
ACH-001038,-1.16366170081
ACH-001048,-0.7376578830930001
ACH-001050,-0.325091502437
ACH-001053,-0.83982923448
ACH-001054,-0.8254108284739999
ACH-001061,-0.870392656868
ACH-001067,-0.68742601242
ACH-001075,-0.391440465836
ACH-001096,-0.8730803913930001
ACH-001128,-0.614922956362
ACH-001134,-0.45245796990099996
ACH-001151,-0.35875265697
ACH-001163,-1.1336426596100002
ACH-001164,-0.942666426734
ACH-001173,-1.00462694216
ACH-001183,-0.347115737413
ACH-001184,-0.579210002978
ACH-001190,-0.739095472941
ACH-001192,-0.613928618573
ACH-001193,-0.708509847591
ACH-001196,-0.7540954506029999
ACH-001197,-0.632461705654
ACH-001205,-0.569117084217
ACH-001211,-0.7280485373119999
ACH-001212,-0.407470736035
ACH-001228,-0.768721181687
ACH-001232,-0.38924221572499995
ACH-001239,-0.928301288636
ACH-001274,-0.413484764109
ACH-001275,-0.7372401533580001
ACH-001277,-0.84513437388
ACH-001278,-1.00218954705
ACH-001280,-0.562184120469
ACH-001283,-0.8581868334180001
ACH-001289,-0.592407556651
ACH-001295,-0.18436812515999998
ACH-001300,-0.8955359974830001
ACH-001301,-0.470770722715
ACH-001302,-0.8117589730320001
ACH-001303,-0.639292329554
ACH-001306,-0.593414267863
ACH-001318,-1.14863865461
ACH-001322,-1.2054487573000001
ACH-001328,-0.91503673548
ACH-001332,-0.760892383792
ACH-001333,-0.860526867313
ACH-001336,-0.951450752865
ACH-001340,-0.38016023654299996
ACH-001346,-0.7272430789959999
ACH-001353,-0.410551067724
ACH-001354,-0.9898914959370001
ACH-001367,-0.80218388262
ACH-001368,-0.898079611494
ACH-001374,-0.719567521458
ACH-001375,-0.314098897364
ACH-001377,-0.988948125574
ACH-001380,-1.07762410741
ACH-001391,-0.323872196356
ACH-001407,-1.09022535707
ACH-001408,-0.470471640748
ACH-001413,-0.149122161346
ACH-001430,-0.803317299399
ACH-001431,-0.6878408996709999
ACH-001450,-1.20198460385
ACH-001496,-0.967833398225
ACH-001500,-1.30102641244
ACH-001521,-0.8734768530570001
ACH-001523,-1.0628752712
ACH-001532,-0.748091784679
ACH-001536,-0.524633465092
ACH-001550,-1.16580104233
ACH-001552,-0.304215488992
ACH-001554,-1.02354329925
ACH-001645,-0.596600711801
ACH-001654,-0.537581564191
ACH-001715,-0.553564616148
ACH-001735,-0.706897065676
ACH-001736,-0.9182317928799999
ACH-001737,-0.6174676953329999
ACH-001740,-0.499377980753
ACH-001745,-0.40616273850100004
ACH-001750,-0.7250724249320001
ACH-001765,-0.793553463604
ACH-001956,-0.282370870333
ACH-001957,-0.5345553844259999
