,PEX5L (51555)
ACH-000004,0.19259027613200003
ACH-000007,-0.16861358159
ACH-000009,0.0602913633373
ACH-000011,0.0802965077738
ACH-000012,0.07525705011889999
ACH-000013,0.14772859684599998
ACH-000014,-0.105163324022
ACH-000015,-0.0418521161491
ACH-000017,0.0719163439512
ACH-000018,-0.297370307815
ACH-000019,0.04970151699440001
ACH-000021,-0.0454722808962
ACH-000022,-0.121750348629
ACH-000025,-0.113193615131
ACH-000028,0.18689203662099999
ACH-000030,-0.050758074081499995
ACH-000035,0.0967662717285
ACH-000036,0.190237236116
ACH-000037,0.40149279696199996
ACH-000039,0.240417317154
ACH-000040,0.0505720308656
ACH-000041,-0.0205597972373
ACH-000042,-0.0990911123157
ACH-000045,-0.117610344995
ACH-000047,0.007955427253819999
ACH-000052,-0.11757879702099999
ACH-000053,-0.0194336414582
ACH-000054,0.042702070645000006
ACH-000055,-0.10989626276100001
ACH-000060,-0.0719900789536
ACH-000067,0.04399795721580001
ACH-000070,0.0840389256603
ACH-000075,0.21496492419500002
ACH-000078,0.10323338883300001
ACH-000082,-0.13590764771
ACH-000085,0.0730700201315
ACH-000086,-0.106642162552
ACH-000087,0.195337241174
ACH-000092,0.054668753173599996
ACH-000095,-0.04085990482
ACH-000097,0.00455810680234
ACH-000098,0.13758231186699998
ACH-000099,-0.025904859798599997
ACH-000108,-0.20295779032900002
ACH-000113,-0.0159952000707
ACH-000115,-6.37211895596e-05
ACH-000116,0.131979448696
ACH-000118,-0.0733262642567
ACH-000120,-0.059465122464100004
ACH-000123,-0.10472263558499999
ACH-000127,0.14745919687200001
ACH-000128,-0.113595249888
ACH-000132,0.0028595899085999995
ACH-000133,0.124327645179
ACH-000137,0.397800443787
ACH-000138,-0.18437875888500002
ACH-000142,-0.0536680270077
ACH-000143,0.0481835123981
ACH-000146,0.0629888033223
ACH-000148,-0.033433370154
ACH-000150,0.0393308399857
ACH-000152,-0.0058335629768199995
ACH-000153,-0.10078836737500001
ACH-000159,-0.0562909907159
ACH-000160,-0.07008379478589999
ACH-000163,0.12005517589800001
ACH-000167,0.128219535928
ACH-000168,0.010734494010100001
ACH-000169,0.107599122793
ACH-000178,0.020261022770099998
ACH-000182,0.0151702268411
ACH-000183,0.13158832642
ACH-000188,0.040626791399300005
ACH-000189,0.0894748852944
ACH-000190,-0.129688333188
ACH-000198,-0.033719419162
ACH-000204,0.17346215347
ACH-000206,-0.0637924967123
ACH-000207,0.00476030874059
ACH-000211,0.134788776745
ACH-000215,0.0690798823415
ACH-000221,-0.00500039531057
ACH-000222,-0.21591525965599997
ACH-000223,0.0130217143389
ACH-000226,0.036472073559099996
ACH-000227,0.280187894183
ACH-000228,0.250438790209
ACH-000231,0.164939325079
ACH-000232,0.003976117123849999
ACH-000233,0.0302343796202
ACH-000234,-0.228335495871
ACH-000235,0.09596483880710001
ACH-000237,-0.0656341946098
ACH-000238,0.07346996651589999
ACH-000243,0.11092180077500001
ACH-000244,-0.160036195837
ACH-000246,0.08792138152439999
ACH-000248,0.104190411143
ACH-000250,0.122801502545
ACH-000251,0.07897077650939999
ACH-000253,0.126311349956
ACH-000255,0.13228705958200002
ACH-000256,-0.0973640193907
ACH-000257,0.100213289594
ACH-000258,-0.34540586550700003
ACH-000259,-0.00789771166731
ACH-000260,-0.0930586256638
ACH-000261,0.06509966229040001
ACH-000262,0.11972771506799999
ACH-000263,0.25409390489
ACH-000264,0.117288048968
ACH-000265,0.0032438184225400003
ACH-000266,-0.0459161070968
ACH-000272,-0.028919034188099997
ACH-000273,-0.114248123231
ACH-000274,-0.142783999638
ACH-000277,0.107436910898
ACH-000278,-0.127621532735
ACH-000279,-0.08759599329010001
ACH-000280,-0.137334376537
ACH-000281,-0.00797311640957
ACH-000288,0.199179380297
ACH-000291,0.194894980923
ACH-000293,0.131825966283
ACH-000294,0.103935145486
ACH-000295,-0.22629083371800002
ACH-000296,-0.218945742282
ACH-000302,-0.086607485776
ACH-000304,0.684904424655
ACH-000307,-0.0325593172699
ACH-000308,0.0839844569489
ACH-000310,-0.29668120827
ACH-000311,0.160630816214
ACH-000312,0.0523190601346
