,UNC45B (146862)
ACH-000004,-0.0567688483616
ACH-000007,-0.0648394080603
ACH-000009,-0.116121036065
ACH-000011,-0.160027271212
ACH-000012,-0.125110075569
ACH-000013,-0.182642952759
ACH-000014,-0.0621664901283
ACH-000015,0.00737903713317
ACH-000017,-0.253811134484
ACH-000018,-0.09835588946820001
ACH-000019,-0.560816465616
ACH-000021,-0.0898043812817
ACH-000022,-0.22679816521600002
ACH-000025,-0.152700963415
ACH-000028,-0.225494915088
ACH-000030,-0.190015238526
ACH-000035,-0.331492266947
ACH-000036,-0.189183826037
ACH-000037,0.019609336065200003
ACH-000039,-0.0667798540999
ACH-000040,-0.112828376203
ACH-000041,-0.348462285717
ACH-000042,-0.06946497751360001
ACH-000045,-0.0737155372299
ACH-000047,-0.18340442102600002
ACH-000052,-0.033861143678
ACH-000053,-0.164086527422
ACH-000054,-0.222799149785
ACH-000055,-0.106909933298
ACH-000060,-0.302421790527
ACH-000067,-0.116266837215
ACH-000070,-0.23340545455800002
ACH-000075,-0.17106512996599998
ACH-000078,-0.07930908095089999
ACH-000082,-0.177268450209
ACH-000085,-0.187512858799
ACH-000086,-0.222837717911
ACH-000087,-0.0875985734083
ACH-000092,-0.09957433456360001
ACH-000095,-0.0862378824231
ACH-000097,-0.261461282254
ACH-000098,-0.07146210312199999
ACH-000099,-0.13425778988
ACH-000108,-0.23661402795400002
ACH-000113,-0.0693795241493
ACH-000115,-0.40610404086400004
ACH-000116,-0.197583739094
ACH-000118,-0.135580833659
ACH-000120,-0.0296562117667
ACH-000123,-0.0882629358871
ACH-000127,-0.127527925501
ACH-000128,-0.11313007087200001
ACH-000132,-0.15121478664899998
ACH-000133,-0.0659326783601
ACH-000137,-0.272637111542
ACH-000138,-0.294526983972
ACH-000142,-0.280412530232
ACH-000143,-0.299816581446
ACH-000146,-0.171021780706
ACH-000148,-0.21197759776500003
ACH-000150,-0.229201818376
ACH-000152,-0.24649907995099998
ACH-000153,-0.350422714937
ACH-000159,-0.09773809294510001
ACH-000160,-0.07551900408250001
ACH-000163,-0.217980961177
ACH-000167,-0.08135598976410001
ACH-000168,-0.136588422102
ACH-000169,-0.19433883897999998
ACH-000178,-0.0957897909991
ACH-000182,-0.385923172542
ACH-000183,-0.0641104025038
ACH-000188,-0.439313205081
ACH-000189,-0.10391330365800001
ACH-000190,-0.151264569826
ACH-000198,-0.144302435676
ACH-000204,-0.214663269432
ACH-000206,0.0070436029973
ACH-000207,0.0617339182931
ACH-000211,-0.339747384981
ACH-000215,-0.159412884432
ACH-000221,-0.09409701332
ACH-000222,-0.16440437817
ACH-000223,-0.165850737447
ACH-000226,-0.08697367303860001
ACH-000227,-0.18411725228300002
ACH-000228,-0.122513039034
ACH-000231,-0.115837901391
ACH-000232,-0.148827112673
ACH-000233,-0.0532923962309
ACH-000234,-0.0535588232772
ACH-000235,-0.17950236162
ACH-000237,-0.256926106099
ACH-000238,-0.385042701206
ACH-000243,-0.335293915376
ACH-000244,-0.0185874769622
ACH-000246,-0.0563812674251
ACH-000248,-0.306764158902
ACH-000250,-0.16114744422
ACH-000251,-0.49772887630400003
ACH-000253,-0.10547889326099999
ACH-000255,-0.219846166876
ACH-000256,-0.09244503564130001
ACH-000257,-0.0354467386199
ACH-000258,0.0763100652847
ACH-000259,-0.14217539284000003
ACH-000260,-0.154293753852
ACH-000261,-0.18386304483899998
ACH-000262,-0.418053041606
ACH-000263,-0.255619091237
ACH-000264,-0.186622203695
ACH-000265,-0.266545728057
ACH-000266,-0.150880546281
ACH-000272,-0.366519535478
