,OSBP (5007)
ACH-000256,-0.725634938927
ACH-000257,-0.557462080545
ACH-000258,-0.534704445248
ACH-000259,-0.685928276875
ACH-000260,-0.616680069262
ACH-000261,-0.5481970604590001
ACH-000262,-0.377159381747
ACH-000263,-0.654627300757
ACH-000264,-0.487375109353
ACH-000265,-0.467316012096
ACH-000266,-0.5200923257060001
ACH-000272,-0.591722819169
ACH-000273,-0.5652496802
ACH-000274,-0.548507382638
ACH-000277,-0.810773556638
ACH-000278,-0.567571036128
ACH-000279,-0.286376846972
ACH-000280,-0.416062905815
ACH-000281,-0.351405828922
ACH-000288,-0.506263755626
ACH-000291,-0.448320234784
ACH-000293,-0.369113514855
ACH-000294,-0.542633337818
ACH-000295,-0.210176353478
ACH-000296,-0.43560903453199995
ACH-000302,-0.505306536989
ACH-000304,-0.505747048047
ACH-000307,-0.412492673171
ACH-000308,-0.729967823691
ACH-000310,-0.70988206175
ACH-000311,-0.543789605278
ACH-000312,-0.654638717993
ACH-000315,-0.48553108845299997
ACH-000316,-0.34827108570299997
ACH-000317,-0.104571358743
ACH-000318,-0.390134353288
ACH-000319,-0.611893466277
ACH-000320,-0.13173687899
ACH-000322,-0.5105154235930001
ACH-000323,-0.468699865796
ACH-000324,-0.369685261242
ACH-000329,-0.281900082359
ACH-000330,-0.619521423747
ACH-000331,-0.723669768993
ACH-000332,-0.332422644427
ACH-000334,-0.221816872503
ACH-000335,-0.246960757502
ACH-000336,-0.565944495325
ACH-000337,-0.6978569822540001
ACH-000339,-0.460193751517
ACH-000341,-0.723167818259
ACH-000348,-0.416082894423
ACH-000350,-0.1588087609
ACH-000352,-0.25236381258900004
ACH-000356,-0.37527060603100004
ACH-000361,-0.44554017176000005
ACH-000362,-0.41825439821000004
ACH-000363,-0.6840220323270001
ACH-000364,-0.406996811296
ACH-000365,-0.47359791011600005
ACH-000366,-0.460149475074
ACH-000368,-0.638692874164
ACH-000374,-0.229114000117
ACH-000375,-0.166973099234
ACH-000376,-0.511649522469
ACH-000381,-0.24470550083
ACH-000383,-0.287622986887
ACH-000387,-0.490499492686
ACH-000389,-0.501509051272
ACH-000390,-0.552709659785
ACH-000393,-0.428972983152
ACH-000395,-0.05344770302040001
ACH-000397,-0.316111924036
ACH-000401,-0.531812211956
ACH-000402,-0.481351772353
ACH-000403,-0.366682709855
ACH-000404,-0.330742012353
ACH-000406,-0.357559304685
ACH-000407,-0.43947455872900004
ACH-000408,-0.33060217706399997
ACH-000410,-0.620172990103
ACH-000411,-0.467659617342
ACH-000414,-0.5840569444120001
ACH-000415,-0.342523752866
ACH-000416,-0.538448619137
ACH-000420,-0.677024710107
ACH-000421,-0.597778680994
ACH-000424,-0.479052874394
ACH-000425,-0.445876859936
ACH-000426,-0.803299322158
ACH-000427,-0.47916060728
ACH-000433,-0.312600315628
ACH-000436,-0.5515764054460001
ACH-000444,-0.598711041916
ACH-000445,-0.432518641576
ACH-000448,-0.644966705786
ACH-000450,-0.596962995817
ACH-000452,-0.533869527654
ACH-000454,-0.518192817281
ACH-000458,-0.49364336556599997
ACH-000459,0.0311417750025
ACH-000460,-0.544513525233
ACH-000461,-0.719283004076
ACH-000463,-0.5730408751899999
ACH-000464,-0.39073492447400004
ACH-000466,-0.307370905039
ACH-000467,-0.572013775042
ACH-000468,-0.24709205551600003
ACH-000469,-0.49894653382799997
ACH-000470,-0.330073897839
ACH-000471,-0.529893466348
ACH-000472,-0.325163461472
ACH-000473,-0.8192393442
ACH-000475,-0.330152920964
ACH-000476,-0.746534882142
ACH-000477,-0.645657145072
ACH-000480,-0.7182129573899999
ACH-000481,-0.027868568919099997
ACH-000483,-0.353165870013
ACH-000484,-0.394545470445
ACH-000485,-0.35504081670500004
ACH-000486,-0.5585351795719999
ACH-000487,-0.443175980736
ACH-000488,-0.29748347825300003
ACH-000490,-0.546807529105
ACH-000491,-0.5665397696450001
ACH-000495,-0.6138286237430001
ACH-000496,-0.384871918849
ACH-000499,-0.437701697025
ACH-000500,0.047690043609
ACH-000502,-0.424775476845
ACH-000503,0.172279463518
ACH-000505,-0.655128442553
ACH-000507,-0.31118026047499997
ACH-000510,-0.321443273108
ACH-000511,-0.598540669732
ACH-000512,-0.238500723392
ACH-000516,-0.669049517482
ACH-000517,-0.760762326972
ACH-000518,-0.318500589767
ACH-000520,-0.48951992738000005
ACH-000521,-0.48546883923399997
ACH-000522,-0.293823145656
ACH-000524,-0.975811904435
ACH-000527,-0.9098409922859999
ACH-000528,-0.584721713213
ACH-000537,-0.40276190568400005
ACH-000541,-0.30476153155200003
ACH-000542,-0.339014034132
ACH-000544,-0.41011603179899997
ACH-000545,-0.34960651504699997
ACH-000547,-0.517838214119
ACH-000548,-0.551457760156
ACH-000549,-0.451580017982
ACH-000550,-0.49041592251000005
ACH-000552,-0.332748400126
ACH-000556,-0.386442122172
ACH-000557,-0.70904540503
ACH-000570,-0.501487311854
ACH-000571,-0.317014258918
ACH-000573,-0.20527858376699998
ACH-000576,-0.373648461668
ACH-000580,-0.504678949007
ACH-000584,-0.267369723515
ACH-000585,-0.386351421434
ACH-000588,-0.400153149115
ACH-000589,-0.5283120966920001
ACH-000591,-0.40747378988099997
ACH-000593,-0.513797201854
ACH-000600,-0.7912226704809999
ACH-000601,-0.563969437243
ACH-000604,-0.33046611441999996
ACH-000605,-0.68720873895
ACH-000606,-0.703793819147
ACH-000608,-0.559783049049
ACH-000614,-0.689258378193
ACH-000616,-0.7203674822759999
ACH-000618,-0.292981902098
ACH-000619,-0.6716936247480001
ACH-000620,-0.621603635972
ACH-000621,-0.716718612312
ACH-000622,-0.737673833556
ACH-000623,-0.623066727323
ACH-000624,-0.538049058931
ACH-000627,-0.37605696639499997
ACH-000630,-0.30809458788800004
ACH-000632,-0.5528599321100001
ACH-000633,-0.531585264144
ACH-000637,-0.6590671484889999
ACH-000638,-0.452204513247
ACH-000646,-0.623934195488
ACH-000647,-0.302690548776
ACH-000648,-0.49681936055200004
ACH-000649,-0.337733273694
ACH-000651,-0.15895146916300001
ACH-000652,-0.526217106932
ACH-000653,-0.38472296379199994
ACH-000657,-0.407121788858
ACH-000658,-0.29818480354800003
ACH-000661,-0.490277288861
ACH-000662,-0.16811932097100002
ACH-000663,-0.617823519856
ACH-000665,-0.642510683111
ACH-000671,-0.482475322205
ACH-000673,-0.284485475302
ACH-000676,-0.22507317661499998
ACH-000677,-0.62361831486
ACH-000681,-0.464904300906
ACH-000682,-0.256759421166
ACH-000683,-0.8480500100210001
ACH-000684,-0.103625107554
ACH-000688,-0.548855043482
ACH-000693,-0.5050773367279999
ACH-000694,-0.467759997391
ACH-000695,-0.33471277551399997
ACH-000696,-0.482958460774
ACH-000697,-0.56622571476
ACH-000699,-0.5836460065919999
ACH-000701,-0.199158525081
ACH-000706,-0.46444102998099995
ACH-000711,-0.378603065333
ACH-000713,-0.278530777287
ACH-000714,-0.378485773072
ACH-000718,-0.343835749116
ACH-000720,-0.421049987637
ACH-000721,-0.302474929948
ACH-000724,-0.741313349559
ACH-000725,-0.291174910698
ACH-000732,-0.5556618028970001
ACH-000734,-0.244859858686
ACH-000735,-0.324084495337
ACH-000736,-0.674434543927
ACH-000738,-0.626393025892
ACH-000746,-0.508137012712
ACH-000747,-0.49840312385700003
ACH-000748,-0.6747751145399999
ACH-000753,-0.35785924066
ACH-000756,-0.547612662302
ACH-000757,-0.502276394254
ACH-000758,-0.527202206767
ACH-000760,-0.6769992068449999
ACH-000763,-0.6150454113270001
ACH-000764,-0.601620122211
ACH-000765,-0.957292624704
ACH-000766,-0.5604801180669999
ACH-000767,-0.642220918047
ACH-000768,-0.476632617819
ACH-000769,-0.455610286496
ACH-000770,-0.450123646661
ACH-000771,-0.6137163615869999
ACH-000773,-0.42071662543099997
ACH-000776,-0.36734196141500003
ACH-000777,-0.5545504497820001
ACH-000778,-1.50380405498
ACH-000781,-0.572119975451
ACH-000782,-0.508447191768
ACH-000783,-0.776318787861
ACH-000784,-0.570517426739
ACH-000785,-0.649645003892
ACH-000787,-0.366403406686
ACH-000788,-0.5543587884210001
ACH-000791,-0.428581622811
ACH-000792,-0.617323352556
ACH-000794,-0.295229126893
ACH-000796,-0.318459500604
ACH-000799,-0.585156586872
ACH-000800,0.00124256257897
ACH-000802,-0.276230474145
ACH-000804,-0.459795497343
ACH-000805,-0.521637191703
ACH-000809,-0.221235985678
ACH-000810,-0.298231663676
ACH-000811,-0.511210099768
ACH-000817,-0.405178910339
ACH-000819,-0.575426556542
ACH-000820,-0.141713779574
ACH-000821,-0.425415123169
ACH-000822,-0.5908186935890001
ACH-000823,-0.621817029802
ACH-000824,-0.39741692698299996
ACH-000827,-0.680771625907
ACH-000829,-0.529179355888
ACH-000831,-0.36638666436300005
ACH-000832,-0.43390488748899997
ACH-000833,-0.40390904995899995
ACH-000834,-0.361346338887
ACH-000835,-0.40101438529
ACH-000836,-0.427024411092
ACH-000837,-0.424782289129
ACH-000838,-0.415578273323
ACH-000839,-0.107078732512
ACH-000840,-0.7106902059669999
ACH-000841,-0.507276425951
ACH-000843,-0.469468192831
ACH-000846,-0.355055348856
ACH-000847,-0.33291581843400003
ACH-000848,-0.265047811424
ACH-000849,-0.0454564891693
ACH-000851,-0.229311283356
ACH-000855,-0.634436698662
ACH-000856,-0.177532114423
ACH-000858,-0.500420111414
ACH-000859,-0.22178767608000002
ACH-000861,-0.665280336352
ACH-000862,-0.434292197655
ACH-000865,-0.340685997872
ACH-000866,-0.601042862839
ACH-000867,-0.6922710035430001
ACH-000869,-0.553736951459
ACH-000872,-0.863979452988
ACH-000873,-0.425177928302
ACH-000876,-0.29839006679
ACH-000878,-0.578828221361
ACH-000880,-0.541010235761
ACH-000881,-0.45199000401
ACH-000882,-0.8269034118449999
ACH-000884,-0.352337792518
ACH-000885,-0.6178618684539999
ACH-000887,-0.633235336619
ACH-000888,-0.549048865293
ACH-000889,0.031865027532799996
ACH-000890,-0.519554796553
ACH-000896,-0.302395321544
ACH-000898,-0.57358541549
ACH-000900,-0.449989803276
ACH-000901,-0.61820719081
ACH-000905,-0.306689235587
ACH-000906,-0.43407982987099997
ACH-000907,-0.7354626003020001
ACH-000910,-0.350467127961
ACH-000911,-0.152735574125
ACH-000912,-0.592457158512
ACH-000913,-0.288058345385
ACH-000915,-0.48295487345700006
ACH-000916,-0.438037491726
ACH-000917,-0.480203544771
ACH-000921,-0.53853252616
ACH-000924,-0.557990072834
ACH-000926,-0.523016140217
ACH-000928,-0.35906790106299996
ACH-000929,-0.32131007062
ACH-000932,-0.41481736080700005
ACH-000935,-0.460652978464
ACH-000936,-0.230617095002
ACH-000937,-0.544434000489
ACH-000938,-0.661904993214
ACH-000939,-0.53945106193
ACH-000941,-0.578202224339
ACH-000943,-0.447868240159
ACH-000946,-0.379299012588
ACH-000947,-0.526900403912
ACH-000948,-0.655216570588
ACH-000950,-0.24605556809700002
ACH-000953,-0.429964815999
ACH-000957,-0.387620413135
ACH-000958,-0.34185271210199997
ACH-000960,-0.567354592609
ACH-000963,-0.333412174829
ACH-000968,-0.534273147702
ACH-000969,-0.490434435606
ACH-000973,-0.125782878212
ACH-000974,-0.400927824692
ACH-000975,-0.430145447174
ACH-000976,-0.236377010447
ACH-000978,-0.770864192186
ACH-000980,-0.624793058742
ACH-000984,-0.49908795529700006
ACH-000986,-0.480547189628
ACH-000988,-0.418707188301
ACH-000993,-0.956616425892
ACH-000994,-0.206040157638
ACH-000996,-0.465491315908
ACH-001001,-0.44054649784199995
ACH-001020,-0.7282280202689999
ACH-001028,-0.439120496433
ACH-001031,-0.563119415077
ACH-001038,-0.48997948506800004
ACH-001048,-0.44363355403899996
ACH-001050,-0.371313849163
ACH-001053,-0.6610312723749999
ACH-001054,-0.519951444163
ACH-001061,-0.464843589237
ACH-001067,-0.388929556481
ACH-001075,-0.1132865589
ACH-001096,-0.49268069846699997
ACH-001128,-0.459496901099
ACH-001134,-0.575124764019
ACH-001151,-0.475636055791
ACH-001163,-0.30250273768
ACH-001164,-0.766261499928
ACH-001173,-0.523347233771
ACH-001183,-0.547088082121
ACH-001184,-0.392482434732
ACH-001190,-0.660337549079
ACH-001192,-0.436581883336
ACH-001193,-1.55407622461
ACH-001196,-0.576583553287
ACH-001197,-0.543871137747
ACH-001205,-0.485870030424
ACH-001211,-0.473048547057
ACH-001212,-0.434385256089
ACH-001228,-0.724216542015
ACH-001232,-0.5606795565389999
ACH-001239,-0.340096086497
ACH-001274,-0.443649012684
ACH-001275,-0.288598681742
ACH-001277,-0.308980959722
ACH-001278,-0.627798371505
ACH-001280,-1.02313146566
ACH-001283,-0.8109293905760001
ACH-001289,-0.363185590871
ACH-001295,-0.653759097597
ACH-001300,-0.5911090415370001
ACH-001301,-0.55143082066
ACH-001302,-0.768801940415
ACH-001303,-0.7363336238670001
ACH-001306,-0.627769430948
ACH-001318,-0.48807429928400003
ACH-001322,-0.582130072035
ACH-001328,-0.467202699564
ACH-001332,-0.22579645239399998
ACH-001333,-0.148167186032
ACH-001336,-0.474149886228
ACH-001340,-0.7259515294779999
ACH-001346,-0.365004504309
ACH-001353,-0.47658548495499997
ACH-001354,-0.695651949058
ACH-001367,-0.473501385779
ACH-001368,-0.432083488864
ACH-001374,-0.645893762625
ACH-001375,-0.020675837525900003
ACH-001377,-0.39676748412
ACH-001380,-0.326081443742
ACH-001391,-0.637450691385
ACH-001407,-0.33888440919600005
ACH-001408,-0.578815424096
ACH-001413,-0.645637126799
ACH-001430,-0.14848969108899998
ACH-001431,-0.615433302933
ACH-001450,-0.67222432183
ACH-001496,-0.553651316062
ACH-001500,-0.38184745874799997
ACH-001521,-0.9115615118189999
ACH-001523,-0.6439085190739999
ACH-001532,-0.599933510465
ACH-001536,-0.629683461836
ACH-001550,-0.337543683376
ACH-001552,-0.311652793225
ACH-001554,-0.636854727092
ACH-001645,-0.6727988082430001
ACH-001654,-0.410808435635
ACH-001715,-0.500159212593
ACH-001735,-0.575361834441
ACH-001736,-0.586321102794
ACH-001737,-0.469316399882
ACH-001740,-0.454221819255
ACH-001745,-0.471370989397
ACH-001750,-0.5132805549849999
ACH-001765,-0.263627698843
ACH-001956,-0.528247043274
ACH-001957,-0.361966220264
