,UBP1 (7342)
ACH-000004,0.107188733959
ACH-000007,0.18227878103
ACH-000009,-0.138999253165
ACH-000011,-0.047332567288
ACH-000012,-0.0250158189595
ACH-000013,-0.44280275178499995
ACH-000014,0.0645983238214
ACH-000015,0.038454552847300004
ACH-000017,0.012055094031
ACH-000018,-0.07391367989030001
ACH-000019,-0.205178897354
ACH-000021,-0.0163534698234
ACH-000022,-0.110199871328
ACH-000025,-0.247373572256
ACH-000028,-0.352074880529
ACH-000030,0.00831318794795
ACH-000035,0.0406033687061
ACH-000036,-0.17640935807100003
ACH-000037,0.011957704125000001
ACH-000039,0.0551488635761
ACH-000040,0.0112654853743
ACH-000041,-0.0784375863249
ACH-000042,-0.28094534894900003
ACH-000045,-0.255103304939
ACH-000047,-0.0864508658553
ACH-000052,-0.262941487654
ACH-000053,0.0749192105743
ACH-000054,-0.126070954318
ACH-000055,-0.40180094173
ACH-000060,-0.162660729218
ACH-000067,-0.17210768561
ACH-000070,0.18765416464200002
ACH-000075,0.0403318127561
ACH-000078,-0.365387882672
ACH-000082,0.0348286992017
ACH-000085,-0.170014012185
ACH-000086,0.0893872202468
ACH-000087,-0.03982882216
ACH-000092,-0.0979712551767
ACH-000095,-0.30560119874200004
ACH-000097,-0.294394161219
ACH-000098,-0.037529022097499996
ACH-000099,-0.321464678562
ACH-000108,-0.076288414903
ACH-000113,0.122458232915
ACH-000115,-0.17433435020799998
ACH-000116,0.0036220687898199998
ACH-000118,-0.07933159931969999
ACH-000120,-0.303349509465
ACH-000123,-0.12438530574000001
ACH-000127,-0.07523271106650001
ACH-000128,-0.086560510309
ACH-000132,-0.0586136244348
ACH-000133,-0.0637154572965
ACH-000137,-0.120657612684
ACH-000138,-0.306904100764
ACH-000142,0.07232510781330001
ACH-000143,-0.136544903416
ACH-000146,-0.131266074671
ACH-000148,0.027783199286000003
ACH-000150,-0.169218629715
ACH-000152,0.062778756967
ACH-000153,0.176394814267
ACH-000159,-0.163305387917
ACH-000160,0.428440480621
ACH-000163,0.0109484734699
ACH-000167,0.521330406036
ACH-000168,0.238210802617
ACH-000169,-0.206324958488
ACH-000178,0.0067988772234199996
ACH-000182,-0.0342524055453
ACH-000183,0.0777164881587
ACH-000188,0.0564607867203
ACH-000189,0.13638849009600001
ACH-000190,0.0919408676064
ACH-000198,-0.07945404655610001
ACH-000204,0.109154148576
ACH-000206,-0.00873992723663
ACH-000207,-0.18406127316399998
