,TAGLN (6876)
ACH-000178,-0.23776379654899998
ACH-000182,0.036957964317800004
ACH-000183,-0.132812468199
ACH-000188,-0.228677748836
ACH-000189,-0.28087893362599997
ACH-000190,-0.0482190841706
ACH-000198,-0.0879441093004
ACH-000204,-0.0312073555725
ACH-000206,-0.207151923292
ACH-000207,-0.057668975683
ACH-000211,-0.09612259729419999
ACH-000215,-0.09055206400039999
ACH-000221,-0.0876020596569
ACH-000222,-0.0037547434486399998
ACH-000223,-0.129029570708
ACH-000226,-0.183368644331
ACH-000227,-0.218994193711
ACH-000228,-0.184877592098
ACH-000231,-0.19866498167899999
ACH-000232,-0.0697917108078
ACH-000233,-0.114664345164
ACH-000234,-0.239992597137
ACH-000235,-0.0371226188634
ACH-000237,-0.15899216630899998
ACH-000238,-0.17325352480300002
ACH-000243,0.0106451218245
ACH-000244,-0.335758478437
ACH-000246,-0.239371462115
ACH-000248,-0.029116176970099997
ACH-000250,-0.165614311169
ACH-000251,0.00179451311055
ACH-000253,-0.230898246356
ACH-000255,-0.13947619298
ACH-000256,-0.16761631076199998
ACH-000257,-0.352955379308
ACH-000258,0.225623088425
ACH-000259,-0.0671765207431
ACH-000260,-0.0755777253442
ACH-000261,0.008251119399859999
ACH-000262,-0.0688796027211
ACH-000263,-0.09915506548280001
ACH-000264,-0.207630402624
ACH-000265,-0.00414108760624
ACH-000266,-0.126284883532
ACH-000272,-0.10594823294299999
ACH-000273,-0.105170786997
ACH-000274,-0.167274468929
ACH-000277,-0.320306154797
ACH-000278,-0.204605316996
ACH-000279,-0.189589027373
ACH-000280,-0.20317735778700002
ACH-000281,-0.181875983225
ACH-000288,-0.0830799296228
ACH-000291,-0.123771688082
ACH-000293,-0.208401351811
ACH-000294,-0.134777188574
ACH-000295,0.0660845831454
ACH-000296,-0.0315154820492
ACH-000302,-0.041046436067
ACH-000304,-0.073285460528
ACH-000307,-0.11755018499500001
ACH-000308,-0.127909080913
ACH-000310,-0.14010311134099998
ACH-000311,0.193184235332
ACH-000312,-0.393063056207
ACH-000315,-0.299772008469
ACH-000316,-0.232300710798
ACH-000317,-0.271110293331
ACH-000318,-0.0554863528218
ACH-000319,-0.06899352980210001
ACH-000320,0.034876476831900004
ACH-000322,-0.299382506371
ACH-000323,-0.118901379956
ACH-000324,-0.237751483979
ACH-000329,-0.0108583051407
ACH-000330,-0.299470532141
ACH-000331,-0.107903913265
ACH-000332,-0.178982870954
ACH-000334,-0.206115778997
ACH-000335,-0.12460902915699999
ACH-000336,-0.491486589414
ACH-000337,-0.024853065101400004
ACH-000339,-0.09702941101910001
ACH-000341,-0.0839642401788
ACH-000348,-0.14985379518300002
ACH-000350,-0.260547505143
ACH-000352,-0.0898489916189
ACH-000356,-0.06818498922619999
ACH-000361,-0.36192633099699995
ACH-000362,-0.0899882946311
ACH-000363,-0.340399565624
ACH-000364,0.0407411425691
ACH-000365,-0.172480855053
ACH-000366,0.00486438769197
ACH-000368,-0.147042967233
ACH-000374,-0.302336007665
ACH-000375,-0.24726497732900002
ACH-000376,-0.240068503589
ACH-000381,-0.401210928322
ACH-000383,-0.0903216316662
ACH-000387,-0.0635645250277
ACH-000389,-0.05738989839769999
ACH-000390,-0.023502216833799997
ACH-000393,-0.139423537047
ACH-000395,-0.08256795138999999
ACH-000397,-0.323258020064
ACH-000401,0.07674376167000001
ACH-000402,-0.353903773417
ACH-000403,-0.25184874566
ACH-000404,-0.07423179125189999
ACH-000406,-0.186518970629
ACH-000407,-0.159609810994
ACH-000408,-0.0769702454748
ACH-000410,-0.0380368384661
ACH-000411,-0.125227101537
ACH-000414,-0.0518000060359
ACH-000415,-0.17917006228799998
ACH-000416,-0.0979208963483
ACH-000420,-0.0343799180418
ACH-000421,-0.239848775653
ACH-000424,-0.049275442032900005
ACH-000425,-0.10573100099199999
ACH-000426,0.0317383634522
ACH-000427,-0.410819666765
ACH-000433,-0.0565237201174
ACH-000436,-0.16165166409600001
ACH-000444,-0.07302528707650001
ACH-000445,0.102267312249
ACH-000448,-0.193111318557
ACH-000450,-0.189435413103
ACH-000452,-0.20236387263
ACH-000454,-0.13128023349
ACH-000458,-0.12809696303200002
ACH-000459,-0.137391184062
ACH-000460,-0.148624158681
ACH-000461,-0.06906871796360001
ACH-000463,-0.1154968016
ACH-000464,-0.388415918318
ACH-000466,-0.25669437657
ACH-000467,-0.128250144214
ACH-000468,0.10779266769899999
ACH-000469,-0.143507586796
ACH-000470,-0.20569702107299997
ACH-000471,-0.025471161363499997
ACH-000472,-0.193691940017
ACH-000473,-0.011175484138799999
ACH-000475,-0.160284745121
ACH-000476,-0.216904995849
ACH-000477,-0.247635950891
ACH-000480,-0.0504780290833
ACH-000481,0.0414025498511
ACH-000483,-0.276237595274
ACH-000484,-0.012584650009000001
ACH-000485,-0.200274263328
ACH-000486,-0.22854137232400001
ACH-000487,-0.0665836477111
ACH-000488,-0.140793761165
ACH-000490,-0.08873825406510001
ACH-000491,-0.148281443846
ACH-000495,-0.126313112684
ACH-000496,-0.06411112105109999
ACH-000499,0.142373053354
ACH-000500,0.279964715667
ACH-000502,-0.0982346750667
ACH-000503,-0.08802555232
ACH-000505,-0.088706982011
ACH-000507,-0.159385616999
ACH-000510,-0.098448832615
ACH-000511,-0.135759038848
ACH-000512,-0.211044067803
ACH-000516,-0.155588280616
ACH-000517,-0.176603388157
ACH-000518,-0.196858656299
ACH-000520,-0.0683204076251
ACH-000521,0.025581170017
ACH-000522,-0.248030904907
ACH-000524,-0.183691262661
ACH-000527,-0.156543670246
ACH-000528,-0.1047827263
ACH-000537,-0.163420307904
ACH-000541,-0.397307706977
ACH-000542,-0.278567965465
ACH-000544,-0.34122258432499997
ACH-000545,-0.011736982864299998
ACH-000547,-0.041127582813199996
ACH-000548,0.005390740994279999
ACH-000549,-0.00617060569583
ACH-000550,-0.145604207087
ACH-000552,-0.16946049956099998
ACH-000556,-0.0570208840486
ACH-000557,-0.13615288521
ACH-000570,-0.123926455933
ACH-000571,-0.312473788313
ACH-000573,-0.08874533894020001
ACH-000576,-0.408560045215
ACH-000580,-0.016806901486
ACH-000584,-0.16874900088
ACH-000585,-0.0725295245938
ACH-000588,-0.08365959348299999
ACH-000589,-0.088227924838
ACH-000591,-0.18572476178800001
ACH-000593,-0.251213283258
ACH-000600,-0.194009510895
ACH-000601,-0.119153210353
ACH-000604,0.0138443389616
ACH-000605,-0.08037750804999999
ACH-000606,-0.106739334834
ACH-000608,-0.165967411467
ACH-000614,-0.143528265472
ACH-000616,-0.155954321737
ACH-000618,-0.19012203658799998
ACH-000619,-0.0694553018576
ACH-000620,0.059278432438900006
ACH-000621,-0.163568323374
ACH-000622,-0.08783381832329999
ACH-000623,-0.26107958113
ACH-000624,-0.07128240873189999
ACH-000627,-0.057450363565999994
ACH-000630,-0.167393829681
ACH-000632,-0.25757991081
ACH-000633,-0.144817131386
ACH-000637,-0.22658596297699998
ACH-000638,0.0777462463682
ACH-000646,-0.449220226548
ACH-000647,-0.149320346289
ACH-000648,-0.036861342312800006
ACH-000649,-0.054578453594
ACH-000651,-0.192389271552
ACH-000652,-0.047092283186400005
ACH-000653,-0.0206964189998
ACH-000657,0.00792448415595
ACH-000658,-0.45025433765600004
ACH-000661,-0.176186930604
ACH-000662,0.263156386573
ACH-000663,-0.16425386588500002
ACH-000665,-0.0269969224628
ACH-000671,-0.190263976021
ACH-000673,-0.199356647707
ACH-000676,-0.274453902535
ACH-000677,-0.013141599976700002
ACH-000681,-0.102260972359
ACH-000682,0.0104010035872
ACH-000683,-0.14600897723099998
ACH-000684,-0.0881202429373
ACH-000688,-0.19914351217700002
ACH-000693,-0.0867035483298
ACH-000694,-0.131789859717
ACH-000695,-0.32884390732700003
ACH-000696,-0.11815905460000001
ACH-000697,0.0361921811549
ACH-000699,-0.141569664718
ACH-000701,-0.171528047651
ACH-000706,-0.04793652548280001
ACH-000711,-0.040941542123199996
ACH-000713,-0.0780331565322
ACH-000714,-0.06966938707739999
ACH-000718,0.0102045844285
ACH-000720,-0.09637728470010001
ACH-000721,-0.125287878995
ACH-000724,-0.372318073551
ACH-000725,-0.103918481154
ACH-000732,-0.334647830779
ACH-000734,-0.17856295541499997
ACH-000735,-0.235188350363
ACH-000736,-0.24993468529899998
ACH-000738,-0.143127867057
ACH-000746,-0.16244179476
ACH-000747,-0.110891261321
ACH-000748,-0.2987836956
ACH-000753,-0.0518064498438
ACH-000756,-0.156639829397
ACH-000757,-0.40377779478299997
ACH-000758,-0.172003012168
ACH-000760,-0.246541274731
ACH-000763,-0.09796958804400001
ACH-000764,-0.20429972203299998
ACH-000765,-0.142790641783
ACH-000766,0.08362333272860001
ACH-000767,-0.364501631378
ACH-000768,-0.196489269894
ACH-000769,-0.261906137738
ACH-000770,-0.010089532859
ACH-000771,-0.157833537615
ACH-000773,-0.22463889066999998
ACH-000776,-0.134962920685
ACH-000777,-0.226251035309
ACH-000778,0.0037563523531799997
ACH-000781,-0.08597627076469999
ACH-000782,-0.008136456151449999
ACH-000783,-0.190338930533
ACH-000784,-0.259371677901
ACH-000785,-0.248760292311
ACH-000787,-0.176802893885
ACH-000788,-0.0823357350047
ACH-000791,0.012493364653000001
ACH-000792,-0.357972012504
ACH-000794,-0.14754071369000002
ACH-000796,-0.18842297758999998
ACH-000799,-0.16775147365999998
ACH-000800,0.146377370019
ACH-000802,0.040329556278499996
ACH-000804,-0.232417059289
ACH-000805,0.0320991086952
ACH-000809,-0.136828983785
ACH-000810,-0.060066886304400005
ACH-000811,-0.156559021305
ACH-000817,-0.305611183904
ACH-000819,-0.19862304238899997
ACH-000820,-0.101758876641
ACH-000821,0.17020643147199999
ACH-000822,-0.283414241947
ACH-000823,-0.0240566719586
ACH-000824,-0.11169234106899999
ACH-000827,-0.131912244992
ACH-000829,-0.0990233540577
ACH-000831,-0.19534036742199998
ACH-000832,-0.04419967721390001
ACH-000833,-0.20981903805799998
ACH-000834,-0.075568866488
ACH-000835,-0.18350500801
ACH-000836,-0.194840859359
ACH-000837,-0.21221463481400002
ACH-000838,-0.21521184909899999
ACH-000839,-0.35749639307
ACH-000840,-0.0412235943734
ACH-000841,0.108021201153
ACH-000843,-0.119559483696
ACH-000846,-0.15666170088
ACH-000847,-0.10220905075200001
ACH-000848,-0.223523496219
ACH-000849,-0.219881765804
ACH-000851,-0.21798099454599998
ACH-000855,-0.0643549573144
ACH-000856,-0.302491631992
ACH-000858,-0.287672191739
ACH-000859,0.108659044916
ACH-000861,-0.235558370817
ACH-000862,-0.082268140834
ACH-000865,-0.24135916910100003
ACH-000866,-0.122570568205
ACH-000867,-0.0509017784279
ACH-000869,0.18775459914
ACH-000872,-0.242964042665
ACH-000873,-0.027304057048
ACH-000876,-0.092158323798
ACH-000878,-0.19743986421100002
ACH-000880,-0.22847263815699997
ACH-000881,-0.161031177483
ACH-000882,-0.102366940699
ACH-000884,-0.09776695227
ACH-000885,-0.288253700259
ACH-000887,-0.09039865568029999
ACH-000888,-0.045983299025
ACH-000889,-0.237204753492
ACH-000890,0.0475402847386
ACH-000896,0.0189232639515
ACH-000898,-0.132223559442
ACH-000900,-0.064275269585
ACH-000901,-0.0936995581588
ACH-000905,0.103506925414
ACH-000906,-0.192090776539
ACH-000907,0.145203080898
ACH-000910,-0.19885281595899998
ACH-000911,-0.273346459486
ACH-000912,-0.071601613208
ACH-000913,-0.038867039766099995
ACH-000915,-0.0382851486491
ACH-000916,-0.023869045314599997
ACH-000917,-0.17671740350600001
ACH-000921,-0.117628671631
ACH-000924,-0.158396199038
ACH-000926,-0.20082059838799998
ACH-000928,0.029282777128400002
ACH-000929,0.066300096168
ACH-000932,-0.09323911656600001
ACH-000935,0.0341243440785
ACH-000936,-0.135987155981
ACH-000937,-0.17535620501200003
ACH-000938,-0.234709040371
ACH-000939,-0.368230960177
ACH-000941,-0.188586714211
ACH-000943,-0.161692026879
ACH-000946,-0.14830033343000001
ACH-000947,-0.15141530936699998
ACH-000948,-0.202192656419
ACH-000950,-0.24652121636
ACH-000953,0.025736072984599997
ACH-000957,-0.37725010622199995
ACH-000958,-0.263367081322
ACH-000960,-0.203417951828
ACH-000963,-0.259742013528
ACH-000968,-0.143268468139
ACH-000969,-0.11760286469
ACH-000973,-0.184342006873
ACH-000974,-0.25368273843
ACH-000975,-0.0737913944189
ACH-000976,-0.120561704428
ACH-000978,0.1827794979
ACH-000980,-0.187467567704
ACH-000984,-0.252337098908
ACH-000986,-0.0995083895269
ACH-000988,-0.100567328816
ACH-000993,-0.141320415811
ACH-000994,-0.17492090560600002
ACH-000996,-0.215323694258
ACH-001001,-0.0922389561743
ACH-001020,-0.183001400407
ACH-001028,-0.17276784056800001
ACH-001031,-0.266717461422
ACH-001038,-0.1535535574
ACH-001048,-0.0876652827296
ACH-001050,-0.024741377503299997
ACH-001053,-0.0408594694367
ACH-001054,-0.206650206578
ACH-001061,-0.26324895880800003
ACH-001067,-0.0327689692547
ACH-001075,-0.0988982387288
ACH-001096,-0.0840380275763
ACH-001128,0.23364894750100001
ACH-001134,-0.010320121823799999
ACH-001151,-0.17575063926800003
ACH-001163,-0.135713503681
ACH-001164,-0.08603427916480001
ACH-001173,-0.166538609778
ACH-001183,-0.25200317551600004
ACH-001184,-0.082677757482
ACH-001190,-0.059086652798300006
ACH-001192,0.146742932718
ACH-001193,-0.240452064418
ACH-001196,-0.166453227381
ACH-001197,-0.0453137174031
ACH-001205,-0.23893397542300002
ACH-001211,-0.10286865106000001
ACH-001212,-0.13764719166099998
ACH-001228,-0.234375641846
ACH-001232,-0.011724903601200001
ACH-001239,-0.08306049451610001
ACH-001274,-0.383138426818
ACH-001275,-0.12246749965800001
ACH-001277,-0.054900630401599995
ACH-001278,0.009669900448190001
ACH-001280,-0.352905433483
ACH-001283,-0.03748403915180001
ACH-001289,-0.0409669216879
ACH-001295,-0.167625356422
ACH-001300,0.006941233960439999
ACH-001301,-0.10917228347100001
ACH-001302,0.077530311409
ACH-001303,-0.15253858214299998
ACH-001306,-0.28723241531
ACH-001318,0.00991103496806
ACH-001322,-0.0840668069561
ACH-001328,-0.0520981694553
ACH-001332,0.149197997477
ACH-001333,-0.016753843718700003
ACH-001336,-0.164887123613
ACH-001340,-0.117678651063
ACH-001346,-0.134247162059
ACH-001353,-0.29118809270999996
ACH-001354,-0.238401742099
ACH-001367,0.00153390234573
ACH-001368,-0.110848809082
ACH-001374,0.16645840361199998
ACH-001375,-0.0371022003424
ACH-001377,-0.278927548311
ACH-001380,-0.120635373861
ACH-001391,-0.29478309737
ACH-001407,-0.039661669889599994
ACH-001408,-0.048814020465199996
ACH-001413,-0.0816849362759
ACH-001430,-0.44650869905699997
ACH-001431,-0.19187541603799999
ACH-001450,-0.135689112132
ACH-001496,-0.0855334771013
ACH-001500,-0.169482775338
ACH-001521,-0.152621284962
ACH-001523,-0.12291878843699999
ACH-001532,-0.0604221081676
ACH-001536,-0.29375632804699997
ACH-001550,-0.169508243484
ACH-001552,-0.178950385022
ACH-001554,-0.279417175517
ACH-001645,-0.004084771274100001
ACH-001654,-0.134721948759
ACH-001715,-0.188864582099
ACH-001735,-0.052877494527
ACH-001736,-0.0464016743191
ACH-001737,-0.37757474783
ACH-001740,-0.00964389514488
ACH-001745,-0.20183092469
ACH-001750,0.178040255701
ACH-001765,-0.187894782679
ACH-001956,-0.15024417564200002
ACH-001957,-0.121228702415
