,HSPA12A (259217)
ACH-000004,0.07116335818960001
ACH-000007,0.13199941385299999
ACH-000009,0.18465240027199997
ACH-000011,0.184034123074
ACH-000012,0.195492158758
ACH-000013,0.21147795711
ACH-000014,0.17789726583299997
ACH-000015,0.112610739397
ACH-000017,0.21676226423300002
ACH-000018,0.201465799274
ACH-000019,0.286997151555
ACH-000021,0.196111805207
ACH-000022,0.236415980941
ACH-000025,0.0555716651709
ACH-000028,0.323916538492
ACH-000030,0.0799001233705
ACH-000035,0.18812822061999998
ACH-000036,0.230730442466
ACH-000037,0.147552220995
ACH-000039,-0.0100518713069
ACH-000040,0.114986377629
ACH-000041,0.047265033086199996
ACH-000042,-0.0546264046132
ACH-000045,0.164025638109
ACH-000047,0.264526418031
ACH-000052,0.168652236377
ACH-000053,0.144224979263
ACH-000054,0.140827274803
ACH-000055,0.319049898675
ACH-000060,0.0436618109416
ACH-000067,-0.00835185738015
ACH-000070,0.193578316862
ACH-000075,0.244469638619
ACH-000078,0.122955416699
ACH-000082,0.143249341764
ACH-000085,0.058381817834900006
ACH-000086,0.108384082862
ACH-000087,0.08692364703910001
ACH-000092,0.264333264166
ACH-000095,0.15995995840500002
ACH-000097,0.22928793112799997
ACH-000098,0.159446603598
ACH-000099,0.102349124571
ACH-000108,0.105708918309
ACH-000113,0.09641724483010002
ACH-000115,0.136825652555
ACH-000116,0.26202306397
ACH-000118,0.125249503225
ACH-000120,0.238179412595
ACH-000123,0.182576535959
ACH-000127,0.162072738539
ACH-000128,0.138417760219
ACH-000132,0.140130607295
ACH-000133,0.282118078593
ACH-000137,0.129154119219
ACH-000138,0.030672221712700003
ACH-000142,0.271590795376
ACH-000143,0.254273113083
ACH-000146,0.12879455749500002
ACH-000148,-0.0038213258521
ACH-000150,0.26730852955699996
ACH-000152,0.16564386373099999
ACH-000153,0.0162584926599
ACH-000159,0.201493244106
ACH-000160,-0.019447646900400004
ACH-000163,0.258511932333
ACH-000167,0.204325649347
ACH-000168,0.234704677227
ACH-000169,0.0395545162901
ACH-000178,0.139741841026
ACH-000182,0.100036687699
ACH-000183,0.17904834534400002
ACH-000188,0.107535599823
ACH-000189,0.50265070436
ACH-000190,0.146275196838
ACH-000198,0.13240737362500002
ACH-000204,0.00791835622086
ACH-000206,0.0650382556776
ACH-000207,0.18308557349100002
ACH-000211,0.08121414474710001
ACH-000215,0.13374472513
ACH-000221,0.133659004663
ACH-000222,0.0395349699453
ACH-000223,0.0943964784251
ACH-000226,0.12794442094
ACH-000227,0.142468787646
ACH-000228,0.0834080757244
ACH-000231,0.047193885557699995
ACH-000232,0.14271030019300002
ACH-000233,0.185514524973
ACH-000234,-0.0451556722244
ACH-000235,0.0821689522168
ACH-000237,0.0514736006972
ACH-000238,0.13735992473300002
ACH-000243,0.0370579455141
ACH-000244,0.14949259487
ACH-000246,0.199838403197
ACH-000248,0.157213043881
ACH-000250,0.104840453697
ACH-000251,-0.04927673569280001
ACH-000253,0.19921559590500001
ACH-000255,0.07395041909450001
ACH-000256,0.176542812665
ACH-000257,0.22826805981800002
ACH-000258,0.148382297305
ACH-000259,0.133355079965
ACH-000260,0.197706661468
ACH-000261,0.08840039956689999
ACH-000262,0.30750084555199997
ACH-000263,0.267552139081
ACH-000264,0.06714743254569999
ACH-000265,0.108617808176
ACH-000266,0.06518502552899999
ACH-000272,0.12202575284000002
ACH-000273,0.155655896962
ACH-000274,0.151279714189
ACH-000277,0.15448292972000002
ACH-000278,0.271829398127
ACH-000279,0.06186919826219999
ACH-000280,0.15729808168099998
ACH-000281,-0.14935393084
ACH-000288,0.04964477137619999
ACH-000291,0.042789988272299996
ACH-000293,0.0709538352848
ACH-000294,0.0405866831743
ACH-000295,0.20122117841200002
ACH-000296,0.171020017355
ACH-000302,0.23898918843000003
ACH-000304,0.233163768126
ACH-000307,0.0825933794311
ACH-000308,0.17920614247699998
ACH-000310,0.021811888988
ACH-000311,-0.0540972038611
ACH-000312,0.0590776876504
ACH-000315,0.348164500346
ACH-000316,0.049633698632699993
ACH-000317,0.00131887652524
ACH-000318,0.166560678169
ACH-000319,0.141394685355
ACH-000320,0.0290425468072
ACH-000322,0.178510165922
ACH-000323,0.0780268121724
ACH-000324,0.207409087671
ACH-000329,0.13828358579000002
ACH-000330,0.10033350342399999
ACH-000331,0.123593700527
ACH-000332,0.154933343922
ACH-000334,0.08088150120160001
ACH-000335,0.18365898420200003
ACH-000336,0.0989445598703
ACH-000337,-0.07153960494539999
ACH-000339,0.129974882177
ACH-000341,0.0350073165257
ACH-000348,0.100356815077
ACH-000350,0.129110271198
ACH-000352,0.167149021015
ACH-000356,0.182815334839
ACH-000361,0.22628582388500001
ACH-000362,0.213730529132
ACH-000363,0.164310952445
ACH-000364,0.10184218325300001
ACH-000365,0.128500819966
ACH-000366,0.06577466483580001
ACH-000368,0.126403076941
ACH-000374,0.06681218270219999
ACH-000375,0.235161936415
ACH-000376,0.103665217368
ACH-000381,0.11371035568499999
ACH-000383,0.124537810205
ACH-000387,0.10193985940400001
ACH-000389,0.10676599167300001
ACH-000390,0.158107423379
ACH-000393,0.166176584374
ACH-000395,-0.18568042394900003
ACH-000397,0.19877531083
ACH-000401,0.23908448134799998
ACH-000402,0.321890525253
ACH-000403,0.100575307523
ACH-000404,0.133926901796
ACH-000406,0.10042059101399999
ACH-000407,0.188650088194
ACH-000408,0.149528007074
ACH-000410,0.11793026920600001
ACH-000411,0.185957940647
ACH-000414,0.10332307483200001
ACH-000415,0.12605121713300002
ACH-000416,0.171283622584
ACH-000420,-0.051825448700099995
ACH-000421,0.19536032712200002
ACH-000424,0.140691363223
ACH-000425,0.10895517481599999
ACH-000426,0.34617618900200003
ACH-000427,0.202562828095
ACH-000433,0.360909471466
ACH-000436,0.0881868527258
ACH-000444,0.0634633416799
ACH-000445,0.0599133590068
ACH-000448,0.107227183257
ACH-000450,-0.00691411886082
ACH-000452,0.17648390285100002
ACH-000454,0.0919057204491
ACH-000458,0.171128496812
ACH-000459,0.35210573519
ACH-000460,0.22381946702
ACH-000461,0.262284670971
ACH-000463,0.220385105026
ACH-000464,0.140903116507
ACH-000466,0.21876125566399998
ACH-000467,0.150668701268
ACH-000468,0.101090177181
ACH-000469,0.107940760908
ACH-000470,0.22557039016999997
ACH-000471,0.170606501288
ACH-000472,0.139830512693
ACH-000473,0.047248348244900006
ACH-000475,0.162275222157
ACH-000476,0.116855772971
ACH-000477,0.07283130558180001
ACH-000480,0.192807086613
ACH-000481,0.155448836673
ACH-000483,0.23466750931299998
ACH-000484,0.256722995713
ACH-000485,0.08520696515550001
ACH-000486,0.15309422846100001
ACH-000487,0.0702626360062
ACH-000488,0.117667497072
ACH-000490,0.141328491752
ACH-000491,-0.046359799614599996
ACH-000495,0.0721408672428
ACH-000496,-0.0259639486416
ACH-000499,0.34258504716
ACH-000500,0.31020627178800003
ACH-000502,0.082983536262
ACH-000503,-0.161479215288
ACH-000505,0.110601366242
ACH-000507,0.19309701265700002
ACH-000510,0.210520818061
ACH-000511,0.24166618282400001
