,CGB5 (93659)
ACH-000004,-0.0892645832882
ACH-000007,-0.360713255312
ACH-000009,-0.27502497701699996
ACH-000011,-0.30851686093
ACH-000012,-0.210553912241
ACH-000013,-0.506305760047
ACH-000014,-0.320329779062
ACH-000015,-0.28282746893399996
ACH-000017,-0.191044991368
ACH-000018,-0.171626167696
ACH-000019,-0.08716597657910001
ACH-000021,-0.25297216203
ACH-000022,-0.18297311985
ACH-000025,-0.205203424494
ACH-000028,-0.167412072696
ACH-000030,-0.240412514914
ACH-000035,-0.128756563298
ACH-000036,-0.131519676131
ACH-000037,-0.234546381897
ACH-000039,-0.19417466800500002
ACH-000040,-0.24678289769099998
ACH-000041,-0.0990289679307
ACH-000042,-0.178197967588
ACH-000045,-0.305904964193
ACH-000047,-0.353952959603
ACH-000052,-0.35534006292099996
ACH-000053,-0.321455657475
ACH-000054,-0.28683773233000004
ACH-000055,-0.27107413342799996
ACH-000060,-0.26634469928000004
ACH-000067,-0.324421718924
ACH-000070,-0.40860373075900003
ACH-000075,-0.237460171085
ACH-000078,-0.32818933883400003
ACH-000082,-0.197476561626
ACH-000085,-0.325079611736
ACH-000086,-0.257026567123
ACH-000087,-0.308965394168
ACH-000092,-0.322149024411
ACH-000095,-0.26844680998799997
ACH-000097,-0.269735514025
ACH-000098,-0.287377458316
ACH-000099,-0.202197771813
ACH-000108,-0.31788972768
ACH-000113,-0.210999157566
ACH-000115,-0.19105355711599997
ACH-000116,-0.17901268529199998
ACH-000118,-0.30308895841600003
ACH-000120,-0.26756581947700003
ACH-000123,-0.229104220696
ACH-000127,-0.184174701732
ACH-000128,-0.215118615849
ACH-000132,-0.256358109855
ACH-000133,-0.341205821322
ACH-000137,-0.545363700587
ACH-000138,-0.308199968557
ACH-000142,-0.286970720656
ACH-000143,-0.2639940179
ACH-000146,-0.25651812718899997
ACH-000148,-0.15145633855
ACH-000150,-0.151474688026
ACH-000152,-0.0790750397839
ACH-000153,-0.28908600661
ACH-000159,-0.189309271175
ACH-000160,-0.199941008058
ACH-000163,-0.17244108295000002
ACH-000167,-0.201239056232
ACH-000168,-0.17653617723700002
ACH-000169,-0.23880844313299998
ACH-000178,-0.31964231179499997
ACH-000182,-0.348391148121
ACH-000183,-0.252814082278
ACH-000188,-0.328230507934
ACH-000189,-0.299084126012
ACH-000190,-0.275785800309
ACH-000198,-0.20067744173000002
ACH-000204,-0.30628240213799995
ACH-000206,-0.553169163095
ACH-000207,-0.205735271376
ACH-000211,-0.277676598281
ACH-000215,-0.274773432445
ACH-000221,-0.272405971282
ACH-000222,-0.455160454873
ACH-000223,-0.135043563708
ACH-000226,-0.262378153637
ACH-000227,0.11009872684800001
ACH-000228,-0.255385753821
ACH-000231,-0.094337429385
ACH-000232,-0.174322296968
ACH-000233,-0.243980670758
ACH-000234,-0.165095796544
ACH-000235,-0.208458899975
ACH-000237,-0.38921747478600005
ACH-000238,-0.179340075376
ACH-000243,-0.22252255453699998
ACH-000244,-0.0792196238396
ACH-000246,-0.256885509785
ACH-000248,-0.167364934803
ACH-000250,-0.217456814014
ACH-000251,-0.467654248979
ACH-000253,-0.07614991388230001
ACH-000255,-0.275226707439
ACH-000256,-0.414830608051
ACH-000257,-0.304132272478
ACH-000258,-0.14471149181
ACH-000259,-0.217546288708
ACH-000260,-0.255433533747
ACH-000261,-0.194984556048
ACH-000262,-0.24856333909699999
ACH-000263,0.0824424606523
ACH-000264,-0.046060723664499995
ACH-000265,-0.176469536124
ACH-000266,-0.27749430670200004
ACH-000272,-0.0755920571615
ACH-000273,-0.126706691609
ACH-000274,-0.282638145264
ACH-000277,-0.19712893895199998
ACH-000278,-0.24635617819699998
ACH-000279,-0.176314364023
ACH-000280,-0.43284007123
ACH-000281,-0.313594799483
ACH-000288,-0.175974451525
ACH-000291,-0.158514529934
ACH-000293,-0.205984122759
ACH-000294,-0.324144070673
ACH-000295,-0.242234760479
ACH-000296,-0.131706133162
ACH-000302,-0.341682021679
ACH-000304,-0.0814130136073
ACH-000307,-0.134911824034
ACH-000308,-0.40492476958000007
ACH-000310,-0.01670649556
ACH-000311,-0.321915243272
ACH-000312,-0.11987665710300001
ACH-000315,-0.343599479794
ACH-000316,-0.0742422583252
ACH-000317,-0.0517427441579
ACH-000318,-0.316922193321
ACH-000319,-0.272012059808
ACH-000320,-0.17430228160100003
ACH-000322,-0.330099908972
ACH-000323,-0.28290882518000005
ACH-000324,-0.12042046406099999
ACH-000329,-0.170792590488
ACH-000330,-0.20869295972399998
ACH-000331,-0.306659216142
ACH-000332,-0.304062771919
ACH-000334,0.0510959970103
ACH-000335,-0.33325105414
ACH-000336,-0.15800197595499998
ACH-000337,-0.400067476475
ACH-000339,-0.28374567989
ACH-000341,-0.45720383710900003
ACH-000348,-0.0484495105295
ACH-000350,-0.268685479121
ACH-000352,-0.212383045573
ACH-000356,-0.20935397150600002
ACH-000361,-0.150792891314
ACH-000362,-0.24038259676999998
ACH-000363,-0.219772113745
ACH-000364,-0.391910856117
ACH-000365,-0.150236339076
ACH-000366,-0.391345610558
ACH-000368,-0.260895434761
ACH-000374,-0.325810017687
ACH-000375,-0.269268938133
ACH-000376,-0.192262261631
ACH-000381,-0.364687904283
ACH-000383,-0.187567580174
ACH-000387,-0.150020003612
ACH-000389,-0.400328040399
ACH-000390,-0.163967420584
ACH-000393,-0.241455511846
ACH-000395,-0.386178027459
ACH-000397,-0.286510198513
