,YOD1 (55432)
ACH-000004,-0.131818587782
ACH-000007,-0.068184547897
ACH-000009,-0.20519990718400002
ACH-000011,0.048675403865700004
ACH-000012,-0.045557364833699994
ACH-000013,0.032789277971
ACH-000014,0.0418236102778
ACH-000015,0.0655658800276
ACH-000017,-0.17879126004299997
ACH-000018,0.126650909586
ACH-000019,0.009619272731430002
ACH-000021,-0.168816737837
ACH-000022,-0.0256190684356
ACH-000025,-0.32548278063
ACH-000028,-0.121962159522
ACH-000030,0.08266447021869999
ACH-000035,-0.005337616097180001
ACH-000036,-0.107966002775
ACH-000037,-0.0553709075761
ACH-000039,0.0578206243785
ACH-000040,-0.0878005771233
ACH-000041,-0.148428581837
ACH-000042,-0.071437563465
ACH-000045,0.11457422217499999
ACH-000047,0.11344279413899999
ACH-000052,-0.08477896685030001
ACH-000053,-0.0406298530434
ACH-000054,-0.0297147920192
ACH-000055,0.027940153622
ACH-000060,0.194313709283
ACH-000067,0.0736243367986
ACH-000070,0.113887347568
ACH-000075,-0.0474181764121
ACH-000078,0.0453133656829
ACH-000082,0.09664081467769998
ACH-000085,-0.072527102307
ACH-000086,-0.263080390858
ACH-000087,0.18878920194200002
ACH-000092,-0.0166266852199
ACH-000095,-0.00675405138708
ACH-000097,-0.176677105755
ACH-000098,0.030488747485599998
ACH-000099,-0.0233167286229
ACH-000108,-0.114053978536
ACH-000113,-0.22036650766
ACH-000115,0.11193559186100001
ACH-000116,0.013022646112
ACH-000118,-0.022234259892599997
ACH-000120,-0.0162455607079
ACH-000123,-0.0205671702551
ACH-000127,-0.0645400839819
ACH-000128,0.0669389512785
ACH-000132,-0.193699106196
ACH-000133,0.153439049999
ACH-000137,0.0794252737571
ACH-000138,0.062143241763899994
ACH-000142,-0.031387764540900004
ACH-000143,-0.11072810281300001
ACH-000146,0.18437319533399998
ACH-000148,-0.187247828263
ACH-000150,0.196579138852
ACH-000152,0.0458469748873
ACH-000153,0.086782657424
ACH-000159,-0.102316537172
ACH-000160,-0.112662550028
ACH-000163,-0.026461288737499998
ACH-000167,-0.141326135099
ACH-000168,-0.0535520605896
ACH-000169,0.084620516821
ACH-000178,-0.0201217823567
ACH-000182,0.000741545093947
ACH-000183,0.0140405342187
ACH-000188,-0.0253267068021
ACH-000189,0.215463277254
ACH-000190,0.0428380936931
ACH-000198,-0.00122478545601
ACH-000204,-0.110878202959
ACH-000206,0.20353733762
ACH-000207,0.22882982372900001
ACH-000211,0.11534460438300001
ACH-000215,-0.11687641333900001
ACH-000221,0.134578068563
ACH-000222,-0.129589821759
ACH-000223,-0.07485920364080001
ACH-000226,-0.347194831742
ACH-000227,-0.11010980726299999
ACH-000228,0.0632605074725
ACH-000231,0.0443027741473
ACH-000232,0.154828161448
ACH-000233,-0.34479717222499995
ACH-000234,0.155981206723
ACH-000235,-0.167332128409
ACH-000237,0.10007002672700001
ACH-000238,-0.205991637758
ACH-000243,-0.19508290623799998
ACH-000244,-0.0510861579349
ACH-000246,-0.199576363148
ACH-000248,-0.12013747014699999
ACH-000250,0.0524412028811
ACH-000251,0.12505757794000003
ACH-000253,0.0054418378008599996
ACH-000255,0.0907270314188
ACH-000256,-0.016240525195
ACH-000257,0.10099343998
ACH-000258,-0.239221047419
ACH-000259,-0.11065556244699999
ACH-000260,0.0149215096457
ACH-000261,0.0077605271643
ACH-000262,0.048094724425
ACH-000263,0.14056536748
ACH-000264,-0.0352335312478
ACH-000265,0.0116576834089
ACH-000266,-0.17939700216600002
ACH-000272,-0.09426963505319999
ACH-000273,-0.180201053441
ACH-000274,0.052216683079300004
ACH-000277,-0.054996562975399996
ACH-000278,-0.0388923281047
ACH-000279,0.131662871823
ACH-000280,0.032173368681
ACH-000281,-0.143245794517
ACH-000288,0.004069643872730001
ACH-000291,0.0282584843535
ACH-000293,0.183610601098
ACH-000294,0.0778156916032
ACH-000295,-0.347029942278
ACH-000296,0.0018113403964599999
ACH-000302,0.125029733077
ACH-000304,-0.280256003854
ACH-000307,-0.047835051475
ACH-000308,0.066583791505
ACH-000310,-0.172942886169
ACH-000311,-0.05397194708380001
ACH-000312,-0.06582678622499999
ACH-000315,0.197343914943
ACH-000316,0.00494767714319
ACH-000317,-0.0025740262379299996
ACH-000318,0.011286586126700002
ACH-000319,-0.065305343329
ACH-000320,-0.12266133078
ACH-000322,-0.268874852256
ACH-000323,0.040220916410500004
ACH-000324,-0.0838997298247
ACH-000329,-0.163060563507
ACH-000330,-0.017746419054599998
ACH-000331,-0.0600099516089
ACH-000332,-0.064653824628
ACH-000334,-0.162619292432
ACH-000335,0.125793438509
ACH-000336,0.06253013596969999
ACH-000337,-0.142601645055
ACH-000339,-0.0201746520532
ACH-000341,0.185776883851
ACH-000348,0.0530610976293
ACH-000350,0.04800239735259999
ACH-000352,-0.0409892058666
ACH-000356,0.08560796643179999
ACH-000361,0.000433852321105
ACH-000362,0.0449762305826
ACH-000363,0.0830520253964
