,OSBPL1A (114876)
ACH-000714,-0.19943221600400002
ACH-000718,-0.273866997805
ACH-000720,-0.162215290797
ACH-000721,-0.0653464676254
ACH-000724,0.184985127322
ACH-000725,0.025837793694700004
ACH-000732,-0.245905938096
ACH-000734,-0.12311687556399999
ACH-000735,-0.09857327493149999
ACH-000736,-0.09847298216710001
ACH-000738,-0.027534833503799996
ACH-000746,-0.0370232138231
ACH-000747,0.185322374623
ACH-000748,0.00407183196579
ACH-000753,-0.04775613436480001
ACH-000756,-0.33956947718900005
ACH-000757,-0.042177661963
ACH-000758,0.0590596286553
ACH-000760,-0.10367258969599999
ACH-000763,-0.114694490946
ACH-000764,-0.398974437906
ACH-000765,-0.10891746554199999
ACH-000766,-0.235911151844
ACH-000767,-0.25643535269
ACH-000768,0.0048474279365000005
ACH-000769,-0.0535214004313
ACH-000770,-0.10580034557700001
ACH-000771,-0.211562556156
ACH-000773,-0.243195848221
ACH-000776,-0.0017625482399900002
ACH-000777,-0.010745217090600001
ACH-000778,-0.09756388569089999
ACH-000781,-0.198211607985
ACH-000782,-0.168931075049
ACH-000783,-0.0299394506988
ACH-000784,-0.227044014265
ACH-000785,-0.296296292729
ACH-000787,-0.231051088547
ACH-000788,-0.0230846264715
ACH-000791,-0.333699455403
ACH-000792,-0.227972339606
ACH-000794,-0.19541673698800002
ACH-000796,-0.08441135631880001
ACH-000799,-0.34344423600900004
ACH-000800,-0.256723370848
ACH-000802,-0.09469714401689999
ACH-000804,-0.29780783633499996
ACH-000805,-0.0335214024366
ACH-000809,-0.151916848149
ACH-000810,-0.221847371048
ACH-000811,-0.215847841489
ACH-000817,0.0867075767056
ACH-000819,-0.100672840877
ACH-000820,0.156709616829
ACH-000821,0.191197190969
ACH-000822,0.0318370392564
ACH-000823,-0.021029922755800002
ACH-000824,-0.284087717057
ACH-000827,-0.23841160193799998
ACH-000829,-0.125312498137
ACH-000831,0.0510036223857
ACH-000832,-0.255282820456
ACH-000833,0.17803143669500002
ACH-000834,-0.068072348677
ACH-000835,-0.164141256448
ACH-000836,0.00552007072152
ACH-000837,-0.17100290247400002
ACH-000838,-0.236763010124
ACH-000839,-0.17642169734700003
ACH-000840,-0.168883172986
ACH-000841,-0.138773554258
ACH-000843,-0.21161941702599998
ACH-000846,-0.054360496212599994
ACH-000847,-0.117188722094
ACH-000848,-0.0734458116699
ACH-000849,-0.047655592461400005
ACH-000851,-0.014687988547200001
ACH-000855,-0.0455705381348
ACH-000856,0.030756896724799997
ACH-000858,-0.0889928213031
ACH-000859,0.07053274504069999
ACH-000861,-0.0614687512048
ACH-000862,0.0734674418638
ACH-000865,-0.0774664610513
ACH-000866,-0.119543860219
ACH-000867,-0.10085775716
ACH-000869,-0.265776764835
ACH-000872,-0.12891282076899999
ACH-000873,0.00412817607296
ACH-000876,-0.18652996254
ACH-000878,-0.150308004451
ACH-000880,-0.193327700016
ACH-000881,-0.00738521185387
ACH-000882,-0.09529152310660001
ACH-000884,-0.0927279456336
ACH-000885,-0.145276067927
ACH-000887,-0.149139918348
ACH-000888,-0.09568854999389999
ACH-000889,0.0339597788256
ACH-000890,-0.0031835538738800005
ACH-000896,-0.132555146426
ACH-000898,-0.400052029908
ACH-000900,-0.145476686973
ACH-000901,-0.10333138052400001
ACH-000905,-0.0670918179033
ACH-000906,-0.103365931176
ACH-000907,-0.0134142400464
ACH-000910,-0.0521709053129
ACH-000911,-0.051754995710300004
ACH-000912,-0.11534653326500001
ACH-000913,-0.0462992448417
ACH-000915,-0.103088987424
ACH-000916,0.0151882498775
ACH-000917,0.037313705698699996
ACH-000921,-0.186423093896
ACH-000924,-0.0367327899109
ACH-000926,-0.172239461875
ACH-000928,-0.216090191455
ACH-000929,-0.136542203862
ACH-000932,-0.06958075911679999
ACH-000935,-0.25666869405299997
ACH-000936,0.00119371898206
ACH-000937,-0.17304386325100002
ACH-000938,0.00427122231049
ACH-000939,-0.12424034865700001
ACH-000941,-0.09395913957499999
ACH-000943,-0.155599210501
ACH-000946,-0.172389488224
ACH-000947,-0.2028005539
ACH-000948,-0.147538947746
ACH-000950,-0.20546543473200002
ACH-000953,0.04454035048280001
ACH-000957,-0.217583273948
ACH-000958,-0.19363555586800002
ACH-000960,-0.137789342127
ACH-000963,-0.0926582836605
ACH-000968,0.022840280811099997
ACH-000969,-0.18743524672400003
ACH-000973,-0.154624875449
ACH-000974,-0.100525069752
ACH-000975,-0.29373354912599997
ACH-000976,-0.275194511834
ACH-000978,-0.0356243312693
ACH-000980,-0.046438095321399996
ACH-000984,-0.196234814527
ACH-000986,-0.202940401271
ACH-000988,-0.18377328064100001
ACH-000993,-0.08417573426130001
ACH-000994,-0.064022689151
ACH-000996,-0.265242422519
ACH-001001,-0.0670847402513
ACH-001020,-0.09458976721519999
ACH-001028,-0.126988213752
ACH-001031,-0.16987590665600003
ACH-001038,-0.294493661735
ACH-001048,-0.10587516595100001
ACH-001050,-0.102870348672
ACH-001053,-0.0972716592223
ACH-001054,-0.206947547753
ACH-001061,-0.0385348350164
ACH-001067,-0.19846341997699998
ACH-001075,-0.158946532971
ACH-001096,-0.06005584372140001
ACH-001128,-0.3242552713
ACH-001134,-0.239460461195
ACH-001151,-0.10114526021199999
ACH-001163,-0.175535478163
ACH-001164,-0.020344619795099998
ACH-001173,-0.173692048438
ACH-001183,-0.0380821539539
ACH-001184,-0.0883722990162
ACH-001190,-0.199821559797
ACH-001192,-0.0454610975165
ACH-001193,0.0954521494813
ACH-001196,-0.056413027756
ACH-001197,-0.104080649322
ACH-001205,-0.10111688239600002
ACH-001211,-0.0927052756093
ACH-001212,-0.0125579821818
ACH-001228,-0.14573186045999997
ACH-001232,-0.0554968705305
ACH-001239,-0.0676032575399
ACH-001274,-0.136929793458
ACH-001275,0.11449543085200001
ACH-001277,-0.104567540815
ACH-001278,-0.0912225336596
ACH-001280,-0.344082682446
ACH-001283,-0.0112277473162
ACH-001289,-0.17968001707400003
ACH-001295,-0.193614290345
ACH-001300,-0.16416511113600002
ACH-001301,-0.11639500254
ACH-001302,0.00792759558565
ACH-001303,-0.330995769032
ACH-001306,-0.124195575156
ACH-001318,0.018280068892299998
ACH-001322,-0.283735919333
ACH-001328,-0.0958513213452
ACH-001332,0.13676773946100002
ACH-001333,0.09959174477430001
ACH-001336,0.0038068943654199997
ACH-001340,-0.175420277078
ACH-001346,-0.20872253363499998
ACH-001353,-0.139391594428
ACH-001354,-0.186941569715
ACH-001367,-0.21101011256700003
ACH-001368,-0.115238926256
ACH-001374,-0.375836007074
ACH-001375,-0.11347824209
ACH-001377,-0.055522531780199995
ACH-001380,-0.0200042596512
ACH-001391,-0.23419147551800001
ACH-001407,-0.344699692218
ACH-001408,0.009560290368809999
ACH-001413,-0.12156466321699999
ACH-001430,-0.140761336226
ACH-001431,0.0190969755742
ACH-001450,-0.044250752943599994
ACH-001496,-0.0532572409403
ACH-001500,-0.0853251242724
ACH-001521,0.0616710078627
ACH-001523,-0.0858432759248
ACH-001532,-0.154357832797
ACH-001536,0.084984529696
ACH-001550,-0.22068641338300002
ACH-001552,-0.04674963372930001
ACH-001554,-0.241008995266
ACH-001645,-0.054973429752
ACH-001654,-0.012693572330799999
ACH-001715,-0.0895482395183
ACH-001735,-0.129426417075
ACH-001736,-0.14699326107400001
ACH-001737,-0.0587870391549
ACH-001740,-0.0716519953167
ACH-001745,-0.0529091081236
ACH-001750,0.011132526207399998
ACH-001765,-0.088834247347
ACH-001956,-0.11739882843699999
ACH-001957,-0.0808048368409
