,EIF2B5 (8893)
ACH-000004,-0.665144166657
ACH-000007,-0.796204129419
ACH-000009,-0.679024455354
ACH-000011,-0.959765054874
ACH-000012,-0.63138973002
ACH-000013,-0.684787012442
ACH-000014,-0.678018308482
ACH-000015,-0.7485902702349999
ACH-000017,-0.942247037967
ACH-000018,-0.5950271561770001
ACH-000019,-1.17213970144
ACH-000021,-0.837905290359
ACH-000022,-0.6333571656270001
ACH-000025,-0.560383636353
ACH-000028,-0.824571556196
ACH-000030,-0.78013005228
ACH-000035,-0.6153201424920001
ACH-000036,-0.816995347035
ACH-000037,-0.45521446163400003
ACH-000039,-0.601319353078
ACH-000040,-0.609665488019
ACH-000041,-0.767840967087
ACH-000042,-0.675403636685
ACH-000045,-0.984626372703
ACH-000047,-0.8910923718189999
ACH-000052,-1.08433501873
ACH-000053,-0.6938931946600001
ACH-000054,-0.99400538392
ACH-000055,-0.9286883209810001
ACH-000060,-0.913092132835
ACH-000067,-0.559012963649
ACH-000070,-0.974146553879
ACH-000075,-0.716367294037
ACH-000078,-0.6402616835930001
ACH-000082,-1.1737375328200002
ACH-000085,-0.444656202773
ACH-000086,-0.809998500291
ACH-000087,-0.850377117691
ACH-000092,-0.896788419226
ACH-000095,-0.877953091206
ACH-000097,-0.9896232055399999
ACH-000098,-0.944232218801
ACH-000099,-0.49076517660700003
ACH-000108,-0.511283120817
ACH-000113,-0.6058502910570001
ACH-000115,-1.07947201144
ACH-000116,-0.7834510101180001
ACH-000118,-0.715834898362
ACH-000120,-0.465488928136
ACH-000123,-0.883489665723
ACH-000127,-0.899018054508
ACH-000128,-0.880317899738
ACH-000132,-0.8097281853839999
ACH-000133,-0.717418526234
ACH-000137,-0.777587866407
ACH-000138,-0.614779409842
ACH-000142,-0.45443290017399995
ACH-000143,-0.620164973265
ACH-000146,-0.763659020699
ACH-000148,-0.66698813232
ACH-000150,-0.721105367844
ACH-000152,-0.9337341389749999
ACH-000153,-0.824201261995
ACH-000159,-0.9694911716940001
ACH-000160,-0.817241434709
ACH-000163,-0.870888544645
ACH-000167,-0.928436524336
ACH-000168,-0.438732000713
ACH-000169,-0.693666201935
ACH-000178,-0.5968660271230001
ACH-000182,-0.7398665970139999
ACH-000183,-0.819001822579
ACH-000188,-0.476219379885
ACH-000189,-0.815284201937
ACH-000190,-1.01358834343
ACH-000198,-0.70635125433
ACH-000204,-0.8677674195399999
ACH-000206,-1.19587244488
ACH-000207,-0.679957824726
ACH-000211,-0.6864377339899999
ACH-000215,-0.836258697524
ACH-000221,-0.907542458911
ACH-000222,-0.475975526416
ACH-000223,-0.659832244168
ACH-000226,-0.7393051695819999
ACH-000227,-0.811199720293
ACH-000228,-0.842142358887
ACH-000231,-0.7448818219399999
ACH-000232,-0.72466526536
ACH-000233,-0.598785054393
ACH-000234,-1.0619217261700002
ACH-000235,-0.822938697871
ACH-000237,-0.491860530403
ACH-000238,-0.587983072188
ACH-000243,-0.7710621348569999
ACH-000244,-0.603854464455
ACH-000246,-1.0623088271899999
ACH-000248,-0.812377223034
ACH-000250,-0.7470155568350001
ACH-000251,-1.0
ACH-000253,-0.70464837555
ACH-000255,-0.7571598001559999
ACH-000256,-0.749260957149
ACH-000257,-0.872657154907
ACH-000258,-1.0432060168100001
ACH-000259,-0.7889172678249999
ACH-000260,-0.846435950101
ACH-000261,-0.9234690639740001
ACH-000262,-0.9179820848119999
ACH-000263,-0.7133304523459999
ACH-000264,-0.848350052463
ACH-000265,-0.925800721596
ACH-000266,-0.7926392575679999
ACH-000272,-0.9029527858840001
ACH-000273,-0.5397534572
ACH-000274,-0.90158386427
ACH-000277,-1.1070357866
ACH-000278,-0.6902938032770001
ACH-000279,-0.762174494691
ACH-000280,-0.6791571419589999
ACH-000281,-0.599970804011
ACH-000288,-1.13539784764
ACH-000291,-0.7858881064959999
ACH-000293,-1.02121676859
ACH-000294,-0.417965996791
ACH-000295,-0.45747634647200003
ACH-000296,-0.8344143754019999
ACH-000302,-0.9347300882080001
ACH-000304,-0.7766001244230001
ACH-000307,-0.830314836931
ACH-000308,-0.6268561677560001
ACH-000310,-1.11741508138
ACH-000311,-0.7090810496459999
ACH-000312,-0.783618636548
ACH-000315,-1.03937347174
ACH-000316,-0.597504396655
ACH-000317,-0.999805438468
ACH-000318,-0.580332753154
ACH-000319,-0.503037564797
ACH-000320,-0.5503562408730001
ACH-000322,-0.8720112187669999
ACH-000323,-0.91209294089
ACH-000324,-0.913419583504
ACH-000329,-0.7349455967470001
ACH-000330,-0.525693634966
ACH-000331,-0.881008638722
ACH-000332,-0.773039473135
ACH-000334,-1.3173303073
ACH-000335,-0.5740113135989999
ACH-000336,-0.7278723902590001
ACH-000337,-0.842281458163
ACH-000339,-0.661662685601
ACH-000341,-1.04413386131
ACH-000348,-0.742222519025
ACH-000350,-0.8055770321819999
ACH-000352,-0.619779009329
ACH-000356,-0.622454170527
ACH-000361,-0.916795337588
ACH-000362,-0.841287459586
ACH-000363,-1.1094902975
ACH-000364,-0.8243148422869999
ACH-000365,-0.826009387845
ACH-000366,-0.7400281635799999
ACH-000368,-0.923673001945
ACH-000374,-0.503942226086
ACH-000375,-0.833910549699
ACH-000376,-0.870819137125
ACH-000381,-0.476134848005
ACH-000383,-0.556742153895
ACH-000387,-0.423160754617
ACH-000389,-0.8912594654189999
ACH-000390,-0.504396046034
ACH-000393,-0.968413473062
ACH-000395,-0.773593895528
ACH-000397,-0.9030156986460001
ACH-000401,-0.493313586932
ACH-000402,-0.351296010506
ACH-000403,-0.962067075725
ACH-000404,-0.9301922601270001
ACH-000406,-0.812608087871
ACH-000407,-0.7657019228030001
ACH-000408,-0.11522099797499999
ACH-000410,-1.0003343706899999
ACH-000411,-0.7958429796719999
ACH-000414,-0.785806587496
ACH-000415,-0.434993371365
ACH-000416,-0.818104208681
ACH-000420,-1.04616843277
ACH-000421,-1.00666325589
ACH-000424,-1.30551356705
ACH-000425,-0.869358552882
ACH-000426,-1.11158447561
ACH-000427,-0.994672044135
ACH-000433,-0.912938689861
ACH-000436,-0.727956220093
ACH-000444,-0.842790211429
ACH-000445,-0.6137258794179999
ACH-000448,-0.8209923610959999
ACH-000450,-0.74211362765
ACH-000452,-0.6445016653410001
ACH-000454,-0.394693263477
ACH-000458,-0.8535378582780001
ACH-000459,-0.676430008843
ACH-000460,-0.7613992883480001
ACH-000461,-0.6069347609260001
ACH-000463,-0.860797010188
ACH-000464,-1.01472436872
ACH-000466,-1.03558749918
ACH-000467,-0.5849554309489999
ACH-000468,-0.69962719439
ACH-000469,-0.881558891133
ACH-000470,-0.732507900233
ACH-000471,-0.64210185696
ACH-000472,-0.749195607773
ACH-000473,-0.704604669925
ACH-000475,-0.989566562733
ACH-000476,-0.9799948879170001
ACH-000477,-1.11741334141
ACH-000480,-0.991955700563
ACH-000481,-0.958754510714
ACH-000483,-1.01159665579
ACH-000484,-0.49697469454800003
ACH-000485,-0.715833899572
ACH-000486,-0.578661659652
ACH-000487,-0.750547723604
ACH-000488,-0.752550875571
ACH-000490,-0.603863281939
ACH-000491,-0.870536484062
ACH-000495,-0.82704393288
ACH-000496,-0.794192917492
ACH-000499,-0.913197805051
ACH-000500,-0.053844270311199996
ACH-000502,-0.6720646364749999
ACH-000503,-0.636483718859
ACH-000505,-0.953757584717
ACH-000507,-0.6995786326360001
ACH-000510,-0.926393164227
ACH-000511,-0.938371701036
ACH-000512,-0.30880439274300003
ACH-000516,-0.910166095272
ACH-000517,-0.809712174984
ACH-000518,-0.521298980682
ACH-000520,-0.9817087444689999
ACH-000521,-0.9501560235079999
ACH-000522,-0.608227840295
ACH-000524,-1.02943070029
ACH-000527,-0.901733977592
ACH-000528,-0.520916729524
ACH-000537,-0.6678139235320001
ACH-000541,-0.862495364715
ACH-000542,-0.61845552011
ACH-000544,-0.49367144378100003
ACH-000545,-0.8542071356700001
ACH-000547,-0.610277450878
ACH-000548,-0.6693905393399999
ACH-000549,-0.805596852624
ACH-000550,-0.943522411514
ACH-000552,-0.766987374338
ACH-000556,-0.9420802254809999
ACH-000557,-0.648636392989
ACH-000570,-0.9362563062929999
ACH-000571,-0.501346308714
ACH-000573,-0.9148163170010001
ACH-000576,-0.681961022877
ACH-000580,-0.790647289374
ACH-000584,-0.7896000765000001
ACH-000585,-0.789628540368
ACH-000588,-0.613929449191
ACH-000589,-1.02428686077
ACH-000591,-0.504527719536
ACH-000593,-0.742715030676
ACH-000600,-0.7828449893170001
ACH-000601,-0.8024732433859999
ACH-000604,-0.32094114265900003
ACH-000605,-0.804772649791
ACH-000606,-0.58637486165
ACH-000608,-0.9234279978859999
ACH-000614,-0.8478260427590001
ACH-000616,-0.5906161623489999
ACH-000618,-0.576373524992
ACH-000619,-0.717594315473
ACH-000620,-0.8008276050800001
ACH-000621,-0.955264755801
ACH-000622,-0.7945290257459999
ACH-000623,-0.649249924205
ACH-000624,-0.6562472738139999
ACH-000627,-1.00530402484
ACH-000630,-0.8776936788249999
ACH-000632,-0.619018387076
ACH-000633,-0.8349645732529999
ACH-000637,-0.7618447363899999
ACH-000638,-0.622716135672
ACH-000646,-1.23988542722
ACH-000647,-0.8752020932950001
ACH-000648,-1.24616624728
ACH-000649,-0.752887752649
ACH-000651,-0.855533941014
ACH-000652,-0.9818819608930001
ACH-000653,-0.588227851183
ACH-000657,-0.724561639102
ACH-000658,-0.659227616661
ACH-000661,-1.15845125224
ACH-000662,-0.669374979208
ACH-000663,-1.0976635236599999
ACH-000665,-0.842018538805
ACH-000671,-0.907787187481
ACH-000673,-0.661206399132
ACH-000676,-0.551518117686
ACH-000677,-1.3608091075
ACH-000681,-0.783280020601
ACH-000682,-0.667316415784
ACH-000683,-0.745286757297
ACH-000684,-0.309050656024
ACH-000688,-0.956924951058
ACH-000693,-0.534557258803
ACH-000694,-0.656166379525
ACH-000695,-1.31968051586
ACH-000696,-0.9662405728560001
ACH-000697,-0.586082762957
ACH-000699,-0.941309529791
ACH-000701,-0.7420440327500001
ACH-000706,-0.939208880243
ACH-000711,-0.713713158019
ACH-000713,-0.265113034947
ACH-000714,-0.564647920085
ACH-000718,-0.856301669854
ACH-000720,-0.921858798107
ACH-000721,-0.572983425013
ACH-000724,-1.0317057125
ACH-000725,-0.895991871992
ACH-000732,-0.992436208652
ACH-000734,-0.8749961738600001
ACH-000735,-0.8692392382549999
ACH-000736,-0.705086821681
ACH-000738,-0.929284693961
ACH-000746,-0.692497103248
ACH-000747,-0.8598959403640001
ACH-000748,-0.825225045129
ACH-000753,-0.552400690059
ACH-000756,-0.766916542068
ACH-000757,-0.8822523952949999
ACH-000758,-0.917391108204
ACH-000760,-0.7383095291799999
ACH-000763,-0.7113433097390001
ACH-000764,-1.02713968095
ACH-000765,-0.398766485855
ACH-000766,-0.526112867363
ACH-000767,-1.0098477309
ACH-000768,-0.784116246335
ACH-000769,-0.7680479951010001
ACH-000770,-0.819901755906
ACH-000771,-0.5755738717800001
ACH-000773,-0.5701789549180001
ACH-000776,-0.749816202226
ACH-000777,-0.587758133441
ACH-000778,-0.9453778826970001
ACH-000781,-0.8835249152719999
ACH-000782,-0.778774661884
ACH-000783,-0.812499043475
ACH-000784,-0.740668159709
ACH-000785,-0.771541804387
ACH-000787,-0.8988549137909999
ACH-000788,-0.761354149832
ACH-000791,-0.673829768407
ACH-000792,-0.519472783247
ACH-000794,-0.667874858673
ACH-000796,-0.665342818436
ACH-000799,-0.7839915117890001
ACH-000800,-0.695601053441
ACH-000802,-0.369962368301
ACH-000804,-0.649629513522
ACH-000805,-0.73958685684
ACH-000809,-0.837211150299
ACH-000810,-1.15548619471
ACH-000811,-0.815450671493
ACH-000817,-0.854368499112
ACH-000819,-0.961458803844
ACH-000820,-0.581933216657
ACH-000821,-1.27554491581
ACH-000822,-1.04255784074
ACH-000823,-0.752842580951
ACH-000824,-0.825967551119
ACH-000827,-0.796035995038
ACH-000829,-1.0028120515999999
ACH-000831,-0.830964520345
ACH-000832,-0.7716848258600001
ACH-000833,-0.7570631458220001
ACH-000834,-0.783284138449
ACH-000835,-0.8757000939409999
ACH-000836,-0.725723077035
ACH-000837,-0.780597916752
ACH-000838,-0.732270356567
ACH-000839,-0.81627930813
ACH-000840,-1.31071742708
ACH-000841,-0.6528445625320001
ACH-000843,-0.751551695908
ACH-000846,-0.912046426091
ACH-000847,-0.871078281082
ACH-000848,-0.822655449154
ACH-000849,-0.9901256592659999
ACH-000851,-1.09469323331
ACH-000855,-0.573095756479
ACH-000856,-0.9204170241240001
ACH-000858,-0.757341045866
ACH-000859,-0.787011711797
ACH-000861,-0.703732991911
ACH-000862,-0.644882194654
ACH-000865,-0.999131743038
ACH-000866,-0.697164035126
ACH-000867,-0.7049839093379999
ACH-000869,-0.979129390866
ACH-000872,-0.882777405827
ACH-000873,-0.49844307984499997
ACH-000876,-0.97877903926
ACH-000878,-1.0769474022
ACH-000880,-1.02291119529
ACH-000881,-0.757364521985
ACH-000882,-0.7925363729520001
ACH-000884,-0.9340867210770001
ACH-000885,-0.881240604202
ACH-000887,-0.719339134952
ACH-000888,-0.619688299064
ACH-000889,-0.694973500743
ACH-000890,-0.869312251815
ACH-000896,-0.9682931881389999
ACH-000898,-0.828488022142
ACH-000900,-0.968794059835
ACH-000901,-0.9551894493200002
ACH-000905,-0.9994212808059999
ACH-000906,-1.07381410883
ACH-000907,-0.874168320959
ACH-000910,-0.593751972144
ACH-000911,-0.7843756147609999
ACH-000912,-0.849216563575
ACH-000913,-0.711530111848
ACH-000915,-0.947058739535
ACH-000916,-0.36902446745800005
ACH-000917,-0.35247693713600003
ACH-000921,-1.13222334784
ACH-000924,-0.9082546931380001
ACH-000926,-0.759431835134
ACH-000928,-0.8109526033069999
ACH-000929,-0.807659910534
ACH-000932,-0.6261073546729999
ACH-000935,-0.79432522152
ACH-000936,-0.9263603025630001
ACH-000937,-0.811794069691
ACH-000938,-0.782039283548
ACH-000939,-0.8952890932590001
ACH-000941,-0.612387457207
ACH-000943,-0.725304744293
ACH-000946,-0.790663553917
ACH-000947,-0.8891866710349999
ACH-000948,-0.820349986503
ACH-000950,-0.922100202131
ACH-000953,-0.793888501096
ACH-000957,-0.788044488952
ACH-000958,-0.7371213988199999
ACH-000960,-0.8767185033120001
ACH-000963,-1.3328175954
ACH-000968,-0.95487837037
ACH-000969,-0.910543342315
ACH-000973,-0.6446736890479999
ACH-000974,-0.868071877622
ACH-000975,-0.706593958276
ACH-000976,-0.737888805918
ACH-000978,-0.5449821009100001
ACH-000980,-0.9640284678569999
ACH-000984,-0.7509714603829999
ACH-000986,-0.7337864732580001
ACH-000988,-0.7541893946780001
ACH-000993,-0.8274193513570001
ACH-000994,-0.920588879358
ACH-000996,-0.7465862687520001
ACH-001001,-0.7523688681659999
ACH-001020,-0.920937241495
ACH-001028,-1.01273215065
ACH-001031,-0.9550439365200001
ACH-001038,-0.737082024983
ACH-001048,-0.666798889888
ACH-001050,-0.870690581014
ACH-001053,-0.980151036186
ACH-001054,-0.794245606497
ACH-001061,-0.762935096067
ACH-001067,-0.86197689218
ACH-001075,-0.840890264965
ACH-001096,-0.761041147693
ACH-001128,-0.94205258705
ACH-001134,-0.867089020774
ACH-001151,-0.517709009555
ACH-001163,-0.8876126157170001
ACH-001164,-0.822016130821
ACH-001173,-0.850213318717
ACH-001183,-0.306636496405
ACH-001184,-0.515559694518
ACH-001190,-0.992047829666
ACH-001192,-0.838575212999
ACH-001193,-0.9012961884440001
ACH-001196,-1.0010064375
ACH-001197,-0.659135490819
ACH-001205,-1.01421017832
ACH-001211,-0.996590210327
ACH-001212,-1.03086355216
ACH-001228,-0.513576850089
ACH-001232,-0.7321534905410001
ACH-001239,-0.924234739381
ACH-001274,-0.651795134422
ACH-001275,-0.927929777606
ACH-001277,-0.465932305051
ACH-001278,-0.888028389199
ACH-001280,-0.875267733584
ACH-001283,-0.8897910841329999
ACH-001289,-0.626829412182
ACH-001295,-0.854100822665
ACH-001300,-0.9627867086730001
ACH-001301,-0.500441436805
ACH-001302,-0.79394207842
ACH-001303,-0.72239293075
ACH-001306,-0.82648434684
ACH-001318,-0.846320070661
ACH-001322,-0.590030106173
ACH-001328,-0.635750972853
ACH-001332,-0.520381482797
ACH-001333,-0.8097022246179999
ACH-001336,-0.675625301847
ACH-001340,-0.89857748672
ACH-001346,-0.6365942549889999
ACH-001353,-0.759308851759
ACH-001354,-0.750370347818
ACH-001367,-0.5890763609449999
ACH-001368,-0.9136430478650001
ACH-001374,-0.570767662919
ACH-001375,-0.7113942918070001
ACH-001377,-0.912263337077
ACH-001380,-1.0401431750299999
ACH-001391,-0.800345102792
ACH-001407,-0.697710952342
ACH-001408,-0.576837475768
ACH-001413,-0.857244826582
ACH-001430,-0.978606575417
ACH-001431,-0.8584950326109999
ACH-001450,-1.1368831024
ACH-001496,-0.9468934976200001
ACH-001500,-1.02687017398
ACH-001521,-0.763391036252
ACH-001523,-0.8979611084479999
ACH-001532,-0.785876430546
ACH-001536,-0.854823904906
ACH-001550,-0.662824847853
ACH-001552,-0.9869334662579999
ACH-001554,-0.8749535010289999
ACH-001645,-0.481020756578
ACH-001654,-0.853103244913
ACH-001715,-0.839475169938
ACH-001735,-0.7809870347519999
ACH-001736,-0.804201249727
ACH-001737,-0.539559970435
ACH-001740,-0.623765618604
ACH-001745,-0.456664356498
ACH-001750,-0.852790802615
ACH-001765,-0.717522425915
ACH-001956,-0.6259736993899999
ACH-001957,-1.26793222169
