,MMRN1 (22915)
ACH-000004,0.08727564530269999
ACH-000007,0.0743216801528
ACH-000009,0.19869332069099999
ACH-000011,0.178294609272
ACH-000012,0.139064561167
ACH-000013,0.18506108926399997
ACH-000014,0.150802563965
ACH-000015,0.015174839252799999
ACH-000017,0.16451458151599999
ACH-000018,0.18655997801
ACH-000019,0.159428380179
ACH-000021,0.134206420223
ACH-000022,0.21180331572500002
ACH-000025,0.198190858818
ACH-000028,0.08167416831310001
ACH-000030,0.176897312191
ACH-000035,0.054917614839000005
ACH-000036,-0.00171035671972
ACH-000037,0.312498948329
ACH-000039,0.0428240700682
ACH-000040,0.11451537490599999
ACH-000041,0.211680255724
ACH-000042,0.0413569952685
ACH-000045,0.249676617487
ACH-000047,0.20471163825599997
ACH-000052,0.10258386122199999
ACH-000053,0.215086616258
ACH-000054,0.121731881888
ACH-000055,0.070972755399
ACH-000060,0.0713207932148
ACH-000067,0.319575875869
ACH-000070,0.284748512674
ACH-000075,0.108206356938
ACH-000078,0.381924155808
ACH-000082,0.10566391451
ACH-000085,0.14933534009000002
ACH-000086,-0.0339181896272
ACH-000087,0.228814834288
ACH-000092,0.0915570447658
ACH-000095,0.20007983266399998
ACH-000097,0.17137711990200002
ACH-000098,0.140906417432
ACH-000099,0.0897766985667
ACH-000108,0.165563645476
ACH-000113,-0.0530755234335
ACH-000115,0.14923324319700002
ACH-000116,0.0858840931853
ACH-000118,0.194738007855
ACH-000120,0.20517812057100002
ACH-000123,0.12094952126700001
ACH-000127,0.137965336193
ACH-000128,0.0320034781516
ACH-000132,0.204004017062
ACH-000133,0.18761068889600002
ACH-000137,0.144513753223
ACH-000138,0.204036893655
ACH-000142,0.175757295117
ACH-000143,0.15662607864
ACH-000146,0.288197686572
ACH-000148,0.0319910264377
ACH-000150,0.09489305602289999
ACH-000152,0.163014089345
ACH-000153,0.0108290376536
ACH-000159,0.08677060563559999
ACH-000160,0.00412895277211
ACH-000163,0.213643681822
ACH-000167,0.0945087505933
ACH-000168,0.28007439636500003
ACH-000169,0.211570168009
ACH-000178,0.158600716291
ACH-000182,0.176946120141
ACH-000183,-0.0587305350499
ACH-000188,0.129798736367
ACH-000189,0.37871152649499995
ACH-000190,0.181107673433
ACH-000198,0.26641310792899997
ACH-000204,-0.063268269855
ACH-000206,0.0239321640992
ACH-000207,0.31436864084399996
ACH-000211,0.0458719026458
ACH-000215,0.21170617556899998
ACH-000221,0.17336274274900002
ACH-000222,0.29034929856999997
ACH-000223,0.17066265546599999
ACH-000226,0.153854367936
ACH-000227,0.0180988055947
ACH-000228,0.10119963702099999
ACH-000231,0.20680249025400002
ACH-000232,0.143058713299
ACH-000233,0.23942525721799998
ACH-000234,0.267044512885
ACH-000235,0.142597389399
ACH-000237,0.156200174721
ACH-000238,0.24598330789700001
ACH-000243,0.006745261083600001
ACH-000244,0.043092182752900006
ACH-000246,0.230825264886
ACH-000248,0.015184954222299998
ACH-000250,0.156695620278
ACH-000251,0.122903101434
ACH-000253,0.253899319375
ACH-000255,0.158492925053
ACH-000256,0.23649694951900002
ACH-000257,0.41048995166999996
ACH-000258,0.142477564306
ACH-000259,0.09046180687210001
ACH-000260,0.176862768673
ACH-000261,0.106556236086
ACH-000262,0.129897865679
ACH-000263,-0.0130094343649
ACH-000264,0.09008479618319999
ACH-000265,0.0208297774258
ACH-000266,0.16502476807
ACH-000272,0.038892195128000004
ACH-000273,0.09322553208310001
ACH-000274,0.149879185488
ACH-000277,0.125213425841
ACH-000278,0.263723640953
ACH-000279,0.212510366296
ACH-000280,0.103016953168
ACH-000281,0.179513175392
ACH-000288,0.28414927455600003
ACH-000291,0.299146537915
ACH-000293,0.11810514781199999
ACH-000294,0.16245899291899998
ACH-000295,-0.0154935647765
ACH-000296,0.19049993856199998
ACH-000302,0.0629391090518
ACH-000304,0.177177450729
ACH-000307,0.133441275525
ACH-000308,0.171127829589
ACH-000310,0.118391626338
ACH-000311,0.190606449507
ACH-000312,0.09127088942739998
ACH-000315,0.28567760296
ACH-000316,0.0317339071237
ACH-000317,0.11089610072100001
ACH-000318,0.0844789971552
ACH-000319,0.07558246500060001
ACH-000320,0.30080072893300003
ACH-000322,0.338539786628
ACH-000323,0.11594762853700001
ACH-000324,0.0813692870444
ACH-000329,0.105891767543
ACH-000330,0.11726412171299999
ACH-000331,0.265700205878
ACH-000332,0.14434293584400001
ACH-000334,0.156022251859
ACH-000335,0.2010844529
ACH-000336,0.282125917904
ACH-000337,-0.140601385991
ACH-000339,0.163603224523
