,PSORS1C1 (170679)
ACH-000004,-0.0580307746021
ACH-000007,0.0653830370091
ACH-000009,-0.00134374736952
ACH-000011,0.0478484457687
ACH-000012,-0.0762977417115
ACH-000013,-0.07527859357769999
ACH-000014,-0.0700809783707
ACH-000015,-0.0349260097796
ACH-000017,0.0040886835828799995
ACH-000018,-0.0300073969349
ACH-000019,0.0567742198432
ACH-000021,0.0235479336999
ACH-000022,-0.1170800839
ACH-000025,-0.0733096005008
ACH-000028,-0.036328833844
ACH-000030,-0.0650631110439
ACH-000035,-0.04359763355819999
ACH-000036,-0.21377151645999998
ACH-000037,-0.07178848177019999
ACH-000039,-0.154792754268
ACH-000040,-0.0195466256317
ACH-000041,-0.051541997319099996
ACH-000042,-0.0672768213874
ACH-000045,-0.135289006519
ACH-000047,-0.05022571257669999
ACH-000052,-0.060249597011500004
ACH-000053,-0.0377388419141
ACH-000054,-0.0235095878004
ACH-000055,-0.22086445998100002
ACH-000060,-0.11267527364299999
ACH-000067,-0.0488126232049
ACH-000070,0.0164544197477
ACH-000075,0.009197322292389998
ACH-000078,-0.113833827381
ACH-000082,-0.137398377744
ACH-000085,-0.00975650795801
ACH-000086,0.0525408312803
ACH-000087,-0.0556459131728
ACH-000092,-0.0426060428016
ACH-000095,0.08325624404639999
ACH-000097,-0.0174551109504
ACH-000098,-0.10726199772
ACH-000099,0.020843769400900002
ACH-000108,0.108411584548
ACH-000113,-0.0169951029185
ACH-000115,-0.0151110963617
ACH-000116,-0.0806709801213
ACH-000118,-0.005622604871850001
ACH-000120,-0.0594746509143
ACH-000123,0.0656369516826
ACH-000127,0.00113723697817
ACH-000128,-0.24862675120000002
ACH-000132,-0.0121077707474
ACH-000133,-0.118933126665
ACH-000137,0.101573969322
ACH-000138,0.0467898464296
ACH-000142,-0.023285920116
ACH-000143,0.030431677897200003
ACH-000146,0.0071633310681599996
ACH-000148,-0.0327530835213
ACH-000150,-0.0474578893798
ACH-000152,-0.0338195633108
ACH-000153,-0.0880577348479
ACH-000159,-0.0593818349285
ACH-000160,-0.0343916073886
ACH-000163,-0.0130246060998
ACH-000167,-0.011442862837900001
ACH-000168,0.09422898408239999
ACH-000169,-0.120858870962
ACH-000178,-0.0408855195758
ACH-000182,0.0468640715742
ACH-000183,0.053610956806
ACH-000188,-0.04389060752730001
ACH-000189,0.0291809773397
ACH-000190,-0.046854899588900004
ACH-000198,0.0494280898668
ACH-000204,0.269081380048
ACH-000206,-0.0203913237953
ACH-000207,-0.0812342818291
ACH-000211,-0.10486060304
ACH-000215,0.0757086428165
ACH-000221,-0.060968641245999995
ACH-000222,-0.0692698459269
ACH-000223,-0.0690137155149
ACH-000226,0.09834780783250001
ACH-000227,-0.0796885020551
ACH-000228,-0.22377665633299998
ACH-000231,-0.04808566742959999
ACH-000232,0.0606351259039
ACH-000233,-0.0385719071144
ACH-000234,-0.039483504462599996
ACH-000235,-0.0396209961375
ACH-000237,-0.0114257958699
ACH-000238,-0.269941362208
ACH-000243,0.099869463596
ACH-000244,-0.11638169982
ACH-000246,-0.0555290258763
ACH-000248,-0.0380926623711
ACH-000250,-0.07246838362819999
ACH-000251,-0.0888135659954
ACH-000253,-0.106637035541
ACH-000255,-0.0758931447188
ACH-000256,0.158137693559
ACH-000257,0.0524854472777
ACH-000258,0.215867501113
ACH-000259,0.0146393131794
ACH-000260,-0.0561171089327
ACH-000261,-0.0526667791576
ACH-000262,-0.0022343144991
ACH-000263,-0.34938673184600005
ACH-000264,-0.05990865667090001
ACH-000265,0.0543357223495
ACH-000266,-0.0421555772403
ACH-000272,0.0009515516373099999
ACH-000273,-0.22708920865200002
ACH-000274,-0.0762283987178
ACH-000277,-0.0172289634174
ACH-000278,0.12255109301799999
ACH-000279,-0.0843515825465
ACH-000280,-0.141866336156
ACH-000281,-0.0995562558153
ACH-000288,-0.0731161157871
ACH-000291,0.013055191963599999
ACH-000293,0.0733567218166
ACH-000294,0.0414469641158
ACH-000295,-0.244233706098
ACH-000296,-0.020322134788099997
ACH-000302,-0.0686559771407
ACH-000304,0.18250360884599998
ACH-000307,-0.08277736027589999
ACH-000308,-0.00143939624007
ACH-000310,0.19717362775
ACH-000311,0.0587093926847
ACH-000312,0.153264432829
ACH-000315,-0.0553326693073
ACH-000316,-0.0313667880665
ACH-000317,0.0491432872581
ACH-000318,-0.141438913026
ACH-000319,0.0819225810988
ACH-000320,0.293550515474
ACH-000322,-0.15200797595499999
ACH-000323,0.0275262428078
ACH-000324,-0.138657076572
ACH-000329,-0.00410069825098
ACH-000330,0.0358039214114
ACH-000331,-0.0169141329027
ACH-000332,-0.0357168316923
ACH-000334,-0.0255608507637
ACH-000335,-0.0765445416703
ACH-000336,-0.061894516976899995
ACH-000337,-0.100836903161
ACH-000339,0.037138410940699994
ACH-000341,0.030936945238399998
ACH-000348,-0.12461152943
ACH-000350,0.130043937708
ACH-000352,-0.106738112991
ACH-000356,-0.271390381423
ACH-000361,0.227897079763
ACH-000362,0.0322530770151
ACH-000363,0.028505405960000004
ACH-000364,0.0679816263227
ACH-000365,0.0813389398217
ACH-000366,0.0109992774545
ACH-000368,-0.179681768173
ACH-000374,-0.48202580350900004
ACH-000375,-0.0818302782473
ACH-000376,-0.0030386204822199997
ACH-000381,0.0628582237906
ACH-000383,0.05362382695730001
ACH-000387,-0.0179731242709
ACH-000389,0.021501276151200004
ACH-000390,-0.121302045397
ACH-000393,-0.0881375325548
ACH-000395,-0.191906847759
ACH-000397,-0.026675934688300002
ACH-000401,0.025715580932400003
ACH-000402,-0.0774718067463
ACH-000403,-0.018442197686
ACH-000404,0.31001340215900003
ACH-000406,-0.0479918555695
ACH-000407,-0.0267281269617
ACH-000408,0.0720528196614
ACH-000410,0.0850408089352
ACH-000411,0.0850941450232
ACH-000414,0.0790265363011
ACH-000415,0.012060278986799998
ACH-000416,0.041499616200699994
ACH-000420,-0.0491858636497
ACH-000421,-0.0245541178247
ACH-000424,-0.207590561193
ACH-000425,-0.0401112616799
ACH-000426,-0.16898130879599998
ACH-000427,-0.0265123862879
ACH-000433,0.017201424285799998
ACH-000436,-0.141843112103
ACH-000444,-0.0461007480124
ACH-000445,-0.242077455139
ACH-000448,-0.137967932039
ACH-000450,-0.21994179970400002
ACH-000452,-0.16992923100200003
ACH-000454,-0.164189317144
ACH-000458,-0.042974965856999996
ACH-000459,0.06488501651459999
ACH-000460,-0.0484249776124
ACH-000461,-0.055026372021000004
ACH-000463,-0.0753566787616
ACH-000464,0.0263433274598
ACH-000466,0.00118739164997
ACH-000467,-0.0592340092855
ACH-000468,-0.0590500640025
ACH-000469,-0.0835846770325
ACH-000470,-0.335266788067
ACH-000471,0.0263895965178
ACH-000472,-0.058870326565800005
ACH-000473,0.0159706641806
ACH-000475,-0.0686224774385
ACH-000476,-0.10986046621300001
ACH-000477,-0.0022256393351100003
ACH-000480,0.0455657155652
ACH-000481,-0.012452201725099999
ACH-000483,0.12322669830999998
ACH-000484,0.143053094175
ACH-000485,0.0336402474747
ACH-000486,-0.08699309003189999
ACH-000487,-0.141433445081
ACH-000488,-0.126000032776
ACH-000490,-0.136505278081
ACH-000491,-0.028440090226099998
ACH-000495,-0.061909305734999996
ACH-000496,0.0719511694873
ACH-000499,-0.0996164940358
ACH-000500,-0.307282217264
ACH-000502,0.0692298125166
ACH-000503,-0.0676321604671
ACH-000505,-0.0552519012749
ACH-000507,0.007660451861010001
ACH-000510,-0.0687374055419
ACH-000511,-0.0469644382655
ACH-000512,-0.028696236174499998
ACH-000516,-0.141345817871
ACH-000517,-0.0370198445522
ACH-000518,-0.0816727342506
ACH-000520,-0.08095846091860001
ACH-000521,-0.06628495362259999
ACH-000522,-0.0268555082767
ACH-000524,-0.12910818595
ACH-000527,-0.0524875772764
ACH-000528,-0.137274658809
ACH-000537,-0.0399458478428
ACH-000541,-0.28327272022100003
ACH-000542,-0.13327183710899998
ACH-000544,-0.0211834518761
ACH-000545,-0.10040584369899999
ACH-000547,0.0086641027277
ACH-000548,-0.111199709639
ACH-000549,-0.122433138932
ACH-000550,-0.133855262445
ACH-000552,0.041340367819199995
ACH-000556,-0.12987920766799999
ACH-000557,0.00116983358808
ACH-000570,0.11255513538300001
ACH-000571,-0.0378087423016
ACH-000573,0.0294502823082
ACH-000576,-0.0594492461044
ACH-000580,0.22404855189800002
ACH-000584,0.020755521545500002
ACH-000585,-0.15880848328299998
ACH-000588,-0.210174876235
ACH-000589,-0.0192426189765
ACH-000591,-0.023089122184900005
ACH-000593,-0.0631130559614
ACH-000600,-0.0599624186314
ACH-000601,0.134038843997
ACH-000604,0.0463421660592
ACH-000605,-0.038230810364300004
ACH-000606,-0.20438292985800002
ACH-000608,-0.09717875595429999
