,CHTF8 (54921)
ACH-000004,-0.621510034094
ACH-000007,-0.66971768281
ACH-000009,-0.592143893002
ACH-000011,-1.05837761417
ACH-000012,-0.6714638244600001
ACH-000013,-1.05904248555
ACH-000014,-0.864631966405
ACH-000015,-0.707200625412
ACH-000017,-0.505514116695
ACH-000018,-0.829626278266
ACH-000019,-0.918138748794
ACH-000021,-0.624688994056
ACH-000022,-0.553483932807
ACH-000025,-0.999837295273
ACH-000028,-0.65996869375
ACH-000030,-0.3386329214
ACH-000035,-0.536076910765
ACH-000036,-0.922869060659
ACH-000037,-0.8392082475399999
ACH-000039,-0.778848601007
ACH-000040,-0.570841722812
ACH-000041,-0.566023755879
ACH-000042,-0.4413753361399999
ACH-000045,-0.8019726961220001
ACH-000047,-1.0295114706
ACH-000052,-0.629959238314
ACH-000053,-0.292789576974
ACH-000054,-0.6204152483659999
ACH-000055,-0.884143107092
ACH-000060,-0.6319207738329999
ACH-000067,-0.6866399273010001
ACH-000070,-0.779708291377
ACH-000075,-0.910118526969
ACH-000078,-0.7095725131199999
ACH-000082,-0.601811480405
ACH-000085,-0.340154963991
ACH-000086,-0.8704903501119999
ACH-000087,-0.862668408284
ACH-000092,-0.928601953317
ACH-000095,-0.66588712442
ACH-000097,-0.997381501981
ACH-000098,-0.83142269792
ACH-000099,-0.907339739718
ACH-000108,-0.61887076626
ACH-000113,-0.8606170220630001
ACH-000115,-0.764517512005
ACH-000116,-0.831239659988
ACH-000118,-0.591238847764
ACH-000120,-0.790122630724
ACH-000123,-0.97687638607
ACH-000127,-0.834708495688
ACH-000128,-0.775945114344
ACH-000132,-0.597896706728
ACH-000133,-1.18964998206
ACH-000137,-0.8364514322759999
ACH-000138,-0.547966383602
ACH-000142,-0.635325299476
ACH-000143,-0.764994888636
ACH-000146,-0.686162796091
ACH-000148,-1.04426084386
ACH-000150,-0.41334870054899997
ACH-000152,-0.8474527784289999
ACH-000153,-0.855035758764
ACH-000159,-0.71051482978
ACH-000160,-0.884154256327
ACH-000163,-0.591054132958
ACH-000167,-0.479913788256
ACH-000168,-0.884220556205
ACH-000169,-0.665451597338
ACH-000178,-0.893049216489
ACH-000182,-1.0517451622299998
ACH-000183,-0.465817400884
ACH-000188,-0.656792841052
ACH-000189,-0.835192688434
ACH-000190,-0.7987844418469999
ACH-000198,-0.58246061935
ACH-000204,-0.713277118697
ACH-000206,-0.613120471949
ACH-000207,-0.878493989532
ACH-000211,-1.20549007786
ACH-000215,-1.1543706600900001
ACH-000221,-0.766525710663
ACH-000222,-0.813869596391
ACH-000223,-0.88194594713
ACH-000226,-0.683800060295
ACH-000227,-0.961751089948
ACH-000228,-0.524165061348
ACH-000231,-1.1644509316
ACH-000232,-0.983789767417
ACH-000233,-0.81782885072
ACH-000234,-0.7547772946369999
ACH-000235,-0.42896201413
ACH-000237,-1.03923581891
ACH-000238,-0.546305875861
ACH-000243,-0.5513038170319999
ACH-000244,-0.943993078723
ACH-000246,-1.0730586396200001
ACH-000248,-0.46832540709200005
ACH-000250,-1.0692472184100001
ACH-000251,-0.719399795054
ACH-000253,-0.581434791012
ACH-000255,-0.672128990519
ACH-000256,-1.00381358175
ACH-000257,-0.9920132611239999
ACH-000258,-0.720223526447
ACH-000259,-0.646570092561
ACH-000260,-0.662296798021
ACH-000261,-0.734019944878
ACH-000262,-0.99740385844
ACH-000263,-0.7662443563439999
ACH-000264,-0.7256018976440001
ACH-000265,-0.475547935567
ACH-000266,-0.44925794488399995
ACH-000272,-0.5136573634089999
ACH-000273,-0.851341104247
ACH-000274,-0.437510662928
ACH-000277,-0.611401473547
ACH-000278,-0.862035369711
ACH-000279,-1.26340031699
ACH-000280,-0.769921545041
ACH-000281,-0.802893385309
ACH-000288,-1.32306476942
ACH-000291,-0.6247453189450001
ACH-000293,-0.584638061876
ACH-000294,-0.41125727108800003
ACH-000295,-0.755587003303
ACH-000296,-1.03724637187
ACH-000302,-0.9306467164159999
ACH-000304,-0.615377449263
ACH-000307,-0.427205200411
ACH-000308,-0.668675875647
ACH-000310,-0.73517745264
ACH-000311,-0.7466405557699999
ACH-000312,-0.603632321289
ACH-000315,-0.576728957893
ACH-000316,-0.889012934815
ACH-000317,-0.7697183623180001
ACH-000318,-0.406551847456
ACH-000319,-0.8566019223549999
ACH-000320,-0.986891723118
ACH-000322,-0.633023139479
ACH-000323,-0.43404144054300003
ACH-000324,-0.812133494476
ACH-000329,-0.669159170401
ACH-000330,-0.641410329685
ACH-000331,-0.927377488943
ACH-000332,-0.67158681302
ACH-000334,-0.963662398717
ACH-000335,-0.677544461685
ACH-000336,-0.8388845337199999
ACH-000337,-0.802329603822
ACH-000339,-0.824866193611
ACH-000341,-0.813292953647
ACH-000348,-0.634042788693
ACH-000350,-0.8426450368780001
ACH-000352,-0.543691431927
ACH-000356,-0.71088971624
ACH-000361,-0.293557907472
ACH-000362,-0.9376269123200001
ACH-000363,-0.602559247596
ACH-000364,-0.621428713046
ACH-000365,-0.689820740741
ACH-000366,-0.458503997571
ACH-000368,-0.747896886232
ACH-000374,-0.570764271012
ACH-000375,-0.7476706443950001
ACH-000376,-0.8009037235330001
ACH-000381,-0.6767062241670001
ACH-000383,-0.328098743245
ACH-000387,-0.9421981026590001
ACH-000389,-0.859132378467
ACH-000390,-0.5330875030300001
ACH-000393,-0.435699222426
ACH-000395,-0.558210687614
ACH-000397,-0.726103073399
ACH-000401,-0.8939920534260001
ACH-000402,-0.7690137822550001
ACH-000403,-0.556837477532
ACH-000404,-0.92549028405
ACH-000406,-0.561961248512
ACH-000407,-0.6338323589829999
ACH-000408,-0.458507678075
ACH-000410,-0.907772491539
ACH-000411,-0.8510590571950001
ACH-000414,-1.0085904003100001
ACH-000415,-0.620479481569
ACH-000416,-0.8354755916429999
ACH-000420,-0.391423495127
ACH-000421,-0.639445285547
ACH-000424,-0.982280431478
ACH-000425,-0.6466961768389999
ACH-000426,-0.623710715841
ACH-000427,-0.596455715129
ACH-000433,-0.983527319613
ACH-000436,-0.44229763503499997
ACH-000444,-0.699448524957
ACH-000445,-0.500801413567
ACH-000448,-0.6636223717840001
ACH-000450,-0.501385855728
ACH-000452,-0.444325893473
ACH-000454,-0.390073182602
ACH-000458,-0.684837469709
ACH-000459,-0.882050202676
ACH-000460,-0.78361503088
ACH-000461,-0.45405239045400003
ACH-000463,-0.7340847154819999
ACH-000464,-0.8379532835250001
ACH-000466,-0.753502305114
ACH-000467,-0.694818765741
ACH-000468,-0.9165394589810001
ACH-000469,-1.07240327364
ACH-000470,-0.5508804512600001
ACH-000471,-0.494023767426
ACH-000472,-0.598610099085
ACH-000473,-0.37664923059699995
ACH-000475,-0.487350874813
ACH-000476,-0.436515651722
ACH-000477,-0.410501102527
ACH-000480,-0.718368982958
ACH-000481,-0.849841081407
ACH-000483,-0.745740192848
ACH-000484,-0.525355220199
ACH-000485,-1.0705020093700002
ACH-000486,-0.511732675175
ACH-000487,-0.620947276773
ACH-000488,-0.853407917564
ACH-000490,-0.362497461107
ACH-000491,-0.370641811499
ACH-000495,-1.27590531415
ACH-000496,-0.8546051190989999
ACH-000499,-0.860355284983
ACH-000500,-0.6714352458789999
ACH-000502,-0.6785937924109999
ACH-000503,-1.1307802714200001
ACH-000505,-0.665359255583
ACH-000507,-0.651622171885
ACH-000510,-0.550520771584
ACH-000511,-0.9136026501440001
ACH-000512,-0.660167497878
ACH-000516,-1.1483628398
ACH-000517,-0.831247208076
ACH-000518,-0.813142635884
ACH-000520,-0.828920129459
ACH-000521,-0.90165728702
ACH-000522,-1.2938357475700002
ACH-000524,-0.526339999932
ACH-000527,-0.644514634244
ACH-000528,-0.898242683
ACH-000537,-0.477654725267
ACH-000541,-0.849992753652
ACH-000542,-1.07676204439
ACH-000544,-0.764801006135
ACH-000545,-0.846189881857
ACH-000547,-0.4841928490199999
ACH-000548,-0.705646855489
ACH-000549,-0.525433512247
ACH-000550,-0.7859559405259999
ACH-000552,-0.474780797024
ACH-000556,-0.823997755698
ACH-000557,-0.229693725686
ACH-000570,-0.544044185381
ACH-000571,-0.795888536038
ACH-000573,-0.8949317827590001
ACH-000576,-0.584374010974
ACH-000580,-0.908371698876
ACH-000584,-0.976851709579
ACH-000585,-0.432754070086
ACH-000588,-0.6070401336060001
ACH-000589,-0.841259969902
ACH-000591,-0.989158943696
ACH-000593,-0.437466562105
ACH-000600,-0.959516065793
ACH-000601,-0.729905071338
ACH-000604,-0.9259625621809999
ACH-000605,-0.551811572233
ACH-000606,-0.35788454613399995
ACH-000608,-0.5811623475500001
ACH-000614,-0.7745243553899999
ACH-000616,-1.0358455752
ACH-000618,-0.785646371984
ACH-000619,-0.544865697124
ACH-000620,-0.540305604006
ACH-000621,-0.889207105265
ACH-000622,-1.05779575046
ACH-000623,-0.43327420775200004
ACH-000624,-0.38195816294699997
ACH-000627,-1.1709513809999998
ACH-000630,-0.42174124339100005
ACH-000632,-0.725927007232
ACH-000633,-0.39397236174999994
ACH-000637,-0.608491329363
ACH-000638,-0.8181446685539999
ACH-000646,-0.675372071461
ACH-000647,-0.34592203490699996
ACH-000648,-0.585237355816
ACH-000649,-0.899002058742
ACH-000651,-0.819071713653
ACH-000652,-0.873547644084
ACH-000653,-0.725840393811
ACH-000657,-0.760808933469
ACH-000658,-0.713740373117
ACH-000661,-0.563945995283
ACH-000662,-0.951863925862
ACH-000663,-0.689333181424
ACH-000665,-0.31072101549000003
ACH-000671,-0.649452190525
ACH-000673,-0.6818947459460001
ACH-000676,-1.38894187006
ACH-000677,-0.259109408858
ACH-000681,-0.47912770781999997
ACH-000682,-0.426675878345
ACH-000683,-0.737217424393
ACH-000684,-1.06557339706
ACH-000688,-1.19972347421
ACH-000693,-0.668475415139
ACH-000694,-1.1183468924
ACH-000695,-0.7423317258709999
ACH-000696,-0.9812452337530001
ACH-000697,-0.9421734394
ACH-000699,-0.742837460155
ACH-000701,-0.629739688399
ACH-000706,-0.558460023412
ACH-000711,-0.879194916452
ACH-000713,-0.809722434337
ACH-000714,-0.743597858216
ACH-000718,-0.6346988212820001
ACH-000720,-0.626277325854
ACH-000721,-1.2471846445499999
ACH-000724,-1.0844962353399998
ACH-000725,-0.749613618054
ACH-000732,-0.6427971893659999
ACH-000734,-0.7850709723010001
ACH-000735,-0.577020292995
ACH-000736,-1.10114223003
ACH-000738,-0.46244175974600005
ACH-000746,-0.8173674884540001
ACH-000747,-0.621748615443
ACH-000748,-0.714132131862
