,CRLF1 (9244)
ACH-000004,0.12870888846200002
ACH-000007,0.162342868674
ACH-000009,0.18092198269499998
ACH-000011,-0.0608726802319
ACH-000012,0.13057802515699998
ACH-000013,-0.108437660659
ACH-000014,-0.00265548085412
ACH-000015,-0.125464488836
ACH-000017,-0.0957402950295
ACH-000018,-0.039384798752900005
ACH-000019,-0.138042911251
ACH-000021,-0.0852716931817
ACH-000022,-0.13594512361199998
ACH-000025,0.123987737116
ACH-000028,-0.20222361428
ACH-000030,-0.112950230662
ACH-000035,0.0481664744654
ACH-000036,-0.12014251476700001
ACH-000037,-0.0393915351669
ACH-000039,-0.123895109287
ACH-000040,-0.022844987181
ACH-000041,0.08145547431089999
ACH-000042,-0.0552914759882
ACH-000045,-0.040702375655800004
ACH-000047,-0.0361295071143
ACH-000052,-0.12474867791500001
ACH-000053,-0.0652584440136
ACH-000054,-0.0354190703578
ACH-000055,0.155214213727
ACH-000060,0.0505237430652
ACH-000067,-0.0187606025725
ACH-000070,0.0205749581652
ACH-000075,0.23804692945300002
ACH-000078,0.234367394507
ACH-000082,0.057351238578699996
ACH-000085,0.13007368882099998
ACH-000086,-0.14659554569
ACH-000087,-0.0867507032405
ACH-000092,0.0265215455216
ACH-000095,0.16055391519099999
ACH-000097,0.0260113966843
ACH-000098,-0.189283106206
ACH-000099,0.11055018842700001
ACH-000108,-0.026971734732800002
ACH-000113,-0.09339097012700001
ACH-000115,-0.010381123815700001
ACH-000116,-0.11203764807
ACH-000118,0.030592924490400002
ACH-000120,-0.133507438748
ACH-000123,0.16834444457199998
ACH-000127,-0.062070771381699995
ACH-000128,-0.129975221138
ACH-000132,-0.0625375013601
ACH-000133,0.18008060817000002
ACH-000137,-0.173507616114
ACH-000138,0.0877648731821
ACH-000142,-0.05707684545
ACH-000143,0.153790693305
ACH-000146,0.0062149718058
ACH-000148,0.019340789245
ACH-000150,-0.0567935498246
ACH-000152,0.0360614615829
ACH-000153,0.0583996881796
ACH-000159,-0.015038156880700001
ACH-000160,-0.12873356965399999
ACH-000163,-0.0545363211137
ACH-000167,-0.0122509502369
ACH-000168,-0.12256340184699999
ACH-000169,-0.036551106656999996
ACH-000178,0.152029566503
ACH-000182,-0.187663047031
ACH-000183,0.151718515142
ACH-000188,0.0327265629505
ACH-000189,0.0743235945523
ACH-000190,-0.148099453926
ACH-000198,0.0554813121837
ACH-000204,-0.105259924334
ACH-000206,0.0513316782778
ACH-000207,0.0209480164808
ACH-000211,0.0177515592842
ACH-000215,0.11073168033700001
ACH-000221,-0.27497214789700003
ACH-000222,-0.0807377958515
ACH-000223,0.055134916714599996
ACH-000226,0.045957786477300006
ACH-000227,0.41919544077699994
