,SEC62 (7095)
ACH-000004,-0.627613610583
ACH-000007,-0.380556138524
ACH-000009,-0.9002136622
ACH-000011,-0.6632661361259999
ACH-000012,-0.343410918643
ACH-000013,-0.459256007772
ACH-000014,-0.611203786856
ACH-000015,-0.534820922536
ACH-000017,-0.5504880354630001
ACH-000018,-0.662409979686
ACH-000019,-0.231738870945
ACH-000021,-0.633926459217
ACH-000022,-0.38134474606700003
ACH-000025,-0.36101641813199997
ACH-000028,-0.562240295945
ACH-000030,-0.646488420019
ACH-000035,-0.8205168578829999
ACH-000036,-0.670149006662
ACH-000037,-0.243075158888
ACH-000039,-0.555794120473
ACH-000040,-0.8363404725460001
ACH-000041,-0.37950966258
ACH-000042,-0.641383662351
ACH-000045,-0.5274055323969999
ACH-000047,-0.563863348112
ACH-000052,-0.984558619867
ACH-000053,-0.106355624371
ACH-000054,-0.6982093278329999
ACH-000055,-0.770579801808
ACH-000060,-0.7295824397540001
ACH-000067,-0.6016234618399999
ACH-000070,-0.420123058099
ACH-000075,-0.24027859337699997
ACH-000078,-0.377414698128
ACH-000082,-0.916172956951
ACH-000085,-0.205726421822
ACH-000086,-0.38042756242200004
ACH-000087,-0.515653706813
ACH-000092,-0.736654676247
ACH-000095,-0.8431613139120001
ACH-000097,-0.549591620305
ACH-000098,-0.523157267886
ACH-000099,-0.460452589587
ACH-000108,-0.602609337365
ACH-000113,-0.442512645428
ACH-000115,-0.7137030740479999
ACH-000116,-0.45954533382
ACH-000118,-0.313450213257
ACH-000120,-0.7696252464929999
ACH-000123,-0.6988067854979999
ACH-000127,-0.729448270192
ACH-000128,-0.973781427878
ACH-000132,-0.5733285957850001
ACH-000133,-0.770945678475
ACH-000137,-0.43952707043000006
ACH-000138,-0.459507376437
ACH-000142,-0.5492499257469999
ACH-000143,-0.663997911296
ACH-000146,-0.5055645229819999
ACH-000148,-0.414825918027
ACH-000150,-0.5511201045399999
ACH-000152,-0.622439864028
ACH-000153,-0.468865321665
ACH-000159,-0.524830413744
ACH-000160,-0.6305254149180001
ACH-000163,-1.02992986975
ACH-000167,-0.551316428291
ACH-000168,-0.360081214654
ACH-000169,-0.738002944092
ACH-000178,-0.718117061108
ACH-000182,-0.36402449251900004
ACH-000183,-0.55195152693
ACH-000188,-0.419828450771
ACH-000189,-0.304461234254
ACH-000190,-0.875401078331
ACH-000198,-0.515486504639
ACH-000204,-0.678929437193
ACH-000206,-1.13783751286
ACH-000207,-0.740356732117
ACH-000211,-0.550325428973
ACH-000215,-0.523694100932
ACH-000221,-0.508169314015
ACH-000222,-0.750476145308
ACH-000223,-0.483463595898
ACH-000226,-0.252631861841
ACH-000227,-0.613119741527
ACH-000228,-0.478140561093
ACH-000231,-0.57493123376
ACH-000232,-0.895481193952
ACH-000233,-0.541250878583
ACH-000234,-0.826799435224
ACH-000235,-0.30186135246
ACH-000237,-0.5607793220189999
ACH-000238,-0.5437591565559999
ACH-000243,-0.7732219694760001
ACH-000244,-0.856957049753
ACH-000246,-0.384431400829
ACH-000248,-0.589536384344
ACH-000250,-0.557963760459
ACH-000251,-0.549179770089
ACH-000253,-0.307141031162
ACH-000255,-0.64279854891
ACH-000256,-0.44504694772
ACH-000257,-0.755397363459
ACH-000258,-0.462550382865
ACH-000259,-0.585630794532
ACH-000260,-0.336646438416
ACH-000261,-0.319800224874
ACH-000262,-0.718402774765
ACH-000263,-0.42872007089100006
ACH-000264,-0.352883732103
ACH-000265,-0.551787683502
ACH-000266,-0.563484801198
ACH-000272,-0.82678690395
ACH-000273,-0.38467046845200004
ACH-000274,-0.974633534764
ACH-000277,-0.438773178278
ACH-000278,-0.543171757942
ACH-000279,-0.501612391451
ACH-000280,-0.418883690062
ACH-000281,-0.64310195634
ACH-000288,-0.698072294002
ACH-000291,-0.659436540875
ACH-000293,-0.651798003594
ACH-000294,-0.578228053908
ACH-000295,-0.6168919087899999
ACH-000296,-0.594040384319
ACH-000302,-0.553864342203
ACH-000304,-0.603802515286
ACH-000307,-0.483835659583
ACH-000308,-0.52503095037
ACH-000310,-0.35073672392599997
ACH-000311,-0.7428501943870001
ACH-000312,-0.429147628626
ACH-000315,-0.011172341230799998
ACH-000316,-0.6268458586300001
ACH-000317,-0.629578314581
ACH-000318,-0.752733586701
ACH-000319,-0.407165689187
ACH-000320,-0.895066834362
ACH-000322,-0.430812259998
ACH-000323,-0.659504776892
ACH-000324,-0.642389918653
ACH-000329,-0.584836854247
ACH-000330,-0.607872059967
ACH-000331,-1.10625935767
ACH-000332,-0.634672613889
ACH-000334,-0.48671868276999997
ACH-000335,-0.46378295808
ACH-000336,-0.352969266721
ACH-000337,-0.344327310222
ACH-000339,-0.625352839117
ACH-000341,-0.724745509243
ACH-000348,-0.331830901425
ACH-000350,-0.5786711922119999
ACH-000352,-0.232503250255
ACH-000356,-0.37770965932899997
ACH-000361,-0.459036005054
ACH-000362,-0.370496781236
ACH-000363,-0.7211654625339999
ACH-000364,-0.620573425758
ACH-000365,-0.361175719876
ACH-000366,-0.526341751211
ACH-000368,-0.524990125168
ACH-000374,-0.7647162191850001
ACH-000375,-0.766332166806
ACH-000376,-0.529227075016
ACH-000381,-0.585505171449
ACH-000383,-0.34045747580700003
ACH-000387,-0.479018916355
ACH-000389,-0.84299204921
ACH-000390,-0.5224964031539999
ACH-000393,-0.286916609706
ACH-000395,-0.5515534467859999
ACH-000397,-0.7072423760940001
ACH-000401,-0.781675139957
ACH-000402,-0.9227495275509999
ACH-000403,-0.625838849785
ACH-000404,-0.427775308438
ACH-000406,-0.390948086379
ACH-000407,-0.46213340055
ACH-000408,-0.629511330285
ACH-000410,-0.5342542306679999
ACH-000411,-0.535477472224
ACH-000414,-0.6690702377059999
ACH-000415,-0.409197307917
ACH-000416,-0.35772234160099997
ACH-000420,-0.5069895701899999
ACH-000421,-0.311234728103
ACH-000424,-0.671195346645
ACH-000425,-0.28807541725900004
ACH-000426,-0.739723688883
ACH-000427,-0.286378799796
ACH-000433,-0.425169110517
ACH-000436,-0.7519743975100001
ACH-000444,-0.30629377777399996
ACH-000445,-0.688846535852
ACH-000448,-0.463773783151
ACH-000450,-0.643797453694
ACH-000452,-0.661288622333
ACH-000454,-0.254269318982
ACH-000458,-0.52659328896
ACH-000459,-0.490740151956
ACH-000460,-0.648132278985
ACH-000461,-0.5961072107600001
ACH-000463,-0.670251138661
ACH-000464,-0.564629627993
ACH-000466,-0.626943124356
ACH-000467,-0.543591770036
ACH-000468,-0.55629064916
ACH-000469,-0.79094039767
ACH-000470,-0.632394640163
ACH-000471,-0.66374665117
ACH-000472,-0.418133953411
ACH-000473,-0.42504124941699994
ACH-000475,-0.7331517410539999
ACH-000476,-0.482853733118
ACH-000477,-0.538754254849
ACH-000480,-0.774509191222
