,TRMT10C (54931)
ACH-000228,-0.48964689656599997
ACH-000231,-0.479265819764
ACH-000232,-0.51396247554
ACH-000233,-0.481647173297
ACH-000234,-0.345615320858
ACH-000235,-0.371465455937
ACH-000237,-0.189054961719
ACH-000238,-0.349017190933
ACH-000243,-0.40741493543000007
ACH-000244,-0.23835438047200003
ACH-000246,-0.655223287276
ACH-000248,-0.804012156866
ACH-000250,-0.17033957567699998
ACH-000251,-0.500121594473
ACH-000253,-0.32596945617
ACH-000255,-0.382504689977
ACH-000256,-0.118496131544
ACH-000257,-0.44487426875
ACH-000258,-0.34459560634099995
ACH-000259,-0.557285424938
ACH-000260,-0.425075266548
ACH-000261,-0.36446820006499997
ACH-000262,-0.217313583102
ACH-000263,-0.632744510374
ACH-000264,-0.452923474771
ACH-000265,-0.593283274331
ACH-000266,-0.34580868284500005
ACH-000272,-0.282839619931
ACH-000273,-0.41694036513599997
ACH-000274,-0.521749155352
ACH-000277,-0.417843227143
ACH-000278,-0.207745339707
ACH-000279,-0.768606359767
ACH-000280,-0.378618360748
ACH-000281,-0.630347512518
ACH-000288,-0.649006223072
ACH-000291,-0.282296890548
ACH-000293,-0.571837587198
ACH-000294,-0.365405106416
ACH-000295,-0.307617610773
ACH-000296,-0.49281614993199996
ACH-000302,-0.44242269544
ACH-000304,-0.718837269021
ACH-000307,-0.39901881899400005
ACH-000308,-0.30202033101500003
ACH-000310,-0.575688070863
ACH-000311,-0.582858882016
ACH-000312,-0.538678611723
ACH-000315,-0.42741876863600003
ACH-000316,-0.538307643478
ACH-000317,-0.7233347276600001
ACH-000318,-0.41321872975999996
ACH-000319,-0.317255896153
ACH-000320,-0.5595707860629999
ACH-000322,-0.614548961256
ACH-000323,-0.756302964801
ACH-000324,-0.43383394491300004
ACH-000329,-0.502089329161
ACH-000330,-0.364501756623
ACH-000331,-0.6269250823800001
ACH-000332,-0.161418819829
ACH-000334,-0.645636215898
ACH-000335,-0.38627765192900004
ACH-000336,-0.565145125474
ACH-000337,-0.502730345757
ACH-000339,-0.761238987042
ACH-000341,-0.44445336521799994
ACH-000348,-0.337068190596
ACH-000350,-0.35288893193800003
ACH-000352,-0.618071473828
ACH-000356,-0.429249037426
ACH-000361,-0.522643992566
ACH-000362,-0.513976164569
ACH-000363,-0.519356952831
ACH-000364,-0.664306990253
ACH-000365,-0.7279164951899999
ACH-000366,-0.315085911118
ACH-000368,-0.6074665619349999
ACH-000374,-0.6539381254
ACH-000375,-0.5731427697
ACH-000376,-0.7271224211439999
ACH-000381,-0.518469803407
ACH-000383,-0.736026230843
ACH-000387,-0.45924087678400005
ACH-000389,-0.295159995771
ACH-000390,-0.39747805090000005
ACH-000393,-0.43642438384900006
ACH-000395,-0.254565322768
ACH-000397,-0.276329645442
ACH-000401,-0.488506587501
ACH-000402,-0.279415715168
ACH-000403,-0.21101929438
ACH-000404,-0.642339764101
ACH-000406,-0.498945695555
ACH-000407,-0.411291728038
ACH-000408,-0.5560251685540001
ACH-000410,-0.690800313196
ACH-000411,-0.31888551036699997
ACH-000414,-0.48209535613300003
ACH-000415,-0.511954018179
ACH-000416,-0.229838642978
ACH-000420,-0.53908914323
ACH-000421,-0.347574915294
ACH-000424,-0.551588950417
ACH-000425,-0.520661983647
ACH-000426,-0.26934163936
ACH-000427,-0.45842620206100004
ACH-000433,-0.506126821241
ACH-000436,-0.16135951627999998
ACH-000444,-0.509745871305
ACH-000445,-0.357328090394
ACH-000448,-0.378119320899
ACH-000450,-0.5927237260429999
ACH-000452,-0.35700744545100005
ACH-000454,-0.823848970121
ACH-000458,-0.44281053372400003
ACH-000459,-0.9438072517839999
ACH-000460,-0.432220138694
ACH-000461,-0.583282350032
ACH-000463,-0.439673115286
ACH-000464,-0.414272160577
ACH-000466,-0.318697501159
ACH-000467,-0.420333035787
ACH-000468,-0.532508315268
ACH-000469,-0.734309896917
ACH-000470,-0.290761776634
ACH-000471,-0.184169656772
ACH-000472,-0.38064348678000004
ACH-000473,-0.400634727878
ACH-000475,-0.537664785235
ACH-000476,-0.961109474757
ACH-000477,-0.340127745065
ACH-000480,-0.378045998147
ACH-000481,-0.42791329026600006
ACH-000483,-0.6798495686079999
ACH-000484,-0.10879796024800001
ACH-000485,-0.300282201322
ACH-000486,-0.463636914792
ACH-000487,-0.705774982302
ACH-000488,-0.590753608853
ACH-000490,-0.44489844315800003
ACH-000491,-0.744539666637
ACH-000495,-0.346693954196
ACH-000496,-0.436249278941
ACH-000499,-0.5642845059880001
ACH-000500,-0.52126536944
ACH-000502,-0.441388050827
ACH-000503,-0.606743027815
ACH-000505,-0.20563758695700002
ACH-000507,-0.375464928091
ACH-000510,-0.637147761981
ACH-000511,-0.5245865087439999
ACH-000512,-0.818572918601
ACH-000516,-0.286538190471
ACH-000517,-0.262750395907
ACH-000518,-0.24488060297400002
ACH-000520,-0.214073284815
ACH-000521,-0.589550616271
ACH-000522,-0.517197001589
ACH-000524,-0.388499924895
ACH-000527,-0.497895278747
ACH-000528,-0.771923177549
ACH-000537,-0.8252957602850001
ACH-000541,-0.5252334752660001
ACH-000542,-0.39823358073200005
ACH-000544,-0.484339514479
ACH-000545,-0.663729401118
ACH-000547,-0.645685873142
ACH-000548,-0.410148261656
ACH-000549,-0.818817383213
ACH-000550,-0.416565231488
ACH-000552,-0.554492289437
ACH-000556,-0.49060077248000006
ACH-000557,-0.044978593541400005
ACH-000570,-0.403418049991
ACH-000571,-0.351819200539
ACH-000573,-0.7415851550120001
ACH-000576,-0.299984120183
ACH-000580,-0.42358077319700005
ACH-000584,-0.336035796874
ACH-000585,-0.371393867494
ACH-000588,-0.7535690476610001
ACH-000589,-0.747635598471
ACH-000591,-0.404687439824
ACH-000593,-0.41909764092
ACH-000600,-0.449482767266
ACH-000601,-0.540777034983
ACH-000604,-0.6940752913339999
ACH-000605,-0.5677353946679999
ACH-000606,-0.45195887028899995
ACH-000608,-0.209901230865
ACH-000614,-1.02056376036
ACH-000616,-0.462290079426
ACH-000618,-0.5813988668469999
ACH-000619,-0.566423635315
ACH-000620,-0.576867028536
ACH-000621,-0.338016746436
ACH-000622,-0.366061250606
ACH-000623,-0.303108245474
ACH-000624,-0.24597272880899998
ACH-000627,-0.372473961345
ACH-000630,-0.608273287549
ACH-000632,-0.39629022191299995
ACH-000633,-0.856630697604
ACH-000637,-0.481812478938
ACH-000638,-0.6087422773560001
ACH-000646,-0.41506883971600006
ACH-000647,-0.49346449291
ACH-000648,-0.558415198619
ACH-000649,-0.532326695255
ACH-000651,-0.655412578384
ACH-000652,-0.616532279938
ACH-000653,-0.587704680462
ACH-000657,-0.548680387869
ACH-000658,-0.407577480184
ACH-000661,-0.352747246985
ACH-000662,-0.21742525535100002
ACH-000663,-0.46502052221999995
ACH-000665,-0.400090486902
ACH-000671,-0.48403766486
ACH-000673,-0.198604757283
ACH-000676,-0.742917742522
ACH-000677,-0.979592366196
ACH-000681,-0.5523689083309999
ACH-000682,-0.5282005632150001
ACH-000683,-0.48104239778499996
ACH-000684,-0.6974864859469999
ACH-000688,-0.48459482205700005
ACH-000693,-0.5587388487780001
ACH-000694,-0.7604535599690001
ACH-000695,-0.0632388650671
ACH-000696,-0.7753088507089999
ACH-000697,-0.529979968239
ACH-000699,-0.718204954624
ACH-000701,-0.625717805861
ACH-000706,-0.7322971146089999
ACH-000711,-0.421966603864
ACH-000713,-0.390943930334
ACH-000714,-0.607319983354
ACH-000718,-0.37165551789000006
ACH-000720,-0.6913136280850001
ACH-000721,-0.512454499932
ACH-000724,-0.280366066717
ACH-000725,-0.47871915547399996
ACH-000732,-0.774970797528
ACH-000734,-0.6197360686069999
ACH-000735,-0.432881582642
ACH-000736,-0.504909601147
ACH-000738,-0.7599473609790001
ACH-000746,-0.9639091643850001
ACH-000747,-0.727127890486
ACH-000748,-0.298939167193
ACH-000753,-0.559030140179
ACH-000756,-0.33674848060400003
ACH-000757,-0.6790258007269999
ACH-000758,-0.783859654818
ACH-000760,-0.5438673906600001
ACH-000763,-0.734901692009
ACH-000764,-0.709932522556
ACH-000765,-0.454928599995
ACH-000766,-0.437485922492
ACH-000767,-0.302971009424
ACH-000768,-0.64164342766
ACH-000769,-0.39856048174099995
ACH-000770,-0.6192827805610001
ACH-000771,-0.39776875891900004
ACH-000773,-0.367772757633
ACH-000776,-0.432197095426
ACH-000777,-0.485639975305
ACH-000778,-0.54593227728
ACH-000781,-0.481269954488
ACH-000782,-0.587065192785
ACH-000783,-0.25609126630999995
ACH-000784,-0.853617801547
ACH-000785,-0.57193151191
ACH-000787,-0.627891704236
ACH-000788,-0.307438090043
ACH-000791,-0.43521181267
ACH-000792,-0.439427204618
ACH-000794,-0.22487897730700002
ACH-000796,-0.5214414271260001
ACH-000799,-0.592647894807
ACH-000800,-0.393986000867
ACH-000802,-0.7035821817550001
ACH-000804,-0.302619191316
ACH-000805,-0.307862380104
ACH-000809,-0.460263130975
ACH-000810,-0.126356046561
ACH-000811,-0.294554994275
ACH-000817,-0.333341879389
ACH-000819,-0.616891370006
ACH-000820,-0.47483224774300004
ACH-000821,-0.605762672685
ACH-000822,-0.285332287024
ACH-000823,-0.435217122584
ACH-000824,-0.165200412333
ACH-000827,-0.20899564618900002
ACH-000829,-0.41432305826800003
ACH-000831,-0.542082517096
ACH-000832,-0.46533357957500004
ACH-000833,-0.216712929424
ACH-000834,-0.39984694013000005
ACH-000835,-0.661738222598
ACH-000836,-0.578320816015
ACH-000837,-0.658247764123
ACH-000838,-0.11260804109000001
ACH-000839,-0.40200216808399997
ACH-000840,-0.28367355233
ACH-000841,-0.382655830809
ACH-000843,-0.627997385868
ACH-000846,-0.49046539876999995
ACH-000847,-0.5505043925800001
ACH-000848,-0.498297375582
ACH-000849,-0.843171614058
ACH-000851,-0.884546141258
ACH-000855,-0.632648026093
ACH-000856,-0.454724500497
ACH-000858,-0.538764617826
ACH-000859,-0.772731542493
ACH-000861,-0.668223954014
ACH-000862,-0.564402517393
ACH-000865,-0.69902032405
ACH-000866,-0.420713277302
ACH-000867,-0.326841532279
ACH-000869,-0.8263047850749999
ACH-000872,-0.614441682363
ACH-000873,-0.363887366377
ACH-000876,-0.6738869906
ACH-000878,-0.556084709819
ACH-000880,-0.425589869919
ACH-000881,-0.587827921728
ACH-000882,-0.460756723598
ACH-000884,-0.324040769928
ACH-000885,-0.746336929411
ACH-000887,-0.536405538353
ACH-000888,-0.403654030685
ACH-000889,-0.737491884445
ACH-000890,-0.567675081225
ACH-000896,-0.385191976523
ACH-000898,-0.669678341268
ACH-000900,-0.5420804951179999
ACH-000901,-0.404270507544
ACH-000905,-0.597790106238
ACH-000906,-0.5289835833659999
ACH-000907,-0.37632923613200003
ACH-000910,-0.5610125201730001
ACH-000911,-0.5670520226079999
ACH-000912,-0.490656524906
ACH-000913,-0.6667960232
ACH-000915,-0.596055074012
ACH-000916,-0.314434730976
ACH-000917,-0.453262404907
ACH-000921,-0.7811967830329999
ACH-000924,-1.1898829520799998
ACH-000926,-0.569294735602
ACH-000928,-0.45388495012900004
ACH-000929,-0.261405694028
ACH-000932,-0.476541309458
ACH-000935,-0.760012962019
ACH-000936,-0.7713450410189999
ACH-000937,-0.439086425969
ACH-000938,-0.456628380467
ACH-000939,-0.5570355883879999
ACH-000941,-0.624218190509
ACH-000943,-0.8629545070360001
ACH-000946,-0.49610087067100006
ACH-000947,-0.614974593428
ACH-000948,-0.575282031421
ACH-000950,-0.372702312798
ACH-000953,-0.316701506928
ACH-000957,-0.804275486601
ACH-000958,-0.5302178886150001
ACH-000960,-0.435561628476
ACH-000963,-0.847881835989
ACH-000968,-0.591791955458
ACH-000969,-0.673019625993
ACH-000973,-0.530254291417
ACH-000974,-0.35510142873499995
ACH-000975,-0.847824764348
ACH-000976,-0.355854745148
ACH-000978,-0.7211545933210001
ACH-000980,-0.497310244618
ACH-000984,-0.6416352123529999
ACH-000986,-0.417793537704
ACH-000988,-0.319679303501
ACH-000993,-0.35271771417900005
ACH-000994,-0.46616242022699994
ACH-000996,-0.279991960754
ACH-001001,-0.197730731571
ACH-001020,-0.304152153587
ACH-001028,-0.571533812982
ACH-001031,-0.366777192462
ACH-001038,-0.807478384921
ACH-001048,-0.5039488572699999
ACH-001050,-0.216971590046
ACH-001053,-0.33199584161699996
ACH-001054,-0.597347254174
ACH-001061,-0.578357157147
ACH-001067,-0.443480224949
ACH-001075,-0.436406166148
ACH-001096,-0.50613787982
ACH-001128,-0.457097132847
ACH-001134,-0.605629378817
ACH-001151,-0.25143028803
ACH-001163,-0.537319430948
ACH-001164,-0.5636340249390001
ACH-001173,-0.891144238528
ACH-001183,-0.588933627013
ACH-001184,-0.42283784791199996
ACH-001190,-0.49734272713600003
ACH-001192,-0.620624562729
ACH-001193,-0.603721085806
ACH-001196,-0.64746919639
ACH-001197,-0.48397200356700004
ACH-001205,-0.407316046589
ACH-001211,-0.573060992473
ACH-001212,-0.183141893477
ACH-001228,-0.288611379036
ACH-001232,-0.7564589867839999
ACH-001239,-0.39770852873499996
ACH-001274,-0.232139984024
ACH-001275,-0.528731658845
ACH-001277,-0.611025757094
ACH-001278,-0.546162962433
ACH-001280,-0.63815290683
ACH-001283,-0.669618627607
ACH-001289,-0.34101820677199995
ACH-001295,-0.132636338614
ACH-001300,-0.29400723264199996
ACH-001301,-0.31517260265999997
ACH-001302,-0.46809502715499995
ACH-001303,-0.297280806857
ACH-001306,-0.449662443367
ACH-001318,-0.598477809504
ACH-001322,-0.599825090186
ACH-001328,-0.571941036277
ACH-001332,-0.587002456973
ACH-001333,-0.669354697992
ACH-001336,-0.766517777242
ACH-001340,-0.34536824857
ACH-001346,-0.615891394551
ACH-001353,-0.18496269649099997
ACH-001354,-0.658961180934
ACH-001367,-0.43782426255400003
ACH-001368,-0.5960834034260001
ACH-001374,-0.630421352155
ACH-001375,-0.18974991005999997
ACH-001377,-0.478026526655
ACH-001380,-0.524817973051
ACH-001391,-0.374400377054
ACH-001407,-0.392511144322
ACH-001408,-0.421004028513
ACH-001413,-0.5294106527979999
ACH-001430,-0.308961018181
ACH-001431,-0.486424351961
ACH-001450,-0.5994414153750001
ACH-001496,-0.819973866127
ACH-001500,-0.596437098273
ACH-001521,-0.364765379252
ACH-001523,-0.457564894607
ACH-001532,-0.44947181476000003
ACH-001536,-0.294732221219
ACH-001550,-0.746406557768
ACH-001552,-0.427266341148
ACH-001554,-0.5952290001039999
ACH-001645,-0.199774742408
ACH-001654,-0.38088067810599996
ACH-001715,-0.5150929414150001
ACH-001735,-0.39580956904299996
ACH-001736,-0.483884651958
ACH-001737,-0.195609111169
ACH-001740,-0.247640430885
ACH-001745,-0.412674388424
ACH-001750,-0.47017512491700003
ACH-001765,-0.36893445261200003
ACH-001956,-0.16485308428
ACH-001957,-0.343885228802
