,RNASEH1 (246243)
ACH-000004,-0.0844609670442
ACH-000007,-0.23508299948000003
ACH-000009,-0.279829397754
ACH-000011,-0.05326310086759999
ACH-000012,-0.035988147829699994
ACH-000013,-0.21045509806499998
ACH-000014,-0.28788370013799996
ACH-000015,-0.208165674689
ACH-000017,-0.253117382482
ACH-000018,-0.36587590826300004
ACH-000019,0.0120862521921
ACH-000021,-0.136534827718
ACH-000022,-0.279211712393
ACH-000025,-0.356525256403
ACH-000028,-0.167318629448
ACH-000030,-0.181801450119
ACH-000035,-0.274516616414
ACH-000036,-0.175525805104
ACH-000037,-0.379147813948
ACH-000039,-0.10714543007999999
ACH-000040,-0.291122747029
ACH-000041,-0.21361726681499998
ACH-000042,-0.12146520445999999
ACH-000045,-0.215127383569
ACH-000047,-0.32928122036999996
ACH-000052,-0.256824295358
ACH-000053,-0.0804023968008
ACH-000054,-0.32962091143000005
ACH-000055,-0.301325468275
ACH-000060,-0.0815407996205
ACH-000067,-0.288590233072
ACH-000070,-0.21319509268
ACH-000075,-0.299068319728
ACH-000078,-0.145557769057
ACH-000082,-0.40136780941699995
ACH-000085,-0.294211858009
ACH-000086,-0.305184539759
ACH-000087,-0.521788886893
ACH-000092,-0.40391677104400003
ACH-000095,-0.22172484172200002
ACH-000097,-0.202224092691
ACH-000098,-0.300406742358
ACH-000099,-0.297977098338
ACH-000108,-0.057819671969599994
ACH-000113,-0.292145597057
ACH-000115,-0.144050298079
ACH-000116,-0.38712955543899996
ACH-000118,-0.375561863896
ACH-000120,-0.170997288997
ACH-000123,-0.48481029657799996
ACH-000127,-0.198524639454
ACH-000128,-0.43209430477399996
ACH-000132,-0.482882126638
ACH-000133,-0.438056753596
ACH-000137,-0.36187629462800003
ACH-000138,-0.013491843615600001
ACH-000142,-0.43411841047899996
ACH-000143,-0.392680835384
ACH-000146,-0.226551594713
ACH-000148,-0.30362665458
ACH-000150,-0.27580081529
ACH-000152,-0.584782671713
ACH-000153,-0.343240267797
ACH-000159,-0.185937519756
ACH-000160,-0.5093241479330001
ACH-000163,-0.0202926405456
ACH-000167,-0.423221152325
ACH-000168,-0.160580849946
ACH-000169,-0.0830079394761
ACH-000178,-0.399441791381
ACH-000182,-0.36370900549699997
ACH-000183,-0.312899699684
ACH-000188,-0.289390370146
ACH-000189,-0.48010455721999995
ACH-000190,-0.533759597927
ACH-000198,-0.21227009620200002
ACH-000204,-0.0498781916165
ACH-000206,-0.206709080485
ACH-000207,-0.801656231367
ACH-000211,-0.121831318046
ACH-000215,-0.282571810663
ACH-000221,-0.25507371777800003
ACH-000222,0.0128028653599
ACH-000223,-0.24479511984400001
ACH-000226,-0.415532455686
ACH-000227,-0.311350245622
ACH-000228,-0.0956623790342
ACH-000231,-0.382026753512
ACH-000232,-0.29618608465999996
ACH-000233,-0.136986352969
ACH-000234,-0.33438763102499997
ACH-000235,-0.09369559701639998
ACH-000237,-0.15182233808499998
ACH-000238,-0.310183254716
ACH-000243,-0.138596767795
ACH-000244,-0.048083527507499994
ACH-000246,-0.323222184406
ACH-000248,-0.450885618943
ACH-000250,-0.20569914170499998
ACH-000251,-0.38490128773800003
ACH-000253,-0.223197952516
ACH-000255,-0.08575598744560002
ACH-000256,-0.214791230086
ACH-000257,-0.140940149927
ACH-000258,-0.620126381255
ACH-000259,-0.175021632916
ACH-000260,-0.195776351819
ACH-000261,-0.228389966638
ACH-000262,-0.241804999534
ACH-000263,-0.10094273049000001
ACH-000264,-0.158654485051
