,PARS2 (25973)
ACH-000004,-0.577073858318
ACH-000007,-0.608329207637
ACH-000009,-0.713878745185
ACH-000011,-0.386807125423
ACH-000012,-0.644560543974
ACH-000013,-0.7804080924660001
ACH-000014,-0.6782830840240001
ACH-000015,-0.763345903133
ACH-000017,-0.653334224682
ACH-000018,-0.855445528189
ACH-000019,-0.748506086116
ACH-000021,-0.561787921272
ACH-000022,-0.8236665193289999
ACH-000025,-0.861358594006
ACH-000028,-0.765606446136
ACH-000030,-0.492587600571
ACH-000035,-0.769223894827
ACH-000036,-0.452589776589
ACH-000037,-0.531670450935
ACH-000039,-0.21865196187600003
ACH-000040,-0.246803819562
ACH-000041,-0.518313240657
ACH-000042,-0.44922897848899995
ACH-000045,-0.64926216541
ACH-000047,-0.833328204087
ACH-000052,-0.510369682025
ACH-000053,-0.529836246006
ACH-000054,-0.489534014258
ACH-000055,-0.466917699924
ACH-000060,-0.5806959618800001
ACH-000067,-0.236051148068
ACH-000070,-0.801991286278
ACH-000075,-0.512058320469
ACH-000078,-0.0727972970537
ACH-000082,-0.539979036914
ACH-000085,-0.201725035022
ACH-000086,-0.648342109241
ACH-000087,-0.607668664424
ACH-000092,-0.7274337783660001
ACH-000095,-0.556450241983
ACH-000097,-0.554087814097
ACH-000098,-0.818955699245
ACH-000099,-0.657713878993
ACH-000108,-0.45277333791599994
ACH-000113,-0.786289645657
ACH-000115,-0.466000384414
ACH-000116,-0.562709979475
ACH-000118,-0.706284824422
ACH-000120,-0.885855808563
ACH-000123,-0.673007707692
ACH-000127,-1.0839226866
ACH-000128,-0.7436113816500001
ACH-000132,-0.324092589114
ACH-000133,-0.37393550751599997
ACH-000137,-0.416056126948
ACH-000138,-0.807050573423
ACH-000142,-0.582394000189
ACH-000143,-0.640781112905
ACH-000146,-0.46504683597900004
ACH-000148,-0.8970321642710001
ACH-000150,-0.829573361663
ACH-000152,-0.762103665759
ACH-000153,-0.628685218477
ACH-000159,-0.37501929665899997
ACH-000160,-0.47933024041999994
ACH-000163,-0.619399818642
ACH-000167,-0.462591976162
ACH-000168,-0.395391490015
ACH-000169,-0.5363306942399999
ACH-000178,-0.532271891068
ACH-000182,-0.512859414027
ACH-000183,-0.831353265444
ACH-000188,-0.686094052483
ACH-000189,-0.736203567535
ACH-000190,-1.2212992279000001
ACH-000198,-0.7531225683789999
ACH-000204,-0.563584313186
ACH-000206,-0.854493995247
ACH-000207,-0.8099776500560001
ACH-000211,-0.33086849861400003
ACH-000215,-0.607908291051
ACH-000221,-1.1464923875700002
ACH-000222,-0.473902288905
ACH-000223,-0.651454809363
ACH-000226,-0.7614874123440001
ACH-000227,-0.507494054831
ACH-000228,-0.581997073354
ACH-000231,-0.730511507237
ACH-000232,-0.9121191738750001
ACH-000233,-0.658114859136
ACH-000234,-0.4775469576
ACH-000235,-0.7368443866509999
ACH-000237,-0.270337931913
ACH-000238,-0.831271435173
ACH-000243,-0.6079769701600001
ACH-000244,-0.639798992803
ACH-000246,-0.819081759214
ACH-000248,-1.35252748537
ACH-000250,-0.454950397663
ACH-000251,-0.568775743737
ACH-000253,-0.205887360244
ACH-000255,-0.7495456028380001
ACH-000256,-0.07017548384269999
ACH-000257,-0.752559505873
ACH-000258,-0.47759909009199997
ACH-000259,-0.47455141156999997
ACH-000260,-0.64085329992
ACH-000261,-0.42368555404799996
ACH-000262,-0.770920137194
ACH-000263,-0.280483577763
ACH-000264,-0.5914649301380001
ACH-000265,-0.538015896886
ACH-000266,-0.376319740652
ACH-000272,-0.722019514982
ACH-000273,-0.548811929645
ACH-000274,-0.674197864313
ACH-000277,-0.631409776406
ACH-000278,-0.417537061167
ACH-000279,-0.7070977588490001
ACH-000280,-0.901534254007
ACH-000281,-0.634295858633
ACH-000288,-0.7186902697249999
ACH-000291,-0.577400669641
ACH-000293,-0.816400893374
ACH-000294,-0.600273679172
ACH-000295,-0.383697362563
ACH-000296,-0.727894657139
ACH-000302,-0.565101827593
ACH-000304,-0.7219421847840001
