,FGG (2266)
ACH-000383,-0.303839076006
ACH-000387,-0.416386528442
ACH-000389,-0.449964240518
ACH-000390,-0.335402048514
ACH-000393,-0.505361313752
ACH-000395,-0.307436846128
ACH-000397,-0.39953622902900005
ACH-000401,-0.182530363397
ACH-000402,-0.452571913584
ACH-000403,-0.44292574359700004
ACH-000404,-0.294696194853
ACH-000406,-0.39454923996299995
ACH-000407,-0.204297462496
ACH-000408,-0.19091007712400002
ACH-000410,-0.220578635059
ACH-000411,-0.41653162210100003
ACH-000414,-0.173468252516
ACH-000415,-0.21691931727699998
ACH-000416,-0.454257359227
ACH-000420,-0.22866038186999998
ACH-000421,-0.155245848564
ACH-000424,-0.346857880689
ACH-000425,-0.39063080233
ACH-000426,-0.0769445760959
ACH-000427,-0.45368139623099996
ACH-000433,-0.382605460941
ACH-000436,-0.149435700857
ACH-000444,-0.18459816778000002
ACH-000445,-0.16870796090999998
ACH-000448,-0.318935286181
ACH-000450,-0.34190542287299996
ACH-000452,-0.29632391403700004
ACH-000454,-0.15518760571100002
ACH-000458,-0.00533625018413
ACH-000459,-0.29014208366300004
ACH-000460,-0.21080594989
ACH-000461,-0.210380071351
ACH-000463,-0.35487163238200004
ACH-000464,-0.6413038785230001
ACH-000466,-0.172261921065
ACH-000467,-0.285707157451
ACH-000468,-0.354961756769
ACH-000469,-0.22852470152499998
ACH-000470,-0.425219491334
ACH-000471,-0.26013957933000004
ACH-000472,-0.285995374352
ACH-000473,-0.246311975874
ACH-000475,-0.23257391469
ACH-000476,-0.15830133617699998
ACH-000477,-0.201125666159
ACH-000480,-0.21134886482
ACH-000481,-0.133373604112
ACH-000483,-0.212380901184
ACH-000484,-0.0635951699675
ACH-000485,-0.463089693859
ACH-000486,-0.237214979507
ACH-000487,-0.322057472286
ACH-000488,-0.229180509348
ACH-000490,-0.202312421538
ACH-000491,-0.20368878428399997
ACH-000495,-0.433380645497
ACH-000496,-0.334372306697
ACH-000499,-0.36762263919699995
ACH-000500,0.533981683567
ACH-000502,-0.333825276838
ACH-000503,-0.18802307466499998
ACH-000505,-0.251028932768
ACH-000507,-0.0684566718058
ACH-000510,-0.265628352562
ACH-000511,-0.311960932815
ACH-000512,-0.283630594024
ACH-000516,-0.29190799003
ACH-000517,-0.30190088150100003
ACH-000518,-0.385319798173
ACH-000520,-0.155115808459
ACH-000521,-0.0170619452734
ACH-000522,-0.227871760702
ACH-000524,-0.289707978798
ACH-000527,-0.20813612465300002
ACH-000528,-0.35858494659199996
ACH-000537,-0.156783981781
ACH-000541,-0.019466820342
ACH-000542,-0.410277533946
ACH-000544,-0.327444155643
ACH-000545,-0.331556568867
ACH-000547,-0.129925820109
ACH-000548,-0.271654778646
ACH-000549,-0.30502764596
ACH-000550,-0.182458377682
ACH-000552,-0.314871486981
ACH-000556,-0.280274567825
ACH-000557,-0.214343317414
ACH-000570,-0.273629282616
ACH-000571,-0.311216816593
ACH-000573,-0.158283661847
ACH-000576,-0.12340501970899999
ACH-000580,-0.177355117258
ACH-000584,-0.258708910934
ACH-000585,-0.240415778658
ACH-000588,-0.18333832370499997
ACH-000589,-0.28007279123100004
ACH-000591,-0.27393897135
ACH-000593,-0.21728963075399998
ACH-000600,0.0107192201959
ACH-000601,-0.36355100225000003
ACH-000604,-0.0748369535763
ACH-000605,-0.15756744415100002
ACH-000606,-0.20152241191300002
ACH-000608,-0.24939529410100003
ACH-000614,-0.19733287148899997
ACH-000616,-0.07837178267060001
ACH-000618,-0.287121103329
ACH-000619,-0.373945855575
ACH-000620,-0.251904489822
ACH-000621,-0.37584095218
ACH-000622,-0.338581211529
ACH-000623,-0.398559978686
ACH-000624,-0.22894584212699998
ACH-000627,-0.370794709274
ACH-000630,-0.25583049139499997
ACH-000632,-0.22582416499400002
ACH-000633,-0.288335939687
ACH-000637,-0.102561719643
ACH-000638,-0.378132798002
ACH-000646,-0.47495120309600003
ACH-000647,-0.33195239003000004
ACH-000648,-0.37806641385799994
ACH-000649,-0.34739653259900005
ACH-000651,-0.189628478327
ACH-000652,-0.29403919341999996
ACH-000653,-0.177910154628
ACH-000657,-0.38271490597900004
ACH-000658,-0.185675714592
ACH-000661,-0.171443752625
ACH-000662,-0.0641194960985
ACH-000663,-0.24409263725900002
ACH-000665,-0.24465772507199998
ACH-000671,-0.17741730402199998
ACH-000673,-0.282019141366
ACH-000676,-0.314314399706
ACH-000677,-0.060872771288400004
ACH-000681,-0.246891749223
ACH-000682,-0.26464748073800004
ACH-000683,-0.366969709745
ACH-000684,-0.09259711883610001
ACH-000688,-0.261930147993
ACH-000693,-0.312632635885
ACH-000694,-0.344338651498
ACH-000695,-0.401866358983
ACH-000696,-0.260922783426
ACH-000697,-0.540761011516
ACH-000699,-0.24599145140099998
ACH-000701,-0.37243079109300004
ACH-000706,-0.20815406217000001
ACH-000711,-0.324880728214
ACH-000713,-0.367414117461
ACH-000714,-0.339950507417
ACH-000718,-0.149993953895
ACH-000720,-0.172218010933
ACH-000721,-0.306836166269
ACH-000724,-0.345293325106
ACH-000725,-0.09972373486069999
ACH-000732,-0.23462604752799998
ACH-000734,-0.205361709981
ACH-000735,-0.364327716269
ACH-000736,-0.115725041265
ACH-000738,-0.20183501275
ACH-000746,-0.43248101906499997
ACH-000747,-0.158681288596
ACH-000748,-0.247933556727
ACH-000753,-0.220748355014
ACH-000756,-0.283010725251
ACH-000757,-0.37725611413800003
ACH-000758,-0.198673118144
ACH-000760,-0.387109432144
ACH-000763,-0.453806918503
ACH-000764,0.0444420695654
ACH-000765,-0.283282764179
ACH-000766,-0.20050230575
ACH-000767,-0.407792071327
ACH-000768,-0.152797836959
ACH-000769,-0.382873729635
ACH-000770,-0.198105353097
ACH-000771,-0.294686014135
ACH-000773,-0.290665546058
ACH-000776,-0.33569934896799997
ACH-000777,-0.20507961882
ACH-000778,-0.0270301380822
ACH-000781,-0.214597530706
ACH-000782,-0.205169466232
ACH-000783,-0.477223623751
ACH-000784,-0.205838863239
ACH-000785,-0.33169401501400003
ACH-000787,-0.239320212157
ACH-000788,-0.234087107679
ACH-000791,-0.359799718852
ACH-000792,-0.155115639669
ACH-000794,-0.213751211447
ACH-000796,-0.47541565418000004
ACH-000799,-0.350573185569
ACH-000800,-0.320521117754
ACH-000802,-0.399768133974
ACH-000804,-0.20587080296500002
ACH-000805,-0.310590628404
ACH-000809,-0.30076608157900003
ACH-000810,-0.402134167718
ACH-000811,-0.32722262496599996
ACH-000817,-0.29377030295
ACH-000819,-0.165283447312
ACH-000820,-0.368658899089
ACH-000821,-0.22277290327100002
ACH-000822,-0.120426377611
ACH-000823,-0.37128793899400003
ACH-000824,-0.448067109755
ACH-000827,-0.199149700726
ACH-000829,-0.28241681487500003
ACH-000831,-0.217071890493
ACH-000832,-0.18863499999400002
ACH-000833,0.152886708211
ACH-000834,-0.20873103663800002
ACH-000835,-0.277526359758
ACH-000836,-0.29722689781
ACH-000837,-0.31870351641600003
ACH-000838,-0.0320062638226
ACH-000839,-0.148069162527
ACH-000840,-0.137679358481
ACH-000841,-0.298813311079
ACH-000843,-0.236890898623
ACH-000846,-0.155561618565
ACH-000847,-0.146707604548
ACH-000848,-0.204158925023
ACH-000849,-0.308375673424
ACH-000851,-0.420234201963
ACH-000855,-0.144655069912
ACH-000856,-0.401830769626
ACH-000858,-0.163333645776
ACH-000859,-0.27003603533000003
ACH-000861,-0.446355487269
ACH-000862,-0.186170995494
ACH-000865,-0.288071437064
ACH-000866,-0.296880242626
ACH-000867,-0.147401827642
ACH-000869,-0.357018504133
ACH-000872,-0.18742078052799999
ACH-000873,-0.220135354161
ACH-000876,-0.192739698807
ACH-000878,-0.32846107191999996
ACH-000880,-0.272141572305
ACH-000881,-0.260440476252
ACH-000882,-0.24503721938499998
ACH-000884,-0.102430727458
ACH-000885,-0.330093875107
ACH-000887,-0.310375216558
ACH-000888,-0.350664746149
ACH-000889,-0.315727799148
ACH-000890,-0.315589000805
ACH-000896,-0.30954060823699997
ACH-000898,-0.300099210692
ACH-000900,-0.312783751808
ACH-000901,-0.350724866385
ACH-000905,-0.28175913722600004
ACH-000906,-0.267544878338
ACH-000907,-0.225062657625
ACH-000910,-0.274089697437
ACH-000911,-0.18903678198399998
ACH-000912,-0.344088682523
ACH-000913,-0.331751978193
ACH-000915,-0.228740533917
ACH-000916,-0.359817649095
ACH-000917,-0.20107951380199998
ACH-000921,-0.1809610537
ACH-000924,-0.410338922955
ACH-000926,-0.675022924673
ACH-000928,-0.041846789759599996
ACH-000929,-0.178937690498
ACH-000932,-0.45900500612899997
ACH-000935,-0.255865656781
ACH-000936,-0.203426808244
ACH-000937,-0.219440186265
ACH-000938,-0.271469970294
ACH-000939,-0.0921541439505
ACH-000941,-0.600681901038
ACH-000943,-0.270969034881
ACH-000946,-0.381459382861
ACH-000947,-0.205450118288
ACH-000948,-0.33694892765699996
ACH-000950,-0.264504954506
ACH-000953,-0.24458743616999998
ACH-000957,-0.4182158392
ACH-000958,-0.44377983758999995
ACH-000960,-0.23012266366
ACH-000963,-0.248295343779
ACH-000968,-0.11447925542199999
ACH-000969,-0.297085019242
ACH-000973,-0.256173665868
ACH-000974,-0.34128211157
ACH-000975,-0.269041934651
ACH-000976,-0.306743348845
ACH-000978,-0.25489768329
ACH-000980,-0.302457730852
ACH-000984,-0.239397669436
ACH-000986,-0.384271495823
ACH-000988,-0.31270769156399997
ACH-000993,-0.358663549132
ACH-000994,-0.0848861853007
ACH-000996,-0.42822401680100003
ACH-001001,-0.196260000596
ACH-001020,-0.469160978264
ACH-001028,-0.279745755237
ACH-001031,-0.135044232493
ACH-001038,-0.254930851978
ACH-001048,-0.245967776525
ACH-001050,-0.283564660036
ACH-001053,-0.339091589377
ACH-001054,-0.20442511293200002
ACH-001061,-0.238664832405
ACH-001067,-0.272275096915
ACH-001075,-0.390214525971
ACH-001096,-0.205627576204
ACH-001128,-0.275951914427
ACH-001134,-0.29053068900199996
ACH-001151,-0.328997745627
ACH-001163,-0.148934626846
ACH-001164,-0.388097595619
ACH-001173,-0.292839580928
ACH-001183,-0.190519169769
ACH-001184,-0.271663049436
ACH-001190,-0.164550528637
ACH-001192,-0.363904231443
ACH-001193,-0.08200584948039999
ACH-001196,-0.312999810867
ACH-001197,-0.049699557670099995
ACH-001205,-0.329980135203
ACH-001211,-0.29419171090199997
ACH-001212,-0.19473385759700002
ACH-001228,-0.270757770734
ACH-001232,-0.394051749792
ACH-001239,-0.221001476153
ACH-001274,-0.252953390396
ACH-001275,-0.348857750261
ACH-001277,-0.0505014976454
ACH-001278,-0.38676283162600006
ACH-001280,-0.191926181873
ACH-001283,0.00436299332295
ACH-001289,-0.050311447215099996
ACH-001295,-0.39492581000200006
ACH-001300,0.0161895645279
ACH-001301,-0.235252569089
ACH-001302,-0.360974511548
ACH-001303,-0.276113362263
ACH-001306,-0.16170173823
ACH-001318,-0.165883967806
ACH-001322,-0.19484044871599998
ACH-001328,-0.299003395597
ACH-001332,-0.273816390232
ACH-001333,-0.14816071167
ACH-001336,-0.15404645183000001
ACH-001340,-0.169365219939
ACH-001346,-0.24897455831700002
ACH-001353,-0.14535300486199998
ACH-001354,-0.014847779502299999
ACH-001367,-0.178012256336
ACH-001368,-0.247655753442
ACH-001374,-0.484653530016
ACH-001375,-0.295248399646
ACH-001377,-0.259242991868
ACH-001380,-0.26441741526
ACH-001391,-0.433181297026
ACH-001407,-0.43319063548299996
ACH-001408,-0.284308221144
ACH-001413,-0.171625889395
ACH-001430,-0.384207855118
ACH-001431,-0.238281864221
ACH-001450,-0.38898913820799996
ACH-001496,-0.22618529065600002
ACH-001500,-0.454618023488
ACH-001521,-0.118883085679
ACH-001523,-0.126351428168
ACH-001532,-0.226600842553
ACH-001536,-0.19515991050099998
ACH-001550,-0.254658069785
ACH-001552,-0.352883416919
ACH-001554,-0.359865135696
ACH-001645,-0.168261150454
ACH-001654,-0.270669237615
ACH-001715,-0.35574198637500004
ACH-001735,-0.219195906587
ACH-001736,-0.190716549322
ACH-001737,-0.531879577513
ACH-001740,-0.219615912394
ACH-001745,-0.215299308574
ACH-001750,-0.322897525175
ACH-001765,-0.171685775524
ACH-001956,-0.213187118967
ACH-001957,-0.17556933698600002
