,LTA4H (4048)
ACH-000004,-0.047867373719300006
ACH-000007,0.08241763991960001
ACH-000009,-0.171507765108
ACH-000011,-0.009381906339030001
ACH-000012,-0.17004130620299998
ACH-000013,0.0671669285711
ACH-000014,0.030127620278400002
ACH-000015,-0.038258535668
ACH-000017,-0.150595852508
ACH-000018,-0.09942598220450001
ACH-000019,0.090768040816
ACH-000021,-0.237078979833
ACH-000022,0.218367414535
ACH-000025,-0.19079698930599998
ACH-000028,-0.0387539287682
ACH-000030,0.00571676541734
ACH-000035,0.007541258268319999
ACH-000036,-0.05263187918309999
ACH-000037,-0.228019834793
ACH-000039,-0.37918751935199996
ACH-000040,0.00135715072124
ACH-000041,-0.0289848170823
ACH-000042,-0.179721119333
ACH-000045,0.0689312661101
ACH-000047,-0.24208315207199999
ACH-000052,-0.09907549254589999
ACH-000053,-0.0950401330742
ACH-000054,-0.15455198159000003
ACH-000055,0.264090469378
ACH-000060,0.00638939351112
ACH-000067,-0.0908854746325
ACH-000070,-0.04092166016030001
ACH-000075,-0.06772272650519999
ACH-000078,-0.213315114032
ACH-000082,0.026536650570400003
ACH-000085,0.0496591896423
ACH-000086,-0.139843263508
ACH-000087,0.230709688058
ACH-000092,-0.0932893699563
ACH-000095,0.0484038228032
ACH-000097,0.0566167705296
ACH-000098,0.0190916078411
ACH-000099,-0.0958122694313
ACH-000108,-0.08677006759120001
ACH-000113,-0.011786586534200002
ACH-000115,0.0618878865676
ACH-000116,-0.10477552550000001
ACH-000118,-0.139336145202
ACH-000120,-0.00594290908816
ACH-000123,-0.032325076113400006
ACH-000127,-0.0109286836371
ACH-000128,0.166138028207
ACH-000132,-0.0316154600751
ACH-000133,-0.00243625822588
ACH-000137,0.006229354494970001
ACH-000138,-0.184626886358
ACH-000142,-0.206127124912
ACH-000143,-0.137773835116
ACH-000146,0.047612177390599995
ACH-000148,-0.094369051207
ACH-000150,-0.0310283623141
ACH-000152,-0.0735533538693
ACH-000153,0.212760851409
ACH-000159,0.0129172029515
ACH-000160,-0.009656269138069998
ACH-000163,0.105922232154
ACH-000167,-0.306986159676
ACH-000168,0.0374701882918
ACH-000169,0.0822645694417
ACH-000178,-0.0555288415474
ACH-000182,-0.166325087885
ACH-000183,0.08812361842180001
ACH-000188,-0.0272589024879
ACH-000189,0.029819858180100002
ACH-000190,-0.138102223272
ACH-000198,0.059170663781000006
ACH-000204,-0.010318804877700002
ACH-000206,0.12398927720899999
ACH-000207,0.0767645125247
ACH-000211,-0.0581513835554
ACH-000215,0.0173276124768
ACH-000221,0.0491412649345
ACH-000222,-0.145488248949
ACH-000223,-0.113217343794
ACH-000226,-0.0341660885588
ACH-000227,-0.150273053398
ACH-000228,-0.09488604298879999
ACH-000231,0.00927126958686
ACH-000232,-0.038898788064300006
ACH-000233,-0.00841436209134
ACH-000234,0.0033994375769400005
ACH-000235,-0.036592115538699996
ACH-000237,-0.09036613705600001
ACH-000238,-0.11861064599000001
ACH-000243,-0.26982819721
ACH-000244,-0.0602687954981
ACH-000246,0.00572957009956
ACH-000248,-0.222471052736
ACH-000250,0.0356433705637
ACH-000251,-0.224978264946
ACH-000253,-0.0396989181383
ACH-000255,0.09903395506560002
ACH-000256,-0.046919974039699996
ACH-000257,-0.0475493570735
ACH-000258,-0.00984318261517
ACH-000259,-0.118686223829
ACH-000260,-0.141005315662
ACH-000261,-0.187151166175
ACH-000262,0.0569477669485
ACH-000263,0.15013666138
ACH-000264,0.0431151266028
ACH-000265,-0.04716306868700001
ACH-000266,-0.0502749939008
ACH-000272,0.108116429242
ACH-000273,-0.0175509712987
ACH-000274,-0.06280587945129999
ACH-000277,0.119241995987
ACH-000278,-0.24680623006900002
ACH-000279,-0.0828636159693
ACH-000280,-0.009960170261120001
ACH-000281,-0.266104219735
ACH-000288,0.0408966873409
ACH-000291,0.036316507073499996
ACH-000293,0.114800892546
ACH-000294,-0.054089171944
ACH-000295,-0.0127288623374
ACH-000296,-0.147855847078
ACH-000302,0.155326775134
ACH-000304,-0.147991586663
ACH-000307,0.126492084031
ACH-000308,-0.103074064956
ACH-000310,-0.246314639062
ACH-000311,-0.139600992062
ACH-000312,-0.117577976107
ACH-000315,0.0860486306624
ACH-000316,-0.140605503572
ACH-000317,-0.030094189781299997
ACH-000318,-0.011101576954700001
ACH-000319,-0.10627370292000002
ACH-000320,-0.298871569915
ACH-000322,-0.173681174364
ACH-000323,0.145074601909
ACH-000324,-0.11305733199899999
ACH-000329,-0.0517635877866
ACH-000330,-0.066122282998
ACH-000331,-0.0862885428773
ACH-000332,-0.0850361867297
ACH-000334,-0.0409336370357
ACH-000335,-0.153098482158
ACH-000336,0.114917824549
ACH-000337,-0.024058349994
ACH-000339,-0.111148101654
ACH-000341,-0.247982192665
ACH-000348,-0.159521790357
ACH-000350,0.0182994791091
ACH-000352,-0.0166156096058
ACH-000356,-0.164255378041
ACH-000361,0.00402755302852
ACH-000362,-0.040221192974300005
ACH-000363,-0.08817833597439999
ACH-000364,-0.0251976065554
ACH-000365,0.006866689479390001
ACH-000366,-0.0912105417908
ACH-000368,-0.121395869748
ACH-000374,-0.0668645853316
ACH-000375,-0.0295753813118
ACH-000376,0.00830329659264
ACH-000381,-0.0335873951094
ACH-000383,0.0096881698858
ACH-000387,-0.106206063376
ACH-000389,0.132526605757
ACH-000390,-0.03997500782169999
ACH-000393,-0.10548974841299999
ACH-000395,-0.111518584613
ACH-000397,0.043958591354
ACH-000401,0.0877868839396
ACH-000402,-0.1254429381
ACH-000403,-0.022440832233599998
ACH-000404,-0.124645218946
ACH-000406,-0.08139236553460001
ACH-000407,0.045646868824699996
ACH-000408,0.06900541596960001
ACH-000410,-0.05742302710109999
ACH-000411,0.004724949776749999
ACH-000414,-0.170901472361
ACH-000415,-0.026088490646900005
ACH-000416,-0.223530954789
ACH-000420,-0.0908177935869
ACH-000421,0.040814791925599996
ACH-000424,0.13436430406400002
ACH-000425,-0.0559065845074
ACH-000426,0.35780134281
ACH-000427,0.13861130419099998
ACH-000433,-0.242496770141
ACH-000436,0.122811576766
ACH-000444,-0.0757426134045
ACH-000445,-0.0751333396408
ACH-000448,-0.08898971016180002
ACH-000450,0.0489292303065
ACH-000452,0.0377254770539
ACH-000454,-0.050169927551499995
ACH-000458,-0.071299624209
ACH-000459,0.17891271920200003
ACH-000460,-0.0287894149356
ACH-000461,0.0377817701571
ACH-000463,-0.09375037100739998
ACH-000464,-0.10899170037
ACH-000466,0.06460741820759999
ACH-000467,-0.185216993184
ACH-000468,-0.259303457577
ACH-000469,-0.0656953881046
ACH-000470,0.0265175815236
ACH-000471,0.15416514019400002
ACH-000472,-0.0457594957709
ACH-000473,0.160840946796
ACH-000475,-0.009563055737559998
ACH-000476,0.17982473291700002
ACH-000477,-0.182659699126
ACH-000480,-0.207760923403
ACH-000481,-0.045871329809
ACH-000483,-0.111691803132
ACH-000484,0.127978203059
ACH-000485,-0.120449205649
ACH-000486,-0.0693120603301
ACH-000487,0.0684988256875
ACH-000488,-0.0704689835876
ACH-000490,-0.147439260222
ACH-000491,0.06172709321309999
ACH-000495,-0.142594809738
ACH-000496,-0.0802873555569
ACH-000499,0.229504821413
ACH-000500,0.14387393008899999
ACH-000502,-0.174348760898
ACH-000503,0.11639734031099999
ACH-000505,0.042631509275699996
ACH-000507,0.0699447447645
