,NSG1 (27065)
ACH-000004,0.255590146263
ACH-000007,0.257076276199
ACH-000009,0.183435370844
ACH-000011,0.126179895179
ACH-000012,0.140847334109
ACH-000013,0.09452822768269999
ACH-000014,0.12035575362999999
ACH-000015,0.135103643414
ACH-000017,-0.0285569172107
ACH-000018,0.231914843002
ACH-000019,0.175357614984
ACH-000021,0.114689061392
ACH-000022,0.151348774749
ACH-000025,0.057865009629
ACH-000028,0.0731071955673
ACH-000030,0.12586193899700002
ACH-000035,0.5426213915129999
ACH-000036,0.0666383475999
ACH-000037,0.403085580727
ACH-000039,0.412599128504
ACH-000040,0.12974057325
ACH-000041,0.264176953983
ACH-000042,0.0724177142483
ACH-000045,0.08591680150639999
ACH-000047,0.061534066388
ACH-000052,-0.00199392767375
ACH-000053,0.15689974460699999
ACH-000054,0.194270436669
ACH-000055,0.386183001272
ACH-000060,0.07667406954860001
ACH-000067,0.08762267286730001
ACH-000070,0.156616054818
ACH-000075,0.0887582004755
ACH-000078,0.363784092853
ACH-000082,0.0650436208193
ACH-000085,0.158221236151
ACH-000086,0.0877796931336
ACH-000087,-0.0309132343279
ACH-000092,0.112568616161
ACH-000095,0.191588582702
ACH-000097,0.0641229853126
ACH-000098,0.118275760041
ACH-000099,0.08834595162910001
ACH-000108,-0.127652218952
ACH-000113,0.0699617575082
ACH-000115,-0.0532979022109
ACH-000116,0.109911660214
ACH-000118,-0.059213945207000004
ACH-000120,0.0643316321617
ACH-000123,0.159747857307
ACH-000127,-0.0547348202551
ACH-000128,-0.010493617237599999
ACH-000132,0.167182749549
ACH-000133,0.0753724135301
ACH-000137,-0.052158924062400004
ACH-000138,0.0762910755339
ACH-000142,0.119783332719
ACH-000143,-0.030478858451099995
ACH-000146,0.117136591862
ACH-000148,-0.077586018834
ACH-000150,-0.0876480751527
ACH-000152,0.0809276913993
ACH-000153,0.0944039365175
ACH-000159,0.0668916909451
ACH-000160,0.0362063198042
ACH-000163,0.15350914727700002
ACH-000167,-0.21673451207400002
ACH-000168,0.0931132089781
ACH-000169,0.145095163764
ACH-000178,0.0902441952861
ACH-000182,-0.056080316327900004
ACH-000183,0.193433416695
ACH-000188,0.165978886259
ACH-000189,-0.104087783593
ACH-000190,0.152454320998
ACH-000198,0.0939106423786
ACH-000204,0.17984524310199998
ACH-000206,-0.144990446874
ACH-000207,0.22429743061000001
ACH-000211,0.0499707298778
ACH-000215,0.0193757425891
ACH-000221,0.171092418632
ACH-000222,-0.130017112036
ACH-000223,-0.0269788460413
ACH-000226,0.052415432711699995
ACH-000227,0.20931357297400002
ACH-000228,-0.0304595636637
ACH-000231,0.0757565767671
ACH-000232,0.132543124255
ACH-000233,0.110255428236
ACH-000234,0.140808386872
ACH-000235,0.137976180611
ACH-000237,0.108881204081
ACH-000238,-0.11072926142799999
ACH-000243,0.056999746013500004
ACH-000244,-0.0426992193217
ACH-000246,-0.031103395991000003
ACH-000248,-0.0348270951339
ACH-000250,0.059209820116
ACH-000251,0.135511664448
ACH-000253,0.018972417794999998
ACH-000255,0.13370278857
ACH-000256,-0.117427032194
ACH-000257,-0.181967025211
ACH-000258,-0.108177091724
ACH-000259,0.0484901947355
ACH-000260,0.12393408629899999
ACH-000261,-0.10612669088099999
ACH-000262,0.0438323930901
ACH-000263,-0.33645398908600005
ACH-000264,0.0125931271852
ACH-000265,0.018843977030900003
ACH-000266,0.126637217312
ACH-000272,-0.057403714620400004
ACH-000273,0.205431034997
ACH-000274,0.0241825103328
ACH-000277,0.10279941649
ACH-000278,0.0578139588356
ACH-000279,-0.09782709631560002
ACH-000280,0.104560921428
ACH-000281,0.0491328167966
ACH-000288,0.07640975069639999
ACH-000291,0.09707328469000001
ACH-000293,0.27846546547
ACH-000294,0.20463485031
ACH-000295,0.271066742906
ACH-000296,0.23032150325599998
ACH-000302,-0.0124068998442
ACH-000304,0.164447937361
ACH-000307,0.0447084471842
ACH-000308,0.030608394262399998
ACH-000310,0.41786014295400004
ACH-000311,-0.0924055005662
ACH-000312,0.18160301138300003
ACH-000315,-0.0066441722416600004
ACH-000316,0.008461167279930001
ACH-000317,0.0855323667928
ACH-000318,0.100413842435
ACH-000319,0.0397213451154
ACH-000320,0.108801482313
ACH-000322,0.139912980461
ACH-000323,0.09457077320660001
ACH-000324,0.21876132219099997
ACH-000329,-0.0145404108852
ACH-000330,0.192929929021
ACH-000331,-0.027032257449099997
ACH-000332,0.117393066785
ACH-000334,0.15600504160700002
ACH-000335,0.22764296204599999
ACH-000336,-0.033622123755200004
ACH-000337,-0.00740235171889
ACH-000339,0.195716692021
ACH-000341,0.00668248264236
ACH-000348,-0.056240055308800004
ACH-000350,0.012096559902600001
ACH-000352,0.159953369294
ACH-000356,-0.114161034104
ACH-000361,-0.0154268555914
ACH-000362,0.048332653655500005
ACH-000363,-0.0649706037479
ACH-000364,-0.23973920200100002
ACH-000365,0.037747342958199995
ACH-000366,-0.125050142971
ACH-000368,-0.0906015763621
ACH-000374,0.152958494912
ACH-000375,-0.015468253494899999
ACH-000376,0.10503730648399999
ACH-000381,0.17403799908300002
