,FCRL4 (83417)
ACH-000004,-0.41140624442100004
ACH-000007,-0.17023149434999998
ACH-000009,-0.5087253233429999
ACH-000011,-0.10215262598300001
ACH-000012,-0.139188127192
ACH-000013,-0.14540589413
ACH-000014,-0.198187389347
ACH-000015,-0.15471153039899999
ACH-000017,-0.155846133461
ACH-000018,-0.15167475110099998
ACH-000019,-0.23377939229800002
ACH-000021,-0.11690046512800001
ACH-000022,-0.188331289792
ACH-000025,-0.169412157214
ACH-000028,-0.300099734656
ACH-000030,-0.146230525812
ACH-000035,-0.195721875055
ACH-000036,-0.272791268987
ACH-000037,-0.151405473617
ACH-000039,-0.145461124844
ACH-000040,-0.10668484356
ACH-000041,-0.304443765802
ACH-000042,-0.0353283974293
ACH-000045,-0.056614700118199995
ACH-000047,-0.17867809829300002
ACH-000052,-0.0673983308049
ACH-000053,-0.134549424342
ACH-000054,-0.126999114256
ACH-000055,-0.287269719184
ACH-000060,-0.0807476063632
ACH-000067,-0.0206336281188
ACH-000070,-0.34904918447800004
ACH-000075,0.15342111371099998
ACH-000078,-0.21660365569
ACH-000082,-0.19321478471700002
ACH-000085,-0.26215387584000005
ACH-000086,-0.261293299614
ACH-000087,-0.176907937155
ACH-000092,-0.24359193162599999
ACH-000095,-0.15866095346200002
ACH-000097,-0.17251201108
ACH-000098,-0.203753295518
ACH-000099,-0.0816305191485
ACH-000108,-0.00252594032019
ACH-000113,-0.16517124610300002
ACH-000115,-0.116244760151
ACH-000116,-0.12602544917300001
ACH-000118,-0.13806522532999999
ACH-000120,-0.190336334689
ACH-000123,-0.182652608328
ACH-000127,-0.114153844143
ACH-000128,-0.225041327139
ACH-000132,-0.101205243592
ACH-000133,-0.226340561284
ACH-000137,-0.277734455891
ACH-000138,-0.0853715290408
ACH-000142,-0.26900301315200004
ACH-000143,-0.18541227291600001
ACH-000146,-0.106117381781
ACH-000148,-0.245816899711
ACH-000150,-0.06921734927880001
ACH-000152,-0.0983740252592
ACH-000153,-0.284103015733
ACH-000159,-0.23539544614100003
ACH-000160,0.0299488777427
ACH-000163,-0.256368198917
ACH-000167,-0.294115738075
ACH-000168,-0.225204529557
ACH-000169,-0.214439777069
ACH-000178,-0.123045109081
ACH-000182,-0.023201822946799996
ACH-000183,-0.222108486897
ACH-000188,0.047767904646199996
ACH-000189,-0.283486878449
ACH-000190,0.0720355935594
ACH-000198,-0.09368854972169999
ACH-000204,-0.605967708874
ACH-000206,0.0642969582254
ACH-000207,-0.157209482234
ACH-000211,-0.18298655053
ACH-000215,-0.263802835398
ACH-000221,-0.261978242307
ACH-000222,-0.045496745730599995
ACH-000223,-0.19687495070500002
ACH-000226,-0.22303236352400002
ACH-000227,-0.128573416764
ACH-000228,-0.159411318763
ACH-000231,-0.13512784080499998
ACH-000232,-0.281414013907
ACH-000233,-0.181377371575
ACH-000234,-0.06999500377889999
ACH-000235,-0.281924061764
ACH-000237,-0.0819446008547
ACH-000238,-0.05321938404630001
ACH-000243,-0.108272558666
ACH-000244,0.0700194858598
ACH-000246,-0.181961104514
ACH-000248,-0.310625149261
ACH-000250,-0.142338487149
ACH-000251,-0.154461918297
ACH-000253,-0.105623619575
ACH-000255,-0.245981989971
ACH-000256,-0.322294259207
ACH-000257,0.072877754147
ACH-000258,-0.0174943625229
ACH-000259,-0.161677623845
ACH-000260,-0.154332741275
ACH-000261,-0.17757884105900001
ACH-000262,-0.219960884928
ACH-000263,0.0423637879782
ACH-000264,-0.357112073609
ACH-000265,-0.188048903308
ACH-000266,-0.069360688883
ACH-000272,-0.285607148865
ACH-000273,-0.280407022334
ACH-000274,0.032322475838
ACH-000277,-0.134331157778
ACH-000278,-0.0170567820292
ACH-000279,-0.103905893238
ACH-000280,-0.1026530189
ACH-000281,-0.106889474385
ACH-000288,-0.203495549681
ACH-000291,-0.187878926703
ACH-000293,-0.196819941781
ACH-000294,-0.274445365629
ACH-000295,-0.291544042564
ACH-000296,-0.262058704426
ACH-000302,-0.129877373576
ACH-000304,-0.0381162571089
ACH-000307,-0.133676771838
ACH-000308,-0.19263598033100002
ACH-000310,-0.050773086992800004
ACH-000311,-0.0967436560418
ACH-000312,-0.168872014064
ACH-000315,-0.210936676927
ACH-000316,0.16248549552400002
ACH-000317,-0.287950506752
ACH-000318,-0.120401425747
ACH-000319,-0.20770096857200002
ACH-000320,0.0704710612984
ACH-000322,-0.465426649712
ACH-000323,-0.209242628876
ACH-000324,-0.22807493693000003
ACH-000329,-0.215466144464
ACH-000330,-0.156709262521
ACH-000331,-0.15898802803
ACH-000332,-0.204801454839
ACH-000334,-0.20452350127900001
ACH-000335,-0.122782490168
ACH-000336,-0.289216633167
ACH-000337,-0.296173801512
ACH-000339,-0.0474500602592
ACH-000341,-0.212433239131
ACH-000348,-0.269954063874
ACH-000350,-0.370209606826
ACH-000352,-0.23927391541999998
ACH-000356,-0.333237474137
ACH-000361,-0.207464010616
ACH-000362,-0.142120455289
ACH-000363,-0.041800712474599995
ACH-000364,-0.23709594793900002
ACH-000365,-0.167175635431
ACH-000366,-0.214482037675
ACH-000368,-0.16859251031
ACH-000374,-0.0462296720775
ACH-000375,-0.102621372567
ACH-000376,-0.198675891054
ACH-000381,-0.293376793548
ACH-000383,-0.308417613629
ACH-000387,-0.190260375244
ACH-000389,-0.279063766205
ACH-000390,-0.20716332318599998
ACH-000393,-0.19644386967099997
ACH-000395,-0.0674298444264
ACH-000397,-0.278941282931
ACH-000401,0.0459302124083
ACH-000402,-0.160210904752
ACH-000403,-0.154556980116
ACH-000404,-0.291823890233
ACH-000406,-0.09394389800519999
ACH-000407,-0.160414707303
ACH-000408,-0.142970246612
ACH-000410,-0.31890851368
ACH-000411,0.035672170968
ACH-000414,-0.136277975714
ACH-000415,-0.103795134252
ACH-000416,-0.25690771544
ACH-000420,-0.38329573645000004
ACH-000421,-0.20553365848000002
ACH-000424,-0.0819869106041
ACH-000425,-0.213986094585
ACH-000426,-0.563149032535
ACH-000427,-0.0019619253579699998
ACH-000433,-0.07881682071530001
ACH-000436,-0.506078764057
ACH-000444,-0.180100244201
ACH-000445,-0.154531702296
ACH-000448,-0.271729408063
ACH-000450,-0.248768032116
ACH-000452,-0.18834532923
ACH-000454,-0.14057019677100002
ACH-000458,-0.232056650339
ACH-000459,-0.271474358072
ACH-000460,-0.09605398140689998
ACH-000461,-0.0961221376389
ACH-000463,-0.275146123146
ACH-000464,0.0561901422115
ACH-000466,0.00694609918572
ACH-000467,-0.239231524535
ACH-000468,-0.161265675425
ACH-000469,-0.0761066097456
ACH-000470,0.0196250290267
ACH-000471,-0.107471946534
ACH-000472,-0.13571383018400002
ACH-000473,-0.232603548425
ACH-000475,-0.273666850079
ACH-000476,-0.22523300059999998
ACH-000477,-0.138513786571
ACH-000480,-0.128145822331
ACH-000481,-0.254866680979
ACH-000483,-0.18294404447299997
ACH-000484,-0.355731377564
ACH-000485,-0.0781233805825
ACH-000486,-0.171787364842
ACH-000487,-0.08518702602119999
ACH-000488,-0.19694640452
ACH-000490,-0.243511644324
ACH-000491,-0.209649672401
ACH-000495,-0.182826577082
ACH-000496,-0.109713576668
ACH-000499,-0.253370346726
ACH-000500,-0.5128973261159999
ACH-000502,-0.0895084061631
ACH-000503,-0.233351553164
ACH-000505,-0.135095613629
ACH-000507,-0.221929787119
ACH-000510,-0.300835005948
ACH-000511,-0.120682929707
ACH-000512,-0.216653563182
ACH-000516,-0.156000549554
ACH-000517,-0.0972230179702
ACH-000518,-0.178979142311
ACH-000520,-0.208596562973
ACH-000521,0.041127210512
ACH-000522,-0.28457540784
ACH-000524,-0.139527772774
ACH-000527,-0.140771068275
ACH-000528,-0.111400930921
ACH-000537,-0.0770266296297
ACH-000541,0.0160951761901
ACH-000542,-0.214296379444
ACH-000544,-0.187126276047
ACH-000545,-0.165027713208
ACH-000547,-0.079728724525
ACH-000548,-0.21439904131499998
ACH-000549,-0.262460896402
ACH-000550,-0.21531202296500002
