,ROR1 (4919)
ACH-000004,0.306778551805
ACH-000007,0.023219347644599996
ACH-000009,0.0797316277358
ACH-000011,0.335411973833
ACH-000012,0.20942037237599997
ACH-000013,0.243778689819
ACH-000014,0.252503718632
ACH-000015,0.148733004406
ACH-000017,0.174917770859
ACH-000018,-0.0676976188145
ACH-000019,-0.07855235316819999
ACH-000021,0.0239447376222
ACH-000022,0.100160287938
ACH-000025,0.250883481088
ACH-000028,0.148225600481
ACH-000030,0.171319769305
ACH-000035,0.09018411750630001
ACH-000036,0.108989495898
ACH-000037,0.309059202637
ACH-000039,0.13243059946
ACH-000040,0.23093770078499998
ACH-000041,0.266952031407
ACH-000042,0.15400136933
ACH-000045,0.089333792585
ACH-000047,0.0809262708413
ACH-000052,0.586601829245
ACH-000053,0.134695472686
ACH-000054,0.0388941735561
ACH-000055,0.128559512829
ACH-000060,0.272843407467
ACH-000067,0.06586870953
ACH-000070,-0.0331219443506
ACH-000075,0.053058759418699995
ACH-000078,0.253477540499
ACH-000082,0.234220184812
ACH-000085,0.035792670741599995
ACH-000086,0.016368861596799997
ACH-000087,0.055509675297999994
ACH-000092,0.0457788991492
ACH-000095,0.0177772268838
ACH-000097,0.0608462874979
ACH-000098,0.114541005215
ACH-000099,0.206320323702
ACH-000108,0.314232921469
ACH-000113,-0.0398373424032
ACH-000115,0.0646520704925
ACH-000116,0.152760834645
ACH-000118,0.163680778887
ACH-000120,0.11935451291799999
ACH-000123,0.144657048201
ACH-000127,0.198853342568
ACH-000128,0.0557509904814
ACH-000132,0.0529095451991
ACH-000133,0.08401653899810001
ACH-000137,-0.048485644901
ACH-000138,0.125211236306
ACH-000142,0.07587391075960001
ACH-000143,0.08631890719589999
ACH-000146,0.0587033931034
ACH-000148,0.128969550733
ACH-000150,0.221030534485
ACH-000152,0.146277631392
ACH-000153,0.37532596129900003
ACH-000159,0.16324991497000002
ACH-000160,0.0515315513865
ACH-000163,0.18912016823199998
ACH-000167,0.10363644324400001
ACH-000168,0.288001722648
ACH-000169,0.097446930889
ACH-000178,0.120625609264
ACH-000182,0.0609517451513
ACH-000183,0.22875903464000003
ACH-000188,-0.0329993990588
ACH-000189,-0.0289325992979
ACH-000190,0.142569823756
ACH-000198,0.110246510923
ACH-000204,0.28708043195099997
ACH-000206,0.417695581382
ACH-000207,-0.0284281314811
ACH-000211,0.196687871608
ACH-000215,0.240834555737
ACH-000221,0.123014670251
ACH-000222,0.354517786759
ACH-000223,0.0169277988646
ACH-000226,-0.101592115521
ACH-000227,0.050100466442300005
ACH-000228,0.150115365228
ACH-000231,0.24202721938000002
ACH-000232,0.217051085451
ACH-000233,0.159540903122
ACH-000234,0.35205861769900004
ACH-000235,0.15767577965
ACH-000237,0.128095127375
ACH-000238,0.24635007025400002
ACH-000243,0.169188472025
ACH-000244,0.28049231810499997
