,POLR2B (5431)
ACH-000341,-1.19497104825
ACH-000348,-1.65735826359
ACH-000350,-1.48293900528
ACH-000352,-1.70483257227
ACH-000356,-1.79902498064
ACH-000361,-1.2205764853899999
ACH-000362,-1.8655449323400002
ACH-000363,-1.84706261868
ACH-000364,-1.3399352750799998
ACH-000365,-1.60189573512
ACH-000366,-1.7454684723599998
ACH-000368,-1.63924612889
ACH-000374,-1.25893903214
ACH-000375,-1.44947379287
ACH-000376,-1.51309367689
ACH-000381,-1.4781731582799997
ACH-000383,-2.09542659879
ACH-000387,-1.71113863896
ACH-000389,-1.4227872001299997
ACH-000390,-1.8884129722999998
ACH-000393,-1.6941778254100002
ACH-000395,-1.6214422389899998
ACH-000397,-1.4423039742299997
ACH-000401,-1.6148476940799998
ACH-000402,-1.28306756068
ACH-000403,-2.0130654695700003
ACH-000404,-1.3620632923700002
ACH-000406,-1.7700616903400002
ACH-000407,-1.7071137582299998
ACH-000408,-1.38524366236
ACH-000410,-1.4822526089899999
ACH-000411,-1.4151033477000001
ACH-000414,-1.46692349613
ACH-000415,-2.05492465533
ACH-000416,-1.58794591967
ACH-000420,-1.6977443586200003
ACH-000421,-1.2518169352500002
ACH-000424,-1.63834807863
ACH-000425,-1.7116196256600003
ACH-000426,-1.4559121881200001
ACH-000427,-1.8500150905300001
ACH-000433,-1.4230768091
ACH-000436,-1.68093508255
ACH-000444,-1.6712641730200002
ACH-000445,-1.3564705386200002
ACH-000448,-1.64855790075
ACH-000450,-1.4711057919400001
ACH-000452,-1.67089669744
ACH-000454,-1.71763376851
ACH-000458,-1.58291578409
ACH-000459,-1.4325296735600002
ACH-000460,-1.3399783447
ACH-000461,-1.8301234679900003
ACH-000463,-1.78137154426
ACH-000464,-1.23370056249
ACH-000466,-1.45936285058
ACH-000467,-1.3682253184200002
ACH-000468,-1.8496680753799999
ACH-000469,-1.7308759848500002
ACH-000470,-2.0284241278099997
ACH-000471,-1.63225035546
ACH-000472,-1.7932722292200003
ACH-000473,-1.8035841793400003
ACH-000475,-1.593376879
ACH-000476,-1.50499290776
ACH-000477,-1.3413529695200002
ACH-000480,-1.47822367677
ACH-000481,-1.5276284549399999
ACH-000483,-1.71696730693
ACH-000484,-1.54427451421
ACH-000485,-1.67859183097
ACH-000486,-1.4914184074899999
ACH-000487,-1.58822723337
ACH-000488,-1.76379177155
ACH-000490,-1.7016129328
ACH-000491,-1.79238060805
ACH-000495,-1.48135430838
ACH-000496,-1.34740004419
ACH-000499,-1.62102576136
ACH-000500,-1.57172721071
ACH-000502,-1.71435978977
ACH-000503,-1.33966629045
ACH-000505,-1.43260037608
ACH-000507,-1.5922021878000001
ACH-000510,-1.8568643518799999
ACH-000511,-1.45478727125
ACH-000512,-1.94406691387
ACH-000516,-1.56555189979
ACH-000517,-1.7294308558700002
ACH-000518,-1.42493907414
ACH-000520,-1.4850803207700003
ACH-000521,-1.42130753299
ACH-000522,-1.84437077064
ACH-000524,-1.7246823839900003
ACH-000527,-1.40317764845
ACH-000528,-1.71658319705
ACH-000537,-1.32549137186
ACH-000541,-1.7844771545099998
ACH-000542,-1.5642819931299998
ACH-000544,-1.7421113948400002
ACH-000545,-1.3583805395200002
ACH-000547,-1.4954830698
ACH-000548,-1.5920993542
ACH-000549,-1.4540833561700002
ACH-000550,-1.8544437648099998
ACH-000552,-1.40909794945
ACH-000556,-1.67751500748
ACH-000557,-2.0061295036099995
ACH-000570,-1.6972801103400001
ACH-000571,-1.9157355295900003
ACH-000573,-1.45970643799
ACH-000576,-1.52583158625
ACH-000580,-1.90267566547
ACH-000584,-1.57677816348
ACH-000585,-1.83716111722
ACH-000588,-1.64406335262
ACH-000589,-1.5530890383000002
ACH-000591,-1.49873905924
ACH-000593,-1.84914894837
ACH-000600,-1.52092823163
ACH-000601,-1.59479570274
ACH-000604,-1.59864633319
ACH-000605,-1.69897695711
ACH-000606,-1.4158784980399999
ACH-000608,-1.81841561677
ACH-000614,-1.32293297156
ACH-000616,-1.5358105059799998
ACH-000618,-1.4824927861200001
ACH-000619,-1.54041927402
ACH-000620,-1.35124041705
ACH-000621,-1.71081458924
ACH-000622,-1.9387927016799997
ACH-000623,-1.59172511338
ACH-000624,-1.6127653763999998
ACH-000627,-1.5226863174599998
ACH-000630,-1.4748798027599999
ACH-000632,-1.5087909955599998
ACH-000633,-1.49861426868
ACH-000637,-1.85132880586
ACH-000638,-1.5916416441299999
ACH-000646,-1.6296168790799999
ACH-000647,-1.7011203381600002
ACH-000648,-1.5355689431600001
ACH-000649,-1.3878883681999998
ACH-000651,-1.51893121866
ACH-000652,-1.3492434966100002
ACH-000653,-1.76967338868
ACH-000657,-1.64748414796
ACH-000658,-1.7702800952900002
ACH-000661,-1.60098581097
ACH-000662,-1.6206379019400001
ACH-000663,-1.3362564907899999
ACH-000665,-1.4876764522400001
ACH-000671,-1.3776181787200001
ACH-000673,-1.56188984205
ACH-000676,-1.66380444051
ACH-000677,-2.20347014712
ACH-000681,-1.53312337349
ACH-000682,-1.8214997628799998
ACH-000683,-1.65432228441
ACH-000684,-1.3593168742299997
ACH-000688,-1.98757584568
ACH-000693,-1.7563538181599998
ACH-000694,-1.5378498604700002
ACH-000695,-1.43745855141
ACH-000696,-1.38045270514
ACH-000697,-1.69568135699
ACH-000699,-1.7804048820599998
ACH-000701,-1.42353005561
ACH-000706,-1.51985219123
ACH-000711,-1.6358317450600002
ACH-000713,-1.4125390630599999
ACH-000714,-1.30991942402
ACH-000718,-1.6920027805200002
ACH-000720,-1.8780375152000002
ACH-000721,-1.28112126068
ACH-000724,-1.5180200883300001
ACH-000725,-1.6261676899899997
ACH-000732,-1.39832217604
ACH-000734,-1.8850977373
ACH-000735,-1.2995976471200001
ACH-000736,-1.65305816481
ACH-000738,-1.6633273668000002
ACH-000746,-2.0291388507700003
ACH-000747,-1.5180276323299997
ACH-000748,-1.4647564406400002
ACH-000753,-1.60874947819
ACH-000756,-1.6340322810699999
ACH-000757,-1.39931634932
ACH-000758,-1.55217186688
ACH-000760,-1.64502744886
ACH-000763,-1.55682900741
ACH-000764,-1.63469844819
ACH-000765,-1.4452514466
ACH-000766,-1.436775634
ACH-000767,-1.80083371118
ACH-000768,-1.57476769215
ACH-000769,-1.53196630162
ACH-000770,-1.6402311694999998
ACH-000771,-1.29726123751
ACH-000773,-1.7653716821
ACH-000776,-1.72746340586
ACH-000777,-1.71918444354
ACH-000778,-1.58098804291
ACH-000781,-1.38576711386
ACH-000782,-1.61933305769
ACH-000783,-1.66654779178
ACH-000784,-1.8100294954900003
ACH-000785,-1.59771132282
ACH-000787,-1.6671306367200003
ACH-000788,-1.5496709302899998
ACH-000791,-1.72378133002
ACH-000792,-1.5399416876700003
ACH-000794,-1.7990213032299998
ACH-000796,-1.6141286431200002
ACH-000799,-1.89495512722
ACH-000800,-1.4741354575999999
ACH-000802,-1.5722040789899998
ACH-000804,-1.5579358425299998
ACH-000805,-1.63564715984
ACH-000809,-1.46172054381
ACH-000810,-1.2770828087100001
ACH-000811,-1.28348648714
ACH-000817,-1.83433682814
ACH-000819,-1.5420966114599999
ACH-000820,-2.02421759972
ACH-000821,-1.63732808234
ACH-000822,-1.64932359348
ACH-000823,-1.43071731699
ACH-000824,-1.8010617740700001
ACH-000827,-1.37597859782
ACH-000829,-1.5152916671399999
ACH-000831,-1.4490491738
ACH-000832,-1.64289386449
ACH-000833,-1.33038580614
ACH-000834,-1.74201445815
ACH-000835,-1.72208193558
ACH-000836,-1.3500900784999998
ACH-000837,-1.5325338654799998
ACH-000838,-1.41179463774
ACH-000839,-1.8679450636700001
ACH-000840,-1.4448820173299999
ACH-000841,-1.5800175271599999
ACH-000843,-1.72970037433
ACH-000846,-1.44921057057
ACH-000847,-1.6384994216799997
ACH-000848,-1.6994802819600001
ACH-000849,-1.7457320393200002
ACH-000851,-1.37067264361
ACH-000855,-1.1278356144
ACH-000856,-1.5583665013899999
ACH-000858,-1.68137467898
ACH-000859,-1.6511017377200001
ACH-000861,-1.54370105651
ACH-000862,-2.11740332713
ACH-000865,-1.43885046208
ACH-000866,-1.59854075914
ACH-000867,-1.86958134167
ACH-000869,-1.5243439622100001
ACH-000872,-1.32176990823
ACH-000873,-1.51028415476
ACH-000876,-1.62480384313
ACH-000878,-1.94326349903
ACH-000880,-1.51127773183
ACH-000881,-1.3939783122299998
ACH-000882,-1.45263067271
ACH-000884,-1.3629730903100001
ACH-000885,-1.63975934449
ACH-000887,-1.65909659043
ACH-000888,-1.7408057260499998
ACH-000889,-1.66518684247
ACH-000890,-1.8056366153499999
ACH-000896,-1.5591022175799998
ACH-000898,-1.78479942497
ACH-000900,-1.4650026794799997
ACH-000901,-1.40424358241
ACH-000905,-1.8204958869699999
ACH-000906,-1.6491496197600002
ACH-000907,-1.43723411977
ACH-000910,-1.7028735446
ACH-000911,-1.59333957016
ACH-000912,-1.37556909061
ACH-000913,-1.58371429303
ACH-000915,-1.63548808367
ACH-000916,-1.1065262925
ACH-000917,-1.6535934432100001
ACH-000921,-1.510676855
ACH-000924,-1.4957160888299998
ACH-000926,-1.59115416135
ACH-000928,-1.56170140856
ACH-000929,-1.8908185754799998
ACH-000932,-1.57447010874
ACH-000935,-1.7252838553
ACH-000936,-1.41794675362
ACH-000937,-1.57585457592
ACH-000938,-1.5205067038100002
ACH-000939,-1.34952061107
ACH-000941,-1.45653112804
ACH-000943,-1.43286269768
ACH-000946,-1.5772251823199999
ACH-000947,-1.4790049992399998
ACH-000948,-1.64895773527
ACH-000950,-1.6091452060299998
ACH-000953,-1.7600505377900002
ACH-000957,-1.43484036303
ACH-000958,-1.6349269175999999
ACH-000960,-1.42822062715
ACH-000963,-1.76311728194
ACH-000968,-1.52113806033
ACH-000969,-1.66521916447
ACH-000973,-1.7369746039400003
ACH-000974,-1.35837758544
ACH-000975,-1.47075396212
ACH-000976,-1.47594383134
ACH-000978,-1.7501687469999998
ACH-000980,-1.63631071419
ACH-000984,-2.04406281116
ACH-000986,-1.5483018356799998
ACH-000988,-2.0173003118599997
ACH-000993,-1.48356543059
ACH-000994,-1.5200250877700001
ACH-000996,-1.7405537346000002
ACH-001001,-1.6804010855200002
ACH-001020,-1.35065263729
ACH-001028,-1.60242379912
ACH-001031,-1.44928208439
ACH-001038,-1.74287890979
ACH-001048,-1.70412339786
ACH-001050,-1.6106151420100001
ACH-001053,-1.4686743726299998
ACH-001054,-1.6003206584799998
ACH-001061,-1.6364441126299998
ACH-001067,-1.6395211856799998
ACH-001075,-1.43478557752
ACH-001096,-1.69795690484
ACH-001128,-1.08499893029
ACH-001134,-1.23697872358
ACH-001151,-1.60137027408
ACH-001163,-1.6110422220899998
ACH-001164,-1.5507238613
ACH-001173,-1.55343021498
ACH-001183,-1.70219459486
ACH-001184,-1.91803919074
ACH-001190,-1.87689607605
ACH-001192,-1.59504380066
ACH-001193,-1.5725626184900001
ACH-001196,-1.43551959023
ACH-001197,-1.66087518649
ACH-001205,-1.71594828458
ACH-001211,-1.56199740889
ACH-001212,-1.63904950525
ACH-001228,-1.95860192574
ACH-001232,-1.33557256992
ACH-001239,-1.79716077532
ACH-001274,-1.7744077448599997
ACH-001275,-1.57491452919
ACH-001277,-1.71731468633
ACH-001278,-1.54740106959
ACH-001280,-1.63005035685
ACH-001283,-1.3569652754600001
ACH-001289,-1.53070778058
ACH-001295,-1.6807204061399998
ACH-001300,-1.5496510859000001
ACH-001301,-1.47938981335
ACH-001302,-1.70001638917
ACH-001303,-1.5121751652700002
ACH-001306,-1.6906496126100001
ACH-001318,-1.44367028593
ACH-001322,-1.71344421209
ACH-001328,-1.59068338625
ACH-001332,-1.58407911282
ACH-001333,-1.26461098495
ACH-001336,-1.7308411341499998
ACH-001340,-1.6573348617800001
ACH-001346,-1.77907440592
ACH-001353,-1.69348705199
ACH-001354,-1.7499619778400002
ACH-001367,-1.295341545
ACH-001368,-1.51468023865
ACH-001374,-1.70531362118
ACH-001375,-1.26665561008
ACH-001377,-1.58382273571
ACH-001380,-1.54767518365
ACH-001391,-1.6156314288299998
ACH-001407,-1.69517201514
ACH-001408,-1.54448927239
ACH-001413,-1.8220556492400002
ACH-001430,-2.23384309869
ACH-001431,-1.4933468063
ACH-001450,-1.20238806951
ACH-001496,-1.28567437407
ACH-001500,-1.4376473573299997
ACH-001521,-1.5213028584200001
ACH-001523,-1.7162736990600003
ACH-001532,-1.56627802308
ACH-001536,-1.4997525680700001
ACH-001550,-1.3159650192299999
ACH-001552,-1.7860080138699999
ACH-001554,-1.6932225864500001
ACH-001645,-1.6434282372
ACH-001654,-1.7767007369699999
ACH-001715,-1.50283150497
ACH-001735,-1.7362809001900001
ACH-001736,-1.71035967224
ACH-001737,-1.8022493406
ACH-001740,-1.52887527706
ACH-001745,-1.65084078606
ACH-001750,-1.34911277034
ACH-001765,-1.5460745178400002
ACH-001956,-1.4560906762099999
ACH-001957,-1.6290875771899997
