,NEURL1B (54492)
ACH-000004,0.09763564949269998
ACH-000007,-0.0685261341983
ACH-000009,-0.21089824692499998
ACH-000011,-0.00822454032373
ACH-000012,-0.108379300008
ACH-000013,-0.0671501603484
ACH-000014,0.0344396939191
ACH-000015,0.0280402543268
ACH-000017,-0.06083484523490001
ACH-000018,0.0875006338143
ACH-000019,-0.11457536566500001
ACH-000021,-0.169264044061
ACH-000022,-0.0799166161118
ACH-000025,-0.044907358439
ACH-000028,0.0599171584595
ACH-000030,0.040907091026
ACH-000035,-0.20728141459899999
ACH-000036,-0.285258763827
ACH-000037,-0.215294109412
ACH-000039,-0.30237652967399997
ACH-000040,0.14128275252800002
ACH-000041,0.130346210362
ACH-000042,-0.173290904303
ACH-000045,0.128868947879
ACH-000047,-0.104323975691
ACH-000052,-0.164958710625
ACH-000053,-0.17804013503
ACH-000054,-0.115384776235
ACH-000055,-0.19077501789999998
ACH-000060,-0.216152762922
ACH-000067,-0.0879575360997
ACH-000070,0.0114873336155
ACH-000075,0.0867430255225
ACH-000078,-0.032776137698
ACH-000082,-0.09868134346629999
ACH-000085,-0.0294494515675
ACH-000086,-0.11353399941299999
ACH-000087,0.15710730142
ACH-000092,-0.050156106188
ACH-000095,-0.0702457444831
ACH-000097,-0.0770121711057
ACH-000098,-0.138083858577
ACH-000099,0.0208497172767
ACH-000108,-0.281115779968
ACH-000113,-0.0859615123566
ACH-000115,-0.292589493837
ACH-000116,0.0227858130204
ACH-000118,-0.07950844403860001
ACH-000120,-0.278950126549
ACH-000123,0.043920964830400006
ACH-000127,-0.0550953934724
ACH-000128,-0.297601665493
ACH-000132,0.24680196469500001
ACH-000133,-0.0578358629229
ACH-000137,-0.23104475903000002
ACH-000138,-0.029149168350299997
ACH-000142,-0.26934417773
ACH-000143,0.08681970706679999
ACH-000146,0.0437324391651
ACH-000148,-0.119028477825
ACH-000150,-0.25050892977899997
ACH-000152,-0.155996915265
ACH-000153,0.219792602917
ACH-000159,0.0727884588719
ACH-000160,-0.118886027449
ACH-000163,-0.0282839209338
ACH-000167,0.0390708825867
ACH-000168,0.0172898199067
ACH-000169,-0.0986544105465
ACH-000178,-0.0047529303299499994
ACH-000182,-0.17232459162500002
ACH-000183,-0.19086176516699999
ACH-000188,-0.20362290721
ACH-000189,-0.22584884296100002
ACH-000190,0.23423827676999998
ACH-000198,0.006971814103579999
ACH-000204,0.00531873101086
ACH-000206,-0.0142429096626
ACH-000207,-0.120835814508
ACH-000211,-0.0917676468027
ACH-000215,-0.017854863780599996
ACH-000221,-0.131096320185
ACH-000222,-0.120680911855
ACH-000223,0.0544892928063
ACH-000226,-0.0681428940137
ACH-000227,0.151163292388
ACH-000228,-0.0014419800853599997
ACH-000231,0.010685567770499999
ACH-000232,-0.261064158757
ACH-000233,-0.282485065381
ACH-000234,0.0588456671238
ACH-000235,-0.05094671111909999
ACH-000237,-0.164833466816
ACH-000238,-0.10110166889599999
ACH-000243,-0.00148786811062
ACH-000244,0.215655536615
ACH-000246,-0.106480400106
ACH-000248,0.0844799488528
ACH-000250,-0.10645950733
ACH-000251,0.16827015824799998
ACH-000253,-0.0682316834472
ACH-000255,-0.136364358776
ACH-000256,-0.011827436599
ACH-000257,-0.08112909600200001
ACH-000258,-0.013472797479299999
ACH-000259,-0.10459351849700001
ACH-000260,-0.1480722167
ACH-000261,0.0418052856549
ACH-000262,-0.424557052933
ACH-000263,0.176244461968
ACH-000264,0.126731523139
ACH-000265,0.017698012064599998
ACH-000266,-0.052274534567800006
ACH-000272,0.009339528342709999
ACH-000273,0.0209092008072
ACH-000274,-0.0292130128689
ACH-000277,0.20478135323899999
ACH-000278,0.027096228500900002
ACH-000279,-0.000455467666638
ACH-000280,-0.101964825069
ACH-000281,-0.380586702605
ACH-000288,-0.149341971332
ACH-000291,-0.09105206399160001
ACH-000293,0.05603845943130001
ACH-000294,-0.031792001209299994
ACH-000295,-0.249149495594
ACH-000296,-0.0924283947149
ACH-000302,-0.0839272940941
ACH-000304,-0.274034113722
ACH-000307,-0.116108316206
ACH-000308,0.00148166370169
ACH-000310,0.0348758958778
ACH-000311,-0.0820405732262
ACH-000312,-0.23320368087699997
ACH-000315,-0.455697057192
ACH-000316,-0.19359914574
ACH-000317,-0.15334261743
ACH-000318,0.049014506208499994
ACH-000319,0.0307292746118
ACH-000320,-0.08517604637369999
ACH-000322,-0.0372818180734
ACH-000323,-0.09826689926370001
ACH-000324,-0.223926434954
ACH-000329,-0.126031390276
ACH-000330,0.09501384142760001
ACH-000331,-0.0929721208217
ACH-000332,-0.0522107361155
ACH-000334,-0.16994046705899998
ACH-000335,-0.00289643862081
ACH-000336,-0.28383126762
ACH-000337,-0.014158738189
ACH-000339,-0.0611843920751
ACH-000341,-0.194518805249
ACH-000348,0.198992176237
ACH-000350,-0.331509633142
ACH-000352,-0.0183349073813
ACH-000356,0.0341248782901
ACH-000361,-0.36317086429300005
ACH-000362,-0.15161239636399998
ACH-000363,0.149123275088
ACH-000364,-0.16328110861099998
ACH-000365,0.0282138094649
ACH-000366,-0.15101081075099998
ACH-000368,-0.223414583728
ACH-000374,0.0733443477336
ACH-000375,-0.108674815843
ACH-000376,-0.171579280358
ACH-000381,0.0333613392982
ACH-000383,-0.174097866947
ACH-000387,0.00195357578327
ACH-000389,-0.243981523004
ACH-000390,0.0401635303114
ACH-000393,-0.228473287526
ACH-000395,-0.233790882965
ACH-000397,-0.0238437369037
ACH-000401,-0.150196604382
ACH-000402,-0.312936689021
ACH-000403,-0.0388086774379
ACH-000404,0.0660867785636
ACH-000406,0.0488409483652
ACH-000407,-0.29555013520999995
ACH-000408,-0.120339584003
ACH-000410,-0.0172330963241
ACH-000411,0.148814510976
ACH-000414,-0.0342809046308
ACH-000415,-0.0026564128360199997
ACH-000416,-0.143489305551
ACH-000420,-0.193133961761
ACH-000421,-0.115817474776
ACH-000424,-0.119002020859
ACH-000425,-0.08159677908410001
ACH-000426,0.193523731378
ACH-000427,0.0512987509071
ACH-000433,0.0402379444732
ACH-000436,-0.10525275673800001
ACH-000444,-0.0376306055466
ACH-000445,-0.012035483904899998
ACH-000448,-0.047859700954
ACH-000450,0.196815047362
ACH-000452,-0.0746765235601
ACH-000454,-0.257705802585
ACH-000458,0.069467391659
ACH-000459,0.11253063186899999
ACH-000460,-0.117609042269
ACH-000461,-0.21819588806999995
ACH-000463,-0.143714636609
ACH-000464,-0.28735155997
ACH-000466,-0.0728699712809
ACH-000467,0.0721984919939
ACH-000468,-0.301125667753
ACH-000469,-0.06237384866640001
ACH-000470,-0.185700961104
ACH-000471,-0.11449389853
ACH-000472,-0.10319950085799999
ACH-000473,-0.25859261773000003
ACH-000475,-0.202765112584
ACH-000476,-0.5184053906270001
ACH-000477,-0.08997199592939999
ACH-000480,0.027055123933200004
ACH-000481,-0.384941410625
ACH-000483,0.0337534936855
ACH-000484,0.0259516769793
ACH-000485,0.032376370186
ACH-000486,0.00690120845659
