,QDPR (5860)
ACH-000004,0.0350561134502
ACH-000007,0.0539530858897
ACH-000009,0.08098655399960002
ACH-000011,0.143034065517
ACH-000012,0.14138545590600002
ACH-000013,0.119551688439
ACH-000014,0.351160977598
ACH-000015,0.0773972950967
ACH-000017,0.145223149246
ACH-000018,0.244745928142
ACH-000019,0.0868370546507
ACH-000021,0.160290914826
ACH-000022,0.209683767398
ACH-000025,0.129755443685
ACH-000028,0.199160958552
ACH-000030,0.0998950045858
ACH-000035,0.46234261927500003
ACH-000036,0.10034175734999999
ACH-000037,0.0831673216264
ACH-000039,0.197841047919
ACH-000040,0.0419256761501
ACH-000041,-0.07121830527430001
ACH-000042,0.10897992336100001
ACH-000045,0.129892435172
ACH-000047,0.0823032181733
ACH-000052,0.132189360956
ACH-000053,0.120092251371
ACH-000054,0.147731790078
ACH-000055,-0.000295364177126
ACH-000060,0.133204342141
ACH-000067,0.20764220374
ACH-000070,0.142492140492
ACH-000075,-0.345595771734
ACH-000078,0.168131415363
ACH-000082,0.126137257971
ACH-000085,0.10153525280400001
ACH-000086,0.20506094915
ACH-000087,0.131370336167
ACH-000092,0.135657824445
ACH-000095,-0.018512780453099998
ACH-000097,-0.00709053340435
ACH-000098,0.140427467881
ACH-000099,0.0778058911467
ACH-000108,0.16393833071900002
ACH-000113,0.124626319705
ACH-000115,0.217529441933
ACH-000116,-0.0046192637053299995
ACH-000118,0.102105294015
ACH-000120,0.26967664584
ACH-000123,0.15418086370200002
ACH-000127,0.0743780882842
ACH-000128,0.13291140991800002
ACH-000132,0.0637918020367
ACH-000133,-0.11174437640799999
ACH-000137,0.044183420772
ACH-000138,0.123867839781
ACH-000142,0.197557637618
ACH-000143,0.233019649987
ACH-000146,0.114923528738
ACH-000148,0.051824290209499996
ACH-000150,0.0291871747335
ACH-000152,0.275533761128
ACH-000153,0.24411508790999997
ACH-000159,0.062853463944
ACH-000160,0.169963570304
ACH-000163,0.179417945599
ACH-000167,-0.105807171042
ACH-000168,0.053119214335000005
ACH-000169,0.137848735576
ACH-000178,0.013634081545100001
ACH-000182,0.061033278190400005
ACH-000183,0.181035578843
ACH-000188,0.053623240323
ACH-000189,-0.00592311106707
ACH-000190,0.0887186819462
ACH-000198,0.151419761249
ACH-000204,0.243824132328
