,CCNC (892)
ACH-000004,-0.637467542513
ACH-000007,-0.412548096654
ACH-000009,-0.325977956624
ACH-000011,-0.329051723136
ACH-000012,-0.727605475441
ACH-000013,-0.47571929687
ACH-000014,-0.355833832569
ACH-000015,0.17897454808
ACH-000017,-0.329622123715
ACH-000018,-0.533884231029
ACH-000019,-0.0187323560832
ACH-000021,-0.269982639331
ACH-000022,-0.489254076817
ACH-000025,-0.35704344919
ACH-000028,-0.732771580891
ACH-000030,-0.33824550820699995
ACH-000035,0.02057526405
ACH-000036,0.249384816223
ACH-000037,-0.535471785645
ACH-000039,-0.498232015952
ACH-000040,-0.41328158918799995
ACH-000041,-0.550319832754
ACH-000042,-0.697155692633
ACH-000045,-0.613249331233
ACH-000047,-0.111693842803
ACH-000052,-0.36969036076899997
ACH-000053,-0.40558143208400005
ACH-000054,0.123627151912
ACH-000055,-0.824514558024
ACH-000060,0.060863987055099995
ACH-000067,-0.530423225953
ACH-000070,-0.675843349426
ACH-000075,-0.333713106105
ACH-000078,0.0169059256234
ACH-000082,-0.587311213222
ACH-000085,-0.74055621362
ACH-000086,-0.24351750061799998
ACH-000087,-0.705394223256
ACH-000092,-0.612786746846
ACH-000095,-0.502743129059
ACH-000097,-0.48387180684500003
ACH-000098,-0.029348951024599997
ACH-000099,0.32357065125100004
ACH-000108,-0.130237866002
ACH-000113,-0.666457752919
ACH-000115,-0.260438000596
ACH-000116,-0.422387066451
ACH-000118,-0.5489626073430001
ACH-000120,-0.650441785323
ACH-000123,0.0010126533850900001
ACH-000127,-0.157041439224
ACH-000128,-0.6664791310670001
ACH-000132,-0.159421333454
ACH-000133,0.096230080054
ACH-000137,-0.20749510646400002
ACH-000138,-0.478875809765
ACH-000142,-0.297360609739
ACH-000143,-0.439378716308
ACH-000146,-0.422610729126
ACH-000148,-0.5788598587730001
ACH-000150,-0.43103482952100003
ACH-000152,-0.0854046813515
ACH-000153,-0.802033337999
ACH-000159,-0.263057196735
ACH-000160,0.04792397621169999
ACH-000163,-0.553595103134
ACH-000167,0.132466131025
ACH-000168,-0.593785987424
ACH-000169,0.127952068533
ACH-000178,-0.451242569436
ACH-000182,-0.098876404648
ACH-000183,-0.656919692086
ACH-000188,-0.616857546477
ACH-000189,-0.6615616720499999
ACH-000190,0.448187002712
ACH-000198,-0.418893375533
ACH-000204,-0.822160075253
ACH-000206,-0.18640229245
ACH-000207,-0.655134364253
ACH-000211,-0.0634316276227
ACH-000215,-0.07800121556860001
ACH-000221,-0.0607394429727
ACH-000222,-0.153364686566
ACH-000223,-0.836472660774
ACH-000226,-0.183904440834
ACH-000227,-0.16265558775299999
ACH-000228,-0.588554869456
ACH-000231,0.235439750819
ACH-000232,-0.7045779445620001
ACH-000233,0.038674257623
ACH-000234,-0.12372852009400001
ACH-000235,-0.8368794820909999
ACH-000237,0.140735630537
ACH-000238,-0.732665960644
ACH-000243,-0.48149373165
ACH-000244,0.241735269212
ACH-000246,0.21185309752300002
ACH-000248,-0.159380887232
ACH-000250,0.025541152770799998
ACH-000251,-0.198765392353
ACH-000253,-1.00111351951
ACH-000255,-0.33432779213799996
ACH-000256,-0.47714083007200003
ACH-000257,-0.185797554247
ACH-000258,-0.0452468464878
ACH-000259,-0.319100143996
ACH-000260,-0.36800503231
ACH-000261,-0.560629455398
ACH-000262,-0.17791298691100002
ACH-000263,-0.439826967601
ACH-000264,-0.20968240884300002
ACH-000265,0.279383006098
ACH-000266,-0.177774385911
ACH-000272,0.0302373182021
ACH-000273,-0.479795936327
ACH-000274,0.0906660894534
ACH-000277,-0.0355375743319
ACH-000278,0.0340517671306
ACH-000279,-0.55801979267
ACH-000280,-0.175158558486
ACH-000281,-0.5968502003230001
ACH-000288,-0.00208874096678
ACH-000291,-0.505483538288
ACH-000293,-0.350167531109
ACH-000294,-0.593801448939
ACH-000295,-0.510261558997
ACH-000296,-0.520444949328
ACH-000302,-0.111162064807
ACH-000304,-0.585748523019
ACH-000307,-0.656407611334
ACH-000308,0.0664729466425
ACH-000310,-0.103654632157
ACH-000311,-0.442045861576
ACH-000312,-0.195759340121
ACH-000315,-0.6234029846760001
ACH-000316,-0.27441650634799997
ACH-000317,-0.756196085345
ACH-000318,-0.31698145905499997
ACH-000319,-0.309392659172
ACH-000320,-0.31745819763
ACH-000322,-0.23481940248599997
ACH-000323,-0.7211686184880001
ACH-000324,-0.676739395669
ACH-000329,-0.27004397859
ACH-000330,-0.676725502729
ACH-000331,-0.0670343681681
ACH-000332,0.05582193417569999
ACH-000334,-0.8711028161839999
ACH-000335,-0.42502810074299996
ACH-000336,-0.673303487567
ACH-000337,-0.450691511682
ACH-000339,-0.538296828724
ACH-000341,-0.501243544233
ACH-000348,-0.11802776287799999
ACH-000350,-0.454805312623
ACH-000352,-0.37337162949600006
ACH-000356,-0.655400810712
ACH-000361,0.115077364922
ACH-000362,-0.322009896831
ACH-000363,-0.123541415077
ACH-000364,-0.07271393291669999
ACH-000365,-0.8736880558969999
ACH-000366,-0.247717011369
ACH-000368,-0.249882747732
ACH-000374,-0.23210460124200002
ACH-000375,-0.145178119617
ACH-000376,-0.62246047116
ACH-000381,0.124560337247
ACH-000383,-0.752752574085
ACH-000387,-0.964885920382
ACH-000389,-0.231077569139
ACH-000390,-0.7303745806290001
ACH-000393,-0.33388385106
ACH-000395,-0.799780069433
ACH-000397,-0.269082501162
ACH-000401,-0.674154936948
ACH-000402,-0.550418047744
ACH-000403,-0.86137007698
ACH-000404,-0.183123300328
ACH-000406,-0.190622559356
ACH-000407,-0.34352157249399995
ACH-000408,-0.5818454991650001
ACH-000410,-0.316037230088
ACH-000411,-0.0110804105039
ACH-000414,-0.616529835102
ACH-000415,-0.619483615783
ACH-000416,-0.316522451528
ACH-000420,-0.365125029846
ACH-000421,-0.475224228785
ACH-000424,-0.313325226791
ACH-000425,-0.379986101223
ACH-000426,-0.721676048003
ACH-000427,-0.569212280973
ACH-000433,-0.312907901997
ACH-000436,-0.909765597529
ACH-000444,-0.06714629819630001
ACH-000445,-0.419603613716
ACH-000448,-0.447908590377
ACH-000450,-0.0810699264567
ACH-000452,-0.717211588459
ACH-000454,-0.580326072967
ACH-000458,-0.32283588965300003
ACH-000459,-0.312383552298
ACH-000460,-0.558250004562
ACH-000461,-0.62227678924
ACH-000463,-0.30844709963100003
ACH-000464,-0.5355380955910001
ACH-000466,-0.56808380296
ACH-000467,-0.47842770198
ACH-000468,-0.251043190781
ACH-000469,0.00499910390042
ACH-000470,-0.876898029525
ACH-000471,-0.490010923152
ACH-000472,-1.02627609146
ACH-000473,-0.468795327667
ACH-000475,-0.44245857083400003
ACH-000476,-0.319429906255
ACH-000477,-0.501446757736
ACH-000480,-0.38337901152099996
ACH-000481,-0.6638898386600001
ACH-000483,-0.16942941972300002
ACH-000484,0.09925416475439999
ACH-000485,-0.43460676087
ACH-000486,-0.323163797358
ACH-000487,-0.451002771358
ACH-000488,-0.67187055609
ACH-000490,-0.538545985855
ACH-000491,-0.552518605437
ACH-000495,-0.113405546387
ACH-000496,-0.47619602770400005
ACH-000499,-0.68757731543
ACH-000500,-0.862410135439
ACH-000502,-0.061640963153599994
ACH-000503,-0.230151602962
ACH-000505,-0.18075524958
ACH-000507,-0.22916355546599998
ACH-000510,-0.0877433651276
ACH-000511,-0.467415131076
ACH-000512,-0.638933613133
ACH-000516,0.00124415014874
ACH-000517,0.39751507769
ACH-000518,-0.611933749424
ACH-000520,-0.196672014723
ACH-000521,-0.645849651247
ACH-000522,0.209989520422
ACH-000524,-0.578946664098
ACH-000527,-0.412009040481
ACH-000528,-0.351994944867
ACH-000537,-0.9079138722419999
ACH-000541,-0.677355817615
ACH-000542,-0.509093198858
ACH-000544,-0.47101399471699995
ACH-000545,-0.588741101806
ACH-000547,-0.66993211024
ACH-000548,-0.812300921555
ACH-000549,-0.5335400580799999
ACH-000550,-0.315944039736
ACH-000552,-0.585823281795
ACH-000556,-0.8417550082359999
ACH-000557,-0.301550201287
ACH-000570,-0.192084749241
ACH-000571,-0.514228514375
ACH-000573,-0.260383103739
ACH-000576,-0.586681625079
ACH-000580,-0.223777858048
ACH-000584,-0.388203775101
ACH-000585,-0.559507464464
ACH-000588,-0.602112709454
ACH-000589,-0.39209353008299996
ACH-000591,-0.43909474446900004
ACH-000593,-0.533499495226
ACH-000600,-0.435657649492
ACH-000601,-0.35252270446500006
ACH-000604,-0.420832190463
ACH-000605,-0.5034747272060001
ACH-000606,-0.42462488782700003
ACH-000608,-0.26495714946
ACH-000614,-0.1761648801
ACH-000616,-0.17771223628199997
ACH-000618,-0.129507532364
ACH-000619,-0.561310300184
ACH-000620,-0.9684384221979999
ACH-000621,-0.582025200301
ACH-000622,-0.433713031159
ACH-000623,-0.439889573273
ACH-000624,-0.307912118018
ACH-000627,-0.625580076413
ACH-000630,-0.411319544203
ACH-000632,0.556643751993
ACH-000633,-0.37253017644599995
ACH-000637,-0.716627787269
ACH-000638,-0.328624535991
ACH-000646,-0.501264135801
ACH-000647,-0.522732784197
ACH-000648,0.494189604224
ACH-000649,-0.6527067262340001
ACH-000651,-0.218033972175
ACH-000652,-0.698814261059
ACH-000653,-0.46115218706999994
ACH-000657,0.0103703519206
ACH-000658,-0.924372432086
ACH-000661,-0.0914826766348
ACH-000662,-0.489345163038
ACH-000663,-0.0969102487019
ACH-000665,-0.397516197858
ACH-000671,-0.458353148386
ACH-000673,-0.294682170799
ACH-000676,0.0101318687366
ACH-000677,-0.521181809888
ACH-000681,-0.533624432435
ACH-000682,-0.278983367955
ACH-000683,-0.977917184192
ACH-000684,0.944654424562
ACH-000688,0.175918257715
ACH-000693,-0.367675575066
ACH-000694,-0.314515813433
ACH-000695,-0.252290625464
ACH-000696,-0.48021203719800004
ACH-000697,-0.534764057518
ACH-000699,-0.123868434531
